,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,trending
105,sbt-release,sbt/sbt-release,sbt,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2025-05-27 08:28:32,2025-05-27 08:28:30,609.0,12.0,162.0,24.0,296.0,86.0,102.0,653,2024-01-23 01:19:43,1.4.0,,,5.0,A release plugin for sbt.,,,66.0,19,True,2,,,,,,,1.0
106,sparta,Stratio/sparta,bigdata,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,192.0,136.0,1360.0,9.0,534.0,526,2017-05-31 09:56:04,1.5.0,,,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,,,41.0,19,False,3,,,,,,,
107,jackson-module-scala,FasterXML/jackson-module-scala,json,https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2025-05-29 17:27:35,2025-05-24 10:44:21,1856.0,55.0,142.0,26.0,228.0,53.0,463.0,503,,,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,,,61.0,19,True,2,['scala3'],,,,,,
108,mima,lightbend/mima,sbt,https://github.com/lightbend-labs/mima,https://github.com/lightbend-labs/mima,Apache-2.0,2012-05-24 14:08:57,2025-05-26 08:38:55,2025-05-26 08:38:55,1639.0,10.0,71.0,16.0,637.0,30.0,190.0,472,2024-08-09 02:29:56,1.1.4,,,33.0,A tool for catching binary incompatibility in Scala.,,,49.0,19,True,2,['scala3'],,,,,lightbend-labs/mima,
109,udash-core,UdashFramework/udash-core,web-frameworks,https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2025-05-28 14:12:16,2025-05-16 07:00:36,3719.0,36.0,37.0,19.0,1237.0,33.0,88.0,449,2025-05-13 10:48:59,0.17.2,,,30.0,Scala framework for building beautiful and maintainable web applications.,2.0,2.0,41.0,19,True,2,['scalajs'],,,,,,
110,ox,softwaremill/ox,toolkits,https://github.com/softwaremill/ox,https://github.com/softwaremill/ox,Apache-2.0,2023-01-18 14:28:30,2025-05-29 14:22:43,2025-05-28 13:26:44,617.0,35.0,30.0,26.0,255.0,17.0,46.0,440,2025-05-28 12:32:38,0.5.15,,,54.0,Safe direct-style concurrency and resiliency for Scala on the JVM.,,,27.0,19,True,2,['scala3'],,,,,,
111,zio-json,zio/zio-json,json,https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2025-05-26 18:31:00,2025-05-26 18:31:00,815.0,50.0,147.0,19.0,1229.0,74.0,119.0,421,2025-05-10 11:22:09,0.7.43,,,76.0,"Fast, secure JSON library with tight ZIO integration.",,,73.0,19,True,2,"['zio', 'scala3', 'scalajs']",,,,,,
112,cornichon,agourlay/cornichon,test,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2025-05-29 07:38:38,2025-05-29 07:38:37,3508.0,28.0,29.0,12.0,761.0,5.0,155.0,229,2025-01-25 08:30:57,0.22.0,,,79.0,Testing tool in Scala for HTTP JSON API.,,,19.0,19,True,3,,,,,,,
113,play-ws,playframework/play-ws,http,https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2025-05-27 06:38:42,2025-05-27 06:38:41,1247.0,33.0,87.0,14.0,875.0,76.0,83.0,226,2025-02-23 13:09:06,3.0.7,,,34.0,"Standalone Play WS, an async HTTP client with fluent API.",,,50.0,19,True,2,"['scala3', 'play']",,,,,,
114,openai-scala-client,cequence-io/openai-scala-client,sci,https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2025-05-23 13:16:35,2025-05-23 13:16:33,1010.0,83.0,27.0,10.0,50.0,8.0,41.0,222,2025-04-24 11:00:17,1.2.0,,,18.0,Scala client for OpenAI API and other major LLM providers.,6.0,,9.0,19,True,2,['scala3'],io.cequence:openai-scala-client_2.13,https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2025-04-23 14:42:04,6.0,,
115,neotypes,neotypes/neotypes,db-clients,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2025-05-16 19:16:30,2025-05-16 19:16:30,1393.0,44.0,35.0,6.0,811.0,13.0,57.0,170,2025-03-07 01:12:49,1.2.1,,,21.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",,,18.0,19,True,2,,,,,,,
116,bleep,oyvindberg/bleep,development-cycle,https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2025-05-19 07:21:05,2025-05-19 07:21:05,816.0,4.0,24.0,11.0,337.0,59.0,61.0,166,2025-01-16 20:30:24,0.0.12,10955.0,296.0,38.0,A bleeping fast scala build tool!.,,,21.0,19,True,3,['scala3'],,,,,,
117,async,scala/scala-async,toolkits,https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2025-05-26 08:35:21,2025-05-26 08:35:20,789.0,6.0,92.0,54.0,275.0,12.0,76.0,1155,2021-09-09 21:50:20,1.0.1,,,21.0,An asynchronous programming facility for Scala.,,,28.0,18,True,3,['scalajs'],,,,,,
118,fastparse,com-lihaoyi/fastparse,parsers,https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2025-01-14 13:25:06,2025-01-14 13:25:06,962.0,,165.0,32.0,167.0,21.0,134.0,1109,2021-09-07 10:21:47,2.3.3,,,2.0,Writing Fast Parsers Fast in Scala.,,,54.0,18,True,1,"['scala3', 'scalajs']",,,,,,
119,cassovary,twitter/cassovary,toolkits,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503.0,,150.0,159.0,155.0,33.0,48.0,1049,2015-03-18 21:37:14,5.1.0,,,5.0,Cassovary is a simple big graph processing library for the JVM.,,,30.0,18,False,3,,,,,,,
120,bidmach,biddata/bidmach,bigdata,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,86.0,61.0,67.0,90.0,914,2017-03-26 04:20:02,1.1.2,,,9.0,CPU and GPU-accelerated Machine Learning Library.,,,45.0,18,False,3,,,,,,,
121,quicklens,softwaremill/quicklens,toolkits,https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2025-05-09 00:09:41,2025-01-31 14:48:00,531.0,,53.0,41.0,228.0,34.0,35.0,839,2025-01-31 14:59:52,1.9.12,,,33.0,Modify deeply nested case class fields.,,,27.0,18,True,3,"['scala3', 'scalajs']",,,,,,
122,scala-parser-combinators,scala/scala-parser-combinators,parsers,https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2025-05-25 07:49:21,2025-05-25 07:49:21,1095.0,12.0,131.0,32.0,463.0,24.0,99.0,665,2024-04-18 04:36:44,2.4.0,,,19.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",,,70.0,18,True,1,"['scala3', 'scalajs']",,,,,,
123,testcontainers-scala,testcontainers/testcontainers-scala,test,https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2025-05-26 16:37:54,2025-05-26 16:37:54,774.0,25.0,129.0,17.0,343.0,80.0,76.0,649,2025-03-11 01:35:45,0.43.0,,,6.0,Docker containers for testing in scala.,,,90.0,18,True,3,['scala3'],,,,,,
124,scala-graph,scala-graph/scala-graph,toolkits,https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2025-03-26 09:20:24,2025-03-26 09:20:17,769.0,17.0,73.0,31.0,242.0,7.0,115.0,574,2024-10-11 10:46:33,2.0.2,,,2.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,,,21.0,18,True,3,['scalajs'],,,,,,
125,metrics-scala,erikvanoosten/metrics-scala,others,https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2025-05-27 06:19:35,2025-05-27 06:19:35,2439.0,14.0,60.0,12.0,507.0,1.0,74.0,427,2019-06-04 12:08:41,4.0.6,,,12.0,The scala API for Dropwizards Metrics.,,,90.0,18,True,1,['scala3'],,,,,,
126,mockito-scala,mockito/mockito-scala,test,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2025-05-29 06:57:19,2025-05-29 06:43:12,914.0,15.0,60.0,16.0,437.0,34.0,102.0,357,2025-05-29 06:57:19,2.0.0,,,51.0,Mockito for Scala language.,,,31.0,18,True,3,,,,,,,
127,sbt-microsites,47degrees/sbt-microsites,sbt,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2025-05-26 05:12:37,2024-04-29 05:19:30,1290.0,,61.0,49.0,694.0,17.0,122.0,321,2023-11-10 13:36:09,1.4.4,,,79.0,An sbt plugin to create awesome microsites for your project.,,,76.0,18,True,2,,,,,,,
128,scanamo,scanamo/scanamo,db-clients,https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2025-01-11 10:08:16,2025-01-11 10:08:14,2198.0,,125.0,33.0,1613.0,53.0,170.0,320,2024-11-05 15:41:17,3.0.0,,,25.0,Simpler DynamoDB access for Scala.,,,96.0,18,True,2,['scala3'],,,,,,
129,sbt-ci-release,sbt/sbt-ci-release,sbt,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2025-05-26 20:37:24,2025-05-26 20:37:17,571.0,28.0,78.0,10.0,290.0,6.0,81.0,297,2025-05-24 07:54:43,1.11.0,,,36.0,sbt plugin to automate Sonatype releases from GitHub Actions.,,,66.0,18,True,2,,,,,,,
130,cats-parse,typelevel/cats-parse,parsers,https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2025-05-24 17:33:11,2025-05-24 17:31:18,510.0,14.0,54.0,12.0,569.0,25.0,74.0,240,2024-12-11 17:33:56,1.1.0,,,16.0,A parsing library for the cats ecosystem.,,,46.0,18,True,1,"['scala3', 'scalajs']",,,,,,
131,pulsar4s,CleverCloud/pulsar4s,db-clients,https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2025-05-24 00:13:59,2025-05-24 00:13:37,776.0,20.0,45.0,12.0,644.0,24.0,43.0,230,2025-05-23 16:20:23,2.12.0,,,9.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",,,27.0,18,True,2,['scala3'],,,,,,
132,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2025-05-26 02:52:39,2025-05-26 02:52:37,336.0,19.0,47.0,9.0,295.0,1.0,72.0,215,2025-01-16 20:15:58,2.5.4,,,27.0,sbt plugin for Scalafmt.,,,30.0,18,True,2,,,,,,,
133,pekko-http,apache/incubator-pekko-http,http,https://github.com/apache/pekko-http,https://github.com/apache/pekko-http,Apache-2.0,2022-10-31 08:43:27,2025-05-28 13:52:00,2025-05-28 13:52:00,4761.0,17.0,44.0,21.0,566.0,34.0,76.0,168,,,,,,The Streaming-first HTTP server/module of Apache Pekko.,,,365.0,18,True,3,['scala3'],,,,,apache/pekko-http,
134,openmole,openmole/openmole,sci,https://github.com/openmole/openmole,https://github.com/openmole/openmole,AGPL-3.0,2014-10-08 09:37:00,2025-05-28 13:10:43,2025-05-28 13:08:02,14870.0,151.0,39.0,19.0,107.0,77.0,375.0,144,2024-07-15 20:57:44,16.2,,,4.0,Workflow engine for exploration of simulation models using high throughput computing.,,,49.0,18,True,2,,,,,,,
135,securesocial,jaliss/securesocial,sec,https://github.com/jaliss/securesocial,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54,2020-10-09 22:17:20,2018-07-21 14:07:06,571.0,,528.0,88.0,257.0,68.0,324.0,1199,,,,,,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",,,98.0,17,False,1,,,,,,,
136,scala-logging,lightbend-labs/scala-logging,logging,https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2025-03-25 00:59:27,2025-03-25 00:59:27,370.0,3.0,130.0,25.0,341.0,35.0,100.0,918,2023-08-30 13:19:37,3.9.5,,,6.0,Convenient and performant logging library for Scala wrapping SLF4J.,,,45.0,17,True,2,['scala3'],,,,,,
137,sbt-jmh,sbt/sbt-jmh,sbt,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2025-03-18 07:38:04,2025-03-18 07:37:57,348.0,3.0,91.0,22.0,185.0,29.0,70.0,788,2023-12-11 13:31:01,0.4.7,,,8.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",,,52.0,17,True,2,,,,,,,
138,sbt-updates,rtimush/sbt-updates,sbt,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2025-03-31 07:25:49,2024-12-26 17:34:35,672.0,,55.0,21.0,346.0,12.0,67.0,768,2022-05-30 08:03:01,0.6.3,,,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,,,29.0,17,True,2,,,,,,,
139,figaro,charles-river-analytics/figaro,sci,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478.0,,158.0,85.0,303.0,122.0,332.0,757,2017-08-24 18:00:35,5.0.0.0,2912.0,21.0,16.0,Figaro Programming Language and Core Libraries.,,,29.0,17,False,3,,,,,,,
140,scala-scraper,ruippeixotog/scala-scraper,others,https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2025-05-10 01:07:07,2025-05-10 01:07:07,802.0,30.0,105.0,28.0,518.0,9.0,56.0,725,2017-07-21 21:40:45,2.0.0,,,5.0,A Scala library for scraping content from HTML pages.,,,16.0,17,True,2,['scala3'],,,,,,
141,unfiltered,unfiltered/unfiltered,web-frameworks,https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2025-05-28 23:21:26,2025-05-28 23:21:26,2973.0,19.0,114.0,25.0,1345.0,71.0,146.0,710,,,,,,A toolkit for servicing HTTP requests in Scala.,,,95.0,17,True,3,['scala3'],,,,,,
142,scalafx,scalafx/scalafx,others,https://github.com/scalafx/scalafx,https://github.com/scalafx/scalafx,,2014-05-18 14:12:15,2025-05-09 02:48:55,2025-05-09 02:48:48,2125.0,29.0,66.0,32.0,60.0,31.0,314.0,681,2025-04-25 01:18:54,.24.0.0-R35,337.0,2.0,35.0,ScalaFX simplifies creation of JavaFX-based user interfaces in Scala.,,,57.0,17,False,2,['scala3'],,,,,,
143,scallop,scallop/scallop,others,https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2024-12-07 07:59:06,2024-12-07 07:56:09,611.0,,58.0,14.0,57.0,9.0,187.0,681,2024-12-07 07:59:56,5.2.0,,,28.0,a simple Scala CLI parsing library.,,,26.0,17,True,2,"['scala3', 'scalajs']",,,,,,
144,decline,bkirwi/decline,others,https://github.com/bkirwi/decline,https://github.com/bkirwi/decline,Apache-2.0,2016-10-23 00:30:19,2025-05-11 02:00:15,2025-05-11 02:00:15,863.0,11.0,72.0,7.0,521.0,34.0,63.0,657,2021-12-12 22:36:45,2.2.0,,,8.0,A composable command-line parser for Scala.,,,38.0,17,True,2,"['scala3', 'scalajs']",,,,,,
145,freestyle,frees-io/freestyle,toolkits,https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526.0,,50.0,39.0,321.0,34.0,214.0,615,2018-06-07 10:17:38,0.8.2,,,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,,,45.0,17,False,3,['scalajs'],,,,,,
146,chill,twitter/chill,data,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2024-08-19 21:32:21,2023-03-19 07:21:05,928.0,,155.0,129.0,697.0,75.0,92.0,615,2021-06-04 22:29:04,0.10.0,,,34.0,Scala extensions for the Kryo serialization library.,,,68.0,17,False,2,,,,,,,
147,scalate,scalate/scalate,templating,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2025-05-24 07:14:16,2025-05-24 07:14:16,2810.0,10.0,104.0,22.0,694.0,36.0,35.0,607,,,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",,,74.0,17,True,2,,,,,,,
148,squeryl,squeryl/squeryl,db-clients,https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2025-05-28 22:51:05,2025-05-28 22:51:05,1208.0,17.0,138.0,28.0,466.0,39.0,112.0,584,,,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,,,60.0,17,True,2,['scala3'],,,,,,
149,sbt-buildinfo,sbt/sbt-buildinfo,sbt,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2025-03-13 14:05:44,2025-03-13 14:05:43,342.0,4.0,91.0,22.0,109.0,12.0,96.0,557,2024-11-09 19:28:52,0.13.1,,,8.0,I know this because build.sbt knows this.,,,51.0,17,True,2,,,,,,,
150,scalariform,scala-ide/scalariform,development-cycle,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2024-05-11 00:35:23,2019-06-11 05:21:17,734.0,,148.0,26.0,98.0,67.0,140.0,527,2019-06-11 05:28:37,0.2.10,10180.0,108.0,11.0,Scala source code formatter.,,,56.0,17,False,3,,,,,,,
151,jawn,typelevel/jawn,json,https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,,2012-10-01 02:04:45,2025-05-24 15:09:53,2025-05-24 15:09:51,1469.0,21.0,73.0,21.0,622.0,13.0,56.0,435,2024-05-29 20:49:23,1.6.0,,,23.0,Jawn is for parsing jay-sawn (JSON).,,,53.0,17,False,2,"['scala3', 'scalajs']",,,,,,
152,endpoints4s,endpoints4s/endpoints4s,http,https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2025-03-25 19:34:46,2025-03-25 19:34:46,1613.0,1.0,97.0,10.0,1128.0,37.0,171.0,409,2024-09-20 20:34:06,1.12.1,,,33.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",,,64.0,17,True,3,"['scala3', 'scalajs']",,,,,,
153,play-pac4j,pac4j/play-pac4j,sec,https://github.com/pac4j/play-pac4j,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26,2025-05-27 05:32:18,2025-05-27 05:32:15,1072.0,13.0,104.0,26.0,579.0,4.0,170.0,407,2023-11-15 08:16:36,play-pac4j-parent-12.0.0-PLAY2.8-RC1,,,1.0,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",,,53.0,17,True,1,,,,,,,
154,play-swagger,iheartradio/play-swagger,others,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-11-10 07:27:13,2023-07-28 01:36:51,778.0,,131.0,23.0,438.0,22.0,160.0,406,2023-07-27 02:50:55,1.1.12,,,39.0,Swagger spec generator for play framework.,,,54.0,17,False,2,,,,,,,
155,xsbt-web-plugin,earldouglas/xsbt-web-plugin,sbt,https://github.com/earldouglas/sbt-war,https://github.com/earldouglas/sbt-war,BSD-3-Clause,2011-04-24 10:27:46,2025-05-26 13:46:52,2025-05-26 13:46:50,1223.0,27.0,99.0,18.0,764.0,1.0,285.0,382,,,,,,Package and run WAR files from sbt.,,,33.0,17,True,2,,,,,,earldouglas/sbt-war,
156,play-json,playframework/play-json,json,https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2025-05-09 11:13:32,2025-04-29 13:49:57,1433.0,9.0,137.0,15.0,1016.0,53.0,98.0,365,2024-06-17 10:21:07,3.0.4,,,24.0,The Play JSON library.,,,68.0,17,True,2,"['scala3', 'scalajs', 'play']",,,,,,-1.0
157,sbt-git,sbt/sbt-git,sbt,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2025-05-13 08:25:00,2025-05-13 08:24:59,413.0,28.0,103.0,20.0,186.0,34.0,84.0,356,2024-10-09 22:55:17,2.1.0,,,8.0,A git plugin for sbt.,,,55.0,17,True,2,,,,,,,
158,scrypto,input-output-hk/scrypto,sec,https://github.com/input-output-hk/scrypto,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21,2025-03-18 10:41:33,2025-03-17 20:29:24,1041.0,10.0,49.0,21.0,94.0,4.0,19.0,203,2025-03-18 10:41:33,3.1.0,,,11.0,Cryptographic primitives for Scala.,,,26.0,17,False,1,['scalajs'],,,,,,
159,zio-redis,zio/zio-redis,db-clients,https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2025-05-29 01:59:15,2025-05-28 06:25:07,699.0,40.0,64.0,12.0,965.0,17.0,122.0,126,2025-03-19 22:43:36,1.1.3,,,8.0,A ZIO-based redis client.,,,46.0,17,True,2,"['zio', 'scala3']",,,,,,-1.0
160,mill,com-lihaoyi/mill,development-cycle,https://github.com/com-lihaoyi/mill,https://github.com/com-lihaoyi/mill,MIT,2017-10-17 03:43:19,2025-05-21 15:01:07,,,,404.0,,,189.0,,2432,,,,,,"Mill is a fast JVM build tool that supports Java, Scala, Kotlin and many other languages. 3-6x faster than Maven or..",,,262.0,16,True,3,,,,,,,
161,better-files,pathikrit/better-files,toolkits,https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2024-08-13 00:56:52,2024-03-18 04:06:32,1092.0,,145.0,36.0,464.0,50.0,178.0,1476,,,,,,"Simple, safe and intuitive Scala I/O.",,,63.0,16,True,3,['scala3'],,,,,,
162,scopt,scopt/scopt,others,https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2025-05-18 08:47:01,2025-05-18 08:47:01,508.0,2.0,161.0,35.0,184.0,57.0,117.0,1438,2022-07-02 20:30:57,4.1.0,,,17.0,command line options parsing for Scala.,,,62.0,16,False,2,"['scala3', 'scalajs']",,,,,,
163,tensorflow_scala,eaplatanios/tensorflow_scala,sci,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260.0,,95.0,64.0,51.0,29.0,120.0,939,2020-10-08 19:13:41,0.5.6,,,11.0,TensorFlow API for the Scala Programming Language.,,,12.0,16,False,3,,,,,,,
164,squants,typelevel/squants,sci,https://github.com/typelevel/squants,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32,2025-05-08 16:27:49,2024-01-08 23:25:53,829.0,,125.0,18.0,503.0,57.0,101.0,928,2021-08-26 20:15:30,1.8.3,,,17.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",,,63.0,16,True,3,"['scala3', 'scalajs']",,,,,,
165,rxscala,reactivex/rxscala,reactive,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857.0,,110.0,57.0,122.0,2.0,85.0,888,2019-12-29 15:41:19,0.27.0,,,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,,,46.0,16,False,2,,,,,,,
166,rediscala,etaty/rediscala,db-clients,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2024-05-07 19:31:37,2019-10-17 08:36:11,414.0,,134.0,38.0,101.0,74.0,83.0,788,2019-06-23 15:29:14,1.9.0,,,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",,,32.0,16,False,2,,,,,,,
167,vegas,vegas-viz/vegas,bigdata,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237.0,,98.0,40.0,77.0,54.0,54.0,730,2017-07-25 22:34:25,0.3.11,,,8.0,The missing MatPlotLib for Scala + Spark.,,,21.0,16,False,3,,,,,,,
168,scalastyle,scalastyle/scalastyle,development-cycle,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629.0,,216.0,30.0,148.0,84.0,149.0,677,,,,,,scalastyle.,,,70.0,16,False,3,,,,,,,
169,korolev,fomkin/korolev,web-frameworks,https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677.0,,50.0,20.0,227.0,16.0,224.0,578,2022-08-16 08:04:00,1.5.0,,,35.0,Single Page Applications running on the server side.,,,26.0,16,False,3,"['scala3', 'scalajs']",,,,,,
170,scala-oauth2-provider,nulab/scala-oauth2-provider,sec,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-12-04 15:31:56,2023-12-04 15:31:51,268.0,,103.0,72.0,97.0,4.0,63.0,537,2023-10-16 02:00:21,1.6.0,,,28.0,OAuth 2.0 server-side implementation written in Scala.,,,28.0,16,True,2,,,,,,,
171,utest,com-lihaoyi/utest,test,https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,MIT,2014-01-27 03:12:39,2025-01-21 01:28:00,2025-01-21 01:28:00,712.0,,83.0,14.0,234.0,37.0,112.0,496,2025-01-09 22:47:18,0.8.5,,,12.0,A simple testing framework for Scala.,,,52.0,16,True,3,"['scala3', 'scalajs']",,,,,,
172,xitrum,xitrum-framework/xitrum,web-frameworks,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082.0,,52.0,38.0,36.0,56.0,600.0,449,,,,,,Async and clustered Scala web framework and HTTP(S) server.,,,31.0,16,False,3,,,,,,,
