,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,maven_id,maven_url,trending,dependent_project_count,github_dependent_project_count,updated_github_id,labels
185,Freasy-Monad,Thangiee/Freasy-Monad,toolkits,https://github.com/Thangiee/Freasy-Monad,https://github.com/Thangiee/Freasy-Monad,MIT,2016-09-05 06:07:02,2018-06-15 23:31:10,2018-06-15 23:31:09,94.0,,8.0,7.0,1.0,,11.0,114.0,,,,Easy way to create Free Monad using Scala macros with first-class Intellij support.,4.0,8,False,3.0,,,,,,,,,
186,shade,monix/shade,db-clients,https://github.com/monix/shade,https://github.com/monix/shade,MIT,2013-06-24 11:30:05,2021-03-18 23:25:57,2018-03-24 04:39:05,133.0,,18.0,11.0,43.0,9.0,15.0,107.0,,,,Memcached client for Scala.,12.0,8,False,3.0,,,,,,,,,
187,morpheus,outworkers/morpheus,db-clients,https://github.com/outworkers/morpheus,https://github.com/outworkers/morpheus,,2015-09-03 10:48:15,2019-06-12 10:57:50,2019-06-12 10:57:47,217.0,,4.0,5.0,18.0,,,101.0,2016-04-11 09:47:33,"org=com.websudos,name=morpheus,version=0.2.7",2.0,Reactive type-safe Scala driver for SQL databases.,5.0,8,False,3.0,,,,,,,,,
188,pagelets,splink/pagelets,web-frameworks,https://github.com/splink/pagelets,https://github.com/splink/pagelets,Apache-2.0,2016-10-03 17:48:28,2022-01-31 22:50:46,2022-01-31 22:49:47,138.0,,6.0,9.0,7.0,,5.0,78.0,,,,A module for the Play Framework to build highly modular applications.,,8,True,3.0,,,,,,,,,
189,scalarelational,outr/scalarelational,db-clients,https://github.com/outr/scalarelational,https://github.com/outr/scalarelational,,2013-11-01 17:14:15,2019-03-06 15:28:00,2019-03-06 15:27:46,520.0,,8.0,12.0,39.0,15.0,49.0,58.0,,,,"Type-Safe framework for defining, modifying, and querying SQL databases.",7.0,8,False,3.0,,,,,,,,,
190,scala-phash,poslegm/scala-phash,media,https://github.com/poslegm/scala-phash,https://github.com/poslegm/scala-phash,MIT,2017-03-17 05:59:47,2020-07-22 10:26:17,2020-07-22 10:26:09,73.0,,3.0,1.0,3.0,,5.0,18.0,2019-06-10 22:19:24,1.2.2,5.0,Image comparison by hash codes.,3.0,8,False,3.0,,,,,,,,,
191,analogweb-scala,analogweb/analogweb-scala,web-frameworks,https://github.com/analogweb/analogweb-scala,https://github.com/analogweb/analogweb-scala,MIT,2013-12-19 15:49:54,2022-08-13 08:21:27,2022-07-19 14:14:08,414.0,,2.0,3.0,17.0,1.0,26.0,13.0,,,,Tiny High Performance HTTP Server for Scala.,4.0,8,False,3.0,,,,,,,,,
192,scala-sql,wangzaixiang/scala-sql,db-clients,https://github.com/wangzaixiang/scala-sql,https://github.com/wangzaixiang/scala-sql,,2012-05-29 01:09:15,2023-05-31 09:16:02,2023-05-31 09:15:37,126.0,1.0,17.0,10.0,1.0,,2.0,89.0,2019-01-04 03:19:55,2.0.7,3.0,scala SQL api.,5.0,7,False,3.0,,,,,,,,,
193,lamma,maxcellent/lamma,toolkits,https://github.com/maxcellent/lamma,https://github.com/maxcellent/lamma,,2014-05-26 15:37:29,2020-05-25 08:37:51,2020-05-25 08:37:50,230.0,,18.0,7.0,1.0,,13.0,89.0,,,,Lamma schedule generator for Scala is a professional schedule generation library for periodic schedules like fixed..,,7,False,3.0,,,,,,,,,
194,chromaprint.scala,mgdigital/chromaprint.scala,media,https://github.com/mgdigital/Chromaprint.scala,https://github.com/mgdigital/Chromaprint.scala,,2019-05-06 21:36:41,2019-07-04 12:53:08,2019-07-04 12:52:59,162.0,,7.0,4.0,9.0,2.0,,85.0,,,,Chromaprint/AcoustID audio fingerprinting for the JVM.,,7,False,3.0,,,,,,,,,
195,sbt-json,battermann/sbt-json,json,https://github.com/battermann/sbt-json,https://github.com/battermann/sbt-json,MIT,2017-08-16 16:28:39,2018-05-29 20:34:36,2018-05-29 20:33:52,104.0,,3.0,5.0,6.0,1.0,4.0,32.0,,,,"sbt plugin that generates Scala case classes for easy, statically typed and implicit access of JSON data e.g. from API..",2.0,7,False,3.0,,,,,,,,,
196,etcd4s,mingchuno/etcd4s,db-clients,https://github.com/mingchuno/etcd4s,https://github.com/mingchuno/etcd4s,MIT,2017-11-17 11:26:19,2023-06-03 12:34:07,2022-03-07 09:38:29,84.0,,4.0,2.0,50.0,3.0,1.0,32.0,,,,Scala etcd client implementing V3 APIs.,4.0,7,True,3.0,,,,,,,,,
197,mapperdao,kostaskougios/mapperdao,db-clients,https://github.com/kostaskougios/mapperdao,https://github.com/kostaskougios/mapperdao,,2015-03-13 23:38:56,2018-05-14 17:34:31,2018-05-14 17:34:27,2004.0,,4.0,3.0,4.0,3.0,6.0,14.0,,,,A Scala ORM library.,10.0,7,False,3.0,,,,,,,,,
198,fm-flatfile,frugalmechanic/fm-flatfile,csv-yaml,https://github.com/frugalmechanic/fm-flatfile,https://github.com/frugalmechanic/fm-flatfile,Apache-2.0,2014-04-23 20:49:52,2023-06-07 21:24:02,2023-06-07 21:23:17,107.0,3.0,3.0,5.0,3.0,3.0,,10.0,,,,Scala Library for Reading Flat File Data (CSV/TSV/XLS/XLSX).,2.0,7,False,3.0,,,,,,,,,
199,jefe,outr/jefe,http,https://github.com/outr/jefe,https://github.com/outr/jefe,MIT,2016-03-23 13:45:36,2020-01-17 23:50:29,2020-01-17 23:49:36,203.0,,,3.0,1.0,8.0,13.0,8.0,,,,"Manages installation, updating, downloading, launching, error reporting, and more for your application.",,7,False,3.0,,,,,,,,,
200,kvs,zero-deps/kvs,db-clients,https://github.com/zero-deps/kvs,https://github.com/zero-deps/kvs,,2019-08-09 21:21:29,2023-03-26 22:14:33,2022-09-01 22:23:42,770.0,,2.0,6.0,4.0,,11.0,20.0,2022-06-24 23:03:51,6.1,2.0,Highly available distributed strong eventual consistent and sequentially consistent storage with feeds and search.,16.0,6,False,3.0,,,,,,,,,
201,sclasner,xitrum-framework/sclasner,di,https://github.com/xitrum-framework/sclasner,https://github.com/xitrum-framework/sclasner,MIT,2011-09-09 04:48:43,2019-11-16 00:08:39,2019-11-16 00:08:30,66.0,,,4.0,,,3.0,10.0,,,,Scala classpath scanner.,5.0,6,False,3.0,,,,,,,,,
202,freedsl,ISCPIF/freedsl,toolkits,https://github.com/ISCPIF/freedsl,https://github.com/ISCPIF/freedsl,,2016-10-27 16:19:11,2018-09-12 13:19:12,2018-09-12 13:18:57,208.0,,1.0,7.0,1.0,,,37.0,,,,Practical effect composition library based on abstract wrapping type and the free monad.,2.0,5,False,3.0,,,,,,,,,
203,frontier,zero-deps/frontier,http,https://github.com/zero-deps/frontier,https://github.com/zero-deps/frontier,,2020-10-02 14:06:05,2022-09-13 13:27:13,2022-09-13 13:27:09,123.0,,3.0,5.0,4.0,,4.0,10.0,,,,"Fast, efficient, pure-functional, effect-free websocket, http and udp server, http client and telegram bot.",6.0,5,False,3.0,,,,,,,,,
204,json,nestorpersist/json,json,https://github.com/nestorpersist/json,https://github.com/nestorpersist/json,,2012-11-17 19:43:13,2018-03-09 04:32:45,2016-12-16 16:48:10,115.0,,8.0,6.0,10.0,,2.0,11.0,,,,"Persist-Json, a Fast Json Parser Written in Scala.",2.0,3,False,3.0,,,,,,,,,
205,tinylog,tynlog-org/tinylog,toolkits,,{},,,,,,,,,,,,,,,,,,0,False,,,,,,,,,,
