,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,updated_github_id
131,fs2-aws,laserdisc-io/fs2-aws,,others,['scala3'],https://github.com/laserdisc-io/fs2-aws,https://github.com/laserdisc-io/fs2-aws,MIT,2018-01-13 18:32:52,2024-08-12 22:35:12,2024-07-22 15:40:55,769.0,17.0,47.0,5.0,1147.0,17.0,52.0,189,2024-05-01 18:58:29,6.1.3,65.0,fs2 utilities to interact with AWS.,,,30.0,18,,,,True,1,,,,
132,openai-scala-client,cequence-io/openai-scala-client,io.cequence:openai-scala-client_2.13,sci,['scala3'],https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2024-08-19 10:06:43,2024-08-10 16:17:47,637.0,118.0,20.0,12.0,43.0,8.0,30.0,174,2024-04-25 21:20:54,1.0.0,13.0,Scala client for OpenAI API.,6.0,,8.0,18,https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2024-07-22 13:08:54,6.0,True,2,,,,
133,neotypes,neotypes/neotypes,,db-clients,,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2024-08-19 17:08:34,2024-06-24 22:13:29,1285.0,18.0,33.0,7.0,721.0,13.0,56.0,164,2024-06-07 14:29:41,1.1.0,19.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",,,16.0,18,,,,True,2,,,,
134,pekko-http,apache/incubator-pekko-http,,http,['scala3'],https://github.com/apache/pekko-http,https://github.com/apache/pekko-http,Apache-2.0,2022-10-31 08:43:27,2024-08-18 00:54:53,2024-08-18 00:54:50,4683.0,13.0,35.0,23.0,477.0,30.0,73.0,149,,,,The Streaming-first HTTP server/module of Apache Pekko.,,,362.0,18,,,,True,3,,,,apache/pekko-http
135,bleep,oyvindberg/bleep,,development-cycle,['scala3'],https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2024-08-17 10:38:03,2024-08-17 10:34:31,782.0,29.0,21.0,12.0,303.0,61.0,54.0,144,2024-08-17 10:51:49,0.0.7,33.0,A bleeping fast scala build tool!.,,,17.0,18,,,,True,3,6770.0,241.0,,
136,vertx-lang-scala,vert-x3/vertx-lang-scala,,reactive,,https://github.com/vert-x3/vertx-lang-scala,https://github.com/vert-x3/vertx-lang-scala,,2014-11-04 12:04:52,2024-08-22 01:47:22,2024-08-13 08:05:37,633.0,23.0,40.0,34.0,113.0,10.0,64.0,122,2024-06-09 22:23:52,4.5.8,3.0,Vert.x for Scala.,,,21.0,18,,,,False,2,971.0,194.0,,
137,skuber,hagay3/skuber,,others,['scala3'],https://github.com/hagay3/skuber,https://github.com/hagay3/skuber,Apache-2.0,2021-03-11 23:49:41,2024-08-19 15:43:31,2024-07-13 22:13:31,1139.0,10.0,29.0,3.0,385.0,23.0,23.0,73,2024-03-04 12:13:20,4.0.3,21.0,A Scala Kubernetes client library.,,,66.0,18,,,,True,1,,,,
138,better-files,pathikrit/better-files,,toolkits,['scala3'],https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2024-08-13 00:56:52,2024-03-18 04:06:32,1092.0,,146.0,38.0,447.0,49.0,178.0,1473,,,,"Simple, safe and intuitive Scala I/O.",,,62.0,17,,,,True,3,,,,
139,securesocial,jaliss/securesocial,,sec,,https://github.com/jaliss/securesocial,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54,2020-10-09 22:17:20,2018-07-21 14:07:06,571.0,,528.0,88.0,257.0,68.0,324.0,1199,,,,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",,,98.0,17,,,,False,1,,,,
140,enumeratum,lloydmeta/enumeratum,,toolkits,"['scala3', 'scalajs']",https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2024-08-15 16:46:22,2024-07-07 15:42:16,558.0,2.0,146.0,26.0,270.0,31.0,104.0,1184,2024-07-07 15:45:22,enumeratum-1.7.4,75.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",,,92.0,17,,,,True,3,,,,
141,async,scala/scala-async,,toolkits,['scalajs'],https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2024-07-14 05:17:32,2024-07-14 05:17:32,765.0,2.0,92.0,55.0,254.0,12.0,76.0,1145,2021-09-09 21:50:20,1.0.1,21.0,An asynchronous programming facility for Scala.,,,28.0,17,,,,True,3,,,,
142,quicklens,softwaremill/quicklens,,toolkits,"['scala3', 'scalajs']",https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2024-08-19 00:07:48,2024-03-28 11:48:36,501.0,,53.0,45.0,190.0,28.0,31.0,819,2024-01-23 20:01:45,1.9.7,28.0,Modify deeply nested case class fields.,,,26.0,17,,,,True,3,,,,
143,sbt-jmh,sbt/sbt-jmh,,sbt,,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2024-08-02 04:20:18,2024-08-02 04:20:18,324.0,6.0,90.0,24.0,161.0,29.0,70.0,789,2023-12-11 13:31:01,0.4.7,8.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",,,52.0,17,,,,True,2,,,,
144,scala-scraper,ruippeixotog/scala-scraper,,others,['scala3'],https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2024-08-20 21:13:30,2024-08-20 21:13:30,729.0,20.0,105.0,29.0,446.0,8.0,53.0,714,2017-07-21 21:40:45,2.0.0,5.0,A Scala library for scraping content from HTML pages.,,,15.0,17,,,,True,2,,,,
145,unfiltered,unfiltered/unfiltered,,web-frameworks,['scala3'],https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2024-08-21 21:31:37,2024-08-21 21:31:36,2910.0,17.0,114.0,26.0,1168.0,73.0,146.0,710,,,,A toolkit for servicing HTTP requests in Scala.,,,89.0,17,,,,True,3,,,,
146,scallop,scallop/scallop,,others,"['scala3', 'scalajs']",https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2024-03-16 05:41:49,2024-03-16 05:38:45,605.0,,57.0,15.0,54.0,7.0,184.0,676,2024-03-16 05:44:32,5.1.0,27.0,a simple Scala CLI parsing library.,,,25.0,17,,,,True,2,,,,
147,scalafx,scalafx/scalafx,,others,['scala3'],https://github.com/scalafx/scalafx,https://github.com/scalafx/scalafx,,2014-05-18 14:12:15,2024-06-30 01:34:52,2024-06-30 01:34:13,2080.0,14.0,68.0,33.0,60.0,27.0,306.0,666,2024-04-02 23:54:19,.22.0.0-R33,33.0,ScalaFX simplifies creation of JavaFX-based user interfaces in Scala.,,,57.0,17,,,,False,2,298.0,2.0,,
148,freestyle,frees-io/freestyle,,toolkits,['scalajs'],https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526.0,,52.0,41.0,321.0,36.0,214.0,613,2018-06-07 10:17:38,0.8.2,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,,,45.0,17,,,,False,3,,,,
149,scalate,scalate/scalate,,templating,,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2024-08-21 02:07:40,2024-08-21 00:13:53,2764.0,13.0,105.0,23.0,635.0,36.0,35.0,607,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",,,74.0,17,,,,True,2,,,,
150,korolev,fomkin/korolev,,web-frameworks,"['scala3', 'scalajs']",https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677.0,,50.0,21.0,227.0,16.0,224.0,578,2022-08-16 08:04:00,1.5.0,35.0,Single Page Applications running on the server side.,,,26.0,17,,,,True,3,,,,
151,sbt-buildinfo,sbt/sbt-buildinfo,,sbt,,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2024-03-20 07:02:11,2024-03-20 04:06:08,325.0,,88.0,21.0,100.0,18.0,88.0,551,2024-03-20 04:25:12,0.12.0,6.0,I know this because build.sbt knows this.,,,50.0,17,,,,True,2,,,,
152,scalariform,scala-ide/scalariform,,development-cycle,,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2024-05-11 00:35:23,2019-06-11 05:21:17,734.0,,148.0,27.0,98.0,67.0,140.0,527,2019-06-11 05:28:37,0.2.10,11.0,Scala source code formatter.,,,56.0,17,,,,False,3,9765.0,114.0,,
153,reboot,dispatch/reboot,,http,,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2024-08-18 02:13:50,2024-08-18 02:13:43,741.0,19.0,105.0,34.0,136.0,6.0,98.0,424,2020-01-11 01:05:15,1.2.0,24.0,Scala wrapper for the Java AsyncHttpClient.,,,39.0,17,,,,True,3,,,,
154,play-swagger,iheartradio/play-swagger,,others,,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-11-10 07:27:13,2023-07-28 01:36:51,778.0,,130.0,24.0,438.0,22.0,160.0,404,2023-07-27 02:50:55,1.1.12,39.0,Swagger spec generator for play framework.,,,54.0,17,,,,True,2,,,,
155,play-pac4j,pac4j/play-pac4j,,sec,,https://github.com/pac4j/play-pac4j,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26,2024-08-19 07:04:24,2024-08-19 07:04:22,1022.0,22.0,102.0,27.0,514.0,2.0,166.0,404,2023-11-15 08:16:36,play-pac4j-parent-12.0.0-PLAY2.8-RC1,1.0,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",,,51.0,17,,,,True,1,,,,
156,xsbt-web-plugin,earldouglas/xsbt-web-plugin,,sbt,,https://github.com/earldouglas/xsbt-web-plugin,https://github.com/earldouglas/xsbt-web-plugin,BSD-3-Clause,2011-04-24 10:27:46,2024-08-10 18:47:05,2024-08-10 18:47:04,1103.0,32.0,105.0,19.0,660.0,17.0,247.0,384,,,,Servlet support for sbt.,,,33.0,17,,,,True,2,,,,
157,mockito-scala,mockito/mockito-scala,,test,,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2024-08-05 21:39:21,2024-06-24 19:43:13,899.0,6.0,59.0,17.0,414.0,30.0,97.0,354,2024-06-24 19:58:21,1.17.37,43.0,Mockito for Scala language.,,,31.0,17,,,,True,3,,,,
158,scala-js-dom,scala-js/scala-js-dom,,scala-js,"['scala3', 'scalajs']",https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2024-08-13 03:30:17,2024-03-21 16:19:03,1535.0,,160.0,17.0,634.0,32.0,196.0,315,2023-09-28 01:09:16,2.8.0,10.0,Statically typed DOM API for Scala.js.,,,118.0,17,,,,False,2,,,,
159,scalismo,unibas-gravis/scalismo,,media,['scala3'],https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2024-06-24 14:15:02,2024-01-23 13:09:12,1839.0,,66.0,18.0,349.0,10.0,70.0,245,2023-07-04 08:48:44,0.92.0,7.0,Scalable Image Analysis and Shape Modelling.,,,23.0,17,,,,True,2,,,,
160,cats-parse,typelevel/cats-parse,,parsers,"['scala3', 'scalajs']",https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2024-08-21 20:14:49,2024-08-21 20:13:04,472.0,14.0,52.0,16.0,516.0,29.0,71.0,228,2023-11-07 04:19:52,1.0.0,15.0,A parsing library for the cats ecosystem.,,,39.0,17,,,,True,2,,,,
161,youi,outr/youi,,web-frameworks,['scalajs'],https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2024-08-18 00:05:21,2024-07-19 23:39:16,2730.0,12.0,29.0,16.0,322.0,22.0,41.0,209,2019-01-30 18:17:20,0.9.0,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",,,11.0,17,,,,True,3,,,,
162,sttp-oauth2,ocadotechnology/sttp-oauth2,com.ocadotechnology:sttp-oauth2_2.13,sec,,https://github.com/polyvariant/sttp-oauth2,https://github.com/polyvariant/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2024-08-21 21:08:16,2024-08-21 20:31:47,484.0,14.0,22.0,9.0,483.0,11.0,23.0,74,2024-08-21 20:05:38,0.19.2,35.0,OAuth2 client library implemented in Scala using sttp.,4.0,,14.0,17,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2024-05-12 18:38:37,4.0,True,1,,,,polyvariant/sttp-oauth2
163,play-googleauth,guardian/play-googleauth,,sec,,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2024-08-22 14:01:58,2024-08-22 14:01:58,647.0,84.0,11.0,60.0,245.0,9.0,,35,2024-08-22 14:01:57,12.1.0,33.0,Simple play module for authenticating against Google.,,,70.0,17,,,,True,1,,,,
164,scopt,scopt/scopt,,others,"['scala3', 'scalajs']",https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2024-04-12 08:31:36,2024-04-12 08:31:36,506.0,,164.0,36.0,183.0,55.0,116.0,1433,2022-07-02 20:30:57,4.1.0,17.0,command line options parsing for Scala.,,,62.0,16,,,,False,2,,,,
165,tensorflow_scala,eaplatanios/tensorflow_scala,,sci,,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260.0,,96.0,67.0,51.0,29.0,120.0,936,2020-10-08 19:13:41,0.5.6,11.0,TensorFlow API for the Scala Programming Language.,,,12.0,16,,,,False,3,,,,
166,squants,typelevel/squants,,sci,"['scala3', 'scalajs']",https://github.com/typelevel/squants,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32,2024-07-29 08:24:02,2024-01-08 23:25:53,829.0,,125.0,18.0,489.0,57.0,101.0,919,2021-08-26 20:15:30,1.8.3,17.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",,,63.0,16,,,,True,3,,,,
167,scala-logging,lightbend-labs/scala-logging,,logging,['scala3'],https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2024-08-14 03:06:57,2024-08-14 03:06:57,352.0,2.0,130.0,27.0,318.0,36.0,100.0,910,2023-08-30 13:19:37,3.9.5,6.0,Convenient and performant logging library for Scala wrapping SLF4J.,,,45.0,16,,,,True,2,,,,
168,rxscala,reactivex/rxscala,,reactive,,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857.0,,121.0,58.0,122.0,2.0,85.0,885,2019-12-29 15:41:19,0.27.0,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,,,45.0,16,,,,False,2,,,,
169,rediscala,etaty/rediscala,,db-clients,,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2024-05-07 19:31:37,2019-10-17 08:36:11,414.0,,135.0,40.0,101.0,74.0,83.0,789,2019-06-23 15:29:14,1.9.0,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",,,32.0,16,,,,False,2,,,,
170,figaro,charles-river-analytics/figaro,,sci,,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478.0,,158.0,85.0,303.0,122.0,332.0,756,2017-08-24 18:00:35,5.0.0.0,16.0,Figaro Programming Language and Core Libraries.,,,29.0,16,,,,False,3,2436.0,19.0,,
171,sbt-docker,marcuslonnberg/sbt-docker,,sbt,,https://github.com/marcuslonnberg/sbt-docker,https://github.com/marcuslonnberg/sbt-docker,MIT,2014-01-12 19:43:03,2024-07-18 07:59:11,2023-08-24 05:50:14,380.0,,107.0,19.0,48.0,21.0,69.0,730,2023-08-24 05:54:18,1.11.0,9.0,Create Docker images directly from sbt.,,,27.0,16,,,,True,3,,,,
172,vegas,vegas-viz/vegas,,bigdata,,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237.0,,99.0,43.0,77.0,53.0,54.0,730,2017-07-25 22:34:25,0.3.11,8.0,The missing MatPlotLib for Scala + Spark.,,,21.0,16,,,,False,3,,,,
173,requests-scala,com-lihaoyi/requests-scala,,http,['scala3'],https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2024-08-16 00:39:09,2024-08-16 00:39:09,180.0,11.0,82.0,12.0,100.0,33.0,50.0,712,2024-07-22 10:23:03,0.9.0,10.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",,,34.0,16,,,,False,3,,,,
174,scalastyle,scalastyle/scalastyle,,development-cycle,,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629.0,,216.0,31.0,148.0,84.0,149.0,676,,,,scalastyle.,,,70.0,16,,,,False,3,,,,
175,testcontainers-scala,testcontainers/testcontainers-scala,,test,['scala3'],https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2024-08-19 21:11:54,2024-08-09 14:12:29,710.0,13.0,126.0,18.0,233.0,67.0,73.0,628,2019-06-23 16:51:16,0.27.0,1.0,Docker containers for testing in scala.,,,86.0,16,,,,True,3,,,,
176,squeryl,squeryl/squeryl,,db-clients,['scala3'],https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2024-08-12 17:05:20,2024-08-05 21:33:30,1149.0,6.0,137.0,29.0,408.0,41.0,112.0,584,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,,,60.0,16,,,,True,2,,,,
177,scala-graph,scala-graph/scala-graph,,toolkits,['scalajs'],https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2024-07-30 02:07:57,2024-07-28 16:34:47,736.0,37.0,71.0,32.0,205.0,12.0,108.0,560,2022-05-28 07:23:56,1.13.5,1.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,,,19.0,16,,,,True,3,,,,
178,scala-oauth2-provider,nulab/scala-oauth2-provider,,sec,,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-12-04 15:31:56,2023-12-04 15:31:51,268.0,,103.0,70.0,97.0,4.0,63.0,539,2023-10-16 02:00:21,1.6.0,28.0,OAuth 2.0 server-side implementation written in Scala.,,,28.0,16,,,,True,2,,,,
179,cask,com-lihaoyi/cask,,web-frameworks,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2024-08-16 00:16:16,2024-08-16 00:16:15,324.0,6.0,53.0,14.0,71.0,10.0,55.0,525,2024-07-22 14:07:13,0.9.4,80.0,Cask: a Scala HTTP micro-framework.,,,19.0,16,,,,False,3,24390.0,338.0,,
180,xitrum,xitrum-framework/xitrum,,web-frameworks,,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082.0,,52.0,39.0,36.0,56.0,600.0,449,,,,Async and clustered Scala web framework and HTTP(S) server.,,,31.0,16,,,,True,3,,,,
181,akka-http-session,softwaremill/akka-http-session,,sec,,https://github.com/softwaremill/akka-http-session,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05,2023-08-29 17:18:02,2023-08-29 17:17:55,272.0,,59.0,49.0,45.0,12.0,32.0,438,2023-08-29 17:27:28,0.7.1,9.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",,,24.0,16,,,,True,2,,,,
182,sbt-git,sbt/sbt-git,,sbt,,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2024-08-13 03:15:27,2022-11-22 08:24:38,313.0,,100.0,16.0,137.0,27.0,81.0,345,2022-12-05 16:20:46,2.0.1,7.0,A git plugin for sbt.,,,50.0,16,,,,False,3,,,,
183,Dsl.scala,ThoughtWorksInc/Dsl.scala,,toolkits,"['scala3', 'scalajs']",https://github.com/ThoughtWorksInc/Dsl.scala,https://github.com/ThoughtWorksInc/Dsl.scala,Apache-2.0,2017-10-14 01:21:02,2024-08-18 00:25:18,2024-05-23 03:55:58,1823.0,,29.0,25.0,684.0,24.0,18.0,256,2023-01-26 02:47:03,2.0.0,17.0,A framework to create embedded Domain-Specific Languages in Scala.,,,5.0,16,,,,True,3,,,,
184,each,ThoughtWorksInc/each,,toolkits,['scalajs'],https://github.com/ThoughtWorksInc/each,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00,2024-08-19 21:12:41,2023-02-03 06:45:06,739.0,,27.0,28.0,151.0,10.0,28.0,255,2023-02-03 06:24:22,3.3.2,3.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,,,15.0,16,,,,True,3,,,,
185,anorm,playframework/anorm,,db-clients,"['scala3', 'play']",https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2024-08-13 19:41:36,2024-08-13 19:41:35,750.0,3.0,74.0,16.0,534.0,6.0,66.0,237,2022-09-29 14:17:35,2.7.0,3.0,The Anorm database library.,,,56.0,16,,,,True,2,,,,
186,pulsar4s,CleverCloud/pulsar4s,,db-clients,['scala3'],https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2024-08-13 04:11:43,2024-02-09 10:19:06,748.0,,45.0,12.0,571.0,17.0,43.0,226,2024-02-09 10:35:33,2.9.1,6.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",,,24.0,16,,,,True,2,,,,
187,sbt-scalafmt,scalameta/sbt-scalafmt,,sbt,,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2024-08-16 02:55:19,2024-08-16 02:55:17,290.0,4.0,42.0,9.0,248.0,4.0,66.0,196,2023-08-31 00:01:20,2.5.2,25.0,sbt plugin for Scalafmt.,,,28.0,16,,,,True,3,,,,
188,sbt-header,sbt/sbt-header,,sbt,,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2024-08-13 03:15:45,2023-06-07 08:14:12,320.0,,54.0,10.0,235.0,11.0,77.0,186,2023-06-07 11:27:41,5.10.0,24.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",,,38.0,16,,,,True,3,,,,
189,sbt-doctest,tkawachi/sbt-doctest,,sbt,,https://github.com/tkawachi/sbt-doctest,https://github.com/tkawachi/sbt-doctest,MIT,2014-06-10 15:46:12,2024-08-21 02:20:13,2024-08-21 02:20:13,739.0,14.0,28.0,12.0,421.0,15.0,47.0,182,2015-12-17 13:37:24,0.3.5,1.0,Doctest for scala.,,,26.0,16,,,,True,3,,,,
190,cilib,ciren/cilib,,others,,https://github.com/ciren/cilib,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13,2022-08-05 05:12:53,2022-08-05 05:08:44,2338.0,,102.0,23.0,267.0,7.0,54.0,123,2018-03-21 12:08:40,2.0.1,5.0,"Typesafe, purely functional Computational Intelligence.",,,26.0,16,,,,False,2,,,,
191,zio-redis,zio/zio-redis,,db-clients,"['zio', 'scala3']",https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2024-08-19 04:51:44,2024-08-19 04:51:44,621.0,12.0,63.0,14.0,859.0,26.0,114.0,121,2023-03-28 12:22:41,0.2.0,2.0,A ZIO-based redis client.,,,43.0,16,,,,True,2,,,,
192,rescala,rescala-lang/rescala,,reactive,"['scala3', 'scalajs']",https://github.com/rescala-lang/REScala,https://github.com/rescala-lang/REScala,Apache-2.0,2013-06-07 09:30:17,2024-08-22 18:09:00,2024-08-22 18:08:53,6865.0,613.0,28.0,16.0,37.0,,10.0,89,,,,REScala - distributed and reactive programming embedded in OO and FP programs.,,,34.0,16,,,,True,2,,,,
193,ldbc,takapi327/ldbc,,db-clients,"['scala3', 'scalajs']",https://github.com/takapi327/ldbc,https://github.com/takapi327/ldbc,MIT,2023-02-06 11:15:08,2024-08-22 15:35:34,2024-08-22 15:35:32,3512.0,579.0,4.0,3.0,275.0,12.0,1.0,32,2024-08-12 05:52:20,0.3.0-beta6,19.0,ldbc is Pure functional JDBC layer with Cats Effect 3 and Scala 3.,,,4.0,16,,,,True,2,,,,
194,scalaj-http,scalaj/scalaj-http,,http,,https://github.com/scalaj/scalaj-http,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19,2022-04-03 21:19:24,2022-04-03 21:19:24,300.0,,121.0,43.0,84.0,28.0,112.0,976,2016-04-02 20:58:24,2.3.0,1.0,Simple scala wrapper for HttpURLConnection. OAuth included.,,,29.0,15,,,,False,3,,,,
195,simulacrum,typelevel/simulacrum,,toolkits,['scalajs'],https://github.com/typelevel/simulacrum,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30,2024-03-27 23:15:05,2024-03-26 15:58:56,433.0,,60.0,34.0,163.0,30.0,45.0,936,2018-02-20 14:20:53,0.12.0,1.0,First class syntax support for type classes in Scala.,,,35.0,15,,,,True,3,,,,
196,decline,bkirwi/decline,,others,"['scala3', 'scalajs']",https://github.com/bkirwi/decline,https://github.com/bkirwi/decline,Apache-2.0,2016-10-23 00:30:19,2024-08-21 13:37:55,2024-06-20 05:36:03,820.0,2.0,70.0,8.0,474.0,44.0,61.0,644,2021-12-12 22:36:45,2.2.0,8.0,A composable command-line parser for Scala.,,,36.0,15,,,,True,2,,,,
197,play2-auth,t2v/play2-auth,,sec,,https://github.com/t2v/play2-auth,https://github.com/t2v/play2-auth,Apache-2.0,2012-04-23 16:27:14,2019-09-10 09:34:53,2017-10-18 15:44:31,261.0,,148.0,62.0,80.0,23.0,97.0,620,2015-08-27 05:10:50,release0.14.1,8.0,Play2.x Authentication and Authorization module.,,,22.0,15,,,,False,3,,,,
