,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id
152,xsbt-web-plugin,earldouglas/xsbt-web-plugin,sbt,https://github.com/earldouglas/xsbt-web-plugin,https://github.com/earldouglas/xsbt-web-plugin,BSD-3-Clause,2011-04-24 10:27:46,2024-08-31 15:06:12,2024-08-31 15:06:10,1108.0,32.0,105.0,19.0,665.0,17.0,247.0,384,,,,,,Servlet support for sbt.,,,33.0,17,True,2,,,,,,,
153,mockito-scala,mockito/mockito-scala,test,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2024-08-05 21:39:21,2024-06-24 19:43:13,899.0,6.0,59.0,17.0,414.0,32.0,97.0,354,2024-06-24 19:58:21,1.17.37,,,43.0,Mockito for Scala language.,,,31.0,17,True,3,,,,,,,
154,scala-js-dom,scala-js/scala-js-dom,scala-js,https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2024-08-13 03:30:17,2024-03-21 16:19:03,1535.0,,160.0,17.0,634.0,33.0,196.0,315,2023-09-28 01:09:16,2.8.0,,,10.0,Statically typed DOM API for Scala.js.,,,118.0,17,False,2,,,"['scala3', 'scalajs']",,,,
155,cats-parse,typelevel/cats-parse,parsers,https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2024-09-05 16:05:09,2024-08-21 20:13:04,472.0,12.0,53.0,16.0,519.0,26.0,71.0,230,2023-11-07 04:19:52,1.0.0,,,15.0,A parsing library for the cats ecosystem.,,,43.0,17,True,2,,,"['scala3', 'scalajs']",,,,
156,pulsar4s,CleverCloud/pulsar4s,db-clients,https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2024-08-27 15:06:39,2024-08-27 14:54:16,756.0,8.0,45.0,12.0,577.0,41.0,43.0,226,2024-08-27 15:10:09,2.10.0,,,7.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",,,25.0,17,True,2,,,['scala3'],,,,
157,youi,outr/youi,web-frameworks,https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2024-09-01 00:05:36,2024-07-19 23:39:16,2730.0,11.0,29.0,16.0,326.0,22.0,41.0,210,2019-01-30 18:17:20,0.9.0,,,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",,,11.0,17,True,3,,,['scalajs'],,,,
158,zio-redis,zio/zio-redis,db-clients,https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2024-08-30 12:01:33,2024-08-30 05:56:16,626.0,17.0,63.0,14.0,863.0,19.0,114.0,122,2024-08-30 09:20:38,0.2.1,,,3.0,A ZIO-based redis client.,,,43.0,17,True,2,,,"['zio', 'scala3']",,,,
159,skuber,hagay3/skuber,others,https://github.com/hagay3/skuber,https://github.com/hagay3/skuber,Apache-2.0,2021-03-11 23:49:41,2024-08-19 15:43:31,2024-07-13 22:13:31,1139.0,10.0,29.0,3.0,386.0,23.0,23.0,75,2024-03-04 12:13:20,4.0.3,,,21.0,A Scala Kubernetes client library.,,,66.0,17,True,2,,,['scala3'],,,,
160,sttp-oauth2,ocadotechnology/sttp-oauth2,sec,https://github.com/polyvariant/sttp-oauth2,https://github.com/polyvariant/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2024-08-21 21:08:16,2024-08-21 20:31:47,484.0,12.0,22.0,9.0,487.0,11.0,23.0,73,2024-08-21 20:05:38,0.19.2,,,35.0,OAuth2 client library implemented in Scala using sttp.,4.0,,14.0,17,True,1,,com.ocadotechnology:sttp-oauth2_2.13,,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2024-05-12 18:38:37,4.0,polyvariant/sttp-oauth2
161,play-googleauth,guardian/play-googleauth,sec,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2024-08-30 10:59:43,2024-08-29 13:43:47,653.0,90.0,11.0,60.0,247.0,9.0,,35,2024-08-29 13:43:47,13.0.0,,,34.0,Simple play module for authenticating against Google.,,,70.0,17,True,1,,,,,,,
162,scopt,scopt/scopt,others,https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2024-04-12 08:31:36,2024-04-12 08:31:36,506.0,,164.0,36.0,183.0,56.0,116.0,1433,2022-07-02 20:30:57,4.1.0,,,17.0,command line options parsing for Scala.,,,62.0,16,False,2,,,"['scala3', 'scalajs']",,,,
163,tensorflow_scala,eaplatanios/tensorflow_scala,sci,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260.0,,95.0,67.0,51.0,29.0,120.0,936,2020-10-08 19:13:41,0.5.6,,,11.0,TensorFlow API for the Scala Programming Language.,,,12.0,16,False,3,,,,,,,
164,squants,typelevel/squants,sci,https://github.com/typelevel/squants,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32,2024-09-03 21:31:34,2024-01-08 23:25:53,829.0,,125.0,18.0,490.0,57.0,101.0,921,2021-08-26 20:15:30,1.8.3,,,17.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",,,63.0,16,True,3,,,"['scala3', 'scalajs']",,,,
165,scala-logging,lightbend-labs/scala-logging,logging,https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2024-08-14 03:06:57,2024-08-14 03:06:57,352.0,2.0,130.0,27.0,318.0,35.0,100.0,910,2023-08-30 13:19:37,3.9.5,,,6.0,Convenient and performant logging library for Scala wrapping SLF4J.,,,45.0,16,True,2,,,['scala3'],,,,
166,rxscala,reactivex/rxscala,reactive,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857.0,,121.0,58.0,122.0,2.0,85.0,888,2019-12-29 15:41:19,0.27.0,,,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,,,46.0,16,False,2,,,,,,,
167,rediscala,etaty/rediscala,db-clients,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2024-05-07 19:31:37,2019-10-17 08:36:11,414.0,,135.0,40.0,101.0,74.0,83.0,790,2019-06-23 15:29:14,1.9.0,,,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",,,32.0,16,False,2,,,,,,,
168,figaro,charles-river-analytics/figaro,sci,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478.0,,158.0,85.0,303.0,122.0,332.0,756,2017-08-24 18:00:35,5.0.0.0,2470.0,19.0,16.0,Figaro Programming Language and Core Libraries.,,,29.0,16,False,3,,,,,,,
169,sbt-docker,marcuslonnberg/sbt-docker,sbt,https://github.com/marcuslonnberg/sbt-docker,https://github.com/marcuslonnberg/sbt-docker,MIT,2014-01-12 19:43:03,2024-07-18 07:59:11,2023-08-24 05:50:14,380.0,,107.0,19.0,48.0,21.0,69.0,731,2023-08-24 05:54:18,1.11.0,,,9.0,Create Docker images directly from sbt.,,,27.0,16,True,2,,,,,,,
170,vegas,vegas-viz/vegas,bigdata,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237.0,,98.0,43.0,77.0,54.0,54.0,730,2017-07-25 22:34:25,0.3.11,,,8.0,The missing MatPlotLib for Scala + Spark.,,,21.0,16,False,3,,,,,,,
171,scallop,scallop/scallop,others,https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2024-03-16 05:41:49,2024-03-16 05:38:45,605.0,,57.0,15.0,54.0,7.0,185.0,677,2024-03-16 05:44:32,5.1.0,,,27.0,a simple Scala CLI parsing library.,,,25.0,16,True,2,,,"['scala3', 'scalajs']",,,,
172,scalastyle,scalastyle/scalastyle,development-cycle,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629.0,,216.0,31.0,148.0,84.0,149.0,677,,,,,,scalastyle.,,,70.0,16,False,3,,,,,,,
173,scalafx,scalafx/scalafx,others,https://github.com/scalafx/scalafx,https://github.com/scalafx/scalafx,,2014-05-18 14:12:15,2024-06-30 01:34:52,2024-06-30 01:34:13,2080.0,13.0,67.0,33.0,60.0,27.0,306.0,667,2024-04-02 23:54:19,.22.0.0-R33,298.0,2.0,33.0,ScalaFX simplifies creation of JavaFX-based user interfaces in Scala.,,,57.0,16,False,2,,,['scala3'],,,,
174,squeryl,squeryl/squeryl,db-clients,https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2024-09-04 22:29:41,2024-09-04 22:29:41,1151.0,8.0,137.0,29.0,410.0,41.0,112.0,584,,,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,,,60.0,16,True,2,,,['scala3'],,,,
175,scala-graph,scala-graph/scala-graph,toolkits,https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2024-07-30 02:07:57,2024-07-28 16:34:47,736.0,35.0,72.0,32.0,206.0,15.0,108.0,562,2022-05-28 07:23:56,1.13.5,,,1.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,,,19.0,16,True,3,,,['scalajs'],,,,
176,sbt-buildinfo,sbt/sbt-buildinfo,sbt,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2024-08-26 01:33:34,2024-08-26 01:33:34,327.0,2.0,88.0,21.0,101.0,18.0,88.0,551,2024-03-20 04:25:12,0.12.0,,,6.0,I know this because build.sbt knows this.,,,50.0,16,True,2,,,,,,,
177,scala-oauth2-provider,nulab/scala-oauth2-provider,sec,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-12-04 15:31:56,2023-12-04 15:31:51,268.0,,103.0,70.0,97.0,4.0,63.0,538,2023-10-16 02:00:21,1.6.0,,,28.0,OAuth 2.0 server-side implementation written in Scala.,,,28.0,16,True,2,,,,,,,
178,cask,com-lihaoyi/cask,web-frameworks,https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2024-08-16 00:16:16,2024-08-16 00:16:15,324.0,5.0,54.0,14.0,71.0,10.0,55.0,525,2024-07-22 14:07:13,0.9.4,24487.0,335.0,80.0,Cask: a Scala HTTP micro-framework.,,,19.0,16,False,3,,,"['scala3', 'scalajs']",,,,
179,xitrum,xitrum-framework/xitrum,web-frameworks,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082.0,,52.0,39.0,36.0,56.0,600.0,449,,,,,,Async and clustered Scala web framework and HTTP(S) server.,,,31.0,16,False,3,,,,,,,
180,akka-http-session,softwaremill/akka-http-session,sec,https://github.com/softwaremill/akka-http-session,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05,2023-08-29 17:18:02,2023-08-29 17:17:55,272.0,,58.0,48.0,45.0,12.0,32.0,438,2023-08-29 17:27:28,0.7.1,,,9.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",,,24.0,16,True,2,,,,,,,
181,sbt-git,sbt/sbt-git,sbt,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2024-08-13 03:15:27,2022-11-22 08:24:38,313.0,,101.0,16.0,138.0,27.0,81.0,345,2022-12-05 16:20:46,2.0.1,,,7.0,A git plugin for sbt.,,,50.0,16,False,2,,,,,,,
182,each,ThoughtWorksInc/each,toolkits,https://github.com/ThoughtWorksInc/each,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00,2024-08-19 21:12:41,2023-02-03 06:45:06,739.0,,27.0,28.0,151.0,10.0,28.0,255,2023-02-03 06:24:22,3.3.2,,,3.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,,,15.0,16,False,3,,,['scalajs'],,,,
183,Dsl.scala,ThoughtWorksInc/Dsl.scala,toolkits,https://github.com/ThoughtWorksInc/Dsl.scala,https://github.com/ThoughtWorksInc/Dsl.scala,Apache-2.0,2017-10-14 01:21:02,2024-09-01 00:29:25,2024-05-23 03:55:58,1823.0,,29.0,25.0,684.0,24.0,18.0,255,2023-01-26 02:47:03,2.0.0,,,17.0,A framework to create embedded Domain-Specific Languages in Scala.,,,5.0,16,True,3,,,"['scala3', 'scalajs']",,,,
184,scalismo,unibas-gravis/scalismo,media,https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2024-06-24 14:15:02,2024-01-23 13:09:12,1839.0,,66.0,18.0,349.0,10.0,70.0,245,2023-07-04 08:48:44,0.92.0,,,7.0,Scalable Image Analysis and Shape Modelling.,,,23.0,16,True,2,,,['scala3'],,,,
185,anorm,playframework/anorm,db-clients,https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2024-08-30 07:29:28,2024-08-30 07:29:28,754.0,7.0,75.0,16.0,538.0,10.0,66.0,237,2022-09-29 14:17:35,2.7.0,,,3.0,The Anorm database library.,,,56.0,16,True,2,,,"['scala3', 'play']",,,,
186,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2024-08-23 02:33:14,2024-08-23 02:33:13,291.0,5.0,42.0,9.0,249.0,4.0,66.0,196,2023-08-31 00:01:20,2.5.2,,,25.0,sbt plugin for Scalafmt.,,,28.0,16,True,2,,,,,,,
187,sbt-header,sbt/sbt-header,sbt,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2024-08-13 03:15:45,2023-06-07 08:14:12,320.0,,54.0,10.0,235.0,11.0,77.0,186,2023-06-07 11:27:41,5.10.0,,,24.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",,,38.0,16,True,2,,,,,,,
188,sbt-doctest,tkawachi/sbt-doctest,sbt,https://github.com/tkawachi/sbt-doctest,https://github.com/tkawachi/sbt-doctest,MIT,2014-06-10 15:46:12,2024-09-02 21:53:49,2024-09-02 21:53:49,741.0,16.0,28.0,12.0,423.0,15.0,47.0,182,2015-12-17 13:37:24,0.3.5,,,1.0,Doctest for scala.,,,26.0,16,True,2,,,,,,,
189,cilib,ciren/cilib,others,https://github.com/ciren/cilib,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13,2022-08-05 05:12:53,2022-08-05 05:08:44,2338.0,,102.0,23.0,267.0,7.0,54.0,124,2018-03-21 12:08:40,2.0.1,,,5.0,"Typesafe, purely functional Computational Intelligence.",,,26.0,16,False,2,,,,,,,
190,rescala,rescala-lang/rescala,reactive,https://github.com/rescala-lang/REScala,https://github.com/rescala-lang/REScala,Apache-2.0,2013-06-07 09:30:17,2024-09-03 16:37:39,2024-09-03 16:37:36,6905.0,550.0,29.0,16.0,37.0,,10.0,90,,,,,,REScala - distributed and reactive programming embedded in OO and FP programs.,,,34.0,16,True,2,,,"['scala3', 'scalajs']",,,,
191,zio-dynamodb,zio/zio-dynamodb,db-clients,https://github.com/zio/zio-dynamodb,https://github.com/zio/zio-dynamodb,Apache-2.0,2020-05-13 14:54:45,2024-09-03 06:23:56,2024-09-03 06:23:56,324.0,44.0,16.0,5.0,410.0,14.0,64.0,37,2024-08-20 07:33:08,1.0.0-RC7,,,24.0,"Simple, type-safe, and efficient access to DynamoDB.",,,13.0,16,True,2,,,"['zio', 'scala3']",,,,
192,ldbc,takapi327/ldbc,db-clients,https://github.com/takapi327/ldbc,https://github.com/takapi327/ldbc,MIT,2023-02-06 11:15:08,2024-09-02 12:28:55,2024-09-02 12:28:55,3533.0,431.0,4.0,3.0,280.0,9.0,1.0,35,2024-08-24 12:22:29,0.3.0-beta7,,,20.0,ldbc is Pure functional JDBC layer with Cats Effect 3 and Scala 3.,,,4.0,16,True,2,,,"['scala3', 'scalajs']",,,,
193,otavia,otavia-projects/otavia,reactive,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-09-04 15:54:32,2024-08-23 15:12:32,559.0,75.0,3.0,3.0,,,,29,2024-08-23 02:03:53,0.4.3,,,9.0,Your shiny new IO & Actor programming model! Star Me Please.,15.0,,1.0,16,True,2,,cc.otavia:otavia-runtime_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-08-22 15:48:34,15.0,
194,otavia-runtime,otavia-projects/otavia,di,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-09-04 15:54:32,2024-08-23 15:12:32,559.0,75.0,3.0,3.0,,,,29,2024-08-23 02:03:53,0.4.3,,,9.0,Your shiny new IO & Actor programming model! Star Me Please.,15.0,,1.0,16,True,2,,cc.otavia:otavia-runtime_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-08-22 15:48:34,15.0,
195,scalaj-http,scalaj/scalaj-http,http,https://github.com/scalaj/scalaj-http,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19,2022-04-03 21:19:24,2022-04-03 21:19:24,300.0,,120.0,43.0,84.0,28.0,112.0,974,2016-04-02 20:58:24,2.3.0,,,1.0,Simple scala wrapper for HttpURLConnection. OAuth included.,,,29.0,15,False,3,,,,,,,
196,simulacrum,typelevel/simulacrum,toolkits,https://github.com/typelevel/simulacrum,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30,2024-03-27 23:15:05,2024-03-26 15:58:56,433.0,,60.0,34.0,163.0,30.0,45.0,937,2018-02-20 14:20:53,0.12.0,,,1.0,First class syntax support for type classes in Scala.,,,35.0,15,True,3,,,['scalajs'],,,,
197,nscala-time,nscala-time/nscala-time,toolkits,https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2024-09-05 05:03:51,2024-09-05 05:03:49,668.0,3.0,79.0,28.0,272.0,6.0,49.0,870,,,,,,A new Scala wrapper for Joda Time based on scala-time.,,,26.0,15,True,3,,,"['scala3', 'scalajs']",,,,
198,requests-scala,com-lihaoyi/requests-scala,http,https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2024-08-16 00:39:09,2024-08-16 00:39:09,180.0,9.0,83.0,12.0,100.0,34.0,50.0,717,2024-07-22 10:23:03,0.9.0,,,10.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",,,34.0,15,False,3,,,['scala3'],,,,
199,decline,bkirwi/decline,others,https://github.com/bkirwi/decline,https://github.com/bkirwi/decline,Apache-2.0,2016-10-23 00:30:19,2024-08-21 13:37:55,2024-06-20 05:36:03,820.0,2.0,71.0,8.0,476.0,41.0,61.0,647,2021-12-12 22:36:45,2.2.0,,,8.0,A composable command-line parser for Scala.,,,36.0,15,True,2,,,"['scala3', 'scalajs']",,,,
200,testcontainers-scala,testcontainers/testcontainers-scala,test,https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2024-08-19 21:11:54,2024-08-09 14:12:29,710.0,8.0,126.0,18.0,236.0,71.0,73.0,627,2019-06-23 16:51:16,0.27.0,,,1.0,Docker containers for testing in scala.,,,86.0,15,True,3,,,['scala3'],,,,
201,play2-auth,t2v/play2-auth,sec,https://github.com/t2v/play2-auth,https://github.com/t2v/play2-auth,Apache-2.0,2012-04-23 16:27:14,2019-09-10 09:34:53,2017-10-18 15:44:31,261.0,,148.0,62.0,80.0,23.0,97.0,620,2015-08-27 05:10:50,release0.14.1,,,8.0,Play2.x Authentication and Authorization module.,,,22.0,15,False,3,,,,,,,
202,sbt-pack,xerial/sbt-pack,sbt,https://github.com/xerial/sbt-pack,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58,2024-09-04 16:21:44,2024-09-04 16:21:42,936.0,16.0,76.0,14.0,423.0,31.0,70.0,496,2024-05-08 00:59:29,0.20,,,15.0,A sbt plugin for creating distributable Scala packages.,,,38.0,15,False,3,,,,,,,
203,weaver-test,disneystreaming/weaver-test,test,https://github.com/disneystreaming/weaver-test,https://github.com/disneystreaming/weaver-test,,2020-04-24 17:21:55,2024-09-03 21:04:46,2024-03-26 14:13:39,687.0,,49.0,10.0,646.0,43.0,83.0,436,2024-01-25 10:21:02,0.8.4,2316.0,45.0,37.0,A test framework that runs everything in parallel.,,,39.0,15,False,3,,,"['scala3', 'scalajs']",,,,
204,larray,xerial/larray,toolkits,https://github.com/xerial/larray,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50,2022-11-30 18:43:55,2022-11-25 09:52:48,465.0,,43.0,25.0,26.0,26.0,33.0,400,2016-12-14 04:07:48,0.4.0,,,3.0,Large off-heap arrays and mmap files for Scala and Java.,,,11.0,15,False,3,,,,,,,
205,atto,tpolecat/atto,parsers,https://github.com/tpolecat/atto,https://github.com/tpolecat/atto,MIT,2013-09-04 20:34:40,2024-08-19 21:17:45,2022-07-07 03:03:10,588.0,,58.0,13.0,389.0,19.0,11.0,358,2021-05-14 18:36:22,0.9.5,,,2.0,friendly little parsers.,,,31.0,15,False,3,,,"['scala3', 'scalajs']",,,,
206,tsec,jmcardon/tsec,sec,https://github.com/jmcardon/tsec,https://github.com/jmcardon/tsec,MIT,2017-08-04 20:25:11,2021-11-26 17:57:19,2021-08-24 04:44:55,841.0,,55.0,10.0,332.0,65.0,55.0,351,2019-04-23 03:46:29,0.1.0,,,11.0,Type-safe general-cryptography library - https://jmcardon.github.io/tsec/.,,,30.0,15,False,3,,,['scala3'],,,,
207,kantan.csv,nrinaudo/kantan.csv,csv-yaml,https://github.com/nrinaudo/kantan.csv,https://github.com/nrinaudo/kantan.csv,Apache-2.0,2015-07-22 06:51:22,2024-07-10 18:18:51,2022-09-06 14:24:02,1028.0,,36.0,10.0,202.0,50.0,134.0,346,2019-06-04 07:25:39,0.5.1,,,12.0,CSV handling library for Scala.,,,9.0,15,False,2,,,['scalajs'],,,,
208,scala-guice,codingwell/scala-guice,di,https://github.com/codingwell/scala-guice,https://github.com/codingwell/scala-guice,Apache-2.0,2012-03-17 06:02:25,2023-05-13 19:14:00,2023-05-13 19:14:00,278.0,,44.0,13.0,44.0,12.0,49.0,341,2023-03-12 18:12:58,5.1.1,,,8.0,Scala extensions for Google Guice.,,,26.0,15,True,3,,,['scala3'],,,,
209,scala-activerecord,aselab/scala-activerecord,db-clients,https://github.com/aselab/scala-activerecord,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31,2021-01-08 00:05:38,2021-01-08 00:05:30,513.0,,31.0,35.0,12.0,20.0,62.0,322,2020-10-07 00:17:01,0.6.1,,,8.0,ActiveRecord-like ORM library for Scala.,,,9.0,15,False,2,,,,,,,
210,scaldi,scaldi/scaldi,di,https://github.com/scaldi/scaldi,https://github.com/scaldi/scaldi,Apache-2.0,2010-05-17 17:14:02,2024-08-13 03:47:38,2022-06-08 15:18:06,506.0,,24.0,7.0,227.0,23.0,49.0,288,2021-07-27 19:27:16,0.6.2,,,16.0,Lightweight Scala Dependency Injection Library.,,,13.0,15,False,3,,,,,,,
211,sbt-dependency-check,albuch/sbt-dependency-check,sbt,https://github.com/albuch/sbt-dependency-check,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44,2024-08-21 12:54:02,2023-11-15 08:21:08,625.0,,35.0,11.0,243.0,4.0,79.0,265,2023-03-05 11:31:58,5.1.0,,,46.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,,,18.0,15,True,3,,,,,,,
212,chaos,mesosphere/chaos,web-frameworks,https://github.com/mesosphere/chaos,https://github.com/mesosphere/chaos,Apache-2.0,2013-06-25 14:53:40,2019-04-15 12:17:35,2019-04-15 12:17:21,224.0,,36.0,151.0,52.0,12.0,15.0,252,2017-04-05 09:50:47,0.8.8,,,1.0,A lightweight framework for writing REST services in Scala.,,,21.0,15,False,3,,,,,,,
213,pprint,com-lihaoyi/pprint,others,https://github.com/com-lihaoyi/PPrint,https://github.com/com-lihaoyi/PPrint,MIT,2017-05-12 09:10:20,2024-08-21 14:13:00,2024-08-16 00:39:03,153.0,1.0,39.0,6.0,103.0,33.0,22.0,223,2024-04-15 01:54:51,0.9.0,,,10.0,"Pretty-printing value, types and type-signatures in Scala.",,,18.0,15,True,2,,,"['scala3', 'scalajs']",,,,
214,iteratee,travisbrown/iteratee,reactive,https://github.com/travisbrown/iteratee,https://github.com/travisbrown/iteratee,Apache-2.0,2015-09-09 02:17:38,2024-08-15 20:41:07,2021-10-11 13:01:45,1019.0,,17.0,5.0,673.0,40.0,23.0,183,2021-06-09 12:56:34,0.20.0,,,31.0,Iteratees for Cats.,,,29.0,15,False,3,,,"['scala3', 'scalajs']",,,,
215,minitest,monix/minitest,test,https://github.com/monix/minitest,https://github.com/monix/minitest,Apache-2.0,2014-12-16 01:17:08,2024-08-12 23:45:08,2021-11-28 09:54:57,394.0,,34.0,6.0,180.0,12.0,10.0,179,2021-05-13 19:30:08,2.9.6,,,13.0,The super light testing library for Scala and Scala.js.,,,23.0,15,False,3,,,"['scala3', 'scalajs']",,,,
216,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2024-08-31 16:24:25,2024-08-31 16:22:12,450.0,35.0,19.0,13.0,438.0,13.0,36.0,60,2024-06-04 22:31:56,0.4.0,,,4.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,,,20.0,15,True,2,,io.lambdaworks:zio-elasticsearch_3,"['zio', 'scala3']",https://search.maven.org/artifact/io.lambdaworks/zio-elasticsearch_3,2024-06-04 22:31:56,,
217,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,db-clients,https://github.com/couchbase/couchbase-jvm-clients,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58,2024-09-05 09:01:32,2024-09-05 09:01:29,2858.0,76.0,40.0,10.0,27.0,,,46,,,,,,"The Couchbase Monorepo for JVM Clients: Java, Scala, io-core.",,,24.0,15,True,2,,,,,,,
