,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id
218,otavia-serde-json,otavia-projects/otavia,json,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-09-04 15:54:32,2024-08-23 15:12:32,559.0,75.0,3.0,3.0,,,,29,2024-08-23 02:03:53,0.4.3,,,9.0,Your shiny new IO & Actor programming model! Star Me Please.,3.0,,1.0,15,True,3,,cc.otavia:otavia-serde-json_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-serde-json_3,2024-08-22 15:48:35,3.0,
219,otavia-sql,otavia-projects/otavia,db-clients,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-09-04 15:54:32,2024-08-23 15:12:32,559.0,75.0,3.0,3.0,,,,29,2024-08-23 02:03:53,0.4.3,,,9.0,Your shiny new IO & Actor programming model! Star Me Please.,4.0,,1.0,15,True,2,,cc.otavia:otavia-sql_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-sql_3,2024-08-22 15:48:37,4.0,
220,scala-redis,debasishg/scala-redis,db-clients,https://github.com/debasishg/scala-redis,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15,2023-01-25 21:39:14,2021-12-19 15:12:11,485.0,,219.0,61.0,150.0,78.0,82.0,1022,2021-11-02 15:19:32,3.42,,,11.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",,,72.0,14,False,3,,,,,,,
221,scalatags,com-lihaoyi/scalatags,templating,https://github.com/com-lihaoyi/scalatags,https://github.com/com-lihaoyi/scalatags,MIT,2012-11-01 21:35:17,2024-08-16 00:39:18,2024-08-16 00:39:18,609.0,1.0,117.0,37.0,141.0,39.0,111.0,753,,,,,,ScalaTags is a small XML/HTML construction library for Scala.,,,62.0,14,True,3,,,"['scala3', 'scalajs']",,,,
222,Laminar,raquo/Laminar,scala-js,https://github.com/raquo/Laminar,https://github.com/raquo/Laminar,MIT,2017-04-06 06:06:49,2024-08-16 12:20:24,2024-08-14 12:30:31,631.0,9.0,52.0,25.0,47.0,28.0,79.0,745,,,,,,"Simple, expressive, and safe UI library for Scala.js.",,,17.0,14,True,3,,,"['scala3', 'scalajs']",,,,
223,sbt-android,scala-android/sbt-android,others,https://github.com/scala-android/sbt-android,https://github.com/scala-android/sbt-android,,2012-02-24 04:11:36,2020-12-03 18:44:05,2019-10-18 20:27:53,1284.0,,94.0,57.0,77.0,22.0,253.0,743,,,,,,An easy-to-use sbt plugin for working with all Android projects.,,,35.0,14,False,2,,,,,,,
224,parboiled2,sirthias/parboiled2,parsers,https://github.com/sirthias/parboiled2,https://github.com/sirthias/parboiled2,,2013-04-18 10:48:21,2024-09-04 22:09:10,2024-09-04 22:09:10,981.0,14.0,86.0,28.0,410.0,37.0,119.0,715,,,,,,A macro-based PEG parser generator for Scala 2.10+.,,,38.0,14,False,3,,,"['scala3', 'scalajs']",,,,
225,scala-csv,tototoshi/scala-csv,csv-yaml,https://github.com/tototoshi/scala-csv,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19,2024-08-12 07:40:37,2024-08-12 07:40:29,519.0,19.0,142.0,29.0,232.0,30.0,67.0,693,,,,,,CSV Reader/Writer for Scala.,,,35.0,14,False,2,,,['scala3'],,,,
226,splain,tek/splain,sbt,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2024-05-18 18:29:26,2024-05-09 22:29:28,359.0,,29.0,9.0,56.0,9.0,59.0,370,2024-05-09 22:38:03,Release/1.1.0-2.13.14,414.0,4.0,50.0,better implicit errors for scala.,,,18.0,14,True,3,,,,,,,
227,hamsters,scala-hamsters/hamsters,toolkits,https://github.com/scala-hamsters/hamsters,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24,2020-12-19 17:54:15,2020-02-25 09:53:53,587.0,,23.0,22.0,70.0,6.0,61.0,291,,,,,,A mini Scala utility library.,,,24.0,14,False,3,,,['scalajs'],,,,
228,scalaprops,scalaprops/scalaprops,test,https://github.com/scalaprops/scalaprops,https://github.com/scalaprops/scalaprops,MIT,2015-05-05 03:19:11,2024-09-04 22:41:50,2024-09-04 22:41:50,1270.0,12.0,22.0,13.0,429.0,10.0,12.0,277,,,,,,property based testing library for Scala.,,,12.0,14,True,3,,,"['scala3', 'scalajs']",,,,
229,scalajs-angular,greencatsoft/scalajs-angular,scala-js,https://github.com/greencatsoft/scalajs-angular,https://github.com/greencatsoft/scalajs-angular,Apache-2.0,2014-07-20 06:46:33,2021-01-18 09:51:02,2021-01-18 09:49:36,349.0,,43.0,25.0,60.0,18.0,39.0,259,2015-02-04 12:43:03,0.3,,,2.0,AngularJS Binding for Scala.js.,,,18.0,14,False,3,,,['scalajs'],,,,
230,scalajs-bundler,scalacenter/scalajs-bundler,scala-js,https://github.com/scalacenter/scalajs-bundler,https://github.com/scalacenter/scalajs-bundler,,2016-09-21 12:18:53,2024-08-20 00:21:31,2023-12-08 16:37:37,548.0,,103.0,23.0,282.0,97.0,134.0,235,2022-11-14 16:00:20,0.21.1,,,13.0,,,,51.0,14,False,3,,,,,,,
231,fansi,com-lihaoyi/fansi,others,https://github.com/com-lihaoyi/fansi,https://github.com/com-lihaoyi/fansi,,2016-05-26 00:43:32,2024-08-16 00:39:14,2024-08-16 00:39:14,140.0,1.0,26.0,7.0,84.0,23.0,11.0,225,2024-04-15 00:42:50,0.5.0,,,7.0,Scala/Scala.js library for manipulating Fancy Ansi colored strings.,,,15.0,14,False,2,,,"['scala3', 'scalajs']",,,,
232,scrypto,input-output-hk/scrypto,sec,https://github.com/input-output-hk/scrypto,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21,2024-02-21 06:09:36,2024-02-13 21:57:12,1022.0,,52.0,22.0,90.0,8.0,18.0,201,2022-01-05 11:32:22,2.2.1,,,9.0,Cryptographic primitives for Scala.,,,25.0,14,False,3,,,['scalajs'],,,,
233,Remora,zalando-incubator/remora,distributed,https://github.com/zalando-incubator/remora,https://github.com/zalando-incubator/remora,MIT,2017-04-20 16:57:05,2022-09-29 17:13:59,2022-09-29 17:13:59,142.0,,31.0,17.0,62.0,6.0,31.0,197,2022-06-09 14:45:31,2.0.0,,,10.0,"Kafka consumer lag-checking application for monitoring, written in Scala and Akka HTTP; a wrap around the Kafka..",,,29.0,14,False,3,,,,,,,
234,mainargs,com-lihaoyi/mainargs,others,https://github.com/com-lihaoyi/mainargs,https://github.com/com-lihaoyi/mainargs,,2020-11-14 09:00:48,2024-09-04 11:50:16,2024-09-04 11:41:34,194.0,10.0,21.0,8.0,127.0,20.0,16.0,183,2024-09-04 12:01:50,0.7.4,,,19.0,"A small, convenient, dependency-free library for command-line argument parsing in Scala.",,,12.0,14,False,2,,,"['scala3', 'scalajs']",,,,
235,sbt-site,sbt/sbt-site,sbt,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2024-04-06 08:23:48,2024-03-25 13:21:22,437.0,,74.0,16.0,137.0,27.0,54.0,173,2024-04-06 08:23:48,1.7.0,,,19.0,Site generation for sbt.,,,45.0,14,False,3,,,,,,,
236,nodejs,scalajs-io/nodejs,scala-js,https://github.com/scalajs-io/nodejs,https://github.com/scalajs-io/nodejs,Apache-2.0,2016-04-09 01:52:17,2023-05-20 00:10:23,2019-06-17 23:00:05,209.0,,25.0,15.0,8.0,5.0,14.0,162,2017-10-14 23:09:17,0.4.2,8899.0,88.0,49.0,This project provides Scala.js type-safe bindings for Node.js (current) v8.7.0 and LTS v6.11.4 APIs. The platform..,,,4.0,14,False,3,,,['scalajs'],,,,
237,rtree2d,plokhotnyuk/rtree2d,others,https://github.com/plokhotnyuk/rtree2d,https://github.com/plokhotnyuk/rtree2d,Apache-2.0,2018-05-07 15:52:10,2024-08-31 20:25:11,2024-08-31 20:25:11,756.0,25.0,11.0,12.0,514.0,9.0,10.0,131,2024-07-21 09:08:50,0.11.13,,,27.0,RTree2D is a 2D immutable R-tree for ultra-fast nearest and intersection queries in plane and spherical coordinates.,,,6.0,14,True,2,,,"['scala3', 'scalajs']",,,,
238,sbt-unidoc,sbt/sbt-unidoc,sbt,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2024-08-22 00:13:49,2024-08-22 00:13:49,176.0,2.0,27.0,13.0,103.0,25.0,35.0,124,2021-10-23 21:22:11,0.5.0,,,5.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,,,23.0,14,True,3,,,,,,,
239,franklin,azavea/franklin,others,https://github.com/azavea/franklin,https://github.com/azavea/franklin,Apache-2.0,2019-11-05 11:43:39,2024-09-04 13:36:28,2024-09-04 13:36:28,1174.0,43.0,18.0,13.0,1567.0,96.0,101.0,75,,,,,,A STAC/OGC API Features Web Service.,,,12.0,14,True,2,,,,,,,
240,dregex,marianobarrios/dregex,env,https://github.com/marianobarrios/dregex,https://github.com/marianobarrios/dregex,BSD-2-Clause,2014-05-20 22:38:39,2024-09-05 12:25:09,2024-09-05 12:24:34,382.0,15.0,4.0,6.0,127.0,1.0,5.0,45,2024-04-06 22:41:19,0.9.0,,,5.0,dregex is a Java library that implements a regular expression engine using deterministic finite automata (DFA). It..,,,6.0,14,True,1,,,,,,,
241,otavia-all,otavia-projects/otavia,toolkits,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-09-04 15:54:32,2024-08-23 15:12:32,559.0,75.0,3.0,3.0,,,,29,2024-08-23 02:03:53,0.4.3,,,7.0,Your shiny new IO & Actor programming model! Star Me Please.,,,1.0,14,True,3,,cc.otavia:otavia-all_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-all_3,2024-08-22 15:48:28,,
242,otavia-codec-http,otavia-projects/otavia,http,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-09-04 15:54:32,2024-08-23 15:12:32,559.0,75.0,3.0,3.0,,,,29,2024-08-23 02:03:53,0.4.3,,,9.0,Your shiny new IO & Actor programming model! Star Me Please.,2.0,,1.0,14,True,3,,cc.otavia:otavia-codec-http_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-codec-http_3,2024-08-22 15:48:30,2.0,
243,otavia-postgres-driver,otavia-projects/otavia,db-clients,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-09-04 15:54:32,2024-08-23 15:12:32,559.0,75.0,3.0,3.0,,,,29,2024-08-23 02:03:53,0.4.3,,,8.0,Your shiny new IO & Actor programming model! Star Me Please.,2.0,,1.0,14,True,3,,cc.otavia:otavia-postgres-driver_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-postgres-driver_3,2024-08-22 15:48:37,2.0,
244,otavia-mysql-driver,otavia-projects/otavia,db-clients,https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-09-04 15:54:32,2024-08-23 15:12:32,559.0,75.0,3.0,3.0,,,,29,2024-08-23 02:03:53,0.4.3,,,9.0,Your shiny new IO & Actor programming model! Star Me Please.,2.0,,1.0,14,True,3,,cc.otavia:otavia-mysql-driver_3,['scala3'],https://search.maven.org/artifact/cc.otavia/otavia-mysql-driver_3,2024-08-22 15:48:37,2.0,
245,stac4s,stac-utils/stac4s,others,https://github.com/stac-utils/stac4s,https://github.com/stac-utils/stac4s,Apache-2.0,2019-11-23 20:43:52,2024-08-24 16:08:32,2024-08-24 16:08:32,481.0,17.0,9.0,10.0,644.0,20.0,31.0,16,2024-05-13 00:53:22,0.9.1,,,25.0,a scala library with primitives to build applications using the SpatioTemporal Asset Catalogs specification.,,,15.0,14,True,2,,,['scalajs'],,,,
246,scaloid,pocorall/scaloid,others,https://github.com/pocorall/scaloid,https://github.com/pocorall/scaloid,,2012-10-08 05:53:22,2024-06-13 04:46:50,2024-06-13 04:46:44,901.0,6.0,171.0,139.0,58.0,18.0,78.0,2100,2016-03-09 01:14:23,4.2,,,1.0,Scaloid makes your Android code easy to understand and maintain.,,,19.0,13,False,3,,,,,,,
247,sbt-revolver,spray/sbt-revolver,sbt,https://github.com/spray/sbt-revolver,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49,2023-04-08 09:28:56,2023-04-08 09:16:34,170.0,,55.0,22.0,31.0,22.0,64.0,847,,,,,,An SBT plugin for dangerously fast development turnaround in Scala.,,,16.0,13,True,3,,,,,,,
248,tut,tpolecat/tut,sbt,https://github.com/tpolecat/tut,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48,2021-04-12 21:20:42,2021-04-12 21:20:42,454.0,,62.0,19.0,150.0,63.0,52.0,596,,,,,,doc/tutorial generator for scala.,,,38.0,13,False,3,,,,,,,
249,scalameter,scalameter/scalameter,test,https://github.com/scalameter/scalameter,https://github.com/scalameter/scalameter,,2012-11-18 20:56:32,2022-08-22 09:03:55,2022-08-22 09:03:55,798.0,,72.0,29.0,130.0,50.0,65.0,507,,,,,,Microbenchmarking and performance regression testing framework for the JVM platform.,,,49.0,13,False,3,,,,,,,
250,scala-clippy,softwaremill/scala-clippy,sbt,https://github.com/softwaremill/scala-clippy,https://github.com/softwaremill/scala-clippy,Apache-2.0,2015-12-19 20:13:21,2019-03-14 17:25:51,2019-03-14 11:17:52,260.0,,20.0,19.0,29.0,14.0,22.0,312,2019-03-14 17:25:51,0.6.1,,,20.0,Good advice for Scala compiler errors.,,,8.0,13,False,3,,,,,,,
251,banana-rdf,banana-rdf/banana-rdf,others,https://github.com/banana-rdf/banana-rdf,https://github.com/banana-rdf/banana-rdf,,2012-04-30 03:02:56,2023-07-11 15:24:27,2021-10-29 02:29:24,1342.0,,72.0,32.0,194.0,100.0,90.0,295,,,,,,Banana RDF.,,,31.0,13,False,3,,,['scalajs'],,,,
252,op-rabbit,spingo/op-rabbit,others,https://github.com/SpinGo/op-rabbit,https://github.com/SpinGo/op-rabbit,,2015-05-11 02:09:44,2021-10-28 21:40:36,2020-03-07 23:06:30,345.0,,73.0,13.0,59.0,40.0,107.0,232,2018-02-03 17:34:07,2.1.0,,,2.0,The Opinionated RabbitMQ Library for Scala and Akka.,,,38.0,13,False,3,,,,,,,
253,borer,sirthias/borer,json,https://github.com/sirthias/borer,https://github.com/sirthias/borer,MPL-2.0,2019-03-04 21:32:46,2024-08-19 20:20:05,2024-08-19 17:24:53,1033.0,12.0,13.0,10.0,596.0,11.0,115.0,220,,,,,,Efficient CBOR and JSON (de)serialization in Scala.,,,9.0,13,True,3,,,"['scala3', 'scalajs']",,,,
254,relate,lucidsoftware/relate,db-clients,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2023-12-01 07:50:34,2023-11-15 16:49:06,306.0,,16.0,44.0,66.0,12.0,13.0,161,2023-09-28 15:20:32,3.2.0,1938.0,17.0,15.0,Performant database access in Scala.,,,19.0,13,True,3,,,,,,,
255,scredis,Livestream/scredis,db-clients,https://github.com/Livestream/scredis,https://github.com/Livestream/scredis,Apache-2.0,2013-02-27 16:13:18,2018-06-21 20:42:37,2018-06-21 20:42:37,147.0,,17.0,35.0,8.0,1.0,51.0,153,2014-12-16 16:04:30,2.0.6,,,24.0,"Non-blocking, ultra-fast Scala Redis client built on top of Akka IO, used in production at Livestream.",,,7.0,13,False,3,,,,,,,
256,doddle-model,picnicml/doddle-model,sci,https://github.com/picnicml/doddle-model,https://github.com/picnicml/doddle-model,Apache-2.0,2018-02-09 13:54:54,2024-08-13 01:11:34,2020-03-27 10:19:20,299.0,,23.0,14.0,151.0,30.0,29.0,140,,,,,11.0,doddle-model: machine learning in Scala.,,,8.0,13,False,3,,,,,,,
257,onnx-scala,emergentorder/onnx-scala,sci,https://github.com/EmergentOrder/onnx-scala,https://github.com/EmergentOrder/onnx-scala,AGPL-3.0,2018-08-15 00:20:30,2024-09-01 18:55:02,2024-09-01 18:54:57,1499.0,40.0,8.0,8.0,495.0,2.0,9.0,137,2022-12-22 18:12:39,0.17.0,,,13.0,"An ONNX (Open Neural Network eXchange) API and backend for typeful, functional deep learning and classical machine..",,,4.0,13,True,3,,,"['scala3', 'scalajs']",,,,
258,scruid,ing-bank/scruid,db-clients,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252.0,,26.0,16.0,77.0,7.0,31.0,115,2021-06-07 15:35:10,2.5.0,,,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",,,20.0,13,False,3,,,,,,,
259,clickhouse-scala-client,crobox/clickhouse-scala-client,db-clients,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2024-07-09 07:54:54,2024-07-09 07:54:53,967.0,2.0,24.0,11.0,129.0,15.0,21.0,112,2024-05-30 13:43:44,1.2.2,,,56.0,Clickhouse Scala Client with Reactive Streams support.,,,19.0,13,True,3,,,,,,,
260,hepek,sake92/hepek,templating,https://github.com/sake92/hepek,https://github.com/sake92/hepek,Apache-2.0,2018-02-04 18:22:55,2024-08-13 02:55:45,2024-07-09 18:03:21,508.0,1.0,10.0,6.0,263.0,13.0,23.0,104,2024-05-29 10:14:57,0.29.0,,,2.0,Typesafe HTML templates and static site generator in pure Scala.,,,6.0,13,True,3,,,"['scala3', 'scalajs']",,,,
261,laserdisc,laserdisc-io/laserdisc,db-clients,https://github.com/laserdisc-io/laserdisc,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12,2024-08-27 22:38:40,2024-08-27 22:38:40,731.0,13.0,14.0,7.0,803.0,14.0,11.0,94,2022-11-22 23:17:24,0.6.0,,,21.0,A Future-free Fs2 native pure FP Redis client.,,,11.0,13,True,3,,,['scalajs'],,,,
262,fast-string-interpolator,plokhotnyuk/fast-string-interpolator,env,https://github.com/plokhotnyuk/fast-string-interpolator,https://github.com/plokhotnyuk/fast-string-interpolator,Apache-2.0,2018-03-06 17:45:04,2024-08-22 04:21:44,2024-08-22 04:21:44,385.0,11.0,7.0,16.0,294.0,2.0,5.0,91,2022-10-13 08:37:27,0.6.3,,,11.0,Scala macro that generates ultra-fast string interpolators.,,,7.0,13,True,2,,,"['scala3', 'scalajs']",,,,
263,fury,propensive/fury,development-cycle,https://github.com/propensive/fury,https://github.com/propensive/fury,Apache-2.0,2018-09-29 17:43:17,2024-07-16 19:06:47,2024-07-16 19:06:47,603.0,18.0,2.0,4.0,9.0,20.0,37.0,85,2022-12-04 21:54:49,0.8.0,1595.0,49.0,9.0,A build tool for Scala.,,,1.0,13,True,3,,,,,,,
264,finagle-postgres,finagle/finagle-postgres,db-clients,https://github.com/finagle/finagle-postgres,https://github.com/finagle/finagle-postgres,Apache-2.0,2015-03-10 16:01:08,2023-09-05 22:07:32,2021-06-02 20:15:58,486.0,,40.0,9.0,287.0,15.0,25.0,81,2021-04-23 22:46:03,0.13,,,16.0,PostgreSQL protocol support for Finagle.,,,34.0,13,False,3,,,,,,,
265,chronoscala,chronoscala/chronoscala,toolkits,https://github.com/chronoscala/chronoscala,https://github.com/chronoscala/chronoscala,MIT,2016-07-11 17:30:46,2024-08-18 10:03:34,2024-08-18 10:03:28,470.0,4.0,8.0,47.0,226.0,2.0,15.0,67,2023-11-11 10:00:27,2.0.10,,,11.0,A JSR-310 port of nscala_time.,,,10.0,13,True,3,,,"['scala3', 'scalajs']",,,,
266,reactor-scala-extensions,spring-attic/reactor-scala-extensions,reactive,https://github.com/spring-attic/reactor-scala-extensions,https://github.com/spring-attic/reactor-scala-extensions,Apache-2.0,2017-04-18 11:51:30,2022-03-01 19:25:25,2022-03-01 19:25:25,1392.0,,15.0,8.0,42.0,,34.0,52,2020-08-10 14:28:32,0.8.0,,,21.0,A scala extension for Project Reactors Flux and Mono.,,,16.0,13,False,3,,,,,,,
267,molecule,scalamolecule/molecule,db-clients,https://github.com/scalamolecule/molecule,https://github.com/scalamolecule/molecule,Apache-2.0,2022-08-28 09:13:41,2024-08-15 14:27:57,2024-08-15 14:26:43,407.0,77.0,,4.0,,,,17,2024-08-15 14:27:57,0.10.1,,,13.0,Molecule translates custom Scala code to database queries for multiple databases.,,,,13,True,3,,,"['scala3', 'scalajs']",,,,
268,scala.rx,lihaoyi/scala.rx,reactive,https://github.com/lihaoyi/scala.rx,https://github.com/lihaoyi/scala.rx,,2012-09-26 15:18:46,2023-06-10 18:22:22,2022-02-14 22:51:54,323.0,,79.0,56.0,223.0,29.0,55.0,984,,,,,,An experimental library for Functional Reactive Programming in Scala.,,,21.0,12,False,3,,,['scalajs'],,,,
269,better-monadic-for,oleg-py/better-monadic-for,sbt,https://github.com/oleg-py/better-monadic-for,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54,2024-05-07 13:24:27,2021-05-25 08:10:05,80.0,,32.0,21.0,19.0,13.0,27.0,706,,,,,1.0,Desugaring scala `for` without implicit `withFilter`s.,,,10.0,12,False,3,,,,,,,
270,akka-quartz-scheduler,enragedginger/akka-quartz-scheduler,others,https://github.com/enragedginger/akka-quartz-scheduler,https://github.com/enragedginger/akka-quartz-scheduler,,2013-04-13 02:48:41,2023-11-27 09:23:13,2022-07-24 14:56:33,191.0,,113.0,28.0,47.0,10.0,69.0,559,,,,,,Quartz Extension and utilities for cron-style scheduling in Akka.,,,41.0,12,False,3,,,['scala3'],,,,
271,accord,wix-incubator/accord,data,https://github.com/wix-incubator/accord,https://github.com/wix-incubator/accord,,2013-11-13 15:55:53,2022-11-23 10:05:39,2022-11-23 10:05:39,644.0,,54.0,280.0,36.0,24.0,93.0,534,,,,,,Accord: A sane validation library for Scala.,,,12.0,12,False,3,,,['scalajs'],,,,
272,casbah,mongodb/casbah,db-clients,https://github.com/mongodb/casbah,https://github.com/mongodb/casbah,,2010-10-29 18:39:30,2022-01-20 16:56:00,2022-01-20 16:55:58,1108.0,,129.0,61.0,64.0,7.0,,512,,,,,,Casbah is now officially end-of-life (EOL).,,,36.0,12,False,3,,,,,,,
273,salat,salat/salat,db-clients,https://github.com/salat/salat,https://github.com/salat/salat,,2011-01-12 16:54:23,2019-03-03 13:32:54,2019-03-03 13:32:53,877.0,,106.0,55.0,82.0,36.0,97.0,484,,,,,,Salat is a simple serialization library for case classes.,,,43.0,12,False,3,,,,,,,
274,scala-stm,nbronson/scala-stm,others,https://github.com/nbronson/scala-stm,https://github.com/nbronson/scala-stm,BSD-3-Clause,2010-07-08 23:40:04,2023-04-14 17:30:52,2018-03-14 17:04:15,496.0,,41.0,17.0,20.0,9.0,43.0,249,,,,,,"A library-based Software Transactional Memory (STM) for Scala, coupled with transactional sets and maps.",,,11.0,12,False,3,,,,,,,
275,scala-ssh,sirthias/scala-ssh,others,https://github.com/sirthias/scala-ssh,https://github.com/sirthias/scala-ssh,Apache-2.0,2011-10-28 14:07:59,2021-07-09 08:32:58,2021-07-09 08:32:58,157.0,,52.0,16.0,29.0,19.0,12.0,233,,,,,,Remote shell access via SSH for your Scala applications.,,,22.0,12,False,3,,,['scala3'],,,,
276,squid,epfldata/squid,toolkits,https://github.com/epfldata/squid,https://github.com/epfldata/squid,Apache-2.0,2016-03-08 21:53:00,2024-02-01 08:22:44,2020-11-23 16:20:07,583.0,,14.0,17.0,18.0,17.0,33.0,197,,,,,4.0,Squid type-safe metaprogramming and compilation framework for Scala.,,,6.0,12,False,3,,,,,,,
277,numsca,botkop/numsca,sci,https://github.com/botkop/numsca,https://github.com/botkop/numsca,BSD-2-Clause,2017-12-06 10:18:37,2024-07-14 14:20:53,2023-01-30 06:59:54,74.0,,18.0,18.0,4.0,3.0,7.0,183,2020-04-19 10:21:27,0.1.7,,,7.0,numsca is numpy for scala.,,,,12,False,3,,,,,,,
278,spoiwo,norbert-radyk/spoiwo,csv-yaml,https://github.com/norbert-radyk/spoiwo,https://github.com/norbert-radyk/spoiwo,MIT,2014-01-05 13:42:05,2022-09-18 15:42:58,2022-09-18 15:42:58,256.0,,44.0,13.0,44.0,11.0,21.0,182,,,,,,Scala POI Wrapper for the spreadsheet generation in Excel:.,,,20.0,12,False,3,,,['scala3'],,,,
279,sbt-pgp,sbt/sbt-pgp,sbt,https://github.com/sbt/sbt-pgp,https://github.com/sbt/sbt-pgp,,2011-09-08 15:58:10,2024-02-21 05:53:06,2024-02-21 05:53:05,335.0,,54.0,7.0,87.0,19.0,97.0,142,2022-12-06 03:46:29,2.2.1,,,15.0,PGP plugin for sbt.,,,34.0,12,False,3,,,,,,,
280,optimus,vagmcs/optimus,sci,https://github.com/vagmcs/Optimus,https://github.com/vagmcs/Optimus,LGPL-3.0,2014-12-23 12:23:36,2024-03-13 14:26:05,2022-08-27 20:53:36,279.0,,27.0,8.0,20.0,,21.0,141,2022-08-28 16:54:49,3.4.3,1958.0,78.0,1.0,Optimus is a mathematical programming library for Scala.,,,9.0,12,False,3,,,['scala3'],,,,
281,fastring,atry/fastring,env,https://github.com/Atry/fastring,https://github.com/Atry/fastring,Apache-2.0,2012-11-25 07:09:25,2024-09-01 01:20:15,2024-05-03 07:01:51,533.0,,10.0,8.0,230.0,7.0,4.0,127,2018-03-26 01:49:18,1.0.0,,,4.0,Extremely fast string formatting.,,,7.0,12,True,2,,,['scalajs'],,,,
282,sbt-api-mappings,ThoughtWorksInc/sbt-api-mappings,sbt,https://github.com/ThoughtWorksInc/sbt-api-mappings,https://github.com/ThoughtWorksInc/sbt-api-mappings,Apache-2.0,2015-07-10 16:28:55,2024-06-25 04:38:12,2023-07-15 18:48:14,500.0,,17.0,32.0,164.0,8.0,6.0,90,2022-03-19 19:01:11,3.0.2,,,8.0,An Sbt plugin that fills apiMappings for common Scala libraries.,,,12.0,12,True,3,,,,,,,
283,enableIf.scala,ThoughtWorksInc/enableIf.scala,toolkits,https://github.com/ThoughtWorksInc/enableIf.scala,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48,2024-06-25 04:37:36,2023-07-02 02:55:58,438.0,,5.0,28.0,133.0,5.0,5.0,66,2022-04-02 07:19:04,1.1.8,,,3.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",,,6.0,12,True,3,,,,,,,
284,scowl,phenoscape/scowl,others,https://github.com/phenoscape/scowl,https://github.com/phenoscape/scowl,MIT,2013-05-10 18:08:52,2024-07-10 18:34:34,2022-03-30 19:07:24,243.0,,9.0,10.0,175.0,8.0,4.0,56,2022-03-30 16:58:35,1.4.1,,,9.0,A Scala DSL for programming with the OWL API.,,,3.0,12,False,3,,,['scala3'],,,,
285,squery,sake92/squery,db-clients,https://github.com/sake92/squery,https://github.com/sake92/squery,Apache-2.0,2023-02-20 11:25:29,2024-09-04 18:38:06,2024-09-04 18:37:01,135.0,46.0,,3.0,,1.0,7.0,13,2024-08-16 18:22:54,0.4.0,,,2.0,Simple SQL queries in Scala 3.,,,,12,False,3,,,['scala3'],,,,
