,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,new_addition
188,testcontainers-scala,testcontainers/testcontainers-scala,test,https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2023-08-29 14:27:16,2023-08-29 14:02:27,664,8.0,114.0,20,160.0,31.0,72.0,592,2019-06-23 16:51:16,0.27.0,,,1.0,Docker containers for testing in scala.,,,76.0,15,True,3,,['scala3'],,,,,
189,scala-graph,scala-graph/scala-graph,toolkits,https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2023-09-17 00:54:06,2023-06-17 17:48:48,681,,72.0,31,176.0,15.0,107.0,552,2022-05-28 07:23:56,1.13.5,,,1.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,,,18.0,15,True,3,,['scalajs'],,,,,
190,cask,com-lihaoyi/cask,web-frameworks,https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2023-07-23 14:27:53,2023-07-23 14:27:52,296,1.0,45.0,12,47.0,9.0,34.0,467,2023-04-04 05:06:56,0.9.1,22315.0,365.0,77.0,Cask: a Scala HTTP micro-framework.,,,14.0,15,False,3,,"['scala3', 'scalajs']",,,,,
191,play-pac4j,pac4j/play-pac4j,sec,https://github.com/pac4j/play-pac4j,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26,2023-09-28 16:42:55,2023-09-28 16:42:52,927,10.0,102.0,25,407.0,1.0,,398,,,,,,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",,,47.0,15,True,2,,,,,,,
192,larray,xerial/larray,toolkits,https://github.com/xerial/larray,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50,2022-11-30 18:43:55,2022-11-25 09:52:48,465,,40.0,27,26.0,22.0,33.0,397,2016-12-14 04:07:48,0.4.0,,,3.0,Large off-heap arrays and mmap files for Scala and Java.,,,11.0,15,True,3,,,,,,,
193,atto,tpolecat/atto,parsers,https://github.com/tpolecat/atto,https://github.com/tpolecat/atto,MIT,2013-09-04 20:34:40,2023-09-26 19:59:35,2022-07-07 03:03:10,588,,59.0,13,363.0,19.0,11.0,356,2021-05-14 18:36:22,0.9.5,,,2.0,friendly little parsers.,,,31.0,15,True,3,,"['scala3', 'scalajs']",,,,,
194,tsec,jmcardon/tsec,sec,https://github.com/jmcardon/tsec,https://github.com/jmcardon/tsec,MIT,2017-08-04 20:25:11,2021-11-26 17:57:19,2021-08-24 04:44:55,841,,56.0,10,332.0,65.0,55.0,352,2019-04-23 03:46:29,0.1.0,,,11.0,Type-safe general-cryptography library - https://jmcardon.github.io/tsec/.,,,30.0,15,False,2,,['scala3'],,,,,
195,kantan.csv,nrinaudo/kantan.csv,csv-yaml,https://github.com/nrinaudo/kantan.csv,https://github.com/nrinaudo/kantan.csv,Apache-2.0,2015-07-22 06:51:22,2023-09-16 21:12:32,2022-09-06 14:24:02,1028,,34.0,9,190.0,45.0,134.0,345,2019-06-04 07:25:39,0.5.1,,,12.0,CSV handling library for Scala.,,,9.0,15,True,2,,['scalajs'],,,,,
196,sbt-git,sbt/sbt-git,sbt,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2023-06-22 17:17:58,2022-11-22 08:24:38,313,,95.0,16,127.0,27.0,81.0,342,2022-12-05 16:20:46,2.0.1,,,7.0,A git plugin for sbt.,,,50.0,15,True,3,,,,,,,
197,scala-guice,codingwell/scala-guice,di,https://github.com/codingwell/scala-guice,https://github.com/codingwell/scala-guice,Apache-2.0,2012-03-17 06:02:25,2023-05-13 19:14:00,2023-05-13 19:14:00,278,,46.0,14,44.0,12.0,49.0,341,2023-03-12 18:12:58,5.1.1,,,8.0,Scala extensions for Google Guice.,,,26.0,15,True,3,,['scala3'],,,,,
198,scala-activerecord,aselab/scala-activerecord,db-clients,https://github.com/aselab/scala-activerecord,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31,2021-01-08 00:05:38,2021-01-08 00:05:30,513,,31.0,35,12.0,20.0,62.0,322,2020-10-07 00:17:01,0.6.1,,,8.0,ActiveRecord-like ORM library for Scala.,,,9.0,15,False,3,,,,,,,
199,scaldi,scaldi/scaldi,di,https://github.com/scaldi/scaldi,https://github.com/scaldi/scaldi,Apache-2.0,2010-05-17 17:14:02,2023-09-18 22:02:00,2022-06-08 15:18:06,506,,24.0,8,197.0,23.0,49.0,289,2021-07-27 19:27:16,0.6.2,,,16.0,Lightweight Scala Dependency Injection Library.,,,13.0,15,True,3,,,,,,,
200,sbt-dependency-check,albuch/sbt-dependency-check,sbt,https://github.com/albuch/sbt-dependency-check,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44,2023-09-06 13:28:38,2023-05-06 07:09:46,621,,35.0,11,229.0,4.0,79.0,256,2023-03-05 11:31:58,5.1.0,,,46.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,,,18.0,15,True,3,,,,,,,
201,pprint,com-lihaoyi/pprint,others,https://github.com/com-lihaoyi/PPrint,https://github.com/com-lihaoyi/PPrint,MIT,2017-05-12 09:10:20,2023-09-22 14:24:28,2023-06-07 20:45:04,150,,35.0,6,80.0,13.0,21.0,205,2022-11-27 12:08:32,0.8.1,,,9.0,"Pretty-printing value, types and type-signatures in Scala.",,,18.0,15,True,2,,"['scala3', 'scalajs']",,,,,
202,scrypto,input-output-hk/scrypto,sec,https://github.com/input-output-hk/scrypto,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21,2023-07-10 12:47:22,2023-03-01 09:26:40,1020,,51.0,24,85.0,7.0,15.0,196,2022-01-05 11:32:22,2.2.1,,,9.0,Cryptographic primitives for Scala.,,,24.0,15,False,2,,['scalajs'],,,,,
203,iteratee,travisbrown/iteratee,reactive,https://github.com/travisbrown/iteratee,https://github.com/travisbrown/iteratee,Apache-2.0,2015-09-09 02:17:38,2023-09-26 20:02:49,2021-10-11 13:01:45,1019,,20.0,6,645.0,11.0,23.0,187,2021-06-09 12:56:34,0.20.0,,,31.0,Iteratees for Cats.,,,29.0,15,False,2,,"['scala3', 'scalajs']",,,,,
204,minitest,monix/minitest,test,https://github.com/monix/minitest,https://github.com/monix/minitest,Apache-2.0,2014-12-16 01:17:08,2023-09-26 16:33:13,2021-11-28 09:54:57,394,,36.0,7,166.0,2.0,10.0,178,2021-05-13 19:30:08,2.9.6,,,13.0,The super light testing library for Scala and Scala.js.,,,23.0,15,False,3,,"['scala3', 'scalajs']",,,,,
205,sbt-site,sbt/sbt-site,sbt,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2023-08-19 18:13:51,2023-05-14 18:47:35,434,,75.0,17,133.0,27.0,53.0,176,2023-05-12 07:21:57,1.5.0,,,17.0,Site generation for sbt.,,,43.0,15,False,3,,,,,,,
206,sbt-unidoc,sbt/sbt-unidoc,sbt,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2023-09-17 07:18:25,2023-09-17 07:18:25,169,7.0,27.0,13,94.0,23.0,35.0,123,2021-10-23 21:22:11,0.5.0,,,5.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,,,23.0,15,True,3,,,,,,,
207,chronoscala,chronoscala/chronoscala,toolkits,https://github.com/chronoscala/chronoscala,https://github.com/chronoscala/chronoscala,MIT,2016-07-11 17:30:46,2023-09-28 05:03:04,2023-08-19 11:58:08,426,12.0,8.0,48,201.0,2.0,13.0,67,2023-08-19 12:02:11,2.0.9,,,10.0,A JSR-310 port of nscala_time.,,,10.0,15,True,3,,"['scala3', 'scalajs']",,,,,
208,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,db-clients,https://github.com/couchbase/couchbase-jvm-clients,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58,2023-09-28 18:14:30,2023-09-28 18:14:27,2485,89.0,36.0,10,25.0,1.0,,40,,,,,,"The Couchbase Monorepo for JVM Clients: Java, Scala, io-core.",,,22.0,15,True,3,,,,,,,
209,zio-dynamodb,zio/zio-dynamodb,db-clients,https://github.com/zio/zio-dynamodb,https://github.com/zio/zio-dynamodb,Apache-2.0,2020-05-13 14:54:45,2023-09-27 14:58:50,2023-09-27 14:58:46,219,14.0,13.0,4,244.0,23.0,37.0,36,2023-08-31 07:17:05,0.2.12,,,16.0,"Simple, type-safe, and efficient access to DynamoDB.",,,12.0,15,True,3,,"['zio', 'scala3']",,,,,True
210,scala-redis,debasishg/scala-redis,db-clients,https://github.com/debasishg/scala-redis,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15,2023-01-25 21:39:14,2021-12-19 15:12:11,485,,222.0,61,150.0,76.0,82.0,1022,2021-11-02 15:19:32,3.42,,,11.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",,,72.0,14,False,3,,,,,,,
211,sbt-android,scala-android/sbt-android,others,https://github.com/scala-android/sbt-android,https://github.com/scala-android/sbt-android,,2012-02-24 04:11:36,2020-12-03 18:44:05,2019-10-18 20:27:53,1284,,90.0,59,77.0,17.0,253.0,743,,,,,,An easy-to-use sbt plugin for working with all Android projects.,,,35.0,14,False,2,,,,,,,
212,scalatags,com-lihaoyi/scalatags,templating,https://github.com/com-lihaoyi/scalatags,https://github.com/com-lihaoyi/scalatags,MIT,2012-11-01 21:35:17,2023-06-07 18:26:15,2023-06-07 18:26:14,602,,116.0,36,134.0,31.0,108.0,722,,,,,,ScalaTags is a small XML/HTML construction library for Scala.,,,61.0,14,True,3,,"['scala3', 'scalajs']",,,,,
213,parboiled2,sirthias/parboiled2,parsers,https://github.com/sirthias/parboiled2,https://github.com/sirthias/parboiled2,,2013-04-18 10:48:21,2023-09-28 11:16:30,2023-09-26 00:09:35,918,23.0,88.0,26,344.0,37.0,117.0,713,,,,,,A macro-based PEG parser generator for Scala 2.10+.,,,36.0,14,False,3,,"['scala3', 'scalajs']",,,,,
214,requests-scala,com-lihaoyi/requests-scala,http,https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2023-09-12 15:20:30,2022-12-25 14:15:38,165,,68.0,12,78.0,28.0,37.0,684,2022-12-25 14:57:04,0.8.0,,,6.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",,,29.0,14,False,3,,['scala3'],,,,,
215,scala-csv,tototoshi/scala-csv,csv-yaml,https://github.com/tototoshi/scala-csv,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19,2023-09-25 06:50:27,2023-09-25 06:50:19,479,17.0,139.0,27,206.0,30.0,63.0,681,,,,,,CSV Reader/Writer for Scala.,,,34.0,14,False,2,,['scala3'],,,,,
216,Laminar,raquo/Laminar,scala-js,https://github.com/raquo/Laminar,https://github.com/raquo/Laminar,MIT,2017-04-06 06:06:49,2023-07-13 05:58:32,2023-07-09 01:48:38,556,8.0,43.0,23,36.0,18.0,74.0,659,,,,,,"Simple, expressive, and safe UI library for Scala.js.",,,13.0,14,True,3,,"['scala3', 'scalajs']",,,,,
217,casbah,mongodb/casbah,db-clients,https://github.com/mongodb/casbah,https://github.com/mongodb/casbah,,2010-10-29 18:39:30,2022-01-20 16:56:00,2022-01-20 16:55:58,1108,,133.0,60,64.0,7.0,,526,,,,,,Casbah is now officially end-of-life (EOL).,,,36.0,14,False,3,,,,,,,
218,scalameter,scalameter/scalameter,test,https://github.com/scalameter/scalameter,https://github.com/scalameter/scalameter,,2012-11-18 20:56:32,2022-08-22 09:03:55,2022-08-22 09:03:55,798,,70.0,29,130.0,47.0,65.0,505,,,,,,Microbenchmarking and performance regression testing framework for the JVM platform.,,,48.0,14,False,3,,,,,,,
219,sbt-pack,xerial/sbt-pack,sbt,https://github.com/xerial/sbt-pack,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58,2023-09-24 00:45:08,2023-09-24 00:33:24,872,37.0,72.0,14,354.0,29.0,69.0,483,2022-11-24 02:03:25,0.17,,,12.0,A sbt plugin for creating distributable Scala packages.,,,36.0,14,False,3,,,,,,,
220,utest,com-lihaoyi/utest,test,https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,,2014-01-27 03:12:39,2023-09-20 13:50:26,2023-04-29 21:54:02,687,,80.0,15,174.0,28.0,106.0,478,2022-09-06 22:28:12,0.8.1,,,8.0,A simple testing framework for Scala.,,,48.0,14,False,3,,"['scala3', 'scalajs']",,,,,
221,splain,tek/splain,sbt,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2023-09-26 21:36:37,2023-09-20 22:57:36,347,4.0,29.0,10,50.0,14.0,49.0,367,2023-09-26 21:36:37,Release/1.0.3-2.13.12,148.0,1.0,30.0,better implicit errors for scala.,,,18.0,14,True,3,,,,,,,
222,hamsters,scala-hamsters/hamsters,toolkits,https://github.com/scala-hamsters/hamsters,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24,2020-12-19 17:54:15,2020-02-25 09:53:53,587,,26.0,22,70.0,5.0,61.0,294,,,,,,A mini Scala utility library.,,,24.0,14,False,3,,['scalajs'],,,,,
223,banana-rdf,banana-rdf/banana-rdf,others,https://github.com/banana-rdf/banana-rdf,https://github.com/banana-rdf/banana-rdf,,2012-04-30 03:02:56,2023-07-11 15:24:27,2021-10-29 02:29:24,1342,,66.0,32,194.0,99.0,90.0,293,,,,,,Banana RDF.,,,30.0,14,False,2,,['scalajs'],,,,,
224,scalaprops,scalaprops/scalaprops,test,https://github.com/scalaprops/scalaprops,https://github.com/scalaprops/scalaprops,MIT,2015-05-05 03:19:11,2023-09-26 07:11:31,2023-09-26 07:11:29,1213,29.0,21.0,13,365.0,8.0,12.0,276,,,,,,property based testing library for Scala.,,,12.0,14,True,3,,"['scala3', 'scalajs']",,,,,
225,scalajs-angular,greencatsoft/scalajs-angular,scala-js,https://github.com/greencatsoft/scalajs-angular,https://github.com/greencatsoft/scalajs-angular,Apache-2.0,2014-07-20 06:46:33,2021-01-18 09:51:02,2021-01-18 09:49:36,349,,43.0,25,60.0,18.0,39.0,259,2015-02-04 12:43:03,0.3,,,2.0,AngularJS Binding for Scala.js.,,,18.0,14,False,3,,['scalajs'],,,,,
226,chaos,mesosphere/chaos,web-frameworks,https://github.com/mesosphere/chaos,https://github.com/mesosphere/chaos,Apache-2.0,2013-06-25 14:53:40,2019-04-15 12:17:35,2019-04-15 12:17:21,224,,36.0,153,52.0,13.0,15.0,251,2017-04-05 09:50:47,0.8.8,,,1.0,A lightweight framework for writing REST services in Scala.,,,20.0,14,False,3,,,,,,,
227,scalajs-bundler,scalacenter/scalajs-bundler,scala-js,https://github.com/scalacenter/scalajs-bundler,https://github.com/scalacenter/scalajs-bundler,,2016-09-21 12:18:53,2023-09-19 00:16:16,2023-05-03 03:11:16,534,,98.0,24,259.0,88.0,133.0,231,2022-11-14 16:00:20,0.21.1,,,13.0,,,,49.0,14,False,3,,,,,,,
228,nodejs,scalajs-io/nodejs,scala-js,https://github.com/scalajs-io/nodejs,https://github.com/scalajs-io/nodejs,Apache-2.0,2016-04-09 01:52:17,2023-05-20 00:10:23,2019-06-17 23:00:05,209,,25.0,15,8.0,5.0,14.0,161,2017-10-14 23:09:17,0.4.2,7934.0,89.0,49.0,This project provides Scala.js type-safe bindings for Node.js (current) v8.7.0 and LTS v6.11.4 APIs. The platform..,,,4.0,14,False,3,,['scalajs'],,,,,
229,openai-scala-client,cequence-io/openai-scala-client,sci,https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2023-09-28 07:55:30,2023-09-28 07:55:23,189,42.0,9.0,7,16.0,9.0,20.0,118,2023-07-18 19:53:00,0.4.1,,,10.0,Scala client for OpenAI API.,2.0,,3.0,14,True,3,io.cequence:openai-scala-client_2.13,['scala3'],https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2023-07-18 15:14:18,2.0,,
230,clickhouse-scala-client,crobox/clickhouse-scala-client,db-clients,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2023-09-11 15:23:20,2023-08-29 11:41:02,879,11.0,21.0,10,115.0,13.0,20.0,111,2023-08-29 11:58:56,1.0.18,,,48.0,Clickhouse Scala Client with Reactive Streams support.,,,16.0,14,True,3,,,,,,,
231,sbt-api-mappings,ThoughtWorksInc/sbt-api-mappings,sbt,https://github.com/ThoughtWorksInc/sbt-api-mappings,https://github.com/ThoughtWorksInc/sbt-api-mappings,Apache-2.0,2015-07-10 16:28:55,2023-09-18 23:16:45,2023-07-15 18:48:14,500,16.0,17.0,33,156.0,8.0,6.0,88,2022-03-19 19:01:11,3.0.2,,,8.0,An Sbt plugin that fills apiMappings for common Scala libraries.,,,12.0,14,True,3,,,,,,,
232,finagle-postgres,finagle/finagle-postgres,db-clients,https://github.com/finagle/finagle-postgres,https://github.com/finagle/finagle-postgres,Apache-2.0,2015-03-10 16:01:08,2023-09-05 22:07:32,2021-06-02 20:15:58,486,,40.0,9,287.0,15.0,25.0,83,2021-04-23 22:46:03,0.13,,,16.0,PostgreSQL protocol support for Finagle.,,,34.0,14,False,3,,,,,,,
233,enableIf.scala,ThoughtWorksInc/enableIf.scala,toolkits,https://github.com/ThoughtWorksInc/enableIf.scala,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48,2023-09-18 23:16:10,2023-07-02 02:55:58,438,15.0,5.0,28,125.0,5.0,5.0,65,2022-04-02 07:19:04,1.1.8,,,3.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",,,6.0,14,True,3,,,,,,,
234,scaloid,pocorall/scaloid,others,https://github.com/pocorall/scaloid,https://github.com/pocorall/scaloid,,2012-10-08 05:53:22,2018-08-07 08:10:53,2018-08-06 09:36:17,895,,171.0,139,58.0,18.0,78.0,2100,2016-03-09 01:14:23,4.2,,,1.0,Scaloid makes your Android code easy to understand and maintain.,,,19.0,13,False,2,,,,,,,
235,sbt-revolver,spray/sbt-revolver,sbt,https://github.com/spray/sbt-revolver,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49,2023-04-08 09:28:56,2023-04-08 09:16:34,170,,54.0,22,31.0,21.0,64.0,835,,,,,,An SBT plugin for dangerously fast development turnaround in Scala.,,,16.0,13,True,3,,,,,,,
236,tut,tpolecat/tut,sbt,https://github.com/tpolecat/tut,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48,2021-04-12 21:20:42,2021-04-12 21:20:42,454,,62.0,19,150.0,63.0,52.0,595,,,,,,doc/tutorial generator for scala.,,,38.0,13,False,3,,,,,,,
237,scala-clippy,softwaremill/scala-clippy,sbt,https://github.com/softwaremill/scala-clippy,https://github.com/softwaremill/scala-clippy,Apache-2.0,2015-12-19 20:13:21,2019-03-14 17:25:51,2019-03-14 11:17:52,260,,20.0,19,29.0,14.0,22.0,315,2019-03-14 17:25:51,0.6.1,,,20.0,Good advice for Scala compiler errors.,,,8.0,13,False,3,,,,,,,
238,op-rabbit,spingo/op-rabbit,others,https://github.com/SpinGo/op-rabbit,https://github.com/SpinGo/op-rabbit,,2015-05-11 02:09:44,2021-10-28 21:40:36,2020-03-07 23:06:30,345,,74.0,14,59.0,37.0,107.0,238,2018-02-03 17:34:07,2.1.0,,,2.0,The Opinionated RabbitMQ Library for Scala and Akka.,,,38.0,13,False,2,,,,,,,
239,fansi,com-lihaoyi/fansi,others,https://github.com/com-lihaoyi/fansi,https://github.com/com-lihaoyi/fansi,,2016-05-26 00:43:32,2023-09-22 14:19:42,2023-08-31 08:55:10,137,1.0,24.0,7,60.0,10.0,10.0,219,2022-07-09 10:59:51,0.4.0,,,6.0,Scala/Scala.js library for manipulating Fancy Ansi colored strings.,,,14.0,13,False,2,,"['scala3', 'scalajs']",,,,,
240,scredis,Livestream/scredis,db-clients,https://github.com/Livestream/scredis,https://github.com/Livestream/scredis,Apache-2.0,2013-02-27 16:13:18,2018-06-21 20:42:37,2018-06-21 20:42:37,147,,17.0,35,8.0,1.0,51.0,153,2014-12-16 16:04:30,2.0.6,,,24.0,"Non-blocking, ultra-fast Scala Redis client built on top of Akka IO, used in production at Livestream.",,,7.0,13,False,3,,,,,,,
241,doddle-model,picnicml/doddle-model,sci,https://github.com/picnicml/doddle-model,https://github.com/picnicml/doddle-model,Apache-2.0,2018-02-09 13:54:54,2023-09-13 22:53:52,2020-03-27 10:19:20,299,,23.0,16,140.0,30.0,29.0,140,,,,,11.0,doddle-model: machine learning in Scala.,,,8.0,13,False,3,,,,,,,
242,onnx-scala,emergentorder/onnx-scala,sci,https://github.com/EmergentOrder/onnx-scala,https://github.com/EmergentOrder/onnx-scala,AGPL-3.0,2018-08-15 00:20:30,2023-09-28 15:41:28,2023-07-31 19:12:05,1350,22.0,10.0,8,418.0,2.0,8.0,133,2022-12-22 18:12:39,0.17.0,,,13.0,"An ONNX (Open Neural Network eXchange) API and backend for typeful, functional deep learning and classical machine..",,,4.0,13,True,3,,"['scala3', 'scalajs']",,,,,
243,rtree2d,plokhotnyuk/rtree2d,others,https://github.com/plokhotnyuk/rtree2d,https://github.com/plokhotnyuk/rtree2d,Apache-2.0,2018-05-07 15:52:10,2023-09-26 19:02:05,2023-09-26 19:02:05,698,20.0,11.0,11,453.0,8.0,10.0,126,2022-10-13 10:21:18,0.11.12,,,26.0,RTree2D is a 2D immutable R-tree for ultra-fast nearest and intersection queries in plane and spherical coordinates.,,,6.0,13,True,2,,"['scala3', 'scalajs']",,,,,
244,fastring,atry/fastring,env,https://github.com/Atry/fastring,https://github.com/Atry/fastring,Apache-2.0,2012-11-25 07:09:25,2023-09-26 12:53:18,2023-07-15 18:09:07,532,21.0,9.0,8,211.0,3.0,4.0,123,2018-03-26 01:49:18,1.0.0,,,4.0,Extremely fast string formatting.,,,7.0,13,True,1,,['scalajs'],,,,,
245,scruid,ing-bank/scruid,db-clients,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252,,26.0,16,77.0,7.0,31.0,115,2021-06-07 15:35:10,2.5.0,,,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",,,19.0,13,False,3,,,,,,,
246,laserdisc,laserdisc-io/laserdisc,db-clients,https://github.com/laserdisc-io/laserdisc,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12,2023-09-18 18:10:46,2023-09-18 18:10:45,670,26.0,14.0,6,739.0,14.0,11.0,90,2022-11-22 23:17:24,0.6.0,,,21.0,A Future-free Fs2 native pure FP Redis client.,,,11.0,13,True,3,,['scalajs'],,,,,
247,franklin,azavea/franklin,others,https://github.com/azavea/franklin,https://github.com/azavea/franklin,Apache-2.0,2019-11-05 11:43:39,2023-09-28 13:43:22,2023-09-28 13:43:22,1002,55.0,18.0,14,1368.0,96.0,101.0,70,,,,,,A STAC/OGC API Features Web Service.,,,12.0,13,True,2,,,,,,,
248,reactor-scala-extensions,spring-attic/reactor-scala-extensions,reactive,https://github.com/spring-attic/reactor-scala-extensions,https://github.com/spring-attic/reactor-scala-extensions,Apache-2.0,2017-04-18 11:51:30,2022-03-01 19:25:25,2022-03-01 19:25:25,1392,,16.0,8,42.0,,34.0,53,2020-08-10 14:28:32,0.8.0,,,21.0,A scala extension for Project Reactors Flux and Mono.,,,16.0,13,True,3,,,,,,,
249,dregex,marianobarrios/dregex,env,https://github.com/marianobarrios/dregex,https://github.com/marianobarrios/dregex,BSD-2-Clause,2014-05-20 22:38:39,2023-09-15 19:54:27,2023-09-15 19:54:14,292,18.0,4.0,5,61.0,2.0,3.0,39,2021-12-30 23:56:20,0.7.0,,,3.0,Dregex is a JVM library that implements a regular expression engine using deterministic finite automata (DFA). It..,,,6.0,13,True,1,,,,,,,
250,fury,propensive/fury,development-cycle,https://github.com/propensive/fury,https://github.com/propensive/fury,Apache-2.0,2021-12-07 07:56:05,2023-08-18 20:00:07,2023-08-18 20:00:06,207,53.0,,4,9.0,12.0,19.0,12,2022-12-04 21:54:49,0.8.0,1214.0,60.0,9.0,A build tool for Scala.,,,,13,False,3,,,,,,,
251,molecule,scalamolecule/molecule,db-clients,https://github.com/scalamolecule/molecule,https://github.com/scalamolecule/molecule,Apache-2.0,2022-08-28 09:13:41,2023-09-26 20:17:29,2023-09-26 20:17:19,193,64.0,,3,,,,5,2023-09-22 12:04:34,0.3.0,,,3.0,Molecule translates custom Scala code to database queries for multiple databases.,,,,13,False,3,,"['scala3', 'scalajs']",,,,,
252,scala.rx,lihaoyi/scala.rx,reactive,https://github.com/lihaoyi/scala.rx,https://github.com/lihaoyi/scala.rx,,2012-09-26 15:18:46,2023-06-10 18:22:22,2022-02-14 22:51:54,323,,82.0,54,223.0,25.0,55.0,987,,,,,,An experimental library for Functional Reactive Programming in Scala.,,,21.0,12,False,3,,['scalajs'],,,,,
253,better-monadic-for,oleg-py/better-monadic-for,sbt,https://github.com/oleg-py/better-monadic-for,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54,2021-12-31 00:10:05,2021-05-25 08:10:05,80,,31.0,21,18.0,11.0,26.0,688,,,,,1.0,Desugaring scala `for` without implicit `withFilter`s.,,,10.0,12,False,3,,,,,,,
254,akka-quartz-scheduler,enragedginger/akka-quartz-scheduler,others,https://github.com/enragedginger/akka-quartz-scheduler,https://github.com/enragedginger/akka-quartz-scheduler,,2013-04-13 02:48:41,2023-04-20 18:42:01,2022-07-24 14:56:33,191,,107.0,28,45.0,7.0,69.0,560,,,,,,Quartz Extension and utilities for cron-style scheduling in Akka.,,,41.0,12,False,3,,['scala3'],,,,,
255,accord,wix-incubator/accord,data,https://github.com/wix-incubator/accord,https://github.com/wix-incubator/accord,,2013-11-13 15:55:53,2022-11-23 10:05:39,2022-11-23 10:05:39,644,,54.0,285,36.0,24.0,93.0,534,,,,,,Accord: A sane validation library for Scala.,,,12.0,12,False,3,,['scalajs'],,,,,
256,salat,salat/salat,db-clients,https://github.com/salat/salat,https://github.com/salat/salat,,2011-01-12 16:54:23,2019-03-03 13:32:54,2019-03-03 13:32:53,877,,109.0,55,82.0,37.0,97.0,487,,,,,,Salat is a simple serialization library for case classes.,,,43.0,12,False,3,,,,,,,
257,scala-stm,nbronson/scala-stm,others,https://github.com/nbronson/scala-stm,https://github.com/nbronson/scala-stm,BSD-3-Clause,2010-07-08 23:40:04,2023-04-14 17:30:52,2018-03-14 17:04:15,496,,35.0,17,20.0,12.0,43.0,246,,,,,,"A library-based Software Transactional Memory (STM) for Scala, coupled with transactional sets and maps.",,,11.0,12,False,3,,,,,,,
258,scala-ssh,sirthias/scala-ssh,others,https://github.com/sirthias/scala-ssh,https://github.com/sirthias/scala-ssh,Apache-2.0,2011-10-28 14:07:59,2021-07-09 08:32:58,2021-07-09 08:32:58,157,,53.0,16,29.0,16.0,12.0,234,,,,,,Remote shell access via SSH for your Scala applications.,,,21.0,12,False,3,,['scala3'],,,,,
