,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,new_addition
119,fastparse,com-lihaoyi/fastparse,parsers,https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2023-07-17 20:25:40,2023-07-10 05:25:08,950,4.0,166.0,38,156.0,18.0,116.0,1050,2021-09-07 10:21:47,2.3.3,,,2.0,Writing Fast Parsers Fast in Scala.,,,52.0,18,True,2,,"['scala3', 'scalajs']",,,,,
120,bidmach,biddata/bidmach,bigdata,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024,,171.0,89,61.0,67.0,90.0,912,2017-03-26 04:20:02,1.1.2,,,9.0,CPU and GPU-accelerated Machine Learning Library.,,,45.0,18,False,3,,,,,,,
121,scala-logging,lightbend-labs/scala-logging,logging,https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2023-09-17 12:02:07,2023-09-17 12:02:07,337,8.0,129.0,29,288.0,25.0,99.0,897,2023-08-30 13:19:37,3.9.5,,,6.0,Convenient and performant logging library for Scala wrapping SLF4J.,,,45.0,18,True,2,,['scala3'],,,,,
122,scodec,scodec/scodec,data,https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2023-09-18 22:09:37,2023-05-05 11:48:18,1320,,104.0,29,422.0,13.0,58.0,794,2023-02-07 03:30:52,2.2.1,,,4.0,Scala combinator library for working with binary data.,,,61.0,18,True,2,,"['scala3', 'scalajs']",,,,,
123,sbt-updates,rtimush/sbt-updates,sbt,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2023-09-09 02:32:07,2023-09-09 02:32:07,602,10.0,51.0,22,291.0,12.0,66.0,736,2022-05-30 08:03:01,0.6.3,,,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,,,29.0,18,True,2,,,,,,,
124,sbt-eclipse,sbt/sbt-eclipse,sbt,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2023-09-17 00:29:38,2023-09-14 02:29:37,403,1.0,171.0,50,141.0,78.0,203.0,720,2022-09-23 14:15:14,6.0.0,,,2.0,Plugin for sbt to create Eclipse project definitions.,,,39.0,18,True,2,,,,,,,
125,avro4s,sksamuel/avro4s,data,https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2023-09-24 17:33:52,2023-09-17 21:58:11,1543,7.0,232.0,25,428.0,11.0,361.0,703,,,,,,Avro schema generation and serialization / deserialization for Scala.,,,102.0,18,True,2,,['scala3'],,,,,
126,scallop,scallop/scallop,others,https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2023-08-03 05:43:14,2023-08-03 05:43:02,600,5.0,58.0,16,53.0,6.0,181.0,661,2023-08-03 05:38:04,5.0.0,,,25.0,a simple Scala CLI parsing library.,,,24.0,18,True,2,,"['scala3', 'scalajs']",,,,,
127,chill,twitter/chill,data,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2023-09-14 05:12:50,2023-03-19 07:21:05,928,,147.0,134,637.0,56.0,91.0,598,2021-06-04 22:29:04,0.10.0,,,34.0,Scala extensions for the Kryo serialization library.,,,67.0,18,True,2,,,,,,,
128,korolev,fomkin/korolev,web-frameworks,https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677,3.0,50.0,21,227.0,16.0,224.0,582,2022-08-16 08:04:00,1.5.0,,,35.0,Single Page Applications running on the server side.,,,26.0,18,True,3,,"['scala3', 'scalajs']",,,,,
129,scalariform,scala-ide/scalariform,development-cycle,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2022-12-18 15:16:00,2019-06-11 05:21:17,734,,150.0,28,97.0,61.0,140.0,534,2019-06-11 05:28:37,0.2.10,9474.0,128.0,11.0,Scala source code formatter.,,,56.0,18,False,3,,,,,,,
130,scalamock,paulbutcher/scalamock,test,https://github.com/paulbutcher/ScalaMock,https://github.com/paulbutcher/ScalaMock,MIT,2011-10-24 21:32:02,2023-09-28 18:14:51,2023-07-01 06:52:32,798,4.0,91.0,21,276.0,23.0,195.0,490,2021-12-25 20:07:28,5.2.0,,,13.0,Native Scala mocking framework.,,,33.0,18,True,3,,['scalajs'],,,,,
131,jackson-module-scala,FasterXML/jackson-module-scala,json,https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2023-09-04 18:16:19,2023-08-22 16:05:49,1688,11.0,140.0,27,188.0,47.0,413.0,489,,,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,,,59.0,18,True,3,,['scala3'],,,,,
132,akka-http-session,softwaremill/akka-http-session,sec,https://github.com/softwaremill/akka-http-session,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05,2023-08-29 17:18:02,2023-08-29 17:17:55,272,7.0,60.0,48,45.0,12.0,32.0,440,2023-08-29 17:27:28,0.7.1,,,9.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",,,24.0,18,True,1,,,,,,,
133,metrics-scala,erikvanoosten/metrics-scala,others,https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2023-09-28 17:48:57,2023-09-28 17:48:57,2341,28.0,61.0,12,421.0,2.0,72.0,428,2019-06-04 12:08:41,4.0.6,,,12.0,The scala API for Dropwizards Metrics.,,,90.0,18,True,2,,['scala3'],,,,,
134,munit,scalameta/munit,test,https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2023-09-22 15:58:35,2023-09-22 15:50:02,928,33.0,72.0,15,572.0,43.0,97.0,390,2023-09-15 17:25:39,1.0.0-M10,,,42.0,Scala testing library with actionable errors and extensible APIs.,,,46.0,18,True,3,,"['scala3', 'scalajs']",,,,,
135,mdoc,scalameta/mdoc,sbt,https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2023-09-07 13:14:21,2023-09-07 13:14:21,1282,25.0,69.0,10,602.0,53.0,143.0,372,2023-02-07 19:04:02,2.3.7,,,64.0,Typechecked markdown documentation for Scala.,,,43.0,18,True,2,,['scala3'],,,,,
136,mockito-scala,mockito/mockito-scala,test,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2023-09-23 12:26:25,2023-09-23 12:02:24,889,14.0,54.0,17,392.0,25.0,96.0,326,2023-09-23 12:26:25,1.17.25,,,38.0,Mockito for Scala language.,,,30.0,18,True,3,,,,,,,
137,sbt-sonatype,xerial/sbt-sonatype,sbt,https://github.com/xerial/sbt-sonatype,https://github.com/xerial/sbt-sonatype,Apache-2.0,2014-01-20 16:13:49,2023-09-23 04:12:50,2023-09-23 04:12:49,691,22.0,48.0,14,343.0,9.0,86.0,316,2023-05-16 17:40:36,3.9.21,,,8.0,A sbt plugin for publishing Scala/Java projects to the Maven central.,,,28.0,18,True,2,,,,,,,
138,cats-parse,typelevel/cats-parse,parsers,https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2023-09-26 17:29:47,2023-09-21 18:52:20,422,28.0,47.0,15,460.0,25.0,69.0,218,2023-06-25 22:06:52,0.3.10,,,14.0,A parsing library for the cats ecosystem.,,,31.0,18,True,2,,"['scala3', 'scalajs']",,,,,
139,fs2-aws,laserdisc-io/fs2-aws,others,https://github.com/laserdisc-io/fs2-aws,https://github.com/laserdisc-io/fs2-aws,MIT,2018-01-13 18:32:52,2023-09-21 21:57:22,2023-09-21 20:35:15,667,33.0,41.0,4,1030.0,27.0,43.0,173,2023-09-21 21:57:22,6.0.4,,,60.0,fs2 utilities to interact with AWS.,,,27.0,18,True,2,,['scala3'],,,,,
140,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2023-09-22 00:40:34,2023-09-18 06:55:22,266,16.0,35.0,9,219.0,3.0,59.0,167,2023-08-31 00:01:20,2.5.2,,,25.0,sbt plugin for Scalafmt.,,,27.0,18,True,2,,,,,,,
141,bleep,oyvindberg/bleep,development-cycle,https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2023-09-27 19:48:56,2023-09-23 22:06:50,750,27.0,21.0,12,274.0,49.0,45.0,125,2023-09-23 22:06:16,0.0.3,3645.0,214.0,29.0,A bleeping fast scala build tool!.,,,14.0,18,True,3,,['scala3'],,,,4.0,
142,pekko-http,apache/incubator-pekko-http,http,https://github.com/apache/incubator-pekko-http,https://github.com/apache/incubator-pekko-http,Apache-2.0,2022-10-31 08:43:27,2023-09-16 16:42:21,2023-09-15 19:04:21,4538,83.0,21.0,21,262.0,15.0,46.0,115,,,,,,The Streaming-first HTTP server/module of Apache Pekko.,,,356.0,18,True,3,,['scala3'],,,,,
143,securesocial,jaliss/securesocial,sec,https://github.com/jaliss/securesocial,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54,2020-10-09 22:17:20,2018-07-21 14:07:06,571,,528.0,89,257.0,68.0,324.0,1199,,,,,,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",,,98.0,17,False,1,,,,,,,
144,cassovary,twitter/cassovary,toolkits,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503,,145.0,162,155.0,34.0,48.0,1042,2015-03-18 21:37:14,5.1.0,,,5.0,Cassovary is a simple big graph processing library for the JVM.,,,30.0,17,False,3,,,,,,,
145,squants,typelevel/squants,sci,https://github.com/typelevel/squants,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32,2023-09-26 17:35:01,2022-12-13 15:56:08,825,,113.0,21,460.0,42.0,100.0,899,2021-08-26 20:15:30,1.8.3,,,17.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",,,60.0,17,True,2,,"['scala3', 'scalajs']",,,,,
146,rediscala,etaty/rediscala,db-clients,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2023-08-03 18:18:46,2019-10-17 08:36:11,414,,134.0,40,99.0,74.0,83.0,791,2019-06-23 15:29:14,1.9.0,,,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",,,31.0,17,False,2,,,,,,,
147,sbt-docker,marcuslonnberg/sbt-docker,sbt,https://github.com/marcuslonnberg/sbt-docker,https://github.com/marcuslonnberg/sbt-docker,MIT,2014-01-12 19:43:03,2023-08-24 05:53:37,2023-08-24 05:50:14,380,4.0,105.0,18,45.0,21.0,69.0,725,2023-08-24 05:54:18,1.11.0,,,9.0,Create Docker images directly from sbt.,,,27.0,17,True,2,,,,,,,
148,unfiltered,unfiltered/unfiltered,web-frameworks,https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2023-09-28 16:06:29,2023-09-22 05:31:17,2842,20.0,113.0,25,960.0,64.0,146.0,710,,,,,,A toolkit for servicing HTTP requests in Scala.,,,88.0,17,True,3,,['scala3'],,,,,
149,scala-scraper,ruippeixotog/scala-scraper,others,https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2023-09-17 14:04:26,2023-09-17 14:04:25,664,25.0,105.0,27,380.0,8.0,53.0,705,2017-07-21 21:40:45,2.0.0,,,5.0,A Scala library for scraping content from HTML pages.,,,15.0,17,True,2,,['scala3'],,,,,
150,freestyle,frees-io/freestyle,toolkits,https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526,,52.0,44,321.0,38.0,211.0,623,2018-06-07 10:17:38,0.8.2,,,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,,,45.0,17,False,3,,['scalajs'],,,,,
151,scalate,scalate/scalate,templating,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2023-09-26 00:20:12,2023-09-26 00:20:11,2698,26.0,102.0,22,554.0,31.0,33.0,602,,,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",,,73.0,17,True,2,,,,,,,
152,squeryl,squeryl/squeryl,db-clients,https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2023-09-28 14:14:14,2023-09-26 07:11:50,1105,27.0,142.0,28,355.0,40.0,112.0,583,,,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,,,60.0,17,True,2,,['scala3'],,,,,
153,sbt-buildinfo,sbt/sbt-buildinfo,sbt,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2023-09-05 00:31:27,2023-09-05 00:31:19,320,4.0,86.0,22,96.0,16.0,88.0,537,2022-02-17 05:57:05,0.11.0,,,5.0,I know this because build.sbt knows this.,,,50.0,17,True,2,,,,,,,
154,scala-oauth2-provider,nulab/scala-oauth2-provider,sec,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-09-20 16:50:33,2023-09-20 16:50:29,257,3.0,101.0,60,88.0,4.0,62.0,535,2019-08-09 09:45:14,1.5.0,,,27.0,OAuth 2.0 server-side implementation written in Scala.,,,27.0,17,True,1,,,,,,,
155,reboot,dispatch/reboot,http,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2023-02-02 15:22:17,2023-02-02 15:22:17,722,,106.0,35,135.0,5.0,97.0,434,2020-01-11 01:05:15,1.2.0,,,24.0,Scala wrapper for the Java AsyncHttpClient.,,,38.0,17,True,3,,,,,,,
156,weaver-test,disneystreaming/weaver-test,test,https://github.com/disneystreaming/weaver-test,https://github.com/disneystreaming/weaver-test,,2020-04-24 17:21:55,2023-09-28 15:24:59,2023-09-27 14:53:24,668,24.0,47.0,10,595.0,40.0,72.0,403,2023-04-14 16:20:16,0.8.3,2308.0,59.0,36.0,A test framework that runs everything in parallel.,,,39.0,17,False,3,,"['scala3', 'scalajs']",,,,,
157,sbt-ci-release,sbt/sbt-ci-release,sbt,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2023-09-27 17:38:46,2023-09-27 17:38:46,446,6.0,65.0,10,211.0,14.0,67.0,269,2023-05-02 15:21:16,1.5.12,,,24.0,sbt plugin to automate Sonatype releases from GitHub Actions.,,,55.0,17,True,2,,,,,,,
158,Dsl.scala,ThoughtWorksInc/Dsl.scala,toolkits,https://github.com/ThoughtWorksInc/Dsl.scala,https://github.com/ThoughtWorksInc/Dsl.scala,Apache-2.0,2017-10-14 01:21:02,2023-09-26 19:46:53,2023-07-02 07:50:12,1821,21.0,29.0,28,669.0,17.0,18.0,256,2023-01-26 02:47:03,2.0.0,,,17.0,A framework to create embedded Domain-Specific Languages in Scala.,,,5.0,17,True,3,,"['scala3', 'scalajs']",,,,,
159,scalismo,unibas-gravis/scalismo,media,https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2023-06-30 13:20:59,2023-06-30 12:37:53,1832,,64.0,19,337.0,13.0,62.0,234,2023-07-04 08:48:44,0.92.0,,,7.0,Scalable Image Analysis and Shape Modelling.,,,22.0,17,True,2,,['scala3'],,,,,
160,anorm,playframework/anorm,db-clients,https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2023-09-25 15:22:53,2023-09-18 22:47:49,731,25.0,71.0,16,518.0,7.0,62.0,228,2022-09-29 14:17:35,2.7.0,,,3.0,The Anorm database library.,,,55.0,17,True,2,,"['scala3', 'play']",,,,,
161,sbt-header,sbt/sbt-header,sbt,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2023-09-14 01:57:09,2023-06-07 08:14:12,320,,53.0,10,231.0,10.0,77.0,191,2023-06-07 11:27:41,5.10.0,,,24.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",,,38.0,17,True,2,,,,,,,
162,openmole,openmole/openmole,sci,https://github.com/openmole/openmole,https://github.com/openmole/openmole,AGPL-3.0,2014-10-08 09:37:00,2023-09-28 15:27:29,2023-09-28 15:27:07,13978,130.0,34.0,19,106.0,78.0,366.0,136,2017-01-24 22:47:01,6.2,56.0,0.0,4.0,Workflow engine for exploration of simulation models using high throughput computing.,,,48.0,17,True,2,,,,,,,
163,scopt,scopt/scopt,others,https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2023-04-14 06:22:04,2023-04-14 06:22:04,491,,164.0,37,176.0,57.0,116.0,1415,2022-07-02 20:30:57,4.1.0,,,17.0,command line options parsing for Scala.,,,62.0,16,False,2,,"['scala3', 'scalajs']",,,,,
164,tensorflow_scala,eaplatanios/tensorflow_scala,sci,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260,,99.0,70,51.0,29.0,120.0,928,2020-10-08 19:13:41,0.5.6,,,11.0,TensorFlow API for the Scala Programming Language.,,,12.0,16,True,2,,,,,,,
165,rxscala,reactivex/rxscala,reactive,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857,,116.0,59,122.0,2.0,85.0,886,2019-12-29 15:41:19,0.27.0,,,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,,,44.0,16,False,2,,,,,,,
166,nscala-time,nscala-time/nscala-time,toolkits,https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2023-09-16 03:10:24,2023-09-16 03:10:23,646,10.0,86.0,27,248.0,6.0,49.0,872,,,,,,A new Scala wrapper for Joda Time based on scala-time.,,,25.0,16,True,3,,"['scala3', 'scalajs']",,,,,
167,figaro,charles-river-analytics/figaro,sci,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478,,158.0,84,303.0,122.0,332.0,757,2017-08-24 18:00:35,5.0.0.0,1564.0,13.0,16.0,Figaro Programming Language and Core Libraries.,,,29.0,16,False,2,,,,,,,
168,scalastyle,scalastyle/scalastyle,development-cycle,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629,,219.0,31,148.0,82.0,149.0,681,,,,,,scalastyle.,,,70.0,16,False,3,,,,,,,
169,scalafx,scalafx/scalafx,others,https://github.com/scalafx/scalafx,https://github.com/scalafx/scalafx,,2014-05-18 14:12:15,2023-09-23 02:39:04,2023-09-23 02:38:46,2034,8.0,67.0,33,58.0,27.0,294.0,643,2023-04-04 23:52:55,.20.0.0-R31,264.0,2.0,31.0,ScalaFX simplifies creation of JavaFX-based user interfaces in Scala.,,,56.0,16,False,2,,['scala3'],,,,,
170,decline,bkirwi/decline,others,https://github.com/bkirwi/decline,https://github.com/bkirwi/decline,Apache-2.0,2016-10-23 00:30:19,2023-09-12 13:46:33,2023-06-11 18:54:44,788,,64.0,8,426.0,27.0,59.0,607,2021-12-12 22:36:45,2.2.0,,,8.0,A composable command-line parser for Scala.,,,34.0,16,True,2,,"['scala3', 'scalajs']",,,,,
171,xitrum,xitrum-framework/xitrum,web-frameworks,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082,,52.0,39,36.0,56.0,600.0,449,,,,,,Async and clustered Scala web framework and HTTP(S) server.,,,31.0,16,True,3,,,,,,,
172,xsbt-web-plugin,earldouglas/xsbt-web-plugin,sbt,https://github.com/earldouglas/xsbt-web-plugin,https://github.com/earldouglas/xsbt-web-plugin,BSD-3-Clause,2011-04-24 10:27:46,2023-09-23 14:04:47,2023-09-23 14:04:46,1019,35.0,98.0,19,570.0,12.0,247.0,384,,,,,,Servlet support for sbt.,,,33.0,16,True,3,,,,,,,
173,diffson,gnieh/diffson,json,https://github.com/gnieh/diffson,https://github.com/gnieh/diffson,Apache-2.0,2013-08-30 15:50:35,2023-09-18 16:49:30,2023-05-06 08:47:33,477,,52.0,12,331.0,10.0,43.0,295,2023-03-03 08:34:40,4.4.0,,,14.0,A scala diff/patch library for Json.,,,31.0,16,True,3,,"['scala3', 'scalajs']",,,,,
174,each,ThoughtWorksInc/each,toolkits,https://github.com/ThoughtWorksInc/each,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00,2023-09-26 19:47:27,2023-02-03 06:45:06,739,,27.0,29,138.0,10.0,28.0,254,2023-02-03 06:24:22,3.3.2,,,3.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,,,15.0,16,True,3,,['scalajs'],,,,,
175,pulsar4s,CleverCloud/pulsar4s,db-clients,https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2023-09-26 19:04:40,2023-01-08 02:27:21,711,,42.0,12,496.0,21.0,42.0,218,2023-01-08 02:29:27,2.9.0,,,5.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",,,23.0,16,True,2,,['scala3'],,,,,
176,youi,outr/youi,web-frameworks,https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2023-09-24 00:33:37,2022-12-07 15:24:18,2690,,29.0,16,275.0,22.0,41.0,208,2019-01-30 18:17:20,0.9.0,,,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",,,11.0,16,True,3,,['scalajs'],,,,,
177,sbt-doctest,tkawachi/sbt-doctest,sbt,https://github.com/tkawachi/sbt-doctest,https://github.com/tkawachi/sbt-doctest,MIT,2014-06-10 15:46:12,2023-09-26 07:11:50,2023-09-26 07:11:41,685,27.0,27.0,12,361.0,15.0,47.0,182,2015-12-17 13:37:24,0.3.5,,,1.0,Doctest for scala.,,,26.0,16,True,3,,,,,,,
178,relate,lucidsoftware/relate,db-clients,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2023-09-28 15:17:41,2023-09-28 03:37:20,299,10.0,17.0,45,65.0,16.0,12.0,163,2023-09-28 15:20:32,3.2.0,1569.0,15.0,15.0,Performant database access in Scala.,,,19.0,16,True,2,,,,,,2.0,
179,cilib,ciren/cilib,others,https://github.com/ciren/cilib,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13,2022-08-05 05:12:53,2022-08-05 05:08:44,2338,,102.0,23,267.0,11.0,54.0,123,2018-03-21 12:08:40,2.0.1,,,5.0,"Typesafe, purely functional Computational Intelligence.",,,26.0,16,True,2,,,,,,,
180,zio-redis,zio/zio-redis,db-clients,https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2023-09-27 21:02:38,2023-09-27 21:02:38,572,13.0,61.0,14,776.0,20.0,106.0,111,2023-03-28 12:22:41,0.2.0,,,2.0,A ZIO-based redis client.,,,39.0,16,True,2,,"['zio', 'scala3']",,,,,
181,rescala,rescala-lang/rescala,reactive,https://github.com/rescala-lang/REScala,https://github.com/rescala-lang/REScala,Apache-2.0,2013-06-07 09:30:17,2023-09-15 16:36:00,2023-09-15 16:35:57,5386,191.0,25.0,14,34.0,,9.0,80,,,,,,REScala - distributed and reactive programming embedded in OO and FP programs.,,,28.0,16,True,2,,"['scala3', 'scalajs']",,,,,
182,skuber,hagay3/skuber,others,https://github.com/hagay3/skuber,https://github.com/hagay3/skuber,Apache-2.0,2021-03-11 23:49:41,2023-09-28 11:27:23,2023-09-28 11:27:23,1034,40.0,47.0,4,298.0,20.0,22.0,71,2023-09-27 12:32:43,3.2,,,17.0,A Scala Kubernetes client library.,,,62.0,16,True,2,,['scala3'],,,,,
183,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2023-09-22 19:37:51,2023-09-22 19:33:51,314,66.0,17.0,13,292.0,11.0,34.0,56,2023-08-05 17:06:33,0.2.0,,,2.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,,,18.0,16,True,2,io.lambdaworks:zio-elasticsearch_3,"['zio', 'scala3']",https://search.maven.org/artifact/io.lambdaworks/zio-elasticsearch_3,2023-08-05 17:06:33,,,
184,scalaj-http,scalaj/scalaj-http,http,https://github.com/scalaj/scalaj-http,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19,2022-04-03 21:19:24,2022-04-03 21:19:24,300,,123.0,44,84.0,31.0,112.0,976,2016-04-02 20:58:24,2.3.0,,,1.0,Simple scala wrapper for HttpURLConnection. OAuth included.,,,29.0,15,True,3,,,,,,,
185,simulacrum,typelevel/simulacrum,toolkits,https://github.com/typelevel/simulacrum,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30,2023-01-21 08:35:21,2023-01-21 08:35:21,430,,62.0,34,161.0,28.0,45.0,938,2018-02-20 14:20:53,0.12.0,,,1.0,First class syntax support for type classes in Scala.,,,34.0,15,True,3,,['scalajs'],,,,,
186,vegas,vegas-viz/vegas,bigdata,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237,,104.0,45,77.0,54.0,54.0,729,2017-07-25 22:34:25,0.3.11,,,8.0,The missing MatPlotLib for Scala + Spark.,,,20.0,15,False,3,,,,,,,
187,play2-auth,t2v/play2-auth,sec,https://github.com/t2v/play2-auth,https://github.com/t2v/play2-auth,Apache-2.0,2012-04-23 16:27:14,2019-09-10 09:34:53,2017-10-18 15:44:31,261,,148.0,62,80.0,23.0,97.0,620,2015-08-27 05:10:50,release0.14.1,,,8.0,Play2.x Authentication and Authorization module.,,,22.0,15,False,2,,,,,,,
