,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,maven_url,maven_latest_release_published_at,dependent_project_count,maven_dependent_project_count,show,projectrank_placing,github_dependent_project_count,github_release_downloads,monthly_downloads,trending,updated_github_id
61,spire,typelevel/spire,,sci,"['scala3', 'scalajs']",https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2025-04-21 20:09:37,2024-12-11 07:25:25,2994.0,,243.0,64.0,962.0,151.0,272.0,1769,2022-06-17 15:55:07,0.18.0,4.0,Powerful new number types and numeric abstractions for Scala.,106.0,21,,,,,True,2,,,,,
62,scalajs-react,japgolly/scalajs-react,,scala-js,"['scala3', 'scalajs']",https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2025-04-20 19:15:04,2024-12-16 14:32:01,3211.0,,231.0,62.0,574.0,27.0,512.0,1651,2024-07-11 04:13:26,2.1.2,66.0,Facebooks React on Scala.JS.,82.0,21,,,,,True,2,,,,,
63,spark-testing-base,holdenk/spark-testing-base,,test,,https://github.com/holdenk/spark-testing-base,https://github.com/holdenk/spark-testing-base,Apache-2.0,2015-01-30 22:23:59,2025-01-14 19:29:56,2025-01-14 19:29:56,786.0,,357.0,75.0,238.0,105.0,119.0,1528,2023-04-25 21:17:13,1.4.3,4.0,Base classes to use when writing tests with Spark.,61.0,21,,,44.0,,True,2,44.0,,,,
64,geotrellis,locationtech/geotrellis,,others,,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2025-04-23 18:31:07,2025-04-23 18:31:07,2497.0,15.0,360.0,101.0,2263.0,249.0,1069.0,1358,2025-04-23 12:17:03,3.8.0,24.0,GeoTrellis is a geographic data processing engine for high performance applications.,96.0,21,,,,,False,1,,,,2.0,
65,framework,lift/framework,,web-frameworks,,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2024-11-21 03:39:28,2024-11-18 01:50:31,3936.0,,280.0,103.0,540.0,135.0,1351.0,1269,2021-10-08 15:12:09,3.5.0-release,53.0,Lift Framework.,120.0,21,,,,,True,2,,,,,
66,scalatest,scalatest/scalatest,,test,"['scala3', 'scalajs']",https://github.com/scalatest/scalatest,https://github.com/scalatest/scalatest,Apache-2.0,2013-04-07 21:55:49,2025-03-24 01:25:58,2025-03-24 01:25:58,7442.0,8.0,337.0,53.0,1575.0,525.0,343.0,1158,2024-06-26 00:41:22,release-3.2.19,41.0,A testing tool for Scala and Java developers.,65.0,21,,,,,True,2,,,,,
67,scrimage,sksamuel/scrimage,,media,,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2025-04-18 05:17:45,2025-04-18 05:17:20,1327.0,6.0,139.0,43.0,96.0,4.0,201.0,1111,2025-04-18 05:16:41,4.3.1,37.0,"JVM - Java, Kotlin, Scala image processing library.",58.0,21,,,,,True,1,,,,,
68,wartremover,wartremover/wartremover,,development-cycle,['scala3'],https://github.com/wartremover/wartremover,https://github.com/wartremover/wartremover,Apache-2.0,2013-01-05 11:29:26,2025-04-19 05:09:20,2025-04-19 05:09:19,1521.0,96.0,115.0,31.0,961.0,108.0,246.0,1096,2020-02-25 04:42:44,2.4.5,27.0,Flexible Scala code linting tool.,89.0,21,,,,,True,3,,748.0,7.0,,
69,jsoniter-scala,plokhotnyuk/jsoniter-scala,,json,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2025-04-23 08:45:51,2025-04-23 08:36:42,5156.0,110.0,104.0,19.0,916.0,85.0,270.0,769,2025-04-23 08:49:16,2.35.1,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs + circe booster.,27.0,21,,,1.0,,True,2,1.0,,,,
70,bootzooka,softwaremill/bootzooka,,others,,https://github.com/softwaremill/bootzooka,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05,2025-04-24 00:05:05,2025-04-24 00:05:03,3853.0,64.0,152.0,58.0,1349.0,12.0,108.0,763,2022-07-27 13:33:11,1.0.4,4.0,"Simple project to quickly start developing a Scala-based microservice or web application, without the need to write..",73.0,21,,,,,True,1,,,,,
71,sbt-scoverage,scoverage/sbt-scoverage,,sbt,,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2025-03-20 19:32:27,2025-03-20 19:32:27,826.0,11.0,158.0,28.0,319.0,39.0,231.0,653,2025-02-20 17:17:28,2.3.1,47.0,sbt plugin for scoverage.,77.0,21,,,,,True,1,,,,,
72,airframe,wvlet/airframe,,di,"['scala3', 'scalajs']",https://github.com/wvlet/airframe,https://github.com/wvlet/airframe,Apache-2.0,2016-08-14 07:00:12,2025-04-21 20:46:48,2025-04-21 20:46:46,4733.0,86.0,69.0,18.0,3247.0,114.0,541.0,640,2025-04-16 22:07:03,2025.1.10,100.0,Essential Building Blocks for Scala.,55.0,21,,,,,True,1,,,,,
73,twirl,playframework/twirl,,templating,"['scala3', 'scalajs']",https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2025-04-22 19:24:04,2025-04-14 05:35:53,1426.0,45.0,111.0,37.0,815.0,36.0,80.0,556,2025-02-23 23:30:08,2.0.8,27.0,Twirl is Plays default template engine.,56.0,21,,,,,True,1,,,,,
74,mdoc,scalameta/mdoc,,sbt,['scala3'],https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2025-04-23 14:36:20,2025-04-18 01:48:23,1482.0,48.0,84.0,10.0,766.0,61.0,150.0,399,2025-04-15 08:38:23,2.7.1,79.0,Typechecked markdown documentation for Scala.,57.0,21,,,,,True,1,,,,,
75,scalaz,scalaz/scalaz,,toolkits,"['scala3', 'scalajs']",https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2025-04-22 18:42:03,2025-04-22 18:42:01,7407.0,13.0,702.0,205.0,2317.0,158.0,423.0,4670,,,,Principled Functional Programming in Scala.,248.0,20,,,,,False,2,,,,,
76,summingbird,twitter/summingbird,,bigdata,,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793.0,,267.0,289.0,494.0,163.0,134.0,2137,2016-06-23 21:16:10,0.11.0-RC1,24.0,Streaming MapReduce with Scalding and Storm.,45.0,20,,,,,False,2,,,,,
77,sbt-assembly,sbt/sbt-assembly,,sbt,,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2025-03-13 04:04:41,2025-03-13 04:04:41,684.0,2.0,224.0,49.0,191.0,110.0,258.0,1953,2025-01-20 01:16:48,2.3.1,23.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,85.0,20,,,,,True,2,,,,-1.0,
78,monix,monix/monix,,reactive,"['scala3', 'scalajs']",https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2024-08-12 23:48:38,2023-10-17 17:17:02,1694.0,,246.0,58.0,1259.0,142.0,577.0,1934,2022-05-07 18:40:42,3.4.1,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",113.0,20,,,,,True,1,,,,,
79,Binding.scala,ThoughtWorksInc/Binding.scala,,web-frameworks,"['scala3', 'scalajs']",https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2025-04-20 00:09:24,2025-03-31 01:04:58,1677.0,21.0,108.0,112.0,466.0,38.0,64.0,1584,2023-01-26 04:19:51,12.2.0,82.0,Reactive data-binding for Scala.,25.0,20,,,,,True,2,,,,,
80,pureconfig,pureconfig/pureconfig,,others,['scala3'],https://github.com/pureconfig/pureconfig,https://github.com/pureconfig/pureconfig,MPL-2.0,2015-08-29 17:05:50,2025-04-23 13:23:06,2025-04-23 13:22:37,2288.0,39.0,178.0,22.0,1503.0,48.0,262.0,1506,,,,A boilerplate-free library for loading configuration files.,89.0,20,,,,,True,1,,,,,
81,json4s,json4s/json4s,,json,"['scala3', 'scalajs']",https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2025-04-23 23:09:35,2025-04-22 10:11:20,1933.0,20.0,331.0,63.0,1225.0,168.0,262.0,1486,,,,JSON library.,148.0,20,,,,,True,2,,,,,
82,macwire,softwaremill/macwire,,di,"['scala3', 'scalajs']",https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2025-04-22 00:30:23,2025-04-22 00:30:21,862.0,17.0,79.0,56.0,268.0,55.0,73.0,1290,2025-01-27 09:46:19,2.6.6,24.0,"Zero-cost, compile-time, type-safe dependency injection library.",46.0,20,,,,,True,2,,,,,
83,ReactiveMongo,ReactiveMongo/ReactiveMongo,,db-clients,['scala3'],https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2025-03-11 20:08:08,2025-03-11 20:08:08,1411.0,17.0,232.0,53.0,984.0,15.0,373.0,851,2020-01-03 02:08:23,0.20.0,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",90.0,20,,,,,True,2,,,,,
84,specs2,etorreborre/specs2,,test,"['scala3', 'scalajs']",https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2025-04-22 15:05:06,2025-04-22 15:05:06,4837.0,27.0,215.0,29.0,651.0,1.0,664.0,734,2024-10-15 08:58:26,SPECS2-4.20.9,77.0,Software Specifications for Scala.,96.0,20,,,,,False,2,,,,,
85,avro4s,sksamuel/avro4s,,data,['scala3'],https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2025-01-25 17:05:02,2024-12-02 02:02:08,1576.0,,238.0,24.0,480.0,28.0,365.0,721,2024-12-02 02:18:02,5.0.14,8.0,Avro schema generation and serialization / deserialization for Scala.,108.0,20,,,,,True,1,,,,,
86,izumi,7mind/izumi,,di,"['scala3', 'scalajs']",https://github.com/7mind/izumi,https://github.com/7mind/izumi,BSD-2-Clause,2017-11-03 10:39:42,2025-04-24 14:34:42,2025-04-21 17:23:31,4747.0,32.0,68.0,19.0,1750.0,66.0,401.0,620,2025-03-28 19:25:03,1.2.17,93.0,Productivity-oriented collection of lightweight fancy stuff for Scala toolchain.,33.0,20,,,,,True,2,,,,,
87,eff,atnos-org/eff,,toolkits,"['scala3', 'scalajs']",https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2025-04-21 21:20:06,2025-04-21 21:20:06,1380.0,57.0,79.0,19.0,834.0,3.0,65.0,588,2025-03-24 07:01:26,8.0.0-RC1,77.0,Eff monad for cats - https://atnos-org.github.io/eff.,43.0,20,,,,,True,2,,,,,
88,scapegoat,scapegoat-scala/scapegoat,,development-cycle,,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2025-04-02 17:49:40,2025-04-02 15:26:03,1456.0,18.0,95.0,19.0,693.0,53.0,210.0,539,2025-04-02 17:49:41,3.1.8,36.0,Scala compiler plugin for static code analysis.,68.0,20,,,,,True,3,,,,,
89,scalamock,paulbutcher/scalamock,,test,['scalajs'],https://github.com/ScalaMock/ScalaMock,https://github.com/ScalaMock/ScalaMock,MIT,2011-10-24 21:32:02,2025-04-18 12:53:16,2025-04-17 13:47:12,902.0,65.0,99.0,19.0,390.0,3.0,238.0,528,2025-04-18 12:53:16,7.3.1,28.0,Native Scala mocking framework.,39.0,20,,,,,True,2,,,,,ScalaMock/ScalaMock
90,scribe,outr/scribe,,toolkits,"['scala3', 'scalajs']",https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2025-04-22 00:20:15,2025-04-04 15:04:10,1569.0,30.0,43.0,7.0,525.0,17.0,154.0,527,2025-04-04 15:04:35,3.16.1,51.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,21.0,20,,,,,True,2,,,,,
91,munit,scalameta/munit,,test,"['scala3', 'scalajs']",https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2025-04-18 10:20:24,2025-04-18 10:18:42,1202.0,43.0,95.0,13.0,749.0,37.0,130.0,444,2025-01-21 18:13:45,1.1.0,51.0,Scala testing library with actionable errors and extensible APIs.,59.0,20,,,,,True,2,,,,,
92,laika,typelevel/Laika,,csv-yaml,"['scala3', 'scalajs']",https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2025-04-22 15:03:02,2025-04-22 15:02:57,4065.0,32.0,51.0,9.0,441.0,16.0,222.0,435,2025-04-01 15:13:46,1.3.2,44.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",27.0,20,,,,,True,1,,,,,
93,stryker4s,stryker-mutator/stryker4s,,test,['scala3'],https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2025-04-23 11:35:40,2025-04-23 11:35:40,1640.0,60.0,37.0,6.0,1581.0,31.0,140.0,201,2025-03-21 14:13:57,0.17.2,46.0,Mutation testing for Scala.,36.0,20,,,,,True,2,,,,,
94,breeze,scalanlp/breeze,,sci,['scala3'],https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2024-08-29 06:08:38,2024-08-29 06:08:38,3747.0,,690.0,205.0,321.0,90.0,452.0,3455,,,,Breeze is/was a numerical processing library for Scala.,145.0,19,,,,,True,2,,,,,
95,alpakka-kafka,akka/alpakka-kafka,,bigdata,['scala3'],https://github.com/akka/alpakka-kafka,https://github.com/akka/alpakka-kafka,,2014-12-30 15:30:02,2025-04-22 18:07:31,2025-04-22 18:07:29,1864.0,2.0,385.0,74.0,1287.0,122.0,436.0,1416,2024-12-18 10:40:11,7.0.1,65.0,"Alpakka Kafka connector - Alpakka is a Reactive Enterprise Integration library for Java and Scala, based on Reactive..",132.0,19,,,,,False,3,,,,,
96,enumeratum,lloydmeta/enumeratum,,toolkits,"['scala3', 'scalajs']",https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2025-03-28 15:52:45,2025-03-28 15:21:16,568.0,6.0,150.0,25.0,281.0,34.0,109.0,1201,2025-03-28 16:34:51,enumeratum-1.7.6,77.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",94.0,19,,,,,True,2,,,,,
97,colossus,tumblr/colossus,,web-frameworks,,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,107.0,76.0,411.0,4.0,270.0,1143,2018-01-24 17:31:20,0.11.0,32.0,I/O and Microservice library for Scala.,29.0,19,,,,,False,2,,,,,
98,phantom,outworkers/phantom,,db-clients,,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,187.0,73.0,512.0,21.0,403.0,1049,2020-08-10 21:50:24,2.59.0,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",51.0,19,,,,,False,2,,,,,
99,scodec,scodec/scodec,,data,"['scala3', 'scalajs']",https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2025-03-18 01:13:42,2025-03-18 01:13:42,1507.0,21.0,106.0,29.0,508.0,5.0,70.0,812,2024-10-05 12:51:11,2.3.2,8.0,Scala combinator library for working with binary data.,62.0,19,,,,,True,2,,,,,
100,scrooge,twitter/scrooge,,data,,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2025-04-02 01:10:55,2025-04-02 01:10:55,1860.0,1.0,247.0,161.0,192.0,44.0,143.0,797,2022-12-26 14:40:41,scrooge-22.12.0,77.0,A Thrift parser/generator.,234.0,19,,,,,True,2,,,,,
101,upickle,com-lihaoyi/upickle,,data,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2025-04-20 14:09:59,2025-04-20 14:09:59,930.0,3.0,165.0,16.0,348.0,27.0,284.0,740,2025-01-09 09:42:12,4.1.0,30.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",59.0,19,,,,,True,2,,,,,
102,skinny-framework,skinny-framework/skinny-framework,,web-frameworks,,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,73.0,43.0,287.0,20.0,134.0,737,2022-12-14 08:24:58,4.0.1,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,32.0,19,,,4.0,,False,2,4.0,13329.0,102.0,,
103,sbt-eclipse,sbt/sbt-eclipse,,sbt,,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2025-04-11 19:59:32,2025-04-11 19:59:32,462.0,5.0,171.0,49.0,169.0,78.0,203.0,720,2023-12-15 13:52:51,6.2.0,4.0,Plugin for sbt to create Eclipse project definitions.,41.0,19,,,,,True,2,,,,,
104,sparta,Stratio/sparta,,bigdata,,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,192.0,136.0,1360.0,9.0,534.0,525,2017-05-31 09:56:04,1.5.0,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,41.0,19,,,,,False,3,,,,,
105,udash-core,UdashFramework/udash-core,,web-frameworks,['scalajs'],https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2025-04-24 12:40:25,2025-04-17 11:49:33,3700.0,33.0,36.0,19.0,1229.0,31.0,88.0,449,2025-01-14 10:41:32,0.17.1,29.0,Scala framework for building beautiful and maintainable web applications.,41.0,19,,,2.0,,True,2,2.0,,,,
106,ox,softwaremill/ox,,toolkits,['scala3'],https://github.com/softwaremill/ox,https://github.com/softwaremill/ox,Apache-2.0,2023-01-18 14:28:30,2025-04-21 00:27:05,2025-04-21 00:27:02,606.0,41.0,29.0,26.0,248.0,17.0,46.0,431,2025-03-17 11:20:22,0.5.13,52.0,Safe direct-style concurrency and resiliency for Scala on the JVM.,27.0,19,,,,,True,2,,,,,
107,zio-json,zio/zio-json,,json,"['zio', 'scala3', 'scalajs']",https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2025-04-22 07:05:17,2025-04-22 07:05:16,792.0,134.0,147.0,19.0,1202.0,72.0,118.0,420,2025-04-10 19:46:18,0.7.42,75.0,"Fast, secure JSON library with tight ZIO integration.",73.0,19,,,,,True,2,,,,,
108,scanamo,scanamo/scanamo,,db-clients,['scala3'],https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2025-01-11 10:08:16,2025-01-11 10:08:14,2198.0,,125.0,33.0,1613.0,53.0,170.0,320,2024-11-05 15:41:17,3.0.0,25.0,Simpler DynamoDB access for Scala.,96.0,19,,,,,True,2,,,,,
109,cornichon,agourlay/cornichon,,test,,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2025-04-22 14:03:58,2025-04-22 14:03:58,3496.0,28.0,29.0,12.0,754.0,4.0,155.0,229,2025-01-25 08:30:57,0.22.0,79.0,Testing tool in Scala for HTTP JSON API.,19.0,19,,,,,True,3,,,,,
110,play-ws,playframework/play-ws,,http,"['scala3', 'play']",https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2025-04-09 12:13:51,2025-04-09 12:13:50,1237.0,38.0,87.0,14.0,864.0,76.0,83.0,225,2025-02-23 13:09:06,3.0.7,34.0,"Standalone Play WS, an async HTTP client with fluent API.",50.0,19,,,,,True,2,,,,,
111,openai-scala-client,cequence-io/openai-scala-client,io.cequence:openai-scala-client_2.13,sci,['scala3'],https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2025-04-24 11:00:17,2025-04-23 20:06:53,1001.0,166.0,24.0,10.0,50.0,8.0,38.0,215,2025-04-24 11:00:17,1.2.0,17.0,Scala client for OpenAI API and other major LLM providers.,9.0,19,https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2025-01-07 08:24:50,6.0,6.0,True,2,,,,,
112,openmole,openmole/openmole,,sci,,https://github.com/openmole/openmole,https://github.com/openmole/openmole,AGPL-3.0,2014-10-08 09:37:00,2025-04-24 15:41:31,2025-04-24 15:41:12,14806.0,211.0,38.0,19.0,107.0,77.0,374.0,144,2024-07-15 20:57:44,16.2,4.0,Workflow engine for exploration of simulation models using high throughput computing.,49.0,19,,,,,True,2,,,,,
113,scalatra,scalatra/scalatra,,web-frameworks,['scala3'],https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2025-04-23 15:53:28,2025-04-23 15:53:28,4179.0,31.0,339.0,81.0,1369.0,70.0,378.0,2649,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",137.0,18,,,,,False,3,,,,,
114,async,scala/scala-async,,toolkits,['scalajs'],https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2025-03-18 08:37:29,2025-03-18 08:37:29,786.0,3.0,92.0,54.0,274.0,12.0,76.0,1154,2021-09-09 21:50:20,1.0.1,21.0,An asynchronous programming facility for Scala.,28.0,18,,,,,True,3,,,,,
115,fastparse,com-lihaoyi/fastparse,,parsers,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2025-01-14 13:25:06,2025-01-14 13:25:06,962.0,,164.0,32.0,167.0,17.0,134.0,1104,2021-09-07 10:21:47,2.3.3,2.0,Writing Fast Parsers Fast in Scala.,54.0,18,,,,,True,1,,,,,
116,cassovary,twitter/cassovary,,toolkits,,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503.0,,150.0,159.0,155.0,33.0,48.0,1048,2015-03-18 21:37:14,5.1.0,5.0,Cassovary is a simple big graph processing library for the JVM.,30.0,18,,,,,False,3,,,,,
117,bidmach,biddata/bidmach,,bigdata,,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,86.0,61.0,67.0,90.0,913,2017-03-26 04:20:02,1.1.2,9.0,CPU and GPU-accelerated Machine Learning Library.,45.0,18,,,,,False,3,,,,,
118,scala-parser-combinators,scala/scala-parser-combinators,,parsers,"['scala3', 'scalajs']",https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2025-04-23 07:16:15,2025-04-23 07:16:15,1091.0,13.0,131.0,32.0,461.0,24.0,99.0,663,2024-04-18 04:36:44,2.4.0,19.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",70.0,18,,,,,True,1,,,,,
119,sbt-release,sbt/sbt-release,,sbt,,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2025-04-20 08:08:37,2025-04-20 08:08:37,605.0,9.0,162.0,24.0,292.0,86.0,102.0,653,2024-01-23 01:19:43,1.4.0,5.0,A release plugin for sbt.,66.0,18,,,,,True,2,,,,,
120,testcontainers-scala,testcontainers/testcontainers-scala,,test,['scala3'],https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2025-03-26 13:07:40,2025-03-26 13:07:40,755.0,11.0,128.0,17.0,330.0,80.0,76.0,645,2025-03-11 01:35:45,0.43.0,6.0,Docker containers for testing in scala.,88.0,18,,,,,True,3,,,,,
121,scala-graph,scala-graph/scala-graph,,toolkits,['scalajs'],https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2025-03-26 09:20:24,2025-03-26 09:20:17,769.0,21.0,72.0,31.0,239.0,7.0,115.0,573,2024-10-11 10:46:33,2.0.2,2.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,21.0,18,,,,,True,3,,,,,
122,sbt-buildinfo,sbt/sbt-buildinfo,,sbt,,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2025-03-13 14:05:44,2025-03-13 14:05:43,342.0,4.0,91.0,22.0,109.0,12.0,95.0,557,2024-11-09 19:28:52,0.13.1,8.0,I know this because build.sbt knows this.,51.0,18,,,,,True,2,,,,,
123,jackson-module-scala,FasterXML/jackson-module-scala,,json,['scala3'],https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2025-04-24 09:04:11,2025-04-14 13:44:23,1829.0,36.0,143.0,27.0,219.0,53.0,456.0,502,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,61.0,18,,,,,True,2,,,,,
124,mima,lightbend/mima,,sbt,['scala3'],https://github.com/lightbend-labs/mima,https://github.com/lightbend-labs/mima,Apache-2.0,2012-05-24 14:08:57,2025-03-17 20:18:45,2025-03-17 20:18:45,1633.0,8.0,71.0,16.0,634.0,30.0,190.0,470,2024-08-09 02:29:56,1.1.4,33.0,A tool for catching binary incompatibility in Scala.,49.0,18,,,,,True,2,,,,,lightbend-labs/mima
125,play-json,playframework/play-json,,json,"['scala3', 'scalajs', 'play']",https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2025-04-22 18:32:15,2025-04-22 18:32:15,1431.0,13.0,136.0,15.0,1009.0,53.0,97.0,364,2024-06-17 10:21:07,3.0.4,24.0,The Play JSON library.,68.0,18,,,,,True,2,,,,,
126,sbt-microsites,47degrees/sbt-microsites,,sbt,,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2025-04-23 11:53:20,2024-04-29 05:19:30,1290.0,,60.0,49.0,693.0,17.0,122.0,321,2023-11-10 13:36:09,1.4.4,79.0,An sbt plugin to create awesome microsites for your project.,76.0,18,,,,,True,2,,,,,
