,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,maven_url,maven_latest_release_published_at,dependent_project_count,maven_dependent_project_count,show,projectrank_placing,github_dependent_project_count,github_release_downloads,monthly_downloads,trending,updated_github_id
195,splain,tek/splain,,sbt,,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2025-04-19 20:51:09,2024-10-09 16:45:07,361.0,,28.0,8.0,56.0,9.0,59.0,371,2024-05-09 22:38:03,Release/1.1.0-2.13.14,50.0,better implicit errors for scala.,21.0,15,,,,,True,3,,855.0,9.0,,
196,tsec,jmcardon/tsec,,sec,['scala3'],https://github.com/jmcardon/tsec,https://github.com/jmcardon/tsec,MIT,2017-08-04 20:25:11,2021-11-26 17:57:19,2021-08-24 04:44:55,841.0,,55.0,9.0,332.0,65.0,55.0,351,2019-04-23 03:46:29,0.1.0,11.0,Type-safe general-cryptography library - https://jmcardon.github.io/tsec/.,30.0,15,,,,,False,3,,,,,
197,scala-guice,codingwell/scala-guice,,di,['scala3'],https://github.com/codingwell/scala-guice,https://github.com/codingwell/scala-guice,Apache-2.0,2012-03-17 06:02:25,2023-05-13 19:14:00,2023-05-13 19:14:00,278.0,,44.0,12.0,44.0,12.0,50.0,341,2023-03-12 18:12:58,5.1.1,8.0,Scala extensions for Google Guice.,26.0,15,,,,,False,2,,,,,
198,sbt-sonatype,xerial/sbt-sonatype,,sbt,,https://github.com/xerial/sbt-sonatype,https://github.com/xerial/sbt-sonatype,Apache-2.0,2014-01-20 16:13:49,2025-04-19 20:02:54,2025-04-08 14:05:20,781.0,1.0,65.0,14.0,493.0,25.0,95.0,338,2024-10-11 22:59:25,3.12.2,16.0,A sbt plugin for publishing Scala/Java projects to the Maven central.,38.0,15,,,,,True,3,,,,,
199,scala-activerecord,aselab/scala-activerecord,,db-clients,,https://github.com/aselab/scala-activerecord,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31,2021-01-08 00:05:38,2021-01-08 00:05:30,513.0,,31.0,34.0,12.0,20.0,62.0,322,2020-10-07 00:17:01,0.6.1,8.0,ActiveRecord-like ORM library for Scala.,9.0,15,,,,,False,2,,,,,
200,diffson,gnieh/diffson,,json,"['scala3', 'scalajs']",https://github.com/gnieh/diffson,https://github.com/gnieh/diffson,Apache-2.0,2013-08-30 15:50:35,2024-09-21 14:06:56,2024-09-21 13:45:07,569.0,,51.0,12.0,406.0,13.0,48.0,318,2024-04-02 18:25:18,4.6.0,16.0,A scala diff/patch library for Json.,33.0,15,,,,,True,3,,,,,
201,each,ThoughtWorksInc/each,,toolkits,['scalajs'],https://github.com/ThoughtWorksInc/each,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00,2024-08-19 21:12:41,2023-02-03 06:45:06,739.0,,27.0,27.0,164.0,10.0,28.0,257,2023-02-03 06:24:22,3.3.2,3.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,15.0,15,,,,,False,3,,,,,
202,Dsl.scala,ThoughtWorksInc/Dsl.scala,,toolkits,"['scala3', 'scalajs']",https://github.com/ThoughtWorksInc/Dsl.scala,https://github.com/ThoughtWorksInc/Dsl.scala,Apache-2.0,2017-10-14 01:21:02,2025-01-05 00:29:14,2024-05-23 03:55:58,1823.0,,29.0,24.0,692.0,24.0,18.0,255,2023-01-26 02:47:03,2.0.0,17.0,A framework to create embedded Domain-Specific Languages in Scala.,5.0,15,,,,,True,3,,,,,
203,pprint,com-lihaoyi/pprint,,others,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/PPrint,https://github.com/com-lihaoyi/PPrint,MIT,2017-05-12 09:10:20,2024-10-24 00:58:24,2024-10-24 00:58:24,155.0,,40.0,6.0,112.0,33.0,22.0,239,2024-04-15 01:54:51,0.9.0,10.0,"Pretty-printing value, types and type-signatures in Scala.",18.0,15,,,,,True,2,,,,,
204,pulsar4s,CleverCloud/pulsar4s,,db-clients,['scala3'],https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2024-08-27 15:06:39,2024-08-27 14:54:16,756.0,,45.0,12.0,626.0,41.0,43.0,230,2024-08-27 15:10:09,2.10.0,7.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",25.0,15,,,,,True,2,,,,,
205,sbt-header,sbt/sbt-header,,sbt,,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2024-08-13 03:15:45,2023-06-07 08:14:12,320.0,,56.0,9.0,245.0,11.0,77.0,186,2023-06-07 11:27:41,5.10.0,24.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",38.0,15,,,,,False,3,,,,,
206,sbt-unidoc,sbt/sbt-unidoc,,sbt,,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2025-03-18 02:59:18,2025-03-18 02:59:18,194.0,3.0,27.0,13.0,124.0,24.0,36.0,125,2021-10-23 21:22:11,0.5.0,5.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,23.0,15,,,,,True,3,,,,,
207,hepek,sake92/hepek,,templating,"['scala3', 'scalajs']",https://github.com/sake92/hepek,https://github.com/sake92/hepek,Apache-2.0,2018-02-04 18:22:55,2025-04-15 15:50:19,2025-04-15 15:49:01,545.0,34.0,10.0,6.0,287.0,9.0,28.0,110,2025-04-09 13:59:09,0.32.0,3.0,Typesafe HTML templates and static site generator in pure Scala.,6.0,15,,,,,True,3,,,,,
208,rescala,rescala-lang/rescala,,reactive,"['scala3', 'scalajs']",https://github.com/rescala-lang/REScala,https://github.com/rescala-lang/REScala,Apache-2.0,2013-06-07 09:30:17,2025-04-24 17:02:49,2025-04-24 17:02:46,7354.0,187.0,29.0,15.0,37.0,,10.0,90,,,,REScala - distributed and reactive programming embedded in OO and FP programs.,34.0,15,,,,,True,2,,,,,
209,skuber,hagay3/skuber,,others,['scala3'],https://github.com/hagay3/skuber,https://github.com/hagay3/skuber,Apache-2.0,2021-03-11 23:49:41,2024-12-24 09:55:12,2024-12-24 09:55:11,1155.0,,30.0,2.0,420.0,24.0,24.0,77,2024-12-24 08:58:44,4.0.4,22.0,A Scala Kubernetes client library.,66.0,15,,,,,True,2,,,,,
210,chronoscala,chronoscala/chronoscala,,toolkits,"['scala3', 'scalajs']",https://github.com/chronoscala/chronoscala,https://github.com/chronoscala/chronoscala,MIT,2016-07-11 17:30:46,2025-04-16 09:14:54,2025-04-16 09:14:46,528.0,20.0,8.0,45.0,259.0,,17.0,68,2025-03-20 09:38:42,2.1.0,15.0,A JSR-310 port of nscala_time.,10.0,15,,,,,True,3,,,,,
211,zio-elasticsearch,lambdaworks/zio-elasticsearch,io.lambdaworks:zio-elasticsearch_3,db-clients,"['zio', 'scala3']",https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2025-04-22 16:41:55,2025-04-22 16:39:22,553.0,50.0,19.0,12.0,568.0,13.0,36.0,60,2024-06-04 22:31:56,0.4.0,4.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,20.0,15,https://search.maven.org/artifact/io.lambdaworks/zio-elasticsearch_3,2024-06-04 22:31:56,,,True,2,,,,,
212,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,,db-clients,,https://github.com/couchbase/couchbase-jvm-clients,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58,2025-04-23 02:17:51,2025-04-23 02:10:35,3026.0,56.0,41.0,9.0,28.0,1.0,4.0,49,,,,"The Couchbase Monorepo for JVM Clients: Java, Scala, io-core.",24.0,15,,,1.0,,True,2,1.0,,,,
213,zio-dynamodb,zio/zio-dynamodb,,db-clients,"['zio', 'scala3']",https://github.com/zio/zio-dynamodb,https://github.com/zio/zio-dynamodb,Apache-2.0,2020-05-13 14:54:45,2025-04-24 07:38:29,2025-04-18 15:19:50,414.0,31.0,20.0,4.0,571.0,18.0,73.0,40,2025-04-19 05:41:32,1.0.0-RC19,36.0,"Simple, type-safe, and efficient access to DynamoDB.",18.0,15,,,,,True,2,,,,,
214,scala-redis,debasishg/scala-redis,,db-clients,,https://github.com/debasishg/scala-redis,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15,2023-01-25 21:39:14,2021-12-19 15:12:11,485.0,,219.0,60.0,150.0,78.0,82.0,1021,2021-11-02 15:19:32,3.42,11.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",72.0,14,,,,,False,3,,,,,
215,Laminar,raquo/Laminar,,scala-js,"['scala3', 'scalajs']",https://github.com/raquo/Laminar,https://github.com/raquo/Laminar,MIT,2017-04-06 06:06:49,2025-04-08 22:21:11,2025-03-26 09:04:42,651.0,6.0,57.0,23.0,52.0,32.0,82.0,790,,,,"Simple, expressive, and safe UI library for Scala.js.",20.0,14,,,,,True,3,,,,,
216,scalatags,com-lihaoyi/scalatags,,templating,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/scalatags,https://github.com/com-lihaoyi/scalatags,MIT,2012-11-01 21:35:17,2025-01-14 13:24:23,2025-01-14 13:24:22,612.0,,117.0,37.0,143.0,39.0,111.0,764,,,,ScalaTags is a small XML/HTML construction library for Scala.,62.0,14,,,,,True,3,,,,,
217,sbt-android,scala-android/sbt-android,,others,,https://github.com/scala-android/sbt-android,https://github.com/scala-android/sbt-android,,2012-02-24 04:11:36,2020-12-03 18:44:05,2019-10-18 20:27:53,1284.0,,94.0,56.0,77.0,22.0,253.0,743,,,,An easy-to-use sbt plugin for working with all Android projects.,35.0,14,,,,,False,2,,,,,
218,parboiled2,sirthias/parboiled2,,parsers,"['scala3', 'scalajs']",https://github.com/sirthias/parboiled2,https://github.com/sirthias/parboiled2,,2013-04-18 10:48:21,2025-04-21 21:18:21,2025-04-21 21:18:21,1016.0,14.0,86.0,27.0,447.0,36.0,120.0,718,,,,A macro-based PEG parser generator for Scala 2.10+.,38.0,14,,,,,False,3,,,,,
219,sbt-pack,xerial/sbt-pack,,sbt,,https://github.com/xerial/sbt-pack,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58,2025-04-17 00:20:14,2025-04-17 00:20:12,976.0,16.0,76.0,13.0,470.0,31.0,70.0,495,2024-05-08 00:59:29,0.20,15.0,A sbt plugin for creating distributable Scala packages.,38.0,14,,,,,False,3,,,,,
220,atto,tpolecat/atto,,parsers,"['scala3', 'scalajs']",https://github.com/tpolecat/atto,https://github.com/tpolecat/atto,MIT,2013-09-04 20:34:40,2024-08-19 21:17:45,2022-07-07 03:03:10,588.0,,58.0,12.0,389.0,19.0,11.0,359,2021-05-14 18:36:22,0.9.5,2.0,friendly little parsers.,31.0,14,,,,,False,3,,,,,
221,hamsters,scala-hamsters/hamsters,,toolkits,['scalajs'],https://github.com/scala-hamsters/hamsters,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24,2020-12-19 17:54:15,2020-02-25 09:53:53,587.0,,23.0,21.0,70.0,6.0,61.0,289,,,,A mini Scala utility library.,24.0,14,,,,,False,3,,,,,
222,scaldi,scaldi/scaldi,,di,,https://github.com/scaldi/scaldi,https://github.com/scaldi/scaldi,Apache-2.0,2010-05-17 17:14:02,2024-08-13 03:47:38,2022-06-08 15:18:06,506.0,,24.0,6.0,227.0,23.0,49.0,289,2021-07-27 19:27:16,0.6.2,16.0,Lightweight Scala Dependency Injection Library.,13.0,14,,,,,False,3,,,,,
223,scalaprops,scalaprops/scalaprops,,test,"['scala3', 'scalajs']",https://github.com/scalaprops/scalaprops,https://github.com/scalaprops/scalaprops,MIT,2015-05-05 03:19:11,2025-04-21 22:00:09,2025-04-21 22:00:09,1322.0,14.0,22.0,12.0,485.0,10.0,12.0,278,,,,property based testing library for Scala.,12.0,14,,,,,True,3,,,,,
224,sbt-dependency-check,albuch/sbt-dependency-check,,sbt,,https://github.com/albuch/sbt-dependency-check,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44,2024-08-21 12:54:02,2023-11-15 08:21:08,625.0,,40.0,11.0,248.0,6.0,79.0,270,2023-03-05 11:31:58,5.1.0,46.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,18.0,14,,,,,True,3,,,,,
225,scalajs-angular,greencatsoft/scalajs-angular,,scala-js,['scalajs'],https://github.com/greencatsoft/scalajs-angular,https://github.com/greencatsoft/scalajs-angular,Apache-2.0,2014-07-20 06:46:33,2021-01-18 09:51:02,2021-01-18 09:49:36,349.0,,43.0,24.0,60.0,18.0,39.0,259,2015-02-04 12:43:03,0.3,2.0,AngularJS Binding for Scala.js.,18.0,14,,,,,False,3,,,,,
226,chaos,mesosphere/chaos,,web-frameworks,,https://github.com/d2iq-archive/chaos,https://github.com/d2iq-archive/chaos,Apache-2.0,2013-06-25 14:53:40,2019-04-15 12:17:35,2019-04-15 12:17:21,224.0,,36.0,147.0,52.0,12.0,15.0,252,2017-04-05 09:50:47,0.8.8,1.0,A lightweight framework for writing REST services in Scala.,21.0,14,,,,,False,3,,,,,d2iq-archive/chaos
227,scalajs-bundler,scalacenter/scalajs-bundler,,scala-js,,https://github.com/scalacenter/scalajs-bundler,https://github.com/scalacenter/scalajs-bundler,,2016-09-21 12:18:53,2025-03-13 00:25:37,2023-12-08 16:37:37,548.0,,103.0,22.0,289.0,97.0,134.0,238,2022-11-14 16:00:20,0.21.1,13.0,,51.0,14,,,,,False,3,,,,,
228,fansi,com-lihaoyi/fansi,,others,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/fansi,https://github.com/com-lihaoyi/fansi,,2016-05-26 00:43:32,2025-01-14 13:24:04,2025-01-14 13:24:04,144.0,,26.0,6.0,98.0,25.0,11.0,231,2024-04-15 00:42:50,0.5.0,7.0,Scala/Scala.js library for manipulating Fancy Ansi colored strings.,15.0,14,,,,,False,2,,,,,
229,Remora,zalando-incubator/remora,,distributed,,https://github.com/zalando-incubator/remora,https://github.com/zalando-incubator/remora,MIT,2017-04-20 16:57:05,2022-09-29 17:13:59,2022-09-29 17:13:59,142.0,,31.0,16.0,62.0,6.0,31.0,196,2022-06-09 14:45:31,2.0.0,10.0,"Kafka consumer lag-checking application for monitoring, written in Scala and Akka HTTP; a wrap around the Kafka..",29.0,14,,,,,False,3,,,,,
230,iteratee,travisbrown/iteratee,,reactive,"['scala3', 'scalajs']",https://github.com/travisbrown/iteratee,https://github.com/travisbrown/iteratee,Apache-2.0,2015-09-09 02:17:38,2024-08-15 20:41:07,2021-10-11 13:01:45,1019.0,,17.0,4.0,673.0,40.0,23.0,183,2021-06-09 12:56:34,0.20.0,31.0,Iteratees for Cats.,29.0,14,,,,,False,3,,,,,
231,minitest,monix/minitest,,test,"['scala3', 'scalajs']",https://github.com/monix/minitest,https://github.com/monix/minitest,Apache-2.0,2014-12-16 01:17:08,2024-08-12 23:45:08,2021-11-28 09:54:57,394.0,,34.0,5.0,180.0,12.0,10.0,179,2021-05-13 19:30:08,2.9.6,13.0,The super light testing library for Scala and Scala.js.,23.0,14,,,,,False,3,,,,,
232,nodejs,scalajs-io/nodejs,,scala-js,['scalajs'],https://github.com/scalajs-io/nodejs,https://github.com/scalajs-io/nodejs,Apache-2.0,2016-04-09 01:52:17,2023-05-20 00:10:23,2019-06-17 23:00:05,209.0,,25.0,15.0,8.0,5.0,14.0,163,2017-10-14 23:09:17,0.4.2,49.0,This project provides Scala.js type-safe bindings for Node.js (current) v8.7.0 and LTS v6.11.4 APIs. The platform..,4.0,14,,,,,False,3,,10981.0,101.0,,
233,sbt-pgp,sbt/sbt-pgp,,sbt,,https://github.com/sbt/sbt-pgp,https://github.com/sbt/sbt-pgp,,2011-09-08 15:58:10,2025-03-13 03:17:33,2025-03-13 03:14:51,377.0,4.0,56.0,6.0,106.0,19.0,97.0,146,2024-12-10 14:48:36,2.3.1,17.0,PGP plugin for sbt.,36.0,14,,,,,False,3,,,,,
234,optimus,vagmcs/optimus,,sci,['scala3'],https://github.com/vagmcs/Optimus,https://github.com/vagmcs/Optimus,LGPL-3.0,2014-12-23 12:23:36,2024-12-02 16:41:19,2024-12-02 16:40:21,299.0,,28.0,8.0,21.0,1.0,23.0,142,2024-12-02 16:36:01,3.4.5,3.0,Optimus is a mathematical programming library for Scala.,9.0,14,,,,,True,3,,2102.0,65.0,,
235,laserdisc,laserdisc-io/laserdisc,,db-clients,['scalajs'],https://github.com/laserdisc-io/laserdisc,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12,2025-04-22 22:40:10,2025-04-22 22:40:10,791.0,27.0,14.0,4.0,865.0,15.0,11.0,95,2025-03-15 20:24:47,0.7.3,25.0,A Future-free Fs2 native pure FP Redis client.,11.0,14,,,,,True,3,,,,,
236,sttp-oauth2,ocadotechnology/sttp-oauth2,com.ocadotechnology:sttp-oauth2_2.13,sec,,https://github.com/polyvariant/sttp-oauth2,https://github.com/polyvariant/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2024-08-21 21:08:16,2024-08-21 20:31:47,484.0,,23.0,8.0,546.0,11.0,23.0,79,2024-08-21 20:05:38,0.19.2,35.0,OAuth2 client library implemented in Scala using sttp.,14.0,14,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2024-05-12 18:38:37,4.0,4.0,True,3,,,,,polyvariant/sttp-oauth2
237,spata,fingo/spata,,csv-yaml,['scala3'],https://github.com/fingo/spata,https://github.com/fingo/spata,Apache-2.0,2020-05-29 22:01:35,2025-04-06 10:32:19,2025-04-06 10:23:42,476.0,11.0,8.0,3.0,31.0,,5.0,36,2025-04-06 10:56:17,3.2.2,14.0,"Functional, stream-based CSV processor for Scala.",4.0,14,,,,,True,2,,,,,
238,scaloid,pocorall/scaloid,,others,,https://github.com/pocorall/scaloid,https://github.com/pocorall/scaloid,,2012-10-08 05:53:22,2024-06-13 04:46:50,2024-06-13 04:46:44,901.0,,171.0,137.0,58.0,18.0,78.0,2100,2016-03-09 01:14:23,4.2,1.0,Scaloid makes your Android code easy to understand and maintain.,19.0,13,,,,,False,2,,,,,
239,sbt-revolver,spray/sbt-revolver,,sbt,,https://github.com/spray/sbt-revolver,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49,2024-10-18 06:08:21,2024-10-18 06:08:20,171.0,,54.0,21.0,34.0,22.0,65.0,857,,,,An SBT plugin for dangerously fast development turnaround in Scala.,17.0,13,,,,,True,3,,,,,
240,requests-scala,com-lihaoyi/requests-scala,,http,['scala3'],https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2025-01-14 12:24:36,2025-01-14 12:24:36,187.0,,86.0,11.0,121.0,35.0,51.0,736,2024-07-22 10:23:03,0.9.0,10.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",36.0,13,,,,,False,3,,,,,
241,scala-csv,tototoshi/scala-csv,,csv-yaml,['scala3'],https://github.com/tototoshi/scala-csv,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19,2025-04-14 10:45:47,2025-04-14 10:45:39,537.0,2.0,141.0,28.0,249.0,30.0,68.0,698,,,,CSV Reader/Writer for Scala.,35.0,13,,,,,False,3,,,,,
242,tut,tpolecat/tut,,sbt,,https://github.com/tpolecat/tut,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48,2021-04-12 21:20:42,2021-04-12 21:20:42,454.0,,62.0,18.0,150.0,63.0,52.0,596,,,,doc/tutorial generator for scala.,38.0,13,,,,,False,3,,,,,
243,scalameter,scalameter/scalameter,,test,,https://github.com/scalameter/scalameter,https://github.com/scalameter/scalameter,,2012-11-18 20:56:32,2022-08-22 09:03:55,2022-08-22 09:03:55,798.0,,72.0,28.0,130.0,50.0,65.0,511,,,,Microbenchmarking and performance regression testing framework for the JVM platform.,49.0,13,,,,,False,3,,,,,
244,scala-clippy,softwaremill/scala-clippy,,sbt,,https://github.com/softwaremill/scala-clippy,https://github.com/softwaremill/scala-clippy,Apache-2.0,2015-12-19 20:13:21,2019-03-14 17:25:51,2019-03-14 11:17:52,260.0,,20.0,18.0,29.0,14.0,22.0,312,2019-03-14 17:25:51,0.6.1,20.0,Good advice for Scala compiler errors.,8.0,13,,,,,False,3,,,,,
245,banana-rdf,banana-rdf/banana-rdf,,others,['scalajs'],https://github.com/banana-rdf/banana-rdf,https://github.com/banana-rdf/banana-rdf,,2012-04-30 03:02:56,2023-07-11 15:24:27,2021-10-29 02:29:24,1342.0,,72.0,31.0,194.0,100.0,90.0,295,,,,Banana RDF.,31.0,13,,,,,False,2,,,,,
246,op-rabbit,spingo/op-rabbit,,others,,https://github.com/SpinGo/op-rabbit,https://github.com/SpinGo/op-rabbit,,2015-05-11 02:09:44,2021-10-28 21:40:36,2020-03-07 23:06:30,345.0,,72.0,12.0,59.0,40.0,107.0,233,2018-02-03 17:34:07,2.1.0,2.0,The Opinionated RabbitMQ Library for Scala and Akka.,38.0,13,,,,,False,2,,,,,
247,sbt-site,sbt/sbt-site,,sbt,,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2024-04-06 08:23:48,2024-03-25 13:21:22,437.0,,74.0,16.0,137.0,27.0,54.0,174,2024-04-06 08:23:48,1.7.0,19.0,Site generation for sbt.,45.0,13,,,,,False,3,,,,,
248,scredis,Livestream/scredis,,db-clients,,https://github.com/Livestream/scredis,https://github.com/Livestream/scredis,Apache-2.0,2013-02-27 16:13:18,2018-06-21 20:42:37,2018-06-21 20:42:37,147.0,,17.0,34.0,8.0,1.0,51.0,153,2014-12-16 16:04:30,2.0.6,24.0,"Non-blocking, ultra-fast Scala Redis client built on top of Akka IO, used in production at Livestream.",7.0,13,,,,,False,3,,,,,
249,rtree2d,plokhotnyuk/rtree2d,,others,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/rtree2d,https://github.com/plokhotnyuk/rtree2d,Apache-2.0,2018-05-07 15:52:10,2025-04-22 18:46:58,2025-04-22 18:46:58,795.0,14.0,11.0,10.0,558.0,9.0,10.0,135,2024-07-21 09:08:50,0.11.13,27.0,RTree2D is a 2D immutable R-tree for ultra-fast nearest and intersection queries in plane and spherical coordinates.,6.0,13,,,,,True,2,,,,,
250,scruid,ing-bank/scruid,,db-clients,,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252.0,,27.0,15.0,77.0,7.0,31.0,115,2021-06-07 15:35:10,2.5.0,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",20.0,13,,,,,False,3,,,,,
251,sbt-api-mappings,ThoughtWorksInc/sbt-api-mappings,,sbt,,https://github.com/ThoughtWorksInc/sbt-api-mappings,https://github.com/ThoughtWorksInc/sbt-api-mappings,Apache-2.0,2015-07-10 16:28:55,2025-04-20 00:32:01,2025-03-31 02:45:40,512.0,3.0,17.0,31.0,170.0,13.0,6.0,91,2022-03-19 19:01:11,3.0.2,8.0,An Sbt plugin that fills apiMappings for common Scala libraries.,12.0,13,,,,,True,3,,,,,
252,finagle-postgres,finagle/finagle-postgres,,db-clients,,https://github.com/finagle/finagle-postgres,https://github.com/finagle/finagle-postgres,Apache-2.0,2015-03-10 16:01:08,2023-09-05 22:07:32,2021-06-02 20:15:58,486.0,,40.0,8.0,287.0,15.0,25.0,81,2021-04-23 22:46:03,0.13,16.0,PostgreSQL protocol support for Finagle.,34.0,13,,,,,False,3,,,,,
253,reactor-scala-extensions,spring-attic/reactor-scala-extensions,,reactive,,https://github.com/spring-attic/reactor-scala-extensions,https://github.com/spring-attic/reactor-scala-extensions,Apache-2.0,2017-04-18 11:51:30,2022-03-01 19:25:25,2022-03-01 19:25:25,1392.0,,15.0,5.0,42.0,,34.0,52,2020-08-10 14:28:32,0.8.0,21.0,A scala extension for Project Reactors Flux and Mono.,16.0,13,,,,,False,3,,,,,
254,sharaf,sake92/sharaf,,web-frameworks,['scala3'],https://github.com/sake92/sharaf,https://github.com/sake92/sharaf,Apache-2.0,2023-04-06 01:38:35,2025-04-19 15:05:10,2025-04-16 14:47:32,326.0,57.0,2.0,6.0,12.0,6.0,17.0,42,2025-04-03 17:53:18,0.9.3,5.0,Minimalistic Scala 3 web framework.,2.0,13,,,,,True,3,,,,,
255,scala.rx,lihaoyi/scala.rx,,reactive,['scalajs'],https://github.com/lihaoyi/scala.rx,https://github.com/lihaoyi/scala.rx,,2012-09-26 15:18:46,2023-06-10 18:22:22,2022-02-14 22:51:54,323.0,,79.0,55.0,223.0,29.0,55.0,987,,,,An experimental library for Functional Reactive Programming in Scala.,21.0,12,,,,,False,3,,,,,
256,better-monadic-for,oleg-py/better-monadic-for,,sbt,,https://github.com/oleg-py/better-monadic-for,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54,2024-05-07 13:24:27,2021-05-25 08:10:05,80.0,,34.0,21.0,19.0,13.0,27.0,709,,,1.0,Desugaring scala `for` without implicit `withFilter`s.,10.0,12,,,,,False,3,,,,,
257,akka-quartz-scheduler,enragedginger/akka-quartz-scheduler,,others,['scala3'],https://github.com/enragedginger/akka-quartz-scheduler,https://github.com/enragedginger/akka-quartz-scheduler,,2013-04-13 02:48:41,2023-11-27 09:23:13,2022-07-24 14:56:33,191.0,,114.0,27.0,47.0,10.0,69.0,559,,,,Quartz Extension and utilities for cron-style scheduling in Akka.,41.0,12,,,,,False,3,,,,,
258,accord,wix-incubator/accord,,data,['scalajs'],https://github.com/wix-incubator/accord,https://github.com/wix-incubator/accord,,2013-11-13 15:55:53,2022-11-23 10:05:39,2022-11-23 10:05:39,644.0,,55.0,279.0,36.0,24.0,93.0,529,,,,Accord: A sane validation library for Scala.,12.0,12,,,,,False,3,,,,,
259,casbah,mongodb/casbah,,db-clients,,https://github.com/mongodb/casbah,https://github.com/mongodb/casbah,,2010-10-29 18:39:30,2022-01-20 16:56:00,2022-01-20 16:55:58,1108.0,,130.0,60.0,64.0,7.0,,513,,,,Casbah is now officially end-of-life (EOL).,36.0,12,,,,,False,3,,,,,
260,salat,salat/salat,,db-clients,,https://github.com/salat/salat,https://github.com/salat/salat,,2011-01-12 16:54:23,2019-03-03 13:32:54,2019-03-03 13:32:53,877.0,,106.0,54.0,82.0,35.0,98.0,487,,,,Salat is a simple serialization library for case classes.,43.0,12,,,,,False,3,,,,,
261,scala-stm,nbronson/scala-stm,,others,,https://github.com/nbronson/scala-stm,https://github.com/nbronson/scala-stm,BSD-3-Clause,2010-07-08 23:40:04,2023-04-14 17:30:52,2018-03-14 17:04:15,496.0,,41.0,17.0,20.0,9.0,43.0,251,,,,"A library-based Software Transactional Memory (STM) for Scala, coupled with transactional sets and maps.",11.0,12,,,,,False,3,,,,,
262,borer,sirthias/borer,,json,"['scala3', 'scalajs']",https://github.com/sirthias/borer,https://github.com/sirthias/borer,MPL-2.0,2019-03-04 21:32:46,2025-03-15 17:36:37,2025-03-15 17:31:59,1062.0,8.0,16.0,10.0,630.0,11.0,117.0,233,,,,Efficient CBOR and JSON (de)serialization in Scala.,10.0,12,,,,,True,3,,,,,
