,name,github_id,category,homepage,contributor_count,github_url,license,created_at,updated_at,projectrank,fork_count,open_issue_count,star_count,description,show,projectrank_placing,maven_id,labels,dependent_project_count,github_dependent_project_count,maven_url,maven_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,maven_dependent_project_count,trending
87,scribe,outr/scribe,toolkits,https://github.com/outr/scribe,23.0,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14.000,2026-04-09 00:28:23,15,45.0,17.0,549.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,True,2.0,,"['scala3', 'scalajs']",,,,,,,,,
88,udash-core,UdashFramework/udash-core,web-frameworks,https://github.com/UdashFramework/udash-core,46.0,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23.000,2026-04-24 12:36:36,15,38.0,38.0,451.0,Scala framework for building beautiful and maintainable web applications.,True,2.0,,['scalajs'],2.0,2.0,,,,,,,
89,weaver-test,disneystreaming/weaver-test,test,https://github.com/disneystreaming/weaver-test,39.0,https://github.com/disneystreaming/weaver-test,,2020-04-24 17:21:55.000,2025-06-02 12:09:47,15,48.0,50.0,445.0,A test framework that runs everything in parallel.,False,3.0,,"['scala3', 'scalajs']",,,,,,,,,
90,scala-js-dom,scala-js/scala-js-dom,scala-js,https://github.com/scala-js/scala-js-dom,120.0,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07.000,2025-07-23 13:14:50,15,160.0,40.0,324.0,Statically typed DOM API for Scala.js.,False,2.0,,"['scala3', 'scalajs']",,,,,,,,,
91,scanamo,scanamo/scanamo,db-clients,https://github.com/scanamo/scanamo,98.0,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52.000,2026-04-10 17:49:08,15,125.0,55.0,318.0,Simpler DynamoDB access for Scala.,True,1.0,,['scala3'],,,,,,,,,
92,Dsl.scala,ThoughtWorksInc/Dsl.scala,toolkits,https://github.com/ThoughtWorksInc/Dsl.scala,5.0,https://github.com/ThoughtWorksInc/Dsl.scala,Apache-2.0,2017-10-14 01:21:02.000,2025-01-05 00:29:14,15,29.0,26.0,256.0,A framework to create embedded Domain-Specific Languages in Scala.,True,2.0,,"['scala3', 'scalajs']",,,,,,,,,
93,fansi,com-lihaoyi/fansi,others,https://github.com/com-lihaoyi/fansi,16.0,https://github.com/com-lihaoyi/fansi,,2016-05-26 00:43:32.000,2025-10-15 13:46:29,15,25.0,21.0,232.0,Scala/Scala.js library for manipulating Fancy Ansi colored strings.,False,1.0,,"['scala3', 'scalajs']",,,,,,,,,
94,scalding,twitter/scalding,bigdata,https://github.com/twitter/scalding,213.0,https://github.com/twitter/scalding,Apache-2.0,2012-01-10 16:22:08.000,2023-05-28 19:18:59,14,708.0,316.0,3520.0,A Scala API for Cascading.,False,2.0,,,,,,,,,,,
95,algebird,twitter/algebird,sci,https://github.com/twitter/algebird,116.0,https://github.com/twitter/algebird,Apache-2.0,2012-08-02 17:24:42.000,2024-08-19 21:31:41,14,347.0,111.0,2294.0,Abstract Algebra for Scala.,False,2.0,,,,,,,,,,,
96,quill,zio/zio-quill,db-clients,https://github.com/zio/zio-quill,151.0,https://github.com/zio/zio-quill,Apache-2.0,2015-07-20 22:15:04.000,2025-10-08 00:16:15,14,349.0,338.0,2166.0,Compile-time Language Integrated Queries for Scala.,True,1.0,,"['zio', 'scala3', 'scalajs']",,,,,,,,,
97,finch,finagle/finch,http,https://github.com/finagle/finch,128.0,https://github.com/finagle/finch,Apache-2.0,2014-04-15 12:17:44.000,2025-09-14 13:16:16,14,221.0,46.0,1604.0,Scala combinator library for building Finagle HTTP services.,True,2.0,,,,,,,,,,,
98,better-files,pathikrit/better-files,toolkits,https://github.com/pathikrit/better-files,63.0,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31.000,2024-08-13 00:56:52,14,139.0,51.0,1479.0,"Simple, safe and intuitive Scala I/O.",False,3.0,,['scala3'],,,,,,,,,
99,alpakka-kafka,akka/alpakka-kafka,bigdata,https://github.com/akka/alpakka-kafka,132.0,https://github.com/akka/alpakka-kafka,,2014-12-30 15:30:02.000,2025-10-15 11:35:28,14,379.0,110.0,1419.0,"Alpakka Kafka connector - Alpakka is a Reactive Enterprise Integration library for Java and Scala, based on Reactive..",False,2.0,,['scala3'],,,,,,,,,
100,macwire,softwaremill/macwire,di,https://github.com/softwaremill/macwire,47.0,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04.000,2025-09-04 00:32:20,14,80.0,55.0,1304.0,"Zero-cost, compile-time, type-safe dependency injection library.",True,2.0,,"['scala3', 'scalajs']",,,,,,,,,
101,bloop,scalacenter/bloop,development-cycle,https://github.com/scalacenter/bloop,161.0,https://github.com/scalacenter/bloop,Apache-2.0,2017-11-11 09:39:34.000,2026-07-09 13:52:38,14,216.0,67.0,937.0,"Bloop is a build server and CLI tool to compile, test and run Scala fast from any editor or build tool.",True,3.0,,['scalajs'],,,,,,,,,
102,simulacrum,typelevel/simulacrum,toolkits,https://github.com/typelevel/simulacrum,35.0,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30.000,2024-03-27 23:15:05,14,61.0,30.0,934.0,First class syntax support for type classes in Scala.,False,3.0,,['scalajs'],,,,,,,,,
103,nscala-time,nscala-time/nscala-time,toolkits,https://github.com/nscala-time/nscala-time,26.0,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55.000,2025-08-12 07:48:55,14,78.0,6.0,869.0,A new Scala wrapper for Joda Time based on scala-time.,True,3.0,,"['scala3', 'scalajs']",,,,,,,,,
104,ReactiveMongo,ReactiveMongo/ReactiveMongo,db-clients,https://github.com/ReactiveMongo/ReactiveMongo,90.0,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46.000,2026-02-28 20:12:13,14,229.0,14.0,854.0,"Non-blocking, Reactive MongoDB Driver for Scala.",True,1.0,,['scala3'],,,,,,,,,
105,scodec,scodec/scodec,data,https://github.com/scodec/scodec,63.0,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08.000,2025-08-03 13:47:15,14,107.0,5.0,814.0,Scala combinator library for working with binary data.,True,2.0,,"['scala3', 'scalajs']",,,,,,,,,
106,scrooge,twitter/scrooge,data,https://github.com/twitter/scrooge,234.0,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18.000,2025-04-02 01:10:55,14,248.0,44.0,798.0,A Thrift parser/generator.,True,2.0,,,,,,,,,,,
107,scalatags,com-lihaoyi/scalatags,templating,https://github.com/com-lihaoyi/scalatags,62.0,https://github.com/com-lihaoyi/scalatags,,2012-11-01 21:35:17.000,2025-07-11 01:21:23,14,118.0,40.0,772.0,ScalaTags is a small XML/HTML construction library for Scala.,False,3.0,,"['scala3', 'scalajs']",,,,,,,,,
108,requests-scala,com-lihaoyi/requests-scala,http,https://github.com/com-lihaoyi/requests-scala,40.0,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17.000,2026-02-01 06:57:30,14,91.0,29.0,742.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",False,2.0,,['scala3'],,,,,,,,,
109,scala-csv,tototoshi/scala-csv,csv-yaml,https://github.com/tototoshi/scala-csv,36.0,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19.000,2025-11-03 07:30:32,14,143.0,31.0,703.0,CSV Reader/Writer for Scala.,False,1.0,,['scala3'],,,,,,,,,
110,scallop,scallop/scallop,others,https://github.com/scallop/scallop,27.0,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41.000,2025-11-14 20:07:43,14,58.0,11.0,681.0,a simple Scala CLI parsing library.,True,2.0,,"['scala3', 'scalajs']",,,,,,,,,
111,scalariform,scala-ide/scalariform,development-cycle,https://github.com/scala-ide/scalariform,56.0,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20.000,2024-05-11 00:35:23,14,147.0,67.0,522.0,Scala source code formatter.,False,3.0,,,,,,,,,,,
112,metrics-scala,erikvanoosten/metrics-scala,others,https://github.com/erikvanoosten/metrics-scala,90.0,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21.000,2026-02-05 07:59:17,14,61.0,10.0,425.0,The scala API for Dropwizards Metrics.,True,2.0,,['scala3'],,,,,,,,,
113,mdoc,scalameta/mdoc,sbt,https://github.com/scalameta/mdoc,61.0,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47.000,2026-07-21 09:09:09,14,89.0,61.0,402.0,Typechecked markdown documentation for Scala.,True,1.0,,['scala3'],,,,,,,,,
114,kantan.csv,nrinaudo/kantan.csv,csv-yaml,https://github.com/nrinaudo/kantan.csv,11.0,https://github.com/nrinaudo/kantan.csv,Apache-2.0,2015-07-22 06:51:22.000,2025-01-31 10:28:12,14,36.0,54.0,345.0,CSV handling library for Scala.,True,1.0,,['scalajs'],,,,,,,,,
115,scalaprops,scalaprops/scalaprops,test,https://github.com/scalaprops/scalaprops,12.0,https://github.com/scalaprops/scalaprops,MIT,2015-05-05 03:19:11.000,2026-06-20 22:06:40,14,21.0,11.0,281.0,property based testing library for Scala.,True,3.0,,"['scala3', 'scalajs']",,,,,,,,,
116,anorm,playframework/anorm,db-clients,https://github.com/playframework/anorm,59.0,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14.000,2026-06-19 20:43:27,14,77.0,8.0,252.0,The Anorm database library.,True,1.0,,"['scala3', 'play']",,,,,,,,,
117,cats-parse,typelevel/cats-parse,parsers,https://github.com/typelevel/cats-parse,47.0,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24.000,2026-05-22 09:18:08,14,51.0,32.0,245.0,A parsing library for the cats ecosystem.,True,2.0,,"['scala3', 'scalajs']",,,,,,,,,
118,minitest,monix/minitest,test,https://github.com/monix/minitest,24.0,https://github.com/monix/minitest,Apache-2.0,2014-12-16 01:17:08.000,2024-08-12 23:45:08,14,34.0,12.0,179.0,The super light testing library for Scala and Scala.js.,False,3.0,,"['scala3', 'scalajs']",,,,,,,,,
119,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,db-clients,https://github.com/couchbase/couchbase-jvm-clients,28.0,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58.000,2026-07-14 17:17:17,14,44.0,1.0,57.0,"Java, Scala, and Kotlin SDKs for server-side development with Couchbase.",True,1.0,,,180.0,180.0,,,,,,,
120,sbt-native-packager,sbt/sbt-native-packager,sbt,https://github.com/sbt/sbt-native-packager,286.0,https://github.com/sbt/sbt-native-packager,Apache-2.0,2011-12-20 02:04:49.000,2026-01-13 08:28:45,13,447.0,155.0,1610.0,sbt Native Packager.,True,1.0,,,,,,,,,,,
121,Binding.scala,ThoughtWorksInc/Binding.scala,web-frameworks,https://github.com/ThoughtWorksInc/Binding.scala,25.0,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52.000,2025-09-28 00:09:41,13,102.0,41.0,1586.0,Reactive data-binding for Scala.,True,2.0,,"['scala3', 'scalajs']",,,,,,,,,
122,async,scala/scala-async,toolkits,https://github.com/scala/scala-async,28.0,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27.000,2025-08-14 09:55:55,13,90.0,12.0,1157.0,An asynchronous programming facility for Scala.,True,3.0,,['scalajs'],,,,,,,,,
123,squants,typelevel/squants,sci,https://github.com/typelevel/squants,66.0,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32.000,2025-07-17 13:48:52,13,123.0,62.0,930.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",True,2.0,,"['scala3', 'scalajs']",,,,,,,,,
124,quicklens,softwaremill/quicklens,toolkits,https://github.com/softwaremill/quicklens,28.0,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34.000,2026-06-21 00:37:39,13,53.0,42.0,850.0,Modify deeply nested case class fields.,True,3.0,,"['scala3', 'scalajs']",,,,,,,,,
125,slick-pg,tminglei/slick-pg,db-clients,https://github.com/tminglei/slick-pg,98.0,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40.000,2025-06-02 14:35:36,13,181.0,117.0,841.0,Slick extensions for PostgreSQL.,True,2.0,,,,,,,,,,,
126,Laminar,raquo/Laminar,scala-js,https://github.com/raquo/Laminar,20.0,https://github.com/raquo/Laminar,MIT,2017-04-06 06:06:49.000,2026-02-27 07:23:05,13,57.0,25.0,825.0,"Simple, expressive, and safe UI library for Scala.js.",True,3.0,,"['scala3', 'scalajs']",,,,,,,,,
127,avro4s,sksamuel/avro4s,data,https://github.com/sksamuel/avro4s,112.0,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22.000,2026-01-28 23:56:57,13,239.0,29.0,728.0,Avro schema generation and serialization / deserialization for Scala.,True,2.0,,['scala3'],,,,,,,,,
128,parboiled2,sirthias/parboiled2,parsers,https://github.com/sirthias/parboiled2,38.0,https://github.com/sirthias/parboiled2,,2013-04-18 10:48:21.000,2024-11-14 21:36:15,13,86.0,36.0,717.0,A macro-based PEG parser generator for Scala 2.10+.,False,3.0,,"['scala3', 'scalajs']",,,,,,,,,
129,scalafx,scalafx/scalafx,others,https://github.com/scalafx/scalafx,59.0,https://github.com/scalafx/scalafx,,2014-05-18 14:12:15.000,2026-04-01 23:05:31,13,67.0,28.0,698.0,ScalaFX simplifies creation of JavaFX-based user interfaces in Scala.,False,2.0,,['scala3'],,,,,,,,,
130,squeryl,squeryl/squeryl,db-clients,https://github.com/squeryl/squeryl,60.0,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07.000,2026-06-14 23:45:01,13,137.0,39.0,588.0,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,True,2.0,,['scala3'],,,,,,,,,
131,scala-graph,scala-graph/scala-graph,toolkits,https://github.com/scala-graph/scala-graph,21.0,https://github.com/scala-graph/scala-graph,,2013-01-29 16:21:11.000,2026-02-26 11:52:53,13,72.0,11.0,576.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,False,3.0,,['scalajs'],,,,,,,,,
132,scalameter,scalameter/scalameter,test,https://github.com/scalameter/scalameter,50.0,https://github.com/scalameter/scalameter,,2012-11-18 20:56:32.000,2022-08-22 09:03:55,13,72.0,50.0,513.0,Microbenchmarking and performance regression testing framework for the JVM platform.,False,3.0,,,,,,,,,,,
133,endpoints4s,endpoints4s/endpoints4s,http,https://github.com/endpoints4s/endpoints4s,64.0,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00.000,2025-03-25 19:34:46,13,96.0,56.0,414.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",True,3.0,,"['scala3', 'scalajs']",,,,,,,,,
134,openai-scala-client,cequence-io/openai-scala-client,sci,https://github.com/cequence-io/openai-scala-client,9.0,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04.000,2026-06-18 21:19:24,13,37.0,10.0,247.0,Scala client for OpenAI API and other major LLM providers.,True,2.0,io.cequence:openai-scala-client_2.13,['scala3'],8.0,,https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2026-03-06 14:08:01,2025-04-23 14:42:04,1.2.0,20.0,8.0,
135,stryker4s,stryker-mutator/stryker4s,test,https://github.com/stryker-mutator/stryker4s,43.0,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40.000,2026-07-21 13:58:22,13,38.0,23.0,212.0,Mutation testing for Scala.,True,3.0,,['scala3'],,,,,,,,,
136,fs2-aws,laserdisc-io/fs2-aws,others,https://github.com/laserdisc-io/fs2-aws,31.0,https://github.com/laserdisc-io/fs2-aws,MIT,2018-01-13 18:32:52.000,2026-07-08 17:28:33,13,51.0,20.0,204.0,fs2 utilities to interact with AWS.,True,2.0,,['scala3'],,,,,,,,,
137,ldbc,takapi327/ldbc,db-clients,https://github.com/takapi327/ldbc,6.0,https://github.com/takapi327/ldbc,MIT,2023-02-06 11:15:08.000,2026-06-16 08:31:36,13,6.0,10.0,102.0,ldbc is Pure functional JDBC layer with Cats Effect 3 and Scala 3.,True,2.0,,"['scala3', 'scalajs']",,,,,,,,,
138,spark-notebook,spark-notebook/spark-notebook,sci,https://github.com/spark-notebook/spark-notebook,84.0,https://github.com/spark-notebook/spark-notebook,Apache-2.0,2014-09-05 19:35:25.000,2023-05-16 16:06:37,12,654.0,208.0,3148.0,Interactive and Reactive Data Science using Scala and Spark.,False,2.0,,,,,,,,,,,
139,summingbird,twitter/summingbird,bigdata,https://github.com/twitter/summingbird,45.0,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35.000,2022-01-19 17:31:02,12,267.0,163.0,2131.0,Streaming MapReduce with Scalding and Storm.,False,3.0,,,,,,,,,,,
140,scaloid,pocorall/scaloid,others,https://github.com/pocorall/scaloid,19.0,https://github.com/pocorall/scaloid,,2012-10-08 05:53:22.000,2017-09-28 07:04:19,12,171.0,18.0,2100.0,Scaloid makes your Android code easy to understand and maintain.,False,2.0,,,,,,,,,,,
141,sbt-assembly,sbt/sbt-assembly,sbt,https://github.com/sbt/sbt-assembly,89.0,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27.000,2025-09-08 01:43:21,12,225.0,110.0,1960.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,True,1.0,,,,,,,,,,,
142,giter8,foundweekends/giter8,development-cycle,https://github.com/foundweekends/giter8,86.0,https://github.com/foundweekends/giter8,Apache-2.0,2010-08-10 04:08:48.000,2025-09-15 21:48:58,12,225.0,48.0,1751.0,a command line tool to apply templates defined on GitHub.,True,3.0,,,,,,,,,,,
143,eclair,acinq/eclair,others,https://github.com/acinq/eclair,56.0,https://github.com/acinq/eclair,Apache-2.0,2015-08-19 11:47:01.000,2025-08-14 15:31:37,12,271.0,47.0,1303.0,A scala implementation of the Lightning Network.,True,2.0,,,,,,,,,,,
144,securesocial,jaliss/securesocial,sec,https://github.com/jaliss/securesocial,98.0,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54.000,2020-10-09 22:17:20,12,528.0,68.0,1199.0,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",False,1.0,,,,,,,,,,,
145,phantom,outworkers/phantom,db-clients,https://github.com/outworkers/phantom,51.0,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32.000,2023-04-05 09:14:46,12,187.0,21.0,1047.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",False,2.0,,,,,,,,,,,
146,rxscala,reactivex/rxscala,reactive,https://github.com/reactivex/rxscala,46.0,https://github.com/reactivex/rxscala,Apache-2.0,2014-08-19 03:45:33.000,2020-01-08 16:00:38,12,112.0,2.0,887.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,False,2.0,,,,,,,,,,,
147,sbt-jmh,sbt/sbt-jmh,sbt,https://github.com/sbt/sbt-jmh,52.0,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03.000,2025-08-12 07:09:00,12,87.0,29.0,790.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",True,1.0,,,,,,,,,,,
148,skinny-framework,skinny-framework/skinny-framework,web-frameworks,https://github.com/skinny-framework/skinny-framework,32.0,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24.000,2022-12-14 08:22:49,12,67.0,20.0,736.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,False,3.0,,,4.0,4.0,,,,,,,
149,sbt-release,sbt/sbt-release,sbt,https://github.com/sbt/sbt-release,66.0,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45.000,2026-05-19 08:09:12,12,160.0,90.0,650.0,A release plugin for sbt.,True,1.0,,,,,,,,,,,
150,scala-cli,VirtusLab/scala-cli,development-cycle,https://github.com/VirtusLab/scala-cli,110.0,https://github.com/VirtusLab/scala-cli,Apache-2.0,2021-05-10 12:29:24.000,2026-07-07 05:09:38,12,162.0,319.0,635.0,"Scala CLI is a command-line tool to interact with the Scala language. It lets you compile, run, test, and package your..",True,3.0,,['scala3'],,,,,,,,,
151,accord,wix-incubator/accord,data,https://github.com/wix-incubator/accord,12.0,https://github.com/wix-incubator/accord,,2013-11-13 15:55:53.000,2022-11-23 10:05:39,12,55.0,24.0,529.0,Accord: A sane validation library for Scala.,False,3.0,,['scalajs'],,,,,,,,,
152,ox,softwaremill/ox,toolkits,https://github.com/softwaremill/ox,30.0,https://github.com/softwaremill/ox,Apache-2.0,2023-01-18 14:28:30.000,2026-07-21 14:04:04,12,35.0,13.0,520.0,"Safe direct-style streaming, concurrency and resiliency for Scala on the JVM.",True,3.0,,['scala3'],,,,,,,,,
153,laika,typelevel/Laika,csv-yaml,https://github.com/typelevel/Laika,27.0,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32.000,2025-08-04 16:18:58,12,51.0,14.0,438.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",True,2.0,,"['scala3', 'scalajs']",,,,,,,,,
154,atto,tpolecat/atto,parsers,https://github.com/tpolecat/atto,31.0,https://github.com/tpolecat/atto,MIT,2013-09-04 20:34:40.000,2021-05-17 17:55:55,12,56.0,19.0,348.0,friendly little parsers.,False,3.0,,"['scala3', 'scalajs']",,,,,,,,,
155,scala-guice,codingwell/scala-guice,di,https://github.com/codingwell/scala-guice,26.0,https://github.com/codingwell/scala-guice,Apache-2.0,2012-03-17 06:02:25.000,2023-05-13 19:14:00,12,44.0,12.0,341.0,Scala extensions for Google Guice.,False,2.0,,['scala3'],,,,,,,,,
156,diffson,gnieh/diffson,json,https://github.com/gnieh/diffson,35.0,https://github.com/gnieh/diffson,Apache-2.0,2013-08-30 15:50:35.000,2026-03-31 08:25:55,12,52.0,11.0,327.0,A scala diff/patch library for Json.,True,3.0,,"['scala3', 'scalajs']",,,,,,,,,
157,scala-stm,nbronson/scala-stm,others,https://github.com/nbronson/scala-stm,11.0,https://github.com/nbronson/scala-stm,BSD-3-Clause,2010-07-08 23:40:04.000,2023-04-14 17:30:52,12,41.0,9.0,249.0,"A library-based Software Transactional Memory (STM) for Scala, coupled with transactional sets and maps.",False,2.0,,,,,,,,,,,
158,cornichon,agourlay/cornichon,test,https://github.com/agourlay/cornichon,19.0,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49.000,2026-05-05 14:22:54,12,31.0,4.0,234.0,Testing tool in Scala for HTTP JSON API.,True,3.0,,,,,,,,,,,
159,iteratee,travisbrown/iteratee,reactive,https://github.com/travisbrown/iteratee,29.0,https://github.com/travisbrown/iteratee,Apache-2.0,2015-09-09 02:17:38.000,2024-08-15 20:41:07,12,17.0,40.0,183.0,Iteratees for Cats.,False,2.0,,"['scala3', 'scalajs']",,,,,,,,,
160,bleep,oyvindberg/bleep,development-cycle,https://github.com/oyvindberg/bleep,24.0,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47.000,2026-05-19 22:50:26,12,25.0,57.0,178.0,A bleeping fast scala build tool!.,True,3.0,,['scala3'],,,,,,,,,
161,nodejs,scalajs-io/nodejs,scala-js,https://github.com/scalajs-io/nodejs,4.0,https://github.com/scalajs-io/nodejs,Apache-2.0,2016-04-09 01:52:17.000,2020-05-29 08:56:32,12,25.0,4.0,148.0,This project provides Scala.js type-safe bindings for Node.js (current) v8.7.0 and LTS v6.11.4 APIs. The platform..,False,3.0,,['scalajs'],,,,,,,,,
162,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,https://github.com/lambdaworks/zio-elasticsearch,23.0,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07.000,2026-04-07 18:19:31,12,21.0,20.0,62.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,True,2.0,io.lambdaworks:zio-elasticsearch_3,"['zio', 'scala3']",,,https://search.maven.org/artifact/io.lambdaworks/zio-elasticsearch_3,2026-04-01 13:01:36,2026-04-01 13:01:36,0.5.1,5.0,,
163,colossus,tumblr/colossus,web-frameworks,https://github.com/tumblr/colossus,29.0,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06.000,2021-08-14 08:40:07,11,97.0,4.0,1137.0,I/O and Microservice library for Scala.,False,3.0,,,,,,,,,,,
164,bidmach,biddata/bidmach,bigdata,https://github.com/biddata/bidmach,45.0,https://github.com/biddata/bidmach,BSD-3-Clause,2012-10-22 03:17:08.000,2022-10-04 23:35:03,11,170.0,67.0,919.0,CPU and GPU-accelerated Machine Learning Library.,False,3.0,,,,,,,,,,,
165,bootzooka,softwaremill/bootzooka,others,https://github.com/softwaremill/bootzooka,82.0,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05.000,2025-08-02 00:05:50,11,151.0,21.0,766.0,"Template project to quickly start developing a Scala-based microservice or web application, with the build & project..",True,2.0,,,,,,,,,,,
166,scala-scraper,ruippeixotog/scala-scraper,others,https://github.com/ruippeixotog/scala-scraper,16.0,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22.000,2025-05-10 01:07:07,11,105.0,9.0,724.0,A Scala library for scraping content from HTML pages.,True,2.0,,['scala3'],,,,,,,,,
167,sbt-eclipse,sbt/sbt-eclipse,sbt,https://github.com/sbt/sbt-eclipse,42.0,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57.000,2026-04-17 19:22:24,11,164.0,76.0,712.0,Plugin for sbt to create Eclipse project definitions.,True,2.0,,,,,,,,,,,
168,scalastyle,scalastyle/scalastyle,development-cycle,https://github.com/scalastyle/scalastyle,70.0,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37.000,2022-09-16 09:23:16,11,217.0,85.0,675.0,scalastyle.,False,3.0,,,,,,,,,,,
169,sbt-scoverage,scoverage/sbt-scoverage,sbt,https://github.com/scoverage/sbt-scoverage,80.0,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21.000,2026-02-17 10:15:16,11,159.0,39.0,652.0,sbt plugin for scoverage.,True,2.0,,,,,,,,,,,
170,freestyle,frees-io/freestyle,toolkits,https://github.com/frees-io/freestyle,47.0,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44.000,2019-08-13 06:52:17,11,50.0,34.0,614.0,A cohesive & pragmatic framework of FP centric Scala libraries.,False,3.0,,['scalajs'],,,,,,,,,
171,cask,com-lihaoyi/cask,web-frameworks,https://github.com/com-lihaoyi/cask,26.0,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20.000,2026-01-14 12:22:14,11,67.0,20.0,594.0,"Cask: a Scala HTTP micro-framework. Cask makes it easy to set up a website, backend server, or REST API using Scala.",False,3.0,,"['scala3', 'scalajs']",,,,,,,,,
172,sparta,Stratio/sparta,bigdata,https://github.com/Stratio/sparta,41.0,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40.000,2019-10-24 06:32:21,11,196.0,8.0,528.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,False,3.0,,,,,,,,,,,
173,xitrum,xitrum-framework/xitrum,web-frameworks,https://github.com/xitrum-framework/xitrum,31.0,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50.000,2023-02-28 06:06:49,11,52.0,56.0,445.0,Async and clustered Scala web framework and HTTP(S) server.,False,3.0,,,,,,,,,,,
