,name,github_id,category,homepage,contributor_count,github_url,license,created_at,updated_at,projectrank,fork_count,open_issue_count,star_count,description,show,projectrank_placing,maven_id,labels,dependent_project_count,github_dependent_project_count,maven_url,maven_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,maven_dependent_project_count,trending
362,sclasner,xitrum-framework/sclasner,di,https://github.com/xitrum-framework/sclasner,5.0,https://github.com/xitrum-framework/sclasner,MIT,2011-09-09 04:48:43.000,2025-07-05 20:55:51,6,,,11.0,Scala classpath scanner.,False,3.0,,,,,,,,,,,
363,frontier,zero-deps/frontier,http,https://github.com/zero-deps/frontier,8.0,https://github.com/zero-deps/frontier,MIT,2019-11-24 17:33:06.000,2025-03-06 23:29:18,6,3.0,,9.0,A lightweight HTTP/WebSocket server built with ZIO.,False,3.0,,,,,,,,,,,
364,jefe,outr/jefe,http,https://github.com/outr/jefe,,https://github.com/outr/jefe,MIT,2016-03-23 13:45:36.000,2020-01-17 23:50:29,6,,8.0,4.0,"Manages installation, updating, downloading, launching, error reporting, and more for your application.",False,3.0,,,,,,,,,,,
365,lamma,maxcellent/lamma,toolkits,https://github.com/maxcellent/lamma,1.0,https://github.com/maxcellent/lamma,,2014-05-26 15:37:29.000,2020-05-25 08:37:51,5,18.0,,92.0,Lamma schedule generator for Scala is a professional schedule generation library for periodic schedules like fixed..,False,3.0,,,,,,,,,,,
366,scala-sql,wangzaixiang/scala-sql,db-clients,https://github.com/wangzaixiang/scala-sql,5.0,https://github.com/wangzaixiang/scala-sql,,2012-05-29 01:09:15.000,2023-05-31 09:16:02,5,19.0,,89.0,scala SQL api.,False,3.0,,['scala3'],,,,,,,,,
367,fury,propensive/fury,development-cycle,https://github.com/propensive/fury,1.0,https://github.com/propensive/fury,Apache-2.0,2018-09-29 17:43:17.000,2018-11-15 22:58:38,5,2.0,20.0,86.0,Fury.,False,3.0,,,,,,,,,,,
368,rings,poslavskysv/rings,sci,https://github.com/poslavskysv/rings,2.0,https://github.com/poslavskysv/rings,,2017-03-16 08:36:22.000,2023-10-26 16:00:16,5,10.0,14.0,72.0,Rings: efficient JVM library for polynomial rings.,False,3.0,,,,,,,,,,,
369,mgo,openmole/mgo,sci,https://github.com/openmole/mgo,8.0,https://github.com/openmole/mgo,,2012-08-29 13:04:39.000,2025-11-05 16:15:12,5,5.0,9.0,72.0,Purely functional genetic algorithms for multi-objective optimisation.,False,3.0,,['scala3'],,,,,,,,,
370,sevenz4s,gonearewe/sevenz4s,others,https://github.com/gonearewe/sevenz4s,1.0,https://github.com/gonearewe/sevenz4s,LGPL-2.1,2021-01-11 08:15:26.000,2021-02-01 02:27:22,5,4.0,,25.0,"SevenZip library for Scala, easy to use.",False,3.0,,,,,,,,,,,1.0
371,squery,sake92/squery,db-clients,https://github.com/sake92/squery,1.0,https://github.com/sake92/squery,Apache-2.0,2023-02-20 11:25:29.000,2025-07-19 14:35:07,5,,3.0,19.0,Simple SQL queries in Scala 3.,True,3.0,,['scala3'],,,,,,,,,
372,google-api-scala,eckerdcollege/google-api-scala,others,https://github.com/eckerdcollege/google-api-scala,1.0,https://github.com/eckerdcollege/google-api-scala,Apache-2.0,2016-05-11 02:57:25.000,2018-02-13 23:18:23,5,5.0,2.0,18.0,"This API is a wrapper for the google java libraries. Currently mapping Admin Directory, Drive, and Calendar.",False,3.0,,,,,,,,,,,
373,managerial,dvgica/managerial,others,https://github.com/dvgica/managerial,3.0,https://github.com/dvgica/managerial,Apache-2.0,2021-05-29 03:28:20.000,2025-06-03 15:13:57,5,2.0,,13.0,A zero-dependency Scala library for managing resources monadically.,False,3.0,,['scala3'],,,,,,,,,
374,wire-signals,wireapp/wire-signals,reactive,https://github.com/wireapp/wire-signals,2.0,https://github.com/wireapp/wire-signals,GPL-3.0,2019-01-25 09:51:56.000,2021-07-06 11:07:01,5,5.0,7.0,12.0,A small and effective event-handling library for Scala.,False,3.0,,['scala3'],,,,,,,,,
375,fm-flatfile,frugalmechanic/fm-flatfile,csv-yaml,https://github.com/frugalmechanic/fm-flatfile,2.0,https://github.com/frugalmechanic/fm-flatfile,Apache-2.0,2014-04-23 20:49:52.000,2023-07-13 23:54:52,5,3.0,3.0,10.0,Scala Library for Reading Flat File Data (CSV/TSV/XLS/XLSX).,False,3.0,,['scala3'],,,,,,,,,
376,reactors,storm-enroute/reactors,reactive,https://github.com/storm-enroute/reactors,16.0,https://github.com/storm-enroute/reactors,BSD-3-Clause,2015-11-15 00:51:21.000,2017-03-03 20:28:43,5,,,2.0,A concurrent reactive programming framework.,False,3.0,,,,,,,,,,,
377,chromaprint.scala,mgdigital/chromaprint.scala,media,https://github.com/mgdigital/chromaprint.scala,1.0,https://github.com/mgdigital/chromaprint.scala,,2024-09-20 06:24:55.353,2019-07-04 12:53:08,4,7.0,2.0,85.0,Chromaprint/AcoustID audio fingerprinting for the JVM.,False,3.0,,,,,,,,,,,
378,mapperdao,kostaskougios/mapperdao,db-clients,https://github.com/kostaskougios/mapperdao,10.0,https://github.com/kostaskougios/mapperdao,,2015-03-13 23:38:56.000,2017-07-07 14:35:30,4,3.0,3.0,12.0,A Scala ORM library.,False,3.0,,,,,,,,,,,
379,json,nestorpersist/json,json,https://github.com/nestorpersist/json,2.0,https://github.com/nestorpersist/json,,2012-11-17 19:43:13.000,2018-03-09 04:32:45,4,9.0,1.0,10.0,"Persist-Json, a Fast Json Parser Written in Scala.",False,3.0,,,,,,,,,,,1.0
380,avro-codegen,malcolmgreaves/avro-codegen,data,https://github.com/malcolmgreaves/avro-codegen,9.0,https://github.com/malcolmgreaves/avro-codegen,,2017-07-28 04:15:28.000,2020-05-29 21:59:56,4,4.0,,9.0,Scala code generator for Avro schemas.,False,3.0,,,,,,,,,,,
381,stone,sake92/stone,env,https://github.com/sake92/stone,1.0,https://github.com/sake92/stone,Apache-2.0,2019-08-14 18:46:15.000,2020-10-01 13:21:19,4,,2.0,1.0,URL (de)construct. Withers.,False,3.0,,['scalajs'],,,,,,,,,
382,akka,akka/akka,distributed,{},1065.0,,,,,4,,,,,False,3.0,,['scala3'],24.0,24.0,,,,,,,-25.0
383,google4s,toknapp/google4s,others,https://github.com/toknapp/google4s,3.0,https://github.com/toknapp/google4s,,2018-12-27 23:37:30.000,2019-01-22 12:00:59,3,,3.0,11.0,"A lean, functional library for Google Cloud Services in Scala.",False,3.0,,,,,,,,,,,
384,service-chassis,allawala/service-chassis,others,https://github.com/allawala/service-chassis,4.0,https://github.com/allawala/service-chassis,,2017-03-18 11:30:44.000,2025-11-05 02:31:15,3,2.0,2.0,7.0,A scala chassis to get your applications and services bootstrapped quickly.,False,3.0,,,,,,,,,,,
385,scalajs-router,sake92/scalajs-router,env,https://github.com/sake92/scalajs-router,1.0,https://github.com/sake92/scalajs-router,Apache-2.0,2020-09-09 19:32:07.000,2020-09-24 21:22:32,3,,,1.0,ScalaJS frontend router.,False,3.0,,['scalajs'],,,,,,,,,
386,elastic4s,sksamuel/elastic4s,db-clients,{},426.0,,,,,2,,,,,False,3.0,com.sksamuel.elastic4s:elastic4s_2.13,['scala3'],,,https://search.maven.org/artifact/com.sksamuel.elastic4s/elastic4s_2.13,,,,,,-24.0
387,doobie,tpolecat/doobie,db-clients,{},202.0,,,,,2,,,,,False,3.0,,['scala3'],,,,,,,,,-23.0
388,pekko-http,apache/incubator-pekko-http,http,{},369.0,,,,,2,,,,,False,3.0,,['scala3'],,,,,,,,,
389,pekko,apache/incubator-pekko,distributed,{},1093.0,,,,,2,,,,,False,3.0,,['scala3'],,,,,,,,,-22.0
390,chaos,mesosphere/chaos,web-frameworks,{},21.0,,,,,1,,,,,False,3.0,,,,,,,,,,,
391,xsbt-web-plugin,earldouglas/xsbt-web-plugin,sbt,{},33.0,,,,,1,,,,,False,3.0,,,,,,,,,,,
392,mima,lightbend/mima,sbt,{},53.0,,,,,1,,,,,False,3.0,,['scala3'],,,,,,,,,
393,sbt-doctest,tkawachi/sbt-doctest,sbt,{},26.0,,,,,1,,,,,False,3.0,,,,,,,,,,,
394,sbt-docker,marcuslonnberg/sbt-docker,sbt,{},31.0,,,,,1,,,,,False,3.0,,,,,,,,,,,
395,scalamock,paulbutcher/scalamock,test,{},42.0,,,,,1,,,,,False,3.0,,['scalajs'],,,,,,,,,
396,bigdl,intel-analytics/bigdl,sci,{},125.0,,,,,1,,,,,False,3.0,,,,,,,,,,,-23.0
397,spata,fingo/spata,csv-yaml,{},5.0,,,,,0,,,,,False,,,['scala3'],,,,,,,,,
398,vecmatlib,hexagonnico/vecmatlib,sci,{},,,,,,0,,,,,False,,,,,,,,,,,,
399,ndscala,sciscala/ndscala,sci,{},3.0,,,,,0,,,,,False,,,,,,,,,,,,
400,veto,splink/veto,data,{},2.0,,,,,-1,,,,,False,3.0,,,,,,,,,,,
