,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,maven_id,maven_url,new_addition,dependent_project_count,github_dependent_project_count,updated_github_id,trending,labels
136,scalaprops,scalaprops/scalaprops,test,https://github.com/scalaprops/scalaprops,https://github.com/scalaprops/scalaprops,MIT,2015-05-05 03:19:11,2023-04-03 22:12:06,2023-04-03 22:12:04,1164,34.0,19.0,14,316.0,7.0,12.0,275,,,,property based testing library for Scala.,12.0,13,True,3,,,,,True,,,,,
137,relate,lucidsoftware/relate,db-clients,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2022-02-28 19:41:12,2022-02-28 19:41:12,282,,15.0,44,54.0,9.0,12.0,163,2020-07-22 20:01:31,3.0.0,12.0,Performant database access in Scala.,17.0,13,True,3,1302.0,13.0,,,,,,,,
138,scredis,Livestream/scredis,db-clients,https://github.com/Livestream/scredis,https://github.com/Livestream/scredis,Apache-2.0,2013-02-27 16:13:18,2018-06-21 20:42:37,2018-06-21 20:42:37,147,,14.0,34,8.0,1.0,51.0,154,2014-12-16 16:04:30,2.0.6,24.0,"Non-blocking, ultra-fast Scala Redis client built on top of Akka IO, used in production at Livestream.",7.0,13,False,3,,,,,,,,,,
139,sbt-pgp,sbt/sbt-pgp,sbt,https://github.com/sbt/sbt-pgp,https://github.com/sbt/sbt-pgp,,2011-09-08 15:58:10,2022-12-06 03:24:26,2022-12-06 03:24:26,333,,51.0,7,86.0,18.0,97.0,140,2022-12-06 03:46:29,2.2.1,15.0,PGP plugin for sbt.,33.0,13,False,3,,,,,,,,,,
140,scruid,ing-bank/scruid,db-clients,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252,,27.0,15,77.0,6.0,31.0,113,2021-06-07 15:35:10,2.5.0,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",19.0,13,False,3,,,,,,,,,,
141,sbt-api-mappings,ThoughtWorksInc/sbt-api-mappings,sbt,https://github.com/ThoughtWorksInc/sbt-api-mappings,https://github.com/ThoughtWorksInc/sbt-api-mappings,Apache-2.0,2015-07-10 16:28:55,2023-03-10 20:36:03,2022-05-14 04:46:19,409,,15.0,34,133.0,,6.0,87,2022-03-19 19:01:11,3.0.2,8.0,An Sbt plugin that fills apiMappings for common Scala libraries.,11.0,13,True,3,,,,,,,,,,
142,spata,fingo/spata,csv-yaml,https://github.com/fingo/spata,https://github.com/fingo/spata,Apache-2.0,2020-05-29 22:01:35,2023-04-02 17:20:45,2023-04-02 17:20:24,401,27.0,5.0,3,16.0,1.0,,13,2023-03-20 19:06:32,2.1.2,7.0,"Functional, stream-based CSV processor for Scala.",3.0,13,False,2,,,,,,,,,,
143,better-monadic-for,oleg-py/better-monadic-for,sbt,https://github.com/oleg-py/better-monadic-for,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54,2021-12-31 00:10:05,2021-05-25 08:10:05,80,,31.0,21,18.0,9.0,26.0,683,,,1.0,Desugaring scala `for` without implicit `withFilter`s.,10.0,12,False,3,,,,,,,,,,
144,casbah,mongodb/casbah,db-clients,https://github.com/mongodb/casbah,https://github.com/mongodb/casbah,,2010-10-29 18:39:30,2022-01-20 16:56:00,2022-01-20 16:55:58,1108,,126.0,59,64.0,,,517,,,,Casbah is now officially end-of-life (EOL).,36.0,12,False,3,,,,,,,,,,
145,scalameter,scalameter/scalameter,test,https://github.com/scalameter/scalameter,https://github.com/scalameter/scalameter,,2012-11-18 20:56:32,2022-08-22 09:03:55,2022-08-22 09:03:55,798,,67.0,29,130.0,47.0,65.0,500,,,,Microbenchmarking and performance regression testing framework for the JVM platform.,48.0,12,False,3,,,,,True,,,,,
146,salat,salat/salat,db-clients,https://github.com/salat/salat,https://github.com/salat/salat,,2011-01-12 16:54:23,2019-03-03 13:32:54,2019-03-03 13:32:53,877,,103.0,55,82.0,31.0,97.0,485,,,,Salat is a simple serialization library for case classes.,42.0,12,False,3,,,,,,,,,,
147,squid,epfldata/squid,toolkits,https://github.com/epfldata/squid,https://github.com/epfldata/squid,Apache-2.0,2016-03-08 21:53:00,2020-11-23 16:20:35,2020-11-23 16:20:07,583,,13.0,16,18.0,16.0,33.0,197,,,4.0,Squid type-safe metaprogramming and compilation framework for Scala.,6.0,12,False,3,,,,,,,,,,
148,borer,sirthias/borer,json,https://github.com/sirthias/borer,https://github.com/sirthias/borer,MPL-2.0,2019-03-04 21:32:46,2023-03-28 19:33:25,2023-02-09 16:29:39,962,8.0,12.0,9,518.0,5.0,101.0,189,,,,Efficient CBOR and JSON (de)serialization in Scala.,8.0,12,True,3,,,,,,,,,,
149,sbt-site,sbt/sbt-site,sbt,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2023-01-11 15:07:24,2023-01-11 15:07:22,433,2.0,69.0,19,130.0,25.0,52.0,174,2020-11-01 21:50:36,1.4.1,16.0,Site generation for sbt.,43.0,12,False,3,,,,,,,,,,
150,blindsight,tersesystems/blindsight,toolkits,https://github.com/tersesystems/blindsight,https://github.com/tersesystems/blindsight,,2020-03-16 03:06:57,2023-04-03 19:59:01,2023-03-27 03:59:31,393,39.0,6.0,5,409.0,11.0,26.0,78,2023-03-12 22:32:23,2.0.0,1.0,"Blindsight is a Scala logging API with DSL based structured logging, fluent logging, semantic logging, flow logging,..",3.0,12,False,3,,,,,,,,,,
151,enableIf.scala,ThoughtWorksInc/enableIf.scala,toolkits,https://github.com/ThoughtWorksInc/enableIf.scala,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48,2023-03-28 20:20:03,2023-01-26 05:11:25,342,2.0,5.0,28,97.0,2.0,5.0,65,2022-04-02 07:19:04,1.1.8,3.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",5.0,12,True,3,,,,,,,,,,
152,sbt-ide-settings,Jetbrains/sbt-ide-settings,sbt,https://github.com/JetBrains/sbt-ide-settings,https://github.com/JetBrains/sbt-ide-settings,Apache-2.0,2015-02-13 12:06:38,2021-03-25 14:43:10,2021-03-25 14:42:24,33,,7.0,21,2.0,7.0,5.0,56,2023-02-06 17:13:32,1.1.1,4.0,SBT plugin for tweaking various IDE settings.,6.0,12,False,3,,,,,,,,,,
153,reactive,nafg/reactive,web-frameworks,https://github.com/nafg/reactive,https://github.com/nafg/reactive,,2010-05-27 23:21:42,2023-01-07 21:28:30,2021-02-28 04:06:13,1147,,37.0,19,134.0,26.0,53.0,215,,,,A simple FRP library and a web UI framework built on it.,11.0,11,False,3,,,,,,,,,,
154,scalive,xitrum-framework/scalive,test,https://github.com/xitrum-framework/scalive,https://github.com/xitrum-framework/scalive,MIT,2014-01-28 08:11:24,2019-01-30 13:34:32,2019-01-30 13:34:25,125,,13.0,17,3.0,6.0,12.0,198,2019-01-30 13:24:43,1.7.0,8.0,Connect a Scala REPL to running JVM processes without any prior setup.,4.0,11,False,3,551.0,5.0,,,True,,,,,
155,scala-forklift,lastland/scala-forklift,db-clients,https://github.com/lastland/scala-forklift,https://github.com/lastland/scala-forklift,,2015-08-18 16:26:21,2022-09-06 13:51:34,2020-04-24 19:30:57,274,,29.0,11,21.0,13.0,19.0,189,2016-08-10 07:04:47,0.2.3,3.0,"Type-safe data migration tool for Slick, Git and beyond.",10.0,11,False,3,,,,,,,,,,
156,scala-records,scala-records/scala-records,toolkits,https://github.com/scala-records/scala-records,https://github.com/scala-records/scala-records,BSD-3-Clause,2014-06-17 09:59:57,2019-06-10 22:59:35,2019-06-10 22:59:34,224,,12.0,19,77.0,19.0,46.0,159,,,,Labeled records for Scala based on structural refinement types and macros.,11.0,11,False,3,,,,,,,,,,
157,clickhouse-scala-client,crobox/clickhouse-scala-client,db-clients,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2023-02-24 14:11:05,2023-02-24 14:11:01,841,1.0,18.0,8,111.0,11.0,20.0,107,2022-11-12 11:47:00,1.0.15,45.0,Clickhouse Scala Client with Reactive Streams support.,15.0,11,True,3,,,,,,,,,,
158,fintrospect,daviddenton/fintrospect,http,https://github.com/daviddenton/fintrospect,https://github.com/daviddenton/fintrospect,Apache-2.0,2015-03-01 20:31:11,2020-08-26 11:42:43,2020-08-26 11:42:38,1752,,8.0,7,23.0,3.0,26.0,93,,,,"Implement fast, type-safe HTTP webservices for Finagle.",5.0,11,False,3,,,,,True,,,,,
159,lolhttp,criteo/lolhttp,http,https://github.com/criteo/lolhttp,https://github.com/criteo/lolhttp,Apache-2.0,2017-04-28 07:06:53,2023-03-24 14:24:02,2021-10-22 14:33:41,122,,17.0,18,182.0,,8.0,93,2021-10-22 14:35:21,0.13.4,29.0,An HTTP Server and Client library for Scala.,19.0,11,True,3,,,,,True,,,,,
160,couchdb-scala,beloglazov/couchdb-scala,db-clients,https://github.com/beloglazov/couchdb-scala,https://github.com/beloglazov/couchdb-scala,Apache-2.0,2015-01-15 23:10:06,2018-11-13 12:48:24,2017-08-05 07:34:18,236,,18.0,6,33.0,18.0,31.0,65,2016-05-08 00:58:39,0.7.2,7.0,A purely functional Scala client for CouchDB.,2.0,11,False,3,,,,,,,,,,
161,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2023-04-04 12:39:43,2023-04-04 12:37:11,125,86.0,5.0,11,121.0,11.0,12.0,41,,,,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,8.0,11,True,3,,,,,,,,,,['zio']
162,sbt-scala-js-map,ThoughtWorksInc/sbt-scala-js-map,sbt,https://github.com/ThoughtWorksInc/sbt-scala-js-map,https://github.com/ThoughtWorksInc/sbt-scala-js-map,Apache-2.0,2016-04-12 18:38:07,2023-03-28 20:22:37,2023-02-03 07:04:57,378,8.0,3.0,12,159.0,2.0,2.0,36,2021-11-22 07:29:41,4.1.1,3.0,A Sbt plugin that configures source mapping for Scala.js projects hosted on Github.,3.0,11,True,3,,,,,,,,,,
163,subcut,dickwall/subcut,di,https://github.com/dickwall/subcut,https://github.com/dickwall/subcut,,2011-05-30 23:58:27,2020-10-12 22:18:41,2018-05-17 21:40:26,92,,27.0,25,17.0,4.0,21.0,388,,,,Scala Uniquely Bound Classes Under Traits.,11.0,10,False,3,,,,,True,,,,,
164,scalacollider,sciss/scalacollider,media,https://github.com/Sciss/ScalaCollider,https://github.com/Sciss/ScalaCollider,AGPL-3.0,2009-12-10 16:39:10,2021-11-18 09:19:03,2021-10-24 16:33:52,581,,16.0,16,5.0,9.0,83.0,203,,,,A Scala sound synthesis library based on SuperCollider.,,10,True,2,,,,,True,,,,,
165,log4s,Log4s/log4s,toolkits,https://github.com/Log4s/log4s,https://github.com/Log4s/log4s,,2013-04-28 07:57:48,2022-07-08 02:08:50,2022-07-08 02:08:50,378,,22.0,9,62.0,7.0,21.0,171,,,,High-performance SLF4J wrapper for Scala.,14.0,10,False,3,,,,,,,,,,
166,sbt-groll,sbt/sbt-groll,sbt,https://github.com/sbt/sbt-groll,https://github.com/sbt/sbt-groll,Apache-2.0,2012-10-21 20:43:30,2021-12-17 12:41:12,2021-12-17 12:40:44,126,,8.0,8,23.0,1.0,4.0,134,2021-12-17 12:41:14,7.1.0,3.0,sbt plugin to roll the Git history.,8.0,10,True,3,,,,,,,,,,
167,ScalaJack,gzoller/ScalaJack,json,https://github.com/gzoller/ScalaJack,https://github.com/gzoller/ScalaJack,MIT,2013-06-17 20:20:56,2022-11-15 00:51:10,2022-11-15 00:50:56,923,,8.0,12,182.0,2.0,49.0,110,,,,Fast JSON parser/generator for Scala.,13.0,10,True,3,,,,,,,,,,
168,longevity,longevityframework/longevity,db-clients,https://github.com/longevityframework/longevity,https://github.com/longevityframework/longevity,,2014-12-17 02:50:13,2018-07-06 02:43:27,2018-07-06 02:43:18,1216,,5.0,12,8.0,36.0,4.0,103,2018-07-01 17:41:25,0.27.0,35.0,A Persistence Framework for Scala and NoSQL.,3.0,10,False,3,,,,,,,,,,
169,moultingyaml,jcazevedo/moultingyaml,csv-yaml,https://github.com/jcazevedo/moultingyaml,https://github.com/jcazevedo/moultingyaml,MIT,2015-07-02 21:27:23,2022-09-13 21:31:10,2020-03-30 12:05:00,171,,32.0,5,28.0,16.0,8.0,97,,,,Scala wrapper for SnakeYAML.,13.0,10,False,3,,,,,,,,,,
170,sbt-ghpages,sbt/sbt-ghpages,sbt,https://github.com/sbt/sbt-ghpages,https://github.com/sbt/sbt-ghpages,,2012-05-16 15:21:19,2023-04-03 09:42:38,2023-04-03 09:42:36,152,5.0,18.0,9,71.0,17.0,13.0,94,2022-12-06 06:47:04,0.7.0,1.0,"git, site and ghpages support for sbt projects.",20.0,10,False,3,,,,,,,,,,
171,pushka,fomkin/pushka,json,https://github.com/fomkin/pushka,https://github.com/fomkin/pushka,Apache-2.0,2015-08-19 06:24:31,2019-06-12 09:24:40,2016-11-24 20:47:45,88,,9.0,7,26.0,9.0,25.0,74,,,14.0,ABANDONED Pure Scala serialization library with annotations.,5.0,10,False,3,,,,,,,,,,
172,media4s,outr/media4s,media,https://github.com/outr/media4s,https://github.com/outr/media4s,MIT,2016-09-28 20:04:06,2023-02-13 02:14:37,2023-02-13 02:14:17,54,2.0,4.0,5,4.0,,3.0,28,2023-02-13 02:15:20,1.0.18,1.0,"Scala command-line wrapper around ffmpeg, ffprobe, ImageMagick, and other tools relating to media.",3.0,10,True,2,,,,,True,,,,,
173,sbt-deploy-ssh,shmishleniy/sbt-deploy-ssh,sbt,https://github.com/shmishleniy/sbt-deploy-ssh,https://github.com/shmishleniy/sbt-deploy-ssh,MIT,2015-01-16 12:38:45,2021-04-28 13:50:29,2021-04-28 13:46:46,41,,3.0,5,4.0,1.0,11.0,27,2021-04-28 13:50:29,0.1.5,5.0,SBT deploy plugin.,6.0,10,False,3,,,,,,,,,,
174,roshttp,hmil/roshttp,http,https://github.com/hmil/RosHTTP,https://github.com/hmil/RosHTTP,MIT,2016-02-26 12:29:57,2021-06-06 09:38:29,2021-06-06 09:38:29,135,,20.0,5,49.0,18.0,28.0,125,,,,Unified Scala.js + Scala HTTP client API.,13.0,9,False,3,,,,,True,,,,,
175,scala-jsonapi,scala-jsonapi/scala-jsonapi,json,https://github.com/scala-jsonapi/scala-jsonapi,https://github.com/scala-jsonapi/scala-jsonapi,,2015-11-09 12:47:14,2018-12-28 12:29:57,2018-06-11 08:54:13,135,,24.0,29,52.0,13.0,34.0,108,,,,"Scala support library for integrating the JSON API spec with Spray, Play! or Circe.",20.0,9,False,3,,,,,,,,,,
176,sbt-javacv,bytedeco/sbt-javacv,media,https://github.com/bytedeco/sbt-javacv,https://github.com/bytedeco/sbt-javacv,MIT,2016-03-20 10:10:42,2018-12-22 14:05:22,2018-12-22 14:05:25,55,,14.0,8,13.0,1.0,6.0,90,2018-12-22 14:00:40,1.17,13.0,"Start using OpenCV in your JVM project in just 1 line, no separate compiling, installing OpenCV, or fussing with your..",4.0,9,False,3,,,,,True,,,,,
177,molecule,scalamolecule/molecule,db-clients,https://github.com/scalamolecule/molecule,https://github.com/scalamolecule/molecule,,2014-07-01 23:57:41,2022-05-02 13:01:22,2022-05-02 12:59:42,721,,3.0,6,,,23.0,68,2022-01-15 15:51:59,1.1.0,56.0,Non-blocking asynchronous domain-customizable database query language for Scala and Scala.js against the Datomic..,,9,False,3,4.0,0.0,,,,,,,,
178,lucene4s,outr/lucene4s,db-clients,https://github.com/outr/lucene4s,https://github.com/outr/lucene4s,MIT,2016-10-11 18:40:58,2021-07-18 01:06:33,2021-05-17 19:36:10,153,,18.0,7,16.0,2.0,7.0,53,,,,Light-weight convenience wrapper around Lucene to simplify complex tasks and add Scala sugar.,5.0,9,False,3,,,,,,,,,,
179,ReactiveCouchbase-rs-core,ReactiveCouchbase/ReactiveCouchbase-rs-core,db-clients,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,Apache-2.0,2017-02-08 08:16:45,2018-04-23 09:37:17,2018-04-23 09:35:53,131,,10.0,7,13.0,7.0,11.0,27,2017-09-29 15:00:23,1.0.0,1.0,New ReactiveCouchbase driver using reactive-streams.,8.0,9,False,3,,,,,,,,,,
180,akka-persistence-gcp-datastore,innFactory/akka-persistence-gcp-datastore,db-clients,https://github.com/innFactory/akka-persistence-gcp-datastore,https://github.com/innFactory/akka-persistence-gcp-datastore,Apache-2.0,2019-11-29 19:52:00,2023-03-29 00:19:45,2022-03-15 00:18:23,292,,3.0,3,175.0,1.0,,20,,,,akka-persistence-gcp-datastore is a journal and snapshot store plugin for akka-persistence using google cloud..,4.0,9,True,3,,,,,,,,,,
181,scountries,lambdaworks/scountries,misc,https://github.com/lambdaworks/scountries,https://github.com/lambdaworks/scountries,Apache-2.0,2022-09-02 11:48:45,2023-03-30 19:27:07,2023-03-30 19:27:07,33,6.0,1.0,8,24.0,,,17,2023-01-31 11:52:49,0.1.1,1.0,"Scala library that provides an enumeration of ISO 3166 codes for countries, along with their subdivisions.",3.0,9,True,3,,,io.lambdaworks:scountries,https://search.maven.org/artifact/io.lambdaworks/scountries,,,,,,
182,scurl-detector,lambdaworks/scurl-detector,misc,https://github.com/lambdaworks/scurl-detector,https://github.com/lambdaworks/scurl-detector,Apache-2.0,2021-06-08 09:33:41,2023-03-30 19:29:38,2023-03-30 19:27:19,73,7.0,1.0,8,63.0,1.0,9.0,15,2023-01-31 11:47:26,1.0.1,1.0,Scala library that detects and extracts URLs from text.,5.0,9,True,3,,,io.lambdaworks:scurl-detector_2.13,https://search.maven.org/artifact/io.lambdaworks/scurl-detector_2.13,,,,,,
183,Freasy-Monad,Thangiee/Freasy-Monad,toolkits,https://github.com/Thangiee/Freasy-Monad,https://github.com/Thangiee/Freasy-Monad,MIT,2016-09-05 06:07:02,2018-06-15 23:31:10,2018-06-15 23:31:09,94,,7.0,7,1.0,,11.0,114,,,,Easy way to create Free Monad using Scala macros with first-class Intellij support.,4.0,8,False,3,,,,,,,,,,
184,shade,monix/shade,db-clients,https://github.com/monix/shade,https://github.com/monix/shade,MIT,2013-06-24 11:30:05,2021-03-18 23:25:57,2018-03-24 04:39:05,133,,18.0,11,43.0,9.0,15.0,108,,,,Memcached client for Scala.,12.0,8,False,3,,,,,,,,,,
185,morpheus,outworkers/morpheus,db-clients,https://github.com/outworkers/morpheus,https://github.com/outworkers/morpheus,,2015-09-03 10:48:15,2019-06-12 10:57:50,2019-06-12 10:57:47,217,,4.0,5,18.0,,,101,2016-04-11 09:47:33,"org=com.websudos,name=morpheus,version=0.2.7",2.0,Reactive type-safe Scala driver for SQL databases.,5.0,8,False,3,,,,,,,,,,
186,pagelets,splink/pagelets,web-frameworks,https://github.com/splink/pagelets,https://github.com/splink/pagelets,Apache-2.0,2016-10-03 17:48:28,2022-01-31 22:50:46,2022-01-31 22:49:47,138,,6.0,9,7.0,,5.0,77,,,,A module for the Play Framework to build highly modular applications.,,8,True,3,,,,,,,,,,
187,scalarelational,outr/scalarelational,db-clients,https://github.com/outr/scalarelational,https://github.com/outr/scalarelational,,2013-11-01 17:14:15,2019-03-06 15:28:00,2019-03-06 15:27:46,520,,8.0,12,39.0,15.0,49.0,58,,,,"Type-Safe framework for defining, modifying, and querying SQL databases.",7.0,8,False,3,,,,,,,,,,
188,jam,yakivy/jam,di,https://github.com/yakivy/jam,https://github.com/yakivy/jam,MIT,2021-02-12 09:59:54,2023-04-05 13:29:25,2023-04-05 13:29:21,41,2.0,3.0,3,2.0,,8.0,53,,,,Incredibly simple DI Scala library.,4.0,8,True,3,,,,,True,,,,,
189,ninny-json,nrktkt/ninny-json,json,https://github.com/nrktkt/ninny-json,https://github.com/nrktkt/ninny-json,Unlicense,2020-07-10 17:01:21,2023-02-23 01:02:32,2023-01-12 01:12:25,93,1.0,4.0,2,45.0,4.0,3.0,20,2023-01-12 01:12:50,0.7.3,25.0,JSON typeclasses that know the difference between null and absent fields.,2.0,8,True,3,,,,,,,,,,
190,scala-phash,poslegm/scala-phash,media,https://github.com/poslegm/scala-phash,https://github.com/poslegm/scala-phash,MIT,2017-03-17 05:59:47,2020-07-22 10:26:17,2020-07-22 10:26:09,73,,3.0,1,3.0,,5.0,16,2019-06-10 22:19:24,1.2.2,5.0,Image comparison by hash codes.,3.0,8,False,3,,,,,True,,,,,
191,analogweb-scala,analogweb/analogweb-scala,web-frameworks,https://github.com/analogweb/analogweb-scala,https://github.com/analogweb/analogweb-scala,MIT,2013-12-19 15:49:54,2022-08-13 08:21:27,2022-07-19 14:14:08,414,,2.0,3,17.0,1.0,26.0,13,,,,Tiny High Performance HTTP Server for Scala.,4.0,8,False,3,,,,,,,,,,
192,lamma,maxcellent/lamma,toolkits,https://github.com/maxcellent/lamma,https://github.com/maxcellent/lamma,,2014-05-26 15:37:29,2020-05-25 08:37:51,2020-05-25 08:37:50,230,,18.0,7,1.0,,13.0,91,,,,Lamma schedule generator for Scala is a professional schedule generation library for periodic schedules like fixed..,,7,False,3,,,,,,,,,,
193,scala-sql,wangzaixiang/scala-sql,db-clients,https://github.com/wangzaixiang/scala-sql,https://github.com/wangzaixiang/scala-sql,,2012-05-29 01:09:15,2022-12-02 01:38:57,2022-12-02 01:38:43,125,,17.0,9,1.0,,2.0,88,2019-01-04 03:19:55,2.0.7,3.0,scala SQL api.,5.0,7,False,3,,,,,,,,,,
194,chromaprint.scala,mgdigital/chromaprint.scala,media,https://github.com/mgdigital/Chromaprint.scala,https://github.com/mgdigital/Chromaprint.scala,,2019-05-06 21:36:41,2019-07-04 12:53:08,2019-07-04 12:52:59,162,,6.0,3,9.0,1.0,,85,,,,Chromaprint/AcoustID audio fingerprinting for the JVM.,,7,False,3,,,,,True,,,,,
195,sbt-json,battermann/sbt-json,json,https://github.com/battermann/sbt-json,https://github.com/battermann/sbt-json,MIT,2017-08-16 16:28:39,2018-05-29 20:34:36,2018-05-29 20:33:52,104,,3.0,4,6.0,1.0,4.0,32,,,,"sbt plugin that generates Scala case classes for easy, statically typed and implicit access of JSON data e.g. from API..",2.0,7,False,3,,,,,,,,,,
196,etcd4s,mingchuno/etcd4s,db-clients,https://github.com/mingchuno/etcd4s,https://github.com/mingchuno/etcd4s,MIT,2017-11-17 11:26:19,2023-03-25 02:53:11,2022-03-07 09:38:29,84,,4.0,2,50.0,3.0,1.0,31,,,,Scala etcd client implementing V3 APIs.,4.0,7,True,3,,,,,,,,,,
197,kvs,zero-deps/kvs,db-clients,https://github.com/zero-deps/kvs,https://github.com/zero-deps/kvs,,2019-08-09 21:21:29,2023-03-26 22:14:33,2022-09-01 22:23:42,770,,2.0,6,4.0,,11.0,19,2022-06-24 23:03:51,6.1,2.0,Highly available distributed strong eventual consistent and sequentially consistent storage with feeds and search.,16.0,7,False,3,,,,,,,,,,
198,jefe,outr/jefe,http,https://github.com/outr/jefe,https://github.com/outr/jefe,MIT,2016-03-23 13:45:36,2020-01-17 23:50:29,2020-01-17 23:49:36,203,,,3,1.0,8.0,13.0,8,,,,"Manages installation, updating, downloading, launching, error reporting, and more for your application.",,7,False,3,,,,,True,,,,,
199,mapperdao,kostaskougios/mapperdao,db-clients,https://github.com/kostaskougios/mapperdao,https://github.com/kostaskougios/mapperdao,,2015-03-13 23:38:56,2018-05-14 17:34:31,2018-05-14 17:34:27,2004,,4.0,2,4.0,3.0,6.0,14,,,,A Scala ORM library.,10.0,6,False,3,,,,,,,,,,
200,fm-flatfile,frugalmechanic/fm-flatfile,csv-yaml,https://github.com/frugalmechanic/fm-flatfile,https://github.com/frugalmechanic/fm-flatfile,Apache-2.0,2014-04-23 20:49:52,2021-02-25 19:31:29,2021-02-25 19:17:19,104,,3.0,5,3.0,3.0,,10,,,,Scala Library for Reading Flat File Data (CSV/TSV/XLS/XLSX).,2.0,6,False,3,,,,,,,,,,
201,sclasner,xitrum-framework/sclasner,di,https://github.com/xitrum-framework/sclasner,https://github.com/xitrum-framework/sclasner,MIT,2011-09-09 04:48:43,2019-11-16 00:08:39,2019-11-16 00:08:30,66,,,4,,,3.0,10,,,,Scala classpath scanner.,5.0,6,False,3,,,,,True,,,,,
202,freedsl,ISCPIF/freedsl,toolkits,https://github.com/ISCPIF/freedsl,https://github.com/ISCPIF/freedsl,,2016-10-27 16:19:11,2018-09-12 13:19:12,2018-09-12 13:18:57,208,,1.0,7,1.0,,,37,,,,Practical effect composition library based on abstract wrapping type and the free monad.,2.0,5,False,3,,,,,,,,,,
203,frontier,zero-deps/frontier,http,https://github.com/zero-deps/frontier,https://github.com/zero-deps/frontier,,2020-10-02 14:06:05,2022-09-13 13:27:13,2022-09-13 13:27:09,123,,3.0,5,4.0,,4.0,8,,,,"Fast, efficient, pure-functional, effect-free websocket, http and udp server, http client and telegram bot.",6.0,5,False,3,,,,,True,,,,,
204,json,nestorpersist/json,json,https://github.com/nestorpersist/json,https://github.com/nestorpersist/json,,2012-11-17 19:43:13,2018-03-09 04:32:45,2016-12-16 16:48:10,115,,8.0,5,10.0,,2.0,11,,,,"Persist-Json, a Fast Json Parser Written in Scala.",2.0,3,False,3,,,,,,,,,,
