,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,trending
64,chimney,scalalandio/chimney,toolkits,https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2025-06-10 10:11:55,2025-06-10 10:11:55,1560.0,35.0,107.0,19.0,513.0,9.0,208.0,1217,2025-05-27 10:40:17,1.8.1,,,46.0,"Scala library for boilerplate-free, type-safe data transformations.",,,45.0,21,True,2,"['scala3', 'scalajs']",,,,,,
65,scalatest,scalatest/scalatest,test,https://github.com/scalatest/scalatest,https://github.com/scalatest/scalatest,Apache-2.0,2013-04-07 21:55:49,2025-06-06 22:46:40,2025-06-06 22:46:34,7461.0,24.0,337.0,53.0,1586.0,525.0,343.0,1161,2024-06-26 00:41:22,release-3.2.19,,,41.0,A testing tool for Scala and Java developers.,,,67.0,21,True,2,"['scala3', 'scalajs']",,,,,,
66,scrimage,sksamuel/scrimage,media,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2025-04-18 05:17:45,2025-04-18 05:17:20,1327.0,4.0,139.0,43.0,98.0,6.0,201.0,1123,2025-04-18 05:16:41,4.3.1,,,37.0,"JVM - Java, Kotlin, Scala image processing library.",,,58.0,21,True,1,,,,,,,
67,jsoniter-scala,plokhotnyuk/jsoniter-scala,json,https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2025-06-12 11:18:39,2025-06-12 11:20:56,5227.0,130.0,107.0,20.0,930.0,92.0,274.0,779,2025-06-09 18:56:05,2.36.4,,,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs + circe booster.,1.0,1.0,29.0,21,True,2,"['scala3', 'scalajs']",,,,,,
68,bootzooka,softwaremill/bootzooka,others,https://github.com/softwaremill/bootzooka,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05,2025-06-12 00:04:59,2025-06-12 00:04:57,3884.0,57.0,152.0,58.0,1386.0,12.0,108.0,765,2022-07-27 13:33:11,1.0.4,,,4.0,"Simple project to quickly start developing a Scala-based microservice or web application, without the need to write..",,,73.0,21,True,1,,,,,,,
69,airframe,wvlet/airframe,di,https://github.com/wvlet/airframe,https://github.com/wvlet/airframe,Apache-2.0,2016-08-14 07:00:12,2025-06-11 12:04:32,2025-06-07 08:13:48,4777.0,65.0,69.0,18.0,3312.0,109.0,552.0,643,2025-06-07 07:34:08,2025.1.14,,,100.0,Essential Building Blocks for Scala.,,,57.0,21,True,1,"['scala3', 'scalajs']",,,,,,
70,izumi,7mind/izumi,di,https://github.com/7mind/izumi,https://github.com/7mind/izumi,BSD-2-Clause,2017-11-03 10:39:42,2025-06-09 19:22:54,2025-06-09 19:22:33,4775.0,47.0,68.0,19.0,1764.0,59.0,408.0,624,2025-06-09 21:02:11,1.2.18,,,94.0,Productivity-oriented collection of lightweight fancy stuff for Scala toolchain.,,,34.0,21,True,1,"['scala3', 'scalajs']",,,,,,1.0
71,laika,typelevel/Laika,csv-yaml,https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2025-06-09 14:16:35,2025-06-09 14:16:29,4090.0,43.0,51.0,9.0,450.0,16.0,223.0,438,2025-04-01 15:13:46,1.3.2,,,44.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",,,27.0,21,True,1,"['scala3', 'scalajs']",,,,,,1.0
72,mdoc,scalameta/mdoc,sbt,https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2025-06-02 08:44:17,2025-06-02 02:14:56,1501.0,44.0,84.0,9.0,776.0,61.0,150.0,402,2025-04-15 08:38:23,2.7.1,,,79.0,Typechecked markdown documentation for Scala.,,,57.0,21,True,1,['scala3'],,,,,,
73,scalaz,scalaz/scalaz,toolkits,https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2025-06-09 21:56:24,2025-06-09 21:56:22,7419.0,16.0,702.0,205.0,2342.0,158.0,424.0,4673,,,,,,Principled Functional Programming in Scala.,,,248.0,20,False,2,"['scala3', 'scalajs']",,,,,,
74,summingbird,twitter/summingbird,bigdata,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793.0,,267.0,288.0,494.0,163.0,134.0,2137,2016-06-23 21:16:10,0.11.0-RC1,,,24.0,Streaming MapReduce with Scalding and Storm.,,,45.0,20,False,3,,,,,,,
75,sbt-assembly,sbt/sbt-assembly,sbt,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2025-03-13 04:04:41,2025-03-13 04:04:41,684.0,,224.0,49.0,191.0,110.0,258.0,1956,2025-01-20 01:16:48,2.3.1,,,23.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,,,85.0,20,True,1,,,,,,,
76,monix,monix/monix,reactive,https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2024-08-12 23:48:38,2023-10-17 17:17:02,1694.0,,246.0,58.0,1264.0,142.0,577.0,1932,2022-05-07 18:40:42,3.4.1,,,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",,,113.0,20,False,1,"['scala3', 'scalajs']",,,,,,
77,spire,typelevel/spire,sci,https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2025-06-07 04:13:00,2025-06-07 03:09:28,2999.0,2.0,243.0,64.0,969.0,151.0,272.0,1770,2022-06-17 15:55:07,0.18.0,,,4.0,Powerful new number types and numeric abstractions for Scala.,,,106.0,20,True,2,"['scala3', 'scalajs']",,,,,,
78,Binding.scala,ThoughtWorksInc/Binding.scala,web-frameworks,https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2025-06-08 00:10:15,2025-03-31 01:04:58,1677.0,19.0,108.0,112.0,470.0,38.0,64.0,1584,2023-01-26 04:19:51,12.2.0,,,82.0,Reactive data-binding for Scala.,,,25.0,20,True,2,"['scala3', 'scalajs']",,,,,,
79,pureconfig,pureconfig/pureconfig,others,https://github.com/pureconfig/pureconfig,https://github.com/pureconfig/pureconfig,MPL-2.0,2015-08-29 17:05:50,2025-06-10 13:04:54,2025-06-10 13:04:53,2301.0,35.0,179.0,22.0,1518.0,50.0,263.0,1511,,,,,,A boilerplate-free library for loading configuration files.,,,89.0,20,True,1,['scala3'],,,,,,
80,json4s,json4s/json4s,json,https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2025-06-11 12:10:26,2025-06-11 11:32:07,1947.0,19.0,331.0,63.0,1243.0,168.0,262.0,1488,,,,,,JSON library.,,,148.0,20,True,2,"['scala3', 'scalajs']",,,,,,
81,geotrellis,locationtech/geotrellis,others,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2025-04-23 18:31:07,2025-04-23 18:31:07,2497.0,9.0,364.0,101.0,2263.0,243.0,1069.0,1361,2025-04-23 12:17:03,3.8.0,,,24.0,GeoTrellis is a geographic data processing engine for high performance applications.,,,96.0,20,False,1,,,,,,,
82,macwire,softwaremill/macwire,di,https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2025-06-12 00:31:02,2025-06-12 00:31:00,869.0,14.0,79.0,56.0,275.0,55.0,73.0,1296,2025-01-27 09:46:19,2.6.6,,,24.0,"Zero-cost, compile-time, type-safe dependency injection library.",,,46.0,20,True,2,"['scala3', 'scalajs']",,,,,,
83,scodec,scodec/scodec,data,https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2025-05-08 12:09:28,2025-05-08 11:50:20,1517.0,14.0,107.0,29.0,519.0,6.0,71.0,814,2025-05-08 12:09:29,1.11.11,,,9.0,Scala combinator library for working with binary data.,,,63.0,20,True,1,"['scala3', 'scalajs']",,,,,,
84,specs2,etorreborre/specs2,test,https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2025-06-09 19:55:47,2025-06-09 19:55:47,4844.0,21.0,216.0,29.0,666.0,3.0,664.0,734,2024-10-15 08:58:26,SPECS2-4.20.9,,,77.0,Software Specifications for Scala.,,,97.0,20,False,2,"['scala3', 'scalajs']",,,,,,
85,avro4s,sksamuel/avro4s,data,https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2025-06-01 00:05:02,2025-06-01 00:05:02,1584.0,8.0,238.0,24.0,483.0,27.0,367.0,723,2024-12-02 02:18:02,5.0.14,,,8.0,Avro schema generation and serialization / deserialization for Scala.,,,109.0,20,True,1,['scala3'],,,,,,
86,sbt-eclipse,sbt/sbt-eclipse,sbt,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2025-06-05 06:32:12,2025-06-05 06:32:12,470.0,11.0,171.0,49.0,172.0,78.0,203.0,720,2023-12-15 13:52:51,6.2.0,,,4.0,Plugin for sbt to create Eclipse project definitions.,,,41.0,20,True,1,,,,,,,
87,twirl,playframework/twirl,templating,https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2025-06-10 08:25:46,2025-06-05 21:52:28,1437.0,29.0,111.0,37.0,833.0,36.0,80.0,557,2025-02-23 23:30:08,2.0.8,,,27.0,Twirl is Plays default template engine.,,,56.0,20,True,1,"['scala3', 'scalajs']",,,,,,
88,scapegoat,scapegoat-scala/scapegoat,development-cycle,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2025-05-29 11:57:19,2025-05-29 11:57:19,1462.0,10.0,94.0,19.0,704.0,53.0,210.0,542,2025-05-11 20:47:48,3.1.9,,,37.0,Scala compiler plugin for static code analysis.,,,68.0,20,True,3,,,,,,,
89,scalamock,paulbutcher/scalamock,test,https://github.com/scalamock/scalamock,https://github.com/scalamock/scalamock,MIT,2011-10-24 21:32:02,2025-06-04 14:32:55,2025-06-04 14:32:55,933.0,45.0,103.0,19.0,415.0,2.0,242.0,537,2025-04-30 13:04:37,7.3.2,,,29.0,Native Scala mocking framework.,,,40.0,20,True,2,['scalajs'],,,,,scalamock/scalamock,
90,scribe,outr/scribe,toolkits,https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2025-06-08 00:23:33,2025-04-04 15:04:10,1569.0,25.0,44.0,7.0,534.0,17.0,154.0,529,2025-04-04 15:04:35,3.16.1,,,51.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,,,21.0,20,True,2,"['scala3', 'scalajs']",,,,,,
91,munit,scalameta/munit,test,https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2025-06-09 13:57:00,2025-06-09 13:55:24,1257.0,63.0,97.0,13.0,787.0,41.0,130.0,451,2025-04-29 17:21:56,1.1.1,,,52.0,Scala testing library with actionable errors and extensible APIs.,,,61.0,20,True,2,"['scala3', 'scalajs']",,,,,,
92,udash-core,UdashFramework/udash-core,web-frameworks,https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2025-06-11 16:42:53,2025-06-11 16:33:24,3775.0,92.0,37.0,19.0,1242.0,33.0,88.0,449,2025-06-11 16:53:40,0.18.0,,,31.0,Scala framework for building beautiful and maintainable web applications.,2.0,2.0,44.0,20,True,2,['scalajs'],,,,,,
93,scalaxb,eed3si9n/scalaxb,http,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2025-03-14 03:30:17,2025-03-14 03:30:14,1385.0,,159.0,22.0,240.0,161.0,289.0,341,2025-02-06 04:40:32,1.12.2,,,23.0,scalaxb is an XML data binding tool for Scala.,,,70.0,20,True,2,,,,,,,
94,stryker4s,stryker-mutator/stryker4s,test,https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2025-06-10 07:20:31,2025-06-10 07:20:31,1668.0,52.0,37.0,6.0,1607.0,29.0,141.0,201,2025-05-11 10:29:58,0.18.0,,,47.0,Mutation testing for Scala.,,,36.0,20,True,2,['scala3'],,,,,,
95,breeze,scalanlp/breeze,sci,https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2024-08-29 06:08:38,2024-08-29 06:08:38,3747.0,,690.0,204.0,321.0,90.0,452.0,3457,,,,,,Breeze is/was a numerical processing library for Scala.,,,145.0,19,True,2,['scala3'],,,,,,
96,enumeratum,lloydmeta/enumeratum,toolkits,https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2025-05-23 12:50:30,2025-05-23 12:49:52,571.0,7.0,151.0,24.0,286.0,38.0,114.0,1205,2025-05-23 12:51:15,enumeratum-1.9.0,,,78.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",,,95.0,19,True,2,"['scala3', 'scalajs']",,,,,,
97,colossus,tumblr/colossus,web-frameworks,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,107.0,76.0,411.0,4.0,270.0,1143,2018-01-24 17:31:20,0.11.0,,,32.0,I/O and Microservice library for Scala.,,,29.0,19,False,2,,,,,,,
98,fastparse,com-lihaoyi/fastparse,parsers,https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2025-05-30 08:32:13,2025-01-14 13:25:06,962.0,,165.0,32.0,168.0,21.0,134.0,1110,2021-09-07 10:21:47,2.3.3,,,2.0,Writing Fast Parsers Fast in Scala.,,,54.0,19,True,1,"['scala3', 'scalajs']",,,,,,
99,phantom,outworkers/phantom,db-clients,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,187.0,73.0,512.0,21.0,403.0,1049,2020-08-10 21:50:24,2.59.0,,,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",,,51.0,19,False,2,,,,,,,
100,scrooge,twitter/scrooge,data,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2025-04-02 01:10:55,2025-04-02 01:10:55,1860.0,1.0,247.0,161.0,192.0,44.0,143.0,797,2022-12-26 14:40:41,scrooge-22.12.0,,,77.0,A Thrift parser/generator.,,,234.0,19,True,2,,,,,,,
101,upickle,com-lihaoyi/upickle,data,https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2025-05-29 20:24:27,2025-05-18 07:06:21,937.0,8.0,168.0,16.0,355.0,29.0,285.0,746,2025-05-18 06:22:12,4.2.1,,,31.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",,,60.0,19,True,2,"['scala3', 'scalajs']",,,,,,
102,skinny-framework,skinny-framework/skinny-framework,web-frameworks,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,73.0,43.0,287.0,20.0,134.0,737,2022-12-14 08:24:58,4.0.1,13364.0,101.0,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,4.0,4.0,32.0,19,False,2,,,,,,,
103,scala-parser-combinators,scala/scala-parser-combinators,parsers,https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2025-06-10 05:08:18,2025-06-10 05:08:18,1103.0,16.0,131.0,32.0,467.0,24.0,99.0,667,2024-04-18 04:36:44,2.4.0,,,19.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",,,70.0,19,True,1,"['scala3', 'scalajs']",,,,,,
104,sbt-release,sbt/sbt-release,sbt,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2025-06-09 22:57:03,2025-06-07 22:49:35,611.0,11.0,162.0,24.0,300.0,86.0,102.0,652,2024-01-23 01:19:43,1.4.0,,,5.0,A release plugin for sbt.,,,66.0,19,True,2,,,,,,,
105,eff,atnos-org/eff,toolkits,https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2025-06-09 21:55:11,2025-06-09 21:54:47,1401.0,41.0,79.0,19.0,859.0,3.0,65.0,588,2025-04-27 10:55:30,8.0.0,,,78.0,Eff monad for cats - https://atnos-org.github.io/eff.,,,43.0,19,True,2,"['scala3', 'scalajs']",,,,,,
106,sparta,Stratio/sparta,bigdata,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,192.0,136.0,1360.0,9.0,534.0,526,2017-05-31 09:56:04,1.5.0,,,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,,,41.0,19,False,3,,,,,,,
107,jackson-module-scala,FasterXML/jackson-module-scala,json,https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2025-06-09 01:16:30,2025-06-09 01:14:49,1865.0,58.0,142.0,27.0,230.0,50.0,468.0,504,,,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,,,61.0,19,True,2,['scala3'],,,,,,
108,mima,lightbend/mima,sbt,https://github.com/lightbend-labs/mima,https://github.com/lightbend-labs/mima,Apache-2.0,2012-05-24 14:08:57,2025-06-10 15:23:42,2025-06-10 15:23:41,1645.0,14.0,71.0,16.0,640.0,31.0,190.0,472,2024-08-09 02:29:56,1.1.4,,,33.0,A tool for catching binary incompatibility in Scala.,,,49.0,19,True,2,['scala3'],,,,,lightbend-labs/mima,
109,ox,softwaremill/ox,toolkits,https://github.com/softwaremill/ox,https://github.com/softwaremill/ox,Apache-2.0,2023-01-18 14:28:30,2025-06-10 07:54:02,2025-06-10 07:53:56,631.0,36.0,30.0,26.0,265.0,18.0,46.0,441,2025-06-02 09:36:43,0.6.0,,,55.0,Safe direct-style concurrency and resiliency for Scala on the JVM.,,,27.0,19,True,2,['scala3'],,,,,,
110,zio-json,zio/zio-json,json,https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2025-06-11 04:53:06,2025-06-11 04:53:06,828.0,52.0,147.0,19.0,1245.0,74.0,119.0,421,2025-05-10 11:22:09,0.7.43,,,76.0,"Fast, secure JSON library with tight ZIO integration.",,,73.0,19,True,2,"['zio', 'scala3', 'scalajs']",,,,,,
111,cornichon,agourlay/cornichon,test,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2025-06-11 13:04:03,2025-06-11 13:04:03,3516.0,32.0,29.0,12.0,765.0,5.0,155.0,229,2025-01-25 08:30:57,0.22.0,,,79.0,Testing tool in Scala for HTTP JSON API.,,,19.0,19,True,3,,,,,,,
112,play-ws,playframework/play-ws,http,https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2025-06-10 08:40:52,2025-06-10 08:40:52,1257.0,36.0,87.0,14.0,887.0,76.0,83.0,225,2025-02-23 13:09:06,3.0.7,,,34.0,"Standalone Play WS, an async HTTP client with fluent API.",,,50.0,19,True,2,"['scala3', 'play']",,,,,,
113,openai-scala-client,cequence-io/openai-scala-client,sci,https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2025-06-12 16:59:42,2025-06-12 16:59:41,1012.0,79.0,27.0,10.0,50.0,8.0,41.0,225,2025-04-24 11:00:17,1.2.0,,,18.0,Scala client for OpenAI API and other major LLM providers.,6.0,,9.0,19,True,2,['scala3'],io.cequence:openai-scala-client_2.13,https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2025-04-23 14:42:04,6.0,,
114,bleep,oyvindberg/bleep,development-cycle,https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2025-05-19 07:21:05,2025-05-19 07:21:05,816.0,3.0,24.0,11.0,337.0,59.0,61.0,167,2025-01-16 20:30:24,0.0.12,11072.0,291.0,38.0,A bleeping fast scala build tool!.,,,21.0,19,True,3,['scala3'],,,,,,
115,scalatra,scalatra/scalatra,web-frameworks,https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2025-06-08 00:37:55,2025-06-08 00:37:55,4203.0,41.0,340.0,81.0,1392.0,71.0,381.0,2652,,,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",,,138.0,18,False,3,['scala3'],,,,,,
116,async,scala/scala-async,toolkits,https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2025-06-10 15:28:03,2025-06-10 15:28:03,794.0,9.0,92.0,54.0,278.0,12.0,76.0,1155,2021-09-09 21:50:20,1.0.1,,,21.0,An asynchronous programming facility for Scala.,,,28.0,18,True,3,['scalajs'],,,,,,
117,cassovary,twitter/cassovary,toolkits,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503.0,,150.0,159.0,155.0,33.0,48.0,1049,2015-03-18 21:37:14,5.1.0,,,5.0,Cassovary is a simple big graph processing library for the JVM.,,,30.0,18,False,3,,,,,,,
118,bidmach,biddata/bidmach,bigdata,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,86.0,61.0,67.0,90.0,914,2017-03-26 04:20:02,1.1.2,,,9.0,CPU and GPU-accelerated Machine Learning Library.,,,45.0,18,False,3,,,,,,,
119,ReactiveMongo,ReactiveMongo/ReactiveMongo,db-clients,https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2025-05-07 12:13:55,2025-05-07 12:13:55,1412.0,1.0,232.0,53.0,994.0,15.0,373.0,851,2020-01-03 02:08:23,0.20.0,,,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",,,90.0,18,True,2,['scala3'],,,,,,
120,quicklens,softwaremill/quicklens,toolkits,https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2025-06-07 00:09:50,2025-01-31 14:48:00,531.0,,53.0,41.0,230.0,34.0,35.0,838,2025-01-31 14:59:52,1.9.12,,,33.0,Modify deeply nested case class fields.,,,27.0,18,True,3,"['scala3', 'scalajs']",,,,,,
121,sbt-scoverage,scoverage/sbt-scoverage,sbt,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2025-03-20 19:32:27,2025-03-20 19:32:27,826.0,1.0,159.0,28.0,328.0,39.0,232.0,652,2025-02-20 17:17:28,2.3.1,,,47.0,sbt plugin for scoverage.,,,77.0,18,True,2,,,,,,,
122,testcontainers-scala,testcontainers/testcontainers-scala,test,https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2025-06-06 15:30:36,2025-06-06 15:30:36,783.0,29.0,129.0,17.0,355.0,80.0,76.0,648,2025-03-11 01:35:45,0.43.0,,,6.0,Docker containers for testing in scala.,,,90.0,18,True,3,['scala3'],,,,,,
123,metrics-scala,erikvanoosten/metrics-scala,others,https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2025-06-09 18:29:35,2025-06-09 18:29:35,2441.0,12.0,60.0,12.0,509.0,1.0,74.0,427,2019-06-04 12:08:41,4.0.6,,,12.0,The scala API for Dropwizards Metrics.,,,90.0,18,True,1,['scala3'],,,,,,
124,play-json,playframework/play-json,json,https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2025-06-10 10:59:52,2025-06-08 12:56:07,1434.0,10.0,138.0,16.0,1028.0,53.0,98.0,365,2024-06-17 10:21:07,3.0.4,,,24.0,The Play JSON library.,,,68.0,18,True,2,"['scala3', 'scalajs', 'play']",,,,,,
125,mockito-scala,mockito/mockito-scala,test,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2025-05-29 06:57:19,2025-05-29 06:43:12,914.0,15.0,60.0,16.0,439.0,25.0,102.0,358,2025-05-29 06:57:19,2.0.0,,,51.0,Mockito for Scala language.,,,31.0,18,True,3,,,,,,,
126,scanamo,scanamo/scanamo,db-clients,https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2025-01-11 10:08:16,2025-01-11 10:08:14,2198.0,,125.0,33.0,1613.0,53.0,170.0,320,2024-11-05 15:41:17,3.0.0,,,25.0,Simpler DynamoDB access for Scala.,,,96.0,18,True,2,['scala3'],,,,,,
127,sbt-microsites,47degrees/sbt-microsites,sbt,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2025-06-02 05:13:16,2024-04-29 05:19:30,1290.0,,61.0,49.0,695.0,17.0,122.0,320,2023-11-10 13:36:09,1.4.4,,,79.0,An sbt plugin to create awesome microsites for your project.,,,76.0,18,True,2,,,,,,,
128,sbt-ci-release,sbt/sbt-ci-release,sbt,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2025-06-10 05:11:45,2025-06-10 05:11:45,579.0,34.0,79.0,10.0,294.0,9.0,83.0,299,2025-06-02 01:30:57,1.11.1,,,37.0,sbt plugin to automate Sonatype releases from GitHub Actions.,,,66.0,18,True,2,,,,,,,
129,pulsar4s,CleverCloud/pulsar4s,db-clients,https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2025-05-24 00:13:59,2025-05-24 00:13:37,776.0,20.0,45.0,12.0,650.0,23.0,43.0,230,2025-05-23 16:20:23,2.12.0,,,9.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",,,27.0,18,True,2,['scala3'],,,,,,
130,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2025-06-09 01:43:15,2025-06-09 01:43:13,341.0,17.0,47.0,9.0,300.0,1.0,72.0,216,2025-01-16 20:15:58,2.5.4,,,27.0,sbt plugin for Scalafmt.,,,30.0,18,True,2,,,,,,,
