,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,trending
12,finagle,twitter/finagle,distributed,https://github.com/twitter/finagle,https://github.com/twitter/finagle,Apache-2.0,2010-10-19 22:10:09,2025-06-05 12:10:44,2025-06-05 12:10:43,8208.0,6.0,1451.0,550.0,550.0,62.0,357.0,8825,2024-05-07 19:46:22,finagle-24.5.0,,,84.0,"A fault tolerant, protocol-agnostic RPC system.",21.0,21.0,533.0,27,True,2,,,,,,,
13,bigdl,intel-analytics/bigdl,sci,https://github.com/intel/ipex-llm,https://github.com/intel/ipex-llm,Apache-2.0,2016-08-29 07:59:50,2025-06-11 02:08:44,2025-06-09 01:03:17,4099.0,87.0,1313.0,257.0,10263.0,1175.0,1756.0,8014,2025-04-09 06:51:51,0.1.0-mas,691.0,7.0,22.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM,..",,,116.0,27,True,1,,,,,,intel/ipex-llm,
14,scio,spotify/scio,bigdata,https://github.com/spotify/scio,https://github.com/spotify/scio,Apache-2.0,2015-03-26 19:07:34,2025-06-12 16:11:55,2025-06-12 14:46:02,5537.0,43.0,518.0,113.0,4398.0,139.0,1175.0,2602,2025-05-07 14:32:00,0.14.17,11854.0,133.0,100.0,A Scala API for Apache Beam and Google Cloud Dataflow.,,,256.0,27,True,2,,,,,,,
15,metals,scalameta/metals,development-cycle,https://github.com/scalameta/metals,https://github.com/scalameta/metals,Apache-2.0,2017-11-03 14:18:53,2025-06-11 09:55:27,2025-06-11 09:41:36,9523.0,223.0,375.0,47.0,5114.0,270.0,1891.0,2203,2025-06-06 10:05:32,1.6.0,31.0,0.0,73.0,Scala language server with rich IDE features.,,,222.0,27,True,2,['scala3'],,,,,,
16,scalameta,scalameta/scalameta,toolkits,https://github.com/scalameta/scalameta,https://github.com/scalameta/scalameta,BSD-3-Clause,2014-06-16 23:00:32,2025-06-05 19:21:25,2025-06-05 19:21:25,9071.0,45.0,231.0,41.0,2980.0,131.0,1152.0,1137,2025-05-14 08:28:40,4.13.6,,,100.0,"Library to read, analyze, transform and generate Scala programs.",3.0,3.0,130.0,27,True,1,['scalajs'],,,,,,
17,bloop,scalacenter/bloop,development-cycle,https://github.com/scalacenter/bloop,https://github.com/scalacenter/bloop,Apache-2.0,2017-11-11 09:39:34,2025-06-09 13:19:15,2025-06-09 13:14:34,6004.0,76.0,205.0,24.0,1889.0,101.0,669.0,917,2025-05-07 15:41:39,2.0.10,230226.0,2586.0,76.0,"Bloop is a build server and CLI tool to compile, test and run Scala fast from any editor or build tool.",,,152.0,27,True,2,['scalajs'],,,,,,
18,smile,haifengl/smile,sci,https://github.com/haifengl/smile,https://github.com/haifengl/smile,,2014-11-20 16:28:12,2025-06-07 20:58:21,2025-06-07 15:23:43,4721.0,38.0,1137.0,268.0,175.0,9.0,636.0,6194,2025-03-04 00:30:41,4.3.0,12698.0,114.0,32.0,Statistical Machine Intelligence & Learning Engine.,21.0,21.0,71.0,26,False,1,['scala3'],,,,,,
19,cats,typelevel/cats,toolkits,https://github.com/typelevel/cats,https://github.com/typelevel/cats,,2015-01-28 20:26:48,2025-06-08 03:25:46,2025-06-08 03:21:44,7116.0,40.0,1213.0,183.0,3497.0,246.0,1002.0,5324,2025-01-20 19:03:39,2.13.0,,,67.0,"Lightweight, modular, and extensible library for functional programming.",20.0,20.0,570.0,26,False,1,"['scala3', 'scalajs']",,,,,,
20,shapeless,milessabin/shapeless,toolkits,https://github.com/milessabin/shapeless,https://github.com/milessabin/shapeless,Apache-2.0,2011-12-18 13:36:38,2025-06-10 07:42:58,2025-06-10 07:42:58,2765.0,8.0,531.0,100.0,1002.0,29.0,384.0,3402,2025-03-02 21:41:46,2.3.13,,,10.0,Generic programming for Scala.,144.0,144.0,156.0,26,True,1,"['scala3', 'scalajs']",,,,,,
21,http4s,http4s/http4s,http,https://github.com/http4s/http4s,https://github.com/http4s/http4s,Apache-2.0,2012-03-12 04:41:20,2025-06-10 23:13:59,2025-06-09 07:41:20,17845.0,55.0,801.0,74.0,6110.0,343.0,1164.0,2580,2024-12-04 18:16:06,0.23.30,,,100.0,"A minimal, idiomatic Scala interface for HTTP.",,,478.0,26,True,1,"['scala3', 'scalajs']",,,,,,
22,elastic4s,sksamuel/elastic4s,db-clients,https://github.com/Philippus/elastic4s,https://github.com/Philippus/elastic4s,Apache-2.0,2013-06-10 20:23:57,2025-06-10 07:47:39,2025-06-10 06:47:57,5147.0,65.0,683.0,73.0,2319.0,8.0,1168.0,1640,2025-06-10 07:39:30,9.0.0,,,66.0,"Elasticsearch Scala Client - Reactive, Non Blocking, Type Safe, HTTP Client.",,,418.0,26,True,1,['scala3'],com.sksamuel.elastic4s:elastic4s_2.13,https://search.maven.org/artifact/com.sksamuel.elastic4s/elastic4s_2.13,,,Philippus/elastic4s,
23,tapir,softwaremill/tapir,http,https://github.com/softwaremill/tapir,https://github.com/softwaremill/tapir,Apache-2.0,2018-12-09 16:43:49,2025-06-12 01:00:22,2025-06-12 01:00:20,9632.0,180.0,438.0,42.0,3707.0,175.0,785.0,1409,2025-05-28 17:42:06,1.11.33,,,100.0,Rapid development of self-documenting APIs.,,,328.0,26,True,1,"['scala3', 'scalajs']",,,,,,-1.0
24,scalapb,scalapb/scalapb,data,https://github.com/scalapb/ScalaPB,https://github.com/scalapb/ScalaPB,Apache-2.0,2014-10-02 01:11:41,2025-06-11 16:55:54,2025-06-10 01:47:36,2681.0,43.0,288.0,42.0,1296.0,49.0,586.0,1317,2024-10-01 03:15:46,1.0.0-alpha.1,592978.0,5757.0,100.0,Protocol buffer compiler for Scala.,,,132.0,26,True,1,"['scala3', 'scalajs']",,,,,,1.0
25,tinylog,tinylog-org/tinylog,logging,https://github.com/tinylog-org/tinylog,https://github.com/tinylog-org/tinylog,Apache-2.0,2012-09-13 11:21:42,2025-06-12 05:09:06,2025-06-05 18:17:30,1286.0,34.0,82.0,12.0,553.0,39.0,221.0,746,2024-01-31 20:36:31,2.7.0,67925.0,534.0,83.0,"tinylog is a lightweight logging framework for Java, Kotlin, Scala, and Android.",1766.0,1766.0,23.0,26,True,1,,,,,,,
26,Snowplow,snowplow/snowplow,sci,https://github.com/snowplow/snowplow,https://github.com/snowplow/snowplow,Apache-2.0,2012-03-01 13:02:21,2025-06-04 15:51:26,2025-05-28 14:53:40,6753.0,2.0,1189.0,265.0,496.0,57.0,3906.0,6927,2022-01-31 21:28:26,22.01,7445.0,52.0,85.0,The leader in Customer Data Infrastructure.,21.0,21.0,106.0,25,True,2,,,,,,,-1.0
27,scala-js,scala-js/scala-js,scala-js,https://github.com/scala-js/scala-js,https://github.com/scala-js/scala-js,Apache-2.0,2013-02-18 16:33:55,2025-06-08 16:25:09,2025-06-08 16:25:09,7623.0,86.0,395.0,144.0,2894.0,54.0,2227.0,4644,2025-04-21 08:51:34,1.19.0,,,31.0,"Scala.js, the Scala to JavaScript compiler.",,,106.0,25,True,1,['scalajs'],,,,,,
28,ammonite,com-lihaoyi/ammonite,toolkits,https://github.com/com-lihaoyi/Ammonite,https://github.com/com-lihaoyi/Ammonite,MIT,2015-01-13 07:34:38,2025-04-20 14:08:12,2025-04-20 14:08:12,2889.0,2.0,372.0,62.0,807.0,149.0,706.0,2626,2025-02-17 19:04:34,3.0.2,990672.0,10213.0,100.0,Scala Scripting.,,,147.0,25,True,2,['scala3'],,,,,,-1.0
29,doobie,tpolecat/doobie,db-clients,https://github.com/typelevel/doobie,https://github.com/typelevel/doobie,MIT,2013-11-25 07:25:20,2025-06-12 10:00:26,2025-06-12 10:00:26,3919.0,91.0,365.0,66.0,1680.0,123.0,452.0,2194,2025-04-18 10:15:47,1.0.0-RC9,,,23.0,Functional JDBC layer for Scala.,,,191.0,25,True,1,['scala3'],,,,,typelevel/doobie,
30,sttp,softwaremill/sttp,http,https://github.com/softwaremill/sttp,https://github.com/softwaremill/sttp,Apache-2.0,2017-06-30 15:15:07,2025-06-11 00:34:28,2025-06-03 06:35:09,6087.0,113.0,322.0,38.0,2123.0,16.0,451.0,1477,2025-06-02 15:37:33,4.0.8,,,100.0,The Scala HTTP client you always wanted!.,,,229.0,25,True,2,"['scala3', 'scalajs']",,,,,,
31,eclair,acinq/eclair,others,https://github.com/ACINQ/eclair,https://github.com/ACINQ/eclair,Apache-2.0,2015-08-19 11:47:01,2025-06-12 15:17:08,2025-06-11 10:56:06,2773.0,38.0,266.0,87.0,2232.0,50.0,718.0,1297,2025-03-11 15:43:28,0.12.0,47462.0,479.0,40.0,A scala implementation of the Lightning Network.,,,53.0,25,True,1,,,,,,,-1.0
32,scalikejdbc,scalikejdbc/scalikejdbc,db-clients,https://github.com/scalikejdbc/scalikejdbc,https://github.com/scalikejdbc/scalikejdbc,Apache-2.0,2011-11-18 06:56:36,2025-06-12 13:05:25,2025-06-11 07:35:11,3463.0,21.0,230.0,57.0,2002.0,35.0,456.0,1272,2025-05-24 13:20:40,4.3.3,,,53.0,A tidy SQL-based DB access library for Scala developers. This library naturally wraps JDBC APIs and provides you easy-..,27.0,,115.0,25,True,1,['scala3'],org.scalikejdbc:scalikejdbc_2.13,https://search.maven.org/artifact/org.scalikejdbc/scalikejdbc_2.13,2025-05-24 13:09:51,27.0,,
33,scala-cli,VirtusLab/scala-cli,development-cycle,https://github.com/VirtusLab/scala-cli,https://github.com/VirtusLab/scala-cli,Apache-2.0,2021-05-10 12:29:24,2025-06-12 11:00:07,2025-06-11 22:42:19,4779.0,182.0,145.0,19.0,2606.0,320.0,750.0,603,2025-06-04 13:05:35,1.8.1,2038445.0,44314.0,69.0,"Scala CLI is a command-line tool to interact with the Scala language. It lets you compile, run, test, and package your..",,,99.0,25,True,2,['scala3'],,,,,,
34,slick,slick/slick,db-clients,https://github.com/slick/slick,https://github.com/slick/slick,BSD-2-Clause,2009-02-20 22:51:53,2025-06-11 12:37:47,2025-06-07 22:06:50,3602.0,40.0,614.0,140.0,1707.0,429.0,957.0,2661,2025-05-16 02:45:30,3.6.1,,,24.0,Slick (Scala Language Integrated Connection Kit) is a modern database query and access library for Scala.,,,207.0,24,True,1,['scala3'],,,,,,
35,fs2,typelevel/fs2,reactive,https://github.com/typelevel/fs2,https://github.com/typelevel/fs2,,2013-03-06 17:34:15,2025-06-09 13:24:55,2025-06-06 19:16:58,10059.0,72.0,620.0,83.0,2798.0,116.0,671.0,2405,2025-03-24 18:17:31,3.12.0,,,100.0,"Compositional, streaming I/O library for Scala.",,,331.0,24,False,1,"['scala3', 'scalajs']",,,,,,
36,sangria,sangria-graphql/sangria,others,https://github.com/sangria-graphql/sangria,https://github.com/sangria-graphql/sangria,Apache-2.0,2015-07-05 21:29:30,2025-06-11 14:03:21,2025-06-11 13:58:58,2353.0,45.0,219.0,61.0,741.0,63.0,413.0,1963,2025-06-11 08:15:32,4.2.10,,,95.0,Scala GraphQL implementation.,,,68.0,24,True,1,['scala3'],,,,,,1.0
37,sbt-native-packager,sbt/sbt-native-packager,sbt,https://github.com/sbt/sbt-native-packager,https://github.com/sbt/sbt-native-packager,Apache-2.0,2011-12-20 02:04:49,2025-06-02 13:10:20,2025-06-02 13:10:20,1778.0,16.0,446.0,53.0,870.0,151.0,675.0,1600,2025-02-04 18:44:00,1.11.1,,,100.0,sbt Native Packager.,,,279.0,24,True,1,,,,,,,
38,quill,zio/zio-quill,db-clients,https://github.com/zio/zio-quill,https://github.com/zio/zio-quill,Apache-2.0,2015-07-20 22:15:04,2025-06-12 00:17:11,2025-05-26 14:05:18,3688.0,12.0,348.0,59.0,2214.0,304.0,764.0,2158,2024-11-24 07:07:50,4.8.5,,,11.0,Compile-time Language Integrated Queries for Scala.,,,151.0,23,True,1,"['zio', 'scala3', 'scalajs']",,,,,,
39,pekko,apache/incubator-pekko,distributed,https://github.com/apache/pekko,https://github.com/apache/pekko,Apache-2.0,2022-10-31 08:40:39,2025-06-09 01:02:26,2025-06-08 06:32:04,27558.0,50.0,164.0,54.0,1394.0,147.0,269.0,1371,,,,,,"Build highly concurrent, distributed, and resilient message-driven applications using Java/Scala.",,,1078.0,23,True,2,['scala3'],,,,,apache/pekko,
40,akka-http,akka/akka-http,http,https://github.com/akka/akka-http,https://github.com/akka/akka-http,,2016-08-19 11:33:36,2025-05-30 12:25:47,2025-05-26 13:49:42,4532.0,13.0,594.0,72.0,2520.0,584.0,1394.0,1336,2025-04-30 12:43:45,10.7.1,,,67.0,The Streaming-first HTTP server/module of Akka.,,,359.0,23,False,2,['scala3'],,,,,,
41,argonaut,argonaut-io/argonaut,json,https://github.com/argonaut-io/argonaut,https://github.com/argonaut-io/argonaut,BSD-3-Clause,2012-12-09 12:11:48,2025-06-08 00:57:30,2025-06-08 00:53:34,1797.0,20.0,108.0,24.0,843.0,28.0,169.0,547,2024-06-01 22:47:08,6.3.10,,,17.0,Purely functional JSON parser and library in scala.,50.0,,66.0,23,True,1,"['scala3', 'scalajs']",io.argonaut:argonaut_2.13,https://search.maven.org/artifact/io.argonaut/argonaut_2.13,2024-06-01 22:47:08,50.0,,
42,scalding,twitter/scalding,bigdata,https://github.com/twitter/scalding,https://github.com/twitter/scalding,Apache-2.0,2012-01-10 16:22:08,2023-05-28 19:18:59,2023-05-28 19:18:59,4195.0,,707.0,318.0,1384.0,316.0,329.0,3517,2017-12-22 20:23:36,0.17.4,,,17.0,A Scala API for Cascading.,,,212.0,22,False,2,,,,,,,
43,finatra,twitter/finatra,web-frameworks,https://github.com/twitter/finatra,https://github.com/twitter/finatra,Apache-2.0,2012-02-16 23:55:29,2025-04-21 03:10:58,2025-04-21 03:10:57,2660.0,5.0,410.0,210.0,270.0,16.0,309.0,2269,2022-12-26 14:40:15,finatra-22.12.0,,,92.0,"Fast, testable, Scala services built on TwitterServer and Finagle.",,,260.0,22,True,1,,,,,,,
44,scalacheck,typelevel/scalacheck,test,https://github.com/typelevel/scalacheck,https://github.com/typelevel/scalacheck,BSD-3-Clause,2011-05-26 11:44:12,2025-06-09 07:40:42,2025-06-09 07:40:40,2221.0,13.0,407.0,56.0,766.0,68.0,291.0,1948,2024-09-15 19:14:39,1.18.1,,,13.0,Property-based testing for Scala.,,,147.0,22,True,1,"['scala3', 'scalajs']",,,,,,
45,giter8,foundweekends/giter8,development-cycle,https://github.com/foundweekends/giter8,https://github.com/foundweekends/giter8,Apache-2.0,2010-08-10 04:08:48,2025-06-12 18:20:48,2025-06-12 18:20:47,1443.0,13.0,224.0,68.0,680.0,51.0,231.0,1747,2024-12-14 06:17:37,0.17.0,,,19.0,a command line tool to apply templates defined on GitHub.,,,85.0,22,True,2,,,,,,,
46,refined,fthomas/refined,toolkits,https://github.com/fthomas/refined,https://github.com/fthomas/refined,MIT,2015-05-10 16:23:16,2025-06-09 18:07:42,2025-06-09 18:07:42,3411.0,30.0,154.0,23.0,1149.0,73.0,149.0,1721,2024-12-27 11:46:38,0.11.3,,,71.0,Refinement types for Scala.,,,79.0,22,True,2,"['scala3', 'scalajs']",,,,,,
47,Monocle,optics-dev/monocle,toolkits,https://github.com/optics-dev/Monocle,https://github.com/optics-dev/Monocle,MIT,2014-01-17 19:49:22,2025-06-09 21:54:01,2025-06-09 21:54:00,2258.0,12.0,206.0,54.0,1136.0,51.0,334.0,1676,2024-08-09 09:12:26,3.3.0,,,10.0,Optics library for Scala.,,,126.0,22,True,2,"['scala3', 'scalajs']",,,,,,
48,finch,finagle/finch,http,https://github.com/finagle/finch,https://github.com/finagle/finch,Apache-2.0,2014-04-15 12:17:44,2025-06-09 18:16:09,2025-06-09 18:16:09,2417.0,14.0,221.0,59.0,1370.0,42.0,369.0,1605,2022-09-16 18:19:38,0.34.0,,,61.0,Scala combinator library for building Finagle HTTP services.,,,128.0,22,True,2,,,,,,,
49,wartremover,wartremover/wartremover,development-cycle,https://github.com/wartremover/wartremover,https://github.com/wartremover/wartremover,Apache-2.0,2013-01-05 11:29:26,2025-06-12 12:10:42,2025-06-12 12:10:40,1569.0,89.0,114.0,31.0,1010.0,106.0,247.0,1100,2020-02-25 04:42:44,2.4.5,748.0,6.0,27.0,Flexible Scala code linting tool.,,,89.0,22,True,2,['scala3'],,,,,,
50,scalafix,scalacenter/scalafix,development-cycle,https://github.com/scalacenter/scalafix,https://github.com/scalacenter/scalafix,BSD-3-Clause,2016-08-08 11:45:19,2025-06-09 06:44:57,2025-06-07 07:38:32,4050.0,91.0,187.0,27.0,1549.0,75.0,640.0,852,2025-05-08 18:53:30,0.14.3,39.0,0.0,76.0,Refactoring and linting tool for Scala.,,,113.0,22,True,2,['scalajs'],,,,,,
51,slick-pg,tminglei/slick-pg,db-clients,https://github.com/tminglei/slick-pg,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40,2025-06-10 08:03:39,2025-06-10 08:03:39,1371.0,16.0,181.0,22.0,385.0,117.0,280.0,842,2025-06-02 14:35:36,0.23.1,,,96.0,Slick extensions for PostgreSQL.,,,96.0,22,True,2,,,,,,,
52,nussknacker,touk/nussknacker,bigdata,https://github.com/TouK/nussknacker,https://github.com/TouK/nussknacker,Apache-2.0,2017-06-29 14:09:57,2025-06-12 18:03:12,2025-06-12 13:54:48,7347.0,197.0,99.0,36.0,7751.0,101.0,403.0,691,2024-11-22 14:01:13,1.18.0,578.0,6.0,53.0,Low-code tool for automating actions on real time data | Stream processing for the users.,,,86.0,22,True,2,,,,,,,
53,zeppelin,apache/zeppelin,sci,https://github.com/apache/zeppelin,https://github.com/apache/zeppelin,Apache-2.0,2015-03-25 07:00:06,2025-06-12 10:21:20,2025-06-12 10:19:56,5469.0,20.0,2806.0,304.0,4944.0,178.0,,6496,,,,,,"Web-based notebook that enables data-driven, interactive data analytics and collaborative documents with SQL, Scala..",,,561.0,21,True,2,,,,,,,
54,spark-notebook,spark-notebook/spark-notebook,sci,https://github.com/spark-notebook/spark-notebook,https://github.com/spark-notebook/spark-notebook,Apache-2.0,2014-09-05 19:35:25,2023-05-16 16:06:37,2021-03-30 08:57:25,2326.0,,654.0,187.0,484.0,208.0,307.0,3151,2017-07-23 14:44:02,0.8.3,,,18.0,Interactive and Reactive Data Science using Scala and Spark.,,,84.0,21,False,2,,,,,,,
55,util,twitter/util,toolkits,https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2025-06-03 17:10:56,2025-06-03 17:10:55,3148.0,6.0,583.0,224.0,197.0,14.0,111.0,2717,2022-12-26 14:38:56,util-22.12.0,,,81.0,Wonderful reusable code from Twitter.,,,325.0,21,True,2,['scala3'],,,,,,
56,lagom,lagom/lagom,distributed,https://github.com/lagom/lagom,https://github.com/lagom/lagom,Apache-2.0,2016-02-23 01:51:06,2023-08-14 13:43:48,2023-08-14 13:43:48,2427.0,,634.0,147.0,2275.0,455.0,642.0,2633,2021-12-14 11:16:46,1.6.7,,,49.0,Reactive Microservices for the JVM.,,,149.0,21,False,2,,,,,,,
57,spray-json,spray/spray-json,json,https://github.com/spray/spray-json,https://github.com/spray/spray-json,Apache-2.0,2011-05-06 21:31:38,2024-01-10 20:17:55,2021-12-09 19:21:31,331.0,,564.0,36.0,156.0,97.0,116.0,2500,2020-11-11 13:05:44,1.3.6,,,3.0,"A lightweight, clean and simple JSON implementation in Scala.",155.0,,48.0,21,False,2,,io.spray:spray-json_2.13,https://search.maven.org/artifact/io.spray/spray-json_2.13,2020-11-10 13:18:28,155.0,,
58,algebird,twitter/algebird,sci,https://github.com/twitter/algebird,https://github.com/twitter/algebird,Apache-2.0,2012-08-02 17:24:42,2024-08-19 21:31:41,2024-02-24 18:39:07,1905.0,,345.0,230.0,975.0,108.0,172.0,2297,2023-07-10 21:51:16,0.13.10,,,30.0,Abstract Algebra for Scala.,,,116.0,21,True,2,,,,,,,
59,scalajs-react,japgolly/scalajs-react,scala-js,https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2025-04-20 19:15:04,2024-12-16 14:32:01,3211.0,,231.0,62.0,574.0,27.0,512.0,1652,2024-07-11 04:13:26,2.1.2,,,66.0,Facebooks React on Scala.JS.,,,82.0,21,True,2,"['scala3', 'scalajs']",,,,,,
60,skunk,typelevel/skunk,db-clients,https://github.com/typelevel/skunk,https://github.com/typelevel/skunk,MIT,2018-09-21 06:46:41,2025-06-08 00:57:12,2025-03-25 19:13:54,2167.0,32.0,166.0,28.0,1054.0,92.0,71.0,1608,2024-05-11 13:18:29,0.6.4,,,40.0,A data access library for Scala + Postgres.,,,92.0,21,True,2,"['scala3', 'scalajs']",,,,,,
61,spark-testing-base,holdenk/spark-testing-base,test,https://github.com/holdenk/spark-testing-base,https://github.com/holdenk/spark-testing-base,Apache-2.0,2015-01-30 22:23:59,2025-01-14 19:29:56,2025-01-14 19:29:56,786.0,,357.0,74.0,242.0,105.0,119.0,1534,2023-04-25 21:17:13,1.4.3,,,4.0,Base classes to use when writing tests with Spark.,44.0,44.0,61.0,21,True,2,,,,,,,
62,alpakka-kafka,akka/alpakka-kafka,bigdata,https://github.com/akka/alpakka-kafka,https://github.com/akka/alpakka-kafka,,2014-12-30 15:30:02,2025-06-09 18:53:24,2025-06-09 18:53:24,1881.0,19.0,385.0,75.0,1309.0,122.0,438.0,1415,2025-05-15 09:51:03,7.0.3,,,67.0,"Alpakka Kafka connector - Alpakka is a Reactive Enterprise Integration library for Java and Scala, based on Reactive..",,,132.0,21,False,2,['scala3'],,,,,,
63,framework,lift/framework,web-frameworks,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2024-11-21 03:39:28,2024-11-18 01:50:31,3936.0,,278.0,103.0,540.0,135.0,1351.0,1271,2021-10-08 15:12:09,3.5.0-release,,,53.0,Lift Framework.,,,120.0,21,True,2,,,,,,,
