,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,github_release_downloads,monthly_downloads,updated_github_id,trending
137,rediscala,etaty/rediscala,,db-clients,,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2024-05-07 19:31:37,2019-10-17 08:36:11,414.0,,135.0,40.0,101.0,74.0,83.0,789,2019-06-23 15:29:14,1.9.0,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",,,32.0,17,,,,False,2,,,,
138,sbt-jmh,sbt/sbt-jmh,,sbt,,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2024-06-17 17:32:27,2024-06-17 17:32:23,319.0,6.0,88.0,25.0,158.0,28.0,70.0,786,2023-12-11 13:31:01,0.4.7,8.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",,,51.0,17,,,,True,2,,,,
139,sbt-updates,rtimush/sbt-updates,,sbt,,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2024-05-08 04:11:09,2024-03-04 08:18:28,622.0,,55.0,22.0,309.0,13.0,66.0,755,2022-05-30 08:03:01,0.6.3,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,,,29.0,17,,,,True,2,,,,
140,scala-scraper,ruippeixotog/scala-scraper,,others,['scala3'],https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2024-06-15 00:41:36,2024-06-15 00:41:36,712.0,12.0,105.0,27.0,428.0,8.0,53.0,712,2017-07-21 21:40:45,2.0.0,5.0,A Scala library for scraping content from HTML pages.,,,15.0,17,,,,True,2,,,,
141,unfiltered,unfiltered/unfiltered,,web-frameworks,['scala3'],https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2024-06-14 20:34:36,2024-06-14 20:34:35,2896.0,13.0,114.0,25.0,1129.0,73.0,146.0,709,,,,A toolkit for servicing HTTP requests in Scala.,,,88.0,17,,,,True,3,,,,
142,scallop,scallop/scallop,,others,"['scala3', 'scalajs']",https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2024-03-16 05:41:49,2024-03-16 05:38:45,605.0,,58.0,15.0,54.0,6.0,184.0,675,2024-03-16 05:44:32,5.1.0,27.0,a simple Scala CLI parsing library.,,,25.0,17,,,,True,2,,,,
143,scalafx,scalafx/scalafx,,others,['scala3'],https://github.com/scalafx/scalafx,https://github.com/scalafx/scalafx,,2014-05-18 14:12:15,2024-05-27 00:17:32,2024-04-02 23:47:33,2066.0,13.0,68.0,32.0,60.0,29.0,304.0,663,2024-04-02 23:54:19,.22.0.0-R33,33.0,ScalaFX simplifies creation of JavaFX-based user interfaces in Scala.,,,57.0,17,,,,False,2,271.0,2.0,,
144,decline,bkirwi/decline,,others,"['scala3', 'scalajs']",https://github.com/bkirwi/decline,https://github.com/bkirwi/decline,Apache-2.0,2016-10-23 00:30:19,2024-06-20 05:36:03,2024-06-20 05:36:03,820.0,23.0,70.0,9.0,464.0,44.0,61.0,639,2021-12-12 22:36:45,2.2.0,8.0,A composable command-line parser for Scala.,,,36.0,17,,,,True,2,,,,
145,freestyle,frees-io/freestyle,,toolkits,['scalajs'],https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526.0,,52.0,41.0,321.0,36.0,214.0,613,2018-06-07 10:17:38,0.8.2,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,,,45.0,17,,,,False,3,,,,
146,scalate,scalate/scalate,,templating,,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2024-06-13 11:49:08,2024-06-13 11:49:07,2752.0,24.0,105.0,22.0,620.0,36.0,35.0,608,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",,,74.0,17,,,,True,2,,,,
147,squeryl,squeryl/squeryl,,db-clients,['scala3'],https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2024-06-17 22:07:11,2024-06-17 22:07:05,1144.0,12.0,141.0,28.0,400.0,40.0,112.0,584,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,,,60.0,17,,,,True,2,,,,
148,korolev,fomkin/korolev,,web-frameworks,"['scala3', 'scalajs']",https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677.0,,50.0,21.0,227.0,16.0,224.0,579,2022-08-16 08:04:00,1.5.0,35.0,Single Page Applications running on the server side.,,,26.0,17,,,,True,3,,,,
149,sbt-buildinfo,sbt/sbt-buildinfo,,sbt,,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2024-03-20 07:02:11,2024-03-20 04:06:08,325.0,,88.0,21.0,100.0,18.0,88.0,545,2024-03-20 04:25:12,0.12.0,6.0,I know this because build.sbt knows this.,,,50.0,17,,,,True,2,,,,
150,play-swagger,iheartradio/play-swagger,,others,,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-11-10 07:27:13,2023-07-28 01:36:51,778.0,,130.0,24.0,438.0,22.0,160.0,404,2023-07-27 02:50:55,1.1.12,39.0,Swagger spec generator for play framework.,,,54.0,17,,,,True,2,,,,
151,sbt-sonatype,xerial/sbt-sonatype,,sbt,,https://github.com/xerial/sbt-sonatype,https://github.com/xerial/sbt-sonatype,Apache-2.0,2014-01-20 16:13:49,2024-06-19 20:15:49,2024-06-19 20:15:48,737.0,12.0,58.0,14.0,393.0,10.0,89.0,328,2023-11-16 05:04:23,3.10.0,9.0,A sbt plugin for publishing Scala/Java projects to the Maven central.,,,30.0,17,,,,True,2,,,,
152,scala-js-dom,scala-js/scala-js-dom,,scala-js,"['scala3', 'scalajs']",https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2024-06-19 20:55:00,2024-03-21 16:19:03,1535.0,,160.0,17.0,630.0,29.0,196.0,315,2023-09-28 01:09:16,2.8.0,10.0,Statically typed DOM API for Scala.js.,,,118.0,17,,,,False,2,,,,
153,scalismo,unibas-gravis/scalismo,,media,['scala3'],https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2024-06-13 15:05:43,2024-01-23 13:09:12,1839.0,,66.0,19.0,349.0,10.0,70.0,242,2023-07-04 08:48:44,0.92.0,7.0,Scalable Image Analysis and Shape Modelling.,,,23.0,17,,,,True,2,,,,
154,cats-parse,typelevel/cats-parse,,parsers,"['scala3', 'scalajs']",https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2024-06-14 21:47:42,2024-06-14 21:45:55,461.0,10.0,50.0,16.0,504.0,26.0,70.0,226,2023-11-07 04:19:52,1.0.0,15.0,A parsing library for the cats ecosystem.,,,36.0,17,,,,True,2,,,,
155,pulsar4s,CleverCloud/pulsar4s,,db-clients,['scala3'],https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2024-05-25 20:07:43,2024-02-09 10:19:06,748.0,,45.0,12.0,561.0,17.0,43.0,225,2024-02-09 10:35:33,2.9.1,6.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",,,24.0,17,,,,True,2,,,,
156,youi,outr/youi,,web-frameworks,['scalajs'],https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2024-06-09 00:40:26,2024-04-26 00:51:58,2716.0,16.0,29.0,16.0,312.0,22.0,41.0,209,2019-01-30 18:17:20,0.9.0,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",,,11.0,17,,,,True,3,,,,
157,sbt-scalafmt,scalameta/sbt-scalafmt,,sbt,,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2024-06-17 06:56:42,2024-06-17 06:56:42,287.0,12.0,42.0,9.0,245.0,4.0,66.0,191,2023-08-31 00:01:20,2.5.2,25.0,sbt plugin for Scalafmt.,,,28.0,17,,,,True,2,,,,
158,pekko-http,apache/incubator-pekko-http,,http,['scala3'],https://github.com/apache/pekko-http,https://github.com/apache/pekko-http,Apache-2.0,2022-10-31 08:43:27,2024-05-26 20:58:51,2024-05-26 20:58:51,4672.0,31.0,33.0,23.0,461.0,33.0,65.0,147,,,,The Streaming-first HTTP server/module of Apache Pekko.,,,362.0,17,,,,True,3,,,apache/pekko-http,
159,openmole,openmole/openmole,,sci,,https://github.com/openmole/openmole,https://github.com/openmole/openmole,AGPL-3.0,2014-10-08 09:37:00,2024-06-17 20:40:27,2024-06-17 20:39:41,14204.0,81.0,34.0,19.0,106.0,80.0,371.0,141,2023-10-07 13:16:27,16.0,5.0,Workflow engine for exploration of simulation models using high throughput computing.,,,48.0,17,,,,True,2,56.0,0.0,,
160,bleep,oyvindberg/bleep,,development-cycle,['scala3'],https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2024-06-16 11:42:59,2024-06-16 11:42:58,761.0,9.0,21.0,12.0,290.0,49.0,50.0,140,2024-06-16 10:58:32,0.0.4,30.0,A bleeping fast scala build tool!.,,,17.0,17,,,,True,3,5735.0,220.0,,1.0
161,sttp-oauth2,ocadotechnology/sttp-oauth2,com.ocadotechnology:sttp-oauth2_2.13,sec,,https://github.com/polyvariant/sttp-oauth2,https://github.com/polyvariant/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2024-06-14 20:33:19,2024-06-04 17:57:47,472.0,14.0,22.0,9.0,462.0,11.0,23.0,74,2024-05-21 18:14:15,0.19.1,34.0,OAuth2 client library implemented in Scala using sttp.,4.0,,14.0,17,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2024-05-12 18:38:37,4.0,True,1,,,polyvariant/sttp-oauth2,
162,play-googleauth,guardian/play-googleauth,,sec,,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2024-06-20 15:56:22,2024-06-20 15:56:22,572.0,57.0,11.0,60.0,227.0,10.0,,34,2024-06-20 15:56:21,8.0.2,21.0,Simple play module for authenticating against Google.,,,51.0,17,,,,True,1,,,,
163,ldbc,takapi327/ldbc,,db-clients,"['scala3', 'scalajs']",https://github.com/takapi327/ldbc,https://github.com/takapi327/ldbc,MIT,2023-02-06 11:15:08,2024-06-18 13:21:19,2024-06-18 13:10:02,3148.0,891.0,4.0,3.0,233.0,5.0,1.0,30,2024-06-20 12:51:06,0.3.0-beta4,17.0,ldbc is Pure functional JDBC layer with Cats Effect 3 and Scala 3.,,,4.0,17,,,,True,2,,,,
164,tensorflow_scala,eaplatanios/tensorflow_scala,,sci,,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260.0,,96.0,67.0,51.0,29.0,120.0,936,2020-10-08 19:13:41,0.5.6,11.0,TensorFlow API for the Scala Programming Language.,,,12.0,16,,,,False,3,,,,
165,squants,typelevel/squants,,sci,"['scala3', 'scalajs']",https://github.com/typelevel/squants,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32,2024-05-06 20:35:21,2024-01-08 23:25:53,829.0,,125.0,18.0,487.0,57.0,101.0,911,2021-08-26 20:15:30,1.8.3,17.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",,,63.0,16,,,,True,3,,,,
166,rxscala,reactivex/rxscala,,reactive,,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857.0,,121.0,58.0,122.0,2.0,85.0,885,2019-12-29 15:41:19,0.27.0,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,,,45.0,16,,,,False,2,,,,
167,figaro,charles-river-analytics/figaro,,sci,,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478.0,,158.0,85.0,303.0,122.0,332.0,756,2017-08-24 18:00:35,5.0.0.0,16.0,Figaro Programming Language and Core Libraries.,,,29.0,16,,,,False,3,2296.0,18.0,,
168,vegas,vegas-viz/vegas,,bigdata,,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237.0,,99.0,43.0,77.0,53.0,54.0,730,2017-07-25 22:34:25,0.3.11,8.0,The missing MatPlotLib for Scala + Spark.,,,21.0,16,,,,False,3,,,,
169,scalastyle,scalastyle/scalastyle,,development-cycle,,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629.0,,216.0,31.0,148.0,84.0,149.0,677,,,,scalastyle.,,,70.0,16,,,,False,3,,,,
170,scala-oauth2-provider,nulab/scala-oauth2-provider,,sec,,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-12-04 15:31:56,2023-12-04 15:31:51,268.0,,103.0,71.0,97.0,4.0,63.0,537,2023-10-16 02:00:21,1.6.0,28.0,OAuth 2.0 server-side implementation written in Scala.,,,28.0,16,,,,True,2,,,,
171,cask,com-lihaoyi/cask,,web-frameworks,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2024-06-11 19:14:41,2024-06-05 13:28:05,319.0,6.0,53.0,13.0,66.0,13.0,50.0,512,2024-05-18 06:26:58,0.9.3,79.0,Cask: a Scala HTTP micro-framework.,,,18.0,16,,,,False,3,23200.0,331.0,,
172,xitrum,xitrum-framework/xitrum,,web-frameworks,,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082.0,,52.0,39.0,36.0,56.0,600.0,449,,,,Async and clustered Scala web framework and HTTP(S) server.,,,31.0,16,,,,True,3,,,,
173,akka-http-session,softwaremill/akka-http-session,,sec,,https://github.com/softwaremill/akka-http-session,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05,2023-08-29 17:18:02,2023-08-29 17:17:55,272.0,,59.0,49.0,45.0,12.0,32.0,439,2023-08-29 17:27:28,0.7.1,9.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",,,24.0,16,,,,True,2,,,,
174,reboot,dispatch/reboot,,http,,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2023-02-02 15:22:17,2023-02-02 15:22:17,722.0,,105.0,35.0,135.0,5.0,98.0,423,2020-01-11 01:05:15,1.2.0,24.0,Scala wrapper for the Java AsyncHttpClient.,,,38.0,16,,,,True,3,,,,
175,xsbt-web-plugin,earldouglas/xsbt-web-plugin,,sbt,,https://github.com/earldouglas/xsbt-web-plugin,https://github.com/earldouglas/xsbt-web-plugin,BSD-3-Clause,2011-04-24 10:27:46,2024-06-09 20:53:14,2024-06-09 20:53:14,1079.0,13.0,99.0,19.0,637.0,13.0,247.0,384,,,,Servlet support for sbt.,,,33.0,16,,,,True,2,,,,
176,mockito-scala,mockito/mockito-scala,,test,,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2024-06-14 17:32:24,2024-04-02 06:17:29,893.0,1.0,58.0,17.0,408.0,33.0,97.0,350,2024-04-02 06:32:49,1.17.31,42.0,Mockito for Scala language.,,,31.0,16,,,,True,3,,,,
177,sbt-git,sbt/sbt-git,,sbt,,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2024-06-12 11:15:13,2022-11-22 08:24:38,313.0,,100.0,16.0,133.0,27.0,81.0,342,2022-12-05 16:20:46,2.0.1,7.0,A git plugin for sbt.,,,50.0,16,,,,False,2,,,,
178,each,ThoughtWorksInc/each,,toolkits,['scalajs'],https://github.com/ThoughtWorksInc/each,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00,2024-05-08 07:48:12,2023-02-03 06:45:06,739.0,,27.0,29.0,147.0,10.0,28.0,254,2023-02-03 06:24:22,3.3.2,3.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,,,15.0,16,,,,True,3,,,,
179,sbt-doctest,tkawachi/sbt-doctest,,sbt,,https://github.com/tkawachi/sbt-doctest,https://github.com/tkawachi/sbt-doctest,MIT,2014-06-10 15:46:12,2024-06-19 03:41:37,2024-06-19 03:41:37,729.0,16.0,28.0,11.0,409.0,15.0,47.0,182,2015-12-17 13:37:24,0.3.5,1.0,Doctest for scala.,,,26.0,16,,,,True,2,,,,
180,cilib,ciren/cilib,,others,,https://github.com/ciren/cilib,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13,2022-08-05 05:12:53,2022-08-05 05:08:44,2338.0,,102.0,23.0,267.0,7.0,54.0,123,2018-03-21 12:08:40,2.0.1,5.0,"Typesafe, purely functional Computational Intelligence.",,,26.0,16,,,,False,2,,,,
181,vertx-lang-scala,vert-x3/vertx-lang-scala,,reactive,,https://github.com/vert-x3/vertx-lang-scala,https://github.com/vert-x3/vertx-lang-scala,,2014-11-04 12:04:52,2024-06-20 01:32:11,2024-06-14 17:25:59,614.0,14.0,40.0,35.0,98.0,10.0,64.0,119,2024-06-09 22:23:52,4.5.8,3.0,Vert.x for Scala.,,,21.0,16,,,,False,2,14.0,4.0,,
182,rescala,rescala-lang/rescala,,reactive,"['scala3', 'scalajs']",https://github.com/rescala-lang/REScala,https://github.com/rescala-lang/REScala,Apache-2.0,2013-06-07 09:30:17,2024-06-20 09:04:40,2024-06-20 09:04:38,6347.0,391.0,28.0,15.0,37.0,,10.0,89,,,,REScala - distributed and reactive programming embedded in OO and FP programs.,,,33.0,16,,,,True,2,,,,
183,skuber,hagay3/skuber,,others,['scala3'],https://github.com/hagay3/skuber,https://github.com/hagay3/skuber,Apache-2.0,2021-03-11 23:49:41,2024-06-20 08:44:35,2024-06-20 08:44:35,1131.0,2.0,29.0,3.0,369.0,23.0,23.0,73,2024-03-04 12:13:20,4.0.3,21.0,A Scala Kubernetes client library.,,,66.0,16,,,,True,2,,,,
184,scalaj-http,scalaj/scalaj-http,,http,,https://github.com/scalaj/scalaj-http,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19,2022-04-03 21:19:24,2022-04-03 21:19:24,300.0,,121.0,43.0,84.0,28.0,112.0,976,2016-04-02 20:58:24,2.3.0,1.0,Simple scala wrapper for HttpURLConnection. OAuth included.,,,29.0,15,,,,False,3,,,,
185,simulacrum,typelevel/simulacrum,,toolkits,['scalajs'],https://github.com/typelevel/simulacrum,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30,2024-03-27 23:15:05,2024-03-26 15:58:56,433.0,3.0,60.0,34.0,163.0,30.0,45.0,937,2018-02-20 14:20:53,0.12.0,1.0,First class syntax support for type classes in Scala.,,,35.0,15,,,,True,3,,,,
186,nscala-time,nscala-time/nscala-time,,toolkits,"['scala3', 'scalajs']",https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2024-05-08 03:05:54,2024-05-07 04:44:56,665.0,5.0,79.0,27.0,269.0,6.0,49.0,867,,,,A new Scala wrapper for Joda Time based on scala-time.,,,26.0,15,,,,True,3,,,,
187,scalatags,com-lihaoyi/scalatags,,templating,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/scalatags,https://github.com/com-lihaoyi/scalatags,MIT,2012-11-01 21:35:17,2024-05-24 12:38:48,2024-04-15 02:49:54,608.0,5.0,116.0,37.0,139.0,35.0,111.0,747,,,,ScalaTags is a small XML/HTML construction library for Scala.,,,62.0,15,,,,True,3,,,,
188,sbt-docker,marcuslonnberg/sbt-docker,,sbt,,https://github.com/marcuslonnberg/sbt-docker,https://github.com/marcuslonnberg/sbt-docker,MIT,2014-01-12 19:43:03,2024-03-23 10:31:30,2023-08-24 05:50:14,380.0,,106.0,19.0,47.0,21.0,69.0,729,2023-08-24 05:54:18,1.11.0,9.0,Create Docker images directly from sbt.,,,27.0,15,,,,True,3,,,,
189,Laminar,raquo/Laminar,,scala-js,"['scala3', 'scalajs']",https://github.com/raquo/Laminar,https://github.com/raquo/Laminar,MIT,2017-04-06 06:06:49,2024-06-03 17:27:02,2024-05-17 22:24:23,622.0,10.0,46.0,24.0,39.0,23.0,78.0,728,,,,"Simple, expressive, and safe UI library for Scala.js.",,,14.0,15,,,,True,3,,,,
190,requests-scala,com-lihaoyi/requests-scala,,http,['scala3'],https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2024-06-16 17:25:23,2024-06-16 17:25:10,173.0,7.0,80.0,11.0,91.0,41.0,44.0,703,2024-06-16 17:31:14,0.9.0-RC1,9.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",,,32.0,15,,,,False,3,,,,
191,testcontainers-scala,testcontainers/testcontainers-scala,,test,['scala3'],https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2024-06-16 09:18:23,2024-05-29 20:30:44,700.0,5.0,125.0,20.0,209.0,67.0,72.0,621,2019-06-23 16:51:16,0.27.0,1.0,Docker containers for testing in scala.,,,83.0,15,,,,True,3,,,,
192,play2-auth,t2v/play2-auth,,sec,,https://github.com/t2v/play2-auth,https://github.com/t2v/play2-auth,Apache-2.0,2012-04-23 16:27:14,2019-09-10 09:34:53,2017-10-18 15:44:31,261.0,,148.0,62.0,80.0,23.0,97.0,620,2015-08-27 05:10:50,release0.14.1,8.0,Play2.x Authentication and Authorization module.,,,22.0,15,,,,False,3,,,,
193,scala-graph,scala-graph/scala-graph,,toolkits,['scalajs'],https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2024-06-18 07:19:20,2024-06-09 18:27:57,702.0,3.0,71.0,31.0,195.0,19.0,108.0,558,2022-05-28 07:23:56,1.13.5,1.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,,,18.0,15,,,,True,3,,,,
194,sbt-pack,xerial/sbt-pack,,sbt,,https://github.com/xerial/sbt-pack,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58,2024-06-19 20:21:30,2024-06-19 20:21:30,923.0,16.0,76.0,14.0,409.0,31.0,70.0,494,2024-05-08 00:59:29,0.20,15.0,A sbt plugin for creating distributable Scala packages.,,,38.0,15,,,,False,3,,,,
195,utest,com-lihaoyi/utest,,test,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,,2014-01-27 03:12:39,2024-06-14 14:54:00,2024-04-14 03:21:09,693.0,2.0,79.0,16.0,205.0,39.0,109.0,481,2024-04-14 03:34:35,0.8.3,10.0,A simple testing framework for Scala.,,,50.0,15,,,,False,3,,,,
196,weaver-test,disneystreaming/weaver-test,,test,"['scala3', 'scalajs']",https://github.com/disneystreaming/weaver-test,https://github.com/disneystreaming/weaver-test,,2020-04-24 17:21:55,2024-06-06 14:15:36,2024-03-26 14:13:39,687.0,2.0,47.0,10.0,638.0,43.0,83.0,432,2024-01-25 10:21:02,0.8.4,37.0,A test framework that runs everything in parallel.,,,39.0,15,,,,False,3,2314.0,48.0,,
197,play-pac4j,pac4j/play-pac4j,,sec,,https://github.com/pac4j/play-pac4j,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26,2024-06-18 05:02:59,2024-06-18 05:02:57,1004.0,22.0,102.0,25.0,492.0,1.0,,401,2023-11-15 08:16:36,play-pac4j-parent-12.0.0-PLAY2.8-RC1,1.0,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",,,49.0,15,,,,True,3,,,,
198,larray,xerial/larray,,toolkits,,https://github.com/xerial/larray,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50,2022-11-30 18:43:55,2022-11-25 09:52:48,465.0,,43.0,25.0,26.0,26.0,33.0,400,2016-12-14 04:07:48,0.4.0,3.0,Large off-heap arrays and mmap files for Scala and Java.,,,11.0,15,,,,False,3,,,,
199,atto,tpolecat/atto,,parsers,"['scala3', 'scalajs']",https://github.com/tpolecat/atto,https://github.com/tpolecat/atto,MIT,2013-09-04 20:34:40,2024-05-29 20:50:00,2022-07-07 03:03:10,588.0,,60.0,13.0,384.0,19.0,11.0,358,2021-05-14 18:36:22,0.9.5,2.0,friendly little parsers.,,,31.0,15,,,,False,3,,,,
200,tsec,jmcardon/tsec,,sec,['scala3'],https://github.com/jmcardon/tsec,https://github.com/jmcardon/tsec,MIT,2017-08-04 20:25:11,2021-11-26 17:57:19,2021-08-24 04:44:55,841.0,,55.0,10.0,332.0,65.0,55.0,350,2019-04-23 03:46:29,0.1.0,11.0,Type-safe general-cryptography library - https://jmcardon.github.io/tsec/.,,,30.0,15,,,,False,3,,,,
201,kantan.csv,nrinaudo/kantan.csv,,csv-yaml,['scalajs'],https://github.com/nrinaudo/kantan.csv,https://github.com/nrinaudo/kantan.csv,Apache-2.0,2015-07-22 06:51:22,2024-05-07 23:41:04,2022-09-06 14:24:02,1028.0,,35.0,10.0,199.0,45.0,134.0,346,2019-06-04 07:25:39,0.5.1,12.0,CSV handling library for Scala.,,,9.0,15,,,,False,2,,,,
202,scala-guice,codingwell/scala-guice,,di,['scala3'],https://github.com/codingwell/scala-guice,https://github.com/codingwell/scala-guice,Apache-2.0,2012-03-17 06:02:25,2023-05-13 19:14:00,2023-05-13 19:14:00,278.0,,44.0,13.0,44.0,12.0,49.0,340,2023-03-12 18:12:58,5.1.1,8.0,Scala extensions for Google Guice.,,,26.0,15,,,,True,2,,,,
203,scala-activerecord,aselab/scala-activerecord,,db-clients,,https://github.com/aselab/scala-activerecord,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31,2021-01-08 00:05:38,2021-01-08 00:05:30,513.0,,31.0,35.0,12.0,20.0,62.0,322,2020-10-07 00:17:01,0.6.1,8.0,ActiveRecord-like ORM library for Scala.,,,9.0,15,,,,False,2,,,,
204,scaldi,scaldi/scaldi,,di,,https://github.com/scaldi/scaldi,https://github.com/scaldi/scaldi,Apache-2.0,2010-05-17 17:14:02,2024-06-14 22:10:58,2022-06-08 15:18:06,506.0,,24.0,7.0,220.0,23.0,49.0,287,2021-07-27 19:27:16,0.6.2,16.0,Lightweight Scala Dependency Injection Library.,,,13.0,15,,,,False,2,,,,
