,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending
10,spark-nlp,johnsnowlabs/spark-nlp,sci,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44,2024-01-04 18:02:35,2024-01-01 17:27:18,8425.0,86.0,689.0,98.0,13103.0,39.0,803.0,3549,2024-01-01 18:58:43,5.2.2,,,100.0,State of the Art Natural Language Processing.,376.0,376.0,110.0,29,True,1,,,,,,
11,coursier,coursier/coursier,sbt,https://github.com/coursier/coursier,https://github.com/coursier/coursier,Apache-2.0,2015-06-16 18:32:53,2023-12-21 21:14:49,2023-12-21 20:35:20,4171.0,48.0,301.0,56.0,1821.0,364.0,718.0,1988,2023-11-22 13:49:39,2.1.8,10351406.0,195309.0,100.0,Pure Scala Artifact Fetching.,,,140.0,29,True,1,,['scalajs'],,,,
12,mill,com-lihaoyi/mill,development-cycle,https://github.com/com-lihaoyi/mill,https://github.com/com-lihaoyi/mill,MIT,2017-10-17 03:43:19,2024-01-04 00:55:34,2024-01-03 22:29:32,3306.0,64.0,320.0,46.0,1978.0,122.0,697.0,1936,2023-11-21 17:57:50,0.11.6,1327439.0,18696.0,100.0,Your shiny new Java/Scala build tool!.,,,208.0,29,True,2,,,,,,
13,gatling,gatling/gatling,test,https://github.com/gatling/gatling,https://github.com/gatling/gatling,Apache-2.0,2011-05-31 12:40:25,2023-12-25 09:02:59,2023-12-25 09:02:45,10342.0,129.0,1179.0,231.0,821.0,47.0,3638.0,6152,,,,,,Modern Load Testing as Code.,23.0,23.0,231.0,28,True,1,,,,,,
14,Snowplow,snowplow/snowplow,sci,https://github.com/snowplow/snowplow,https://github.com/snowplow/snowplow,Apache-2.0,2012-03-01 13:02:21,2023-12-14 12:04:23,2023-12-14 12:04:16,6709.0,22.0,1212.0,267.0,491.0,59.0,3904.0,6658,2022-01-31 21:28:26,22.01,5497.0,43.0,85.0,"The enterprise-grade behavioral data engine (web, mobile, server-side, webhooks), running cloud-natively on AWS and GCP.",21.0,21.0,102.0,27,True,1,,,,,,
15,scio,spotify/scio,bigdata,https://github.com/spotify/scio,https://github.com/spotify/scio,Apache-2.0,2015-03-26 19:07:34,2024-01-04 17:05:03,2024-01-04 17:05:03,5091.0,89.0,513.0,119.0,3887.0,142.0,1121.0,2506,2023-11-22 08:29:31,0.13.6,11229.0,140.0,100.0,A Scala API for Apache Beam and Google Cloud Dataflow.,,,217.0,27,True,2,,,,,,
16,http4s,http4s/http4s,http,https://github.com/http4s/http4s,https://github.com/http4s/http4s,Apache-2.0,2012-03-12 04:41:20,2024-01-04 11:21:49,2024-01-04 11:13:07,17303.0,105.0,792.0,73.0,5825.0,312.0,1144.0,2478,2024-01-03 18:56:05,0.23.25,,,100.0,"A minimal, idiomatic Scala interface for HTTP.",,,459.0,27,True,1,,"['scala3', 'scalajs']",,,,
17,circe,circe/circe,json,https://github.com/circe/circe,https://github.com/circe/circe,Apache-2.0,2015-07-31 15:12:09,2024-01-02 00:07:55,2023-11-22 19:16:49,2991.0,9.0,535.0,67.0,1682.0,157.0,411.0,2453,2023-08-31 00:05:46,0.14.6,,,69.0,Yet another JSON library for Scala.,478.0,,275.0,27,True,1,io.circe:circe-core_2.13,"['scala3', 'scalajs']",https://search.maven.org/artifact/io.circe/circe-core_2.13,2023-08-31 00:05:46,478.0,-1.0
18,metals,scalameta/metals,development-cycle,https://github.com/scalameta/metals,https://github.com/scalameta/metals,Apache-2.0,2017-11-03 14:18:53,2024-01-04 16:07:17,2024-01-02 12:53:55,8272.0,217.0,309.0,45.0,4018.0,280.0,1497.0,1970,2023-12-12 15:38:24,1.2.0,29.0,0.0,57.0,Scala language server with rich IDE features.,,,180.0,27,True,2,,['scala3'],,,,
19,tapir,softwaremill/tapir,http,https://github.com/softwaremill/tapir,https://github.com/softwaremill/tapir,Apache-2.0,2018-12-09 16:43:49,2024-01-04 00:44:06,2024-01-04 00:44:05,8595.0,285.0,378.0,48.0,2662.0,131.0,654.0,1257,2023-12-21 18:09:23,1.9.6,,,100.0,"Declarative, type-safe web endpoints library.",,,275.0,27,True,1,,"['scala3', 'scalajs']",,,,
20,cats,typelevel/cats,toolkits,https://github.com/typelevel/cats,https://github.com/typelevel/cats,,2015-01-28 20:26:48,2024-01-04 01:19:26,2023-12-16 08:37:19,6704.0,31.0,1247.0,184.0,3333.0,227.0,982.0,5100,2023-08-14 02:57:50,2.10.0,,,64.0,"Lightweight, modular, and extensible library for functional programming.",20.0,20.0,546.0,26,False,1,,"['scala3', 'scalajs']",,,,
21,ammonite,com-lihaoyi/ammonite,toolkits,https://github.com/com-lihaoyi/Ammonite,https://github.com/com-lihaoyi/Ammonite,MIT,2015-01-13 07:34:38,2023-11-26 22:44:23,2023-11-26 22:41:50,2744.0,4.0,367.0,65.0,582.0,124.0,681.0,2575,2023-09-28 05:09:12,2.5.11,888496.0,10577.0,100.0,Scala Scripting.,,,137.0,26,True,1,,['scala3'],,,,
22,scalapb,scalapb/scalapb,data,https://github.com/scalapb/ScalaPB,https://github.com/scalapb/ScalaPB,Apache-2.0,2014-10-02 01:11:41,2023-12-31 02:39:23,2023-12-31 02:39:23,2445.0,39.0,268.0,46.0,1061.0,16.0,552.0,1268,2023-10-17 23:52:06,0.11.14,438070.0,4978.0,100.0,Protocol buffer compiler for Scala.,,,123.0,26,True,1,,"['scala3', 'scalajs']",,,,
23,bloop,scalacenter/bloop,development-cycle,https://github.com/scalacenter/bloop,https://github.com/scalacenter/bloop,Apache-2.0,2017-11-11 09:39:34,2024-01-04 14:10:34,2024-01-04 14:07:59,5239.0,104.0,199.0,27.0,1497.0,123.0,598.0,865,2023-12-07 15:17:32,1.5.13,171442.0,2381.0,58.0,"Bloop is a build server and CLI tool to compile, test and run Scala fast from any editor or build tool.",,,141.0,26,True,2,,['scalajs'],,,,
24,scala-cli,VirtusLab/scala-cli,development-cycle,https://github.com/VirtusLab/scala-cli,https://github.com/VirtusLab/scala-cli,Apache-2.0,2021-04-23 10:35:04,2023-12-22 15:29:04,2023-12-22 08:02:58,3816.0,176.0,102.0,23.0,1838.0,179.0,570.0,461,2023-11-29 16:10:07,1.1.0,706936.0,24377.0,43.0,"Scala CLI is a command-line tool to interact with the Scala language. It lets you compile, run, test, and package your..",,,72.0,26,True,2,,['scala3'],,,,
25,shapeless,milessabin/shapeless,toolkits,https://github.com/milessabin/shapeless,https://github.com/milessabin/shapeless,Apache-2.0,2011-12-18 13:36:38,2023-12-17 10:21:54,2023-11-07 13:16:22,2702.0,6.0,538.0,104.0,927.0,34.0,381.0,3345,2022-09-12 22:32:36,2.3.10,,,7.0,Generic programming for Scala.,115.0,115.0,154.0,25,True,1,,"['scala3', 'scalajs']",,,,
26,doobie,tpolecat/doobie,db-clients,https://github.com/tpolecat/doobie,https://github.com/tpolecat/doobie,MIT,2013-11-25 07:25:20,2024-01-01 10:45:35,2024-01-01 10:45:31,3434.0,55.0,352.0,67.0,1426.0,147.0,391.0,2109,2023-11-19 20:22:28,1.0.0-RC5,,,19.0,Functional JDBC layer for Scala.,,,170.0,25,True,1,,['scala3'],,,,
27,elastic4s,sksamuel/elastic4s,db-clients,https://github.com/sksamuel/elastic4s,https://github.com/sksamuel/elastic4s,Apache-2.0,2013-06-10 20:23:57,2023-12-18 15:03:55,2023-12-18 14:55:13,4763.0,34.0,692.0,74.0,1828.0,21.0,1127.0,1629,2023-12-18 15:09:31,8.11.5,,,46.0,"Elasticsearch Scala Client - Reactive, Non Blocking, Type Safe, HTTP Client.",,,408.0,25,True,1,com.sksamuel.elastic4s:elastic4s_2.13,['scala3'],https://search.maven.org/artifact/com.sksamuel.elastic4s/elastic4s_2.13,,,
28,sttp,softwaremill/sttp,http,https://github.com/softwaremill/sttp,https://github.com/softwaremill/sttp,Apache-2.0,2017-06-30 15:15:07,2024-01-04 00:23:23,2023-12-12 00:33:36,5493.0,106.0,283.0,41.0,1626.0,62.0,360.0,1398,2023-12-04 10:40:45,4.0.0-M8,,,99.0,The Scala HTTP client you always wanted!.,,,201.0,25,True,2,,"['scala3', 'scalajs']",,,,
29,scalikejdbc,scalikejdbc/scalikejdbc,db-clients,https://github.com/scalikejdbc/scalikejdbc,https://github.com/scalikejdbc/scalikejdbc,Apache-2.0,2011-11-18 06:56:36,2023-12-29 11:49:27,2023-12-29 11:48:18,3275.0,35.0,225.0,59.0,1644.0,33.0,452.0,1250,2023-10-20 09:51:04,4.1.0,,,47.0,A tidy SQL-based DB access library for Scala developers. This library naturally wraps JDBC APIs and provides you easy-..,14.0,,104.0,25,True,1,org.scalikejdbc:scalikejdbc_2.13,['scala3'],https://search.maven.org/artifact/org.scalikejdbc/scalikejdbc_2.13,2023-10-20 09:32:40,14.0,
30,tinylog,tinylog-org/tinylog,logging,https://github.com/tinylog-org/tinylog,https://github.com/tinylog-org/tinylog,Apache-2.0,2012-09-13 11:21:42,2024-01-04 06:04:10,2024-01-01 19:25:18,1211.0,33.0,77.0,13.0,415.0,25.0,211.0,641,2023-05-13 21:12:43,2.6.2,31981.0,290.0,80.0,"tinylog is a lightweight logging framework for Java, Kotlin, Scala, and Android.",1284.0,1284.0,20.0,25,True,1,,,,,,
31,smile,haifengl/smile,sci,https://github.com/haifengl/smile,https://github.com/haifengl/smile,,2014-11-20 16:28:12,2023-11-01 02:30:38,2023-10-31 02:50:37,3139.0,3.0,1119.0,275.0,174.0,12.0,567.0,5862,2023-06-14 12:20:00,3.0.2,11027.0,117.0,25.0,Statistical Machine Intelligence & Learning Engine.,21.0,21.0,70.0,24,False,2,,['scala3'],,,,
32,scala-js,scala-js/scala-js,scala-js,https://github.com/scala-js/scala-js,https://github.com/scala-js/scala-js,Apache-2.0,2013-02-18 16:33:55,2024-01-03 09:38:30,2024-01-03 09:38:30,7163.0,16.0,435.0,147.0,2701.0,32.0,2173.0,4504,2023-12-29 14:48:15,1.15.0,,,25.0,"Scala.js, the Scala to JavaScript compiler.",,,102.0,24,True,1,,['scalajs'],,,,
33,slick,slick/slick,db-clients,https://github.com/slick/slick,https://github.com/slick/slick,BSD-2-Clause,2009-02-20 22:51:53,2024-01-04 07:00:25,2024-01-04 07:00:24,3331.0,48.0,617.0,147.0,1469.0,429.0,946.0,2627,2022-09-13 19:27:07,3.4.1,,,18.0,Slick (Scala Language Integrated Connection Kit) is a modern database query and access library for Scala.,,,202.0,24,True,1,,['scala3'],,,,
34,fs2,typelevel/fs2,reactive,https://github.com/typelevel/fs2,https://github.com/typelevel/fs2,,2013-03-06 17:34:15,2024-01-02 07:48:57,2023-12-23 14:26:28,9468.0,100.0,583.0,91.0,2625.0,93.0,651.0,2287,2023-11-06 13:23:33,3.9.3,,,100.0,"Compositional, streaming I/O library for Scala.",,,313.0,24,False,1,,"['scala3', 'scalajs']",,,,
35,eclair,acinq/eclair,others,https://github.com/ACINQ/eclair,https://github.com/ACINQ/eclair,Apache-2.0,2015-08-19 11:47:01,2024-01-04 17:15:58,2024-01-02 15:19:24,2578.0,24.0,254.0,90.0,1987.0,43.0,675.0,1192,2023-06-19 08:45:19,0.9.0,44252.0,539.0,37.0,A scala implementation of the Lightning Network.,,,50.0,24,True,1,,,,,,
36,scalameta,scalameta/scalameta,toolkits,https://github.com/scalameta/scalameta,https://github.com/scalameta/scalameta,BSD-3-Clause,2014-06-16 23:00:32,2024-01-04 14:13:44,2024-01-04 14:13:44,8094.0,117.0,221.0,39.0,2269.0,144.0,1047.0,1069,2023-12-29 19:57:32,4.8.15,,,100.0,"Library to read, analyze, transform and generate Scala programs.",3.0,3.0,118.0,24,True,2,,['scalajs'],,,,
37,zeppelin,apache/zeppelin,sci,https://github.com/apache/zeppelin,https://github.com/apache/zeppelin,Apache-2.0,2015-03-25 07:00:06,2024-01-01 05:30:59,2023-11-24 12:13:56,5311.0,19.0,2758.0,319.0,4699.0,141.0,,6220,,,,,,"Web-based notebook that enables data-driven, interactive data analytics and collaborative documents with SQL, Scala..",21.0,21.0,528.0,23,True,2,,,,,,
38,quill,zio/zio-quill,db-clients,https://github.com/zio/zio-quill,https://github.com/zio/zio-quill,Apache-2.0,2015-07-20 22:15:04,2024-01-04 00:11:56,2023-12-10 07:49:06,3508.0,35.0,346.0,63.0,1946.0,302.0,759.0,2135,2023-10-02 08:11:12,4.8.0,,,6.0,Compile-time Language Integrated Queries for Scala.,,,146.0,23,True,1,,"['zio', 'scala3', 'scalajs']",,,,
39,sangria,sangria-graphql/sangria,others,https://github.com/sangria-graphql/sangria,https://github.com/sangria-graphql/sangria,Apache-2.0,2015-07-05 21:29:30,2023-11-25 13:10:02,2023-11-25 13:05:46,2106.0,31.0,223.0,62.0,620.0,61.0,403.0,1960,2023-09-12 12:09:14,4.0.2,,,82.0,Scala GraphQL implementation.,,,65.0,23,True,1,,['scala3'],,,,
40,skunk,typelevel/skunk,db-clients,https://github.com/typelevel/skunk,https://github.com/typelevel/skunk,MIT,2018-09-21 06:46:41,2023-12-30 07:16:42,2023-12-24 21:12:27,1819.0,67.0,150.0,31.0,890.0,82.0,64.0,1508,2023-11-23 13:37:55,0.6.2,,,30.0,A data access library for Scala + Postgres.,,,74.0,23,True,1,,"['scala3', 'scalajs']",,,,
41,akka-http,akka/akka-http,http,https://github.com/akka/akka-http,https://github.com/akka/akka-http,,2016-08-19 11:33:36,2023-12-18 08:51:37,2023-11-09 13:07:21,4420.0,10.0,604.0,73.0,2387.0,573.0,1377.0,1333,2023-10-23 14:31:57,10.6.0,,,61.0,The Streaming-first HTTP server/module of Akka.,,,354.0,23,False,2,,['scala3'],,,,
42,scalatest,scalatest/scalatest,test,https://github.com/scalatest/scalatest,https://github.com/scalatest/scalatest,Apache-2.0,2013-04-07 21:55:49,2024-01-01 15:58:26,2023-12-15 09:19:04,6614.0,85.0,337.0,53.0,1538.0,525.0,330.0,1125,2023-09-12 13:02:43,release-3.2.17,,,39.0,A testing tool for Scala and Java developers.,,,64.0,23,True,1,,"['scala3', 'scalajs']",,,,
43,nussknacker,touk/nussknacker,bigdata,https://github.com/TouK/nussknacker,https://github.com/TouK/nussknacker,Apache-2.0,2017-06-29 14:09:57,2024-01-04 17:52:42,2024-01-04 14:15:51,5868.0,245.0,89.0,32.0,4856.0,102.0,374.0,549,2023-12-04 11:21:50,1.12.5,329.0,4.0,40.0,Low-code tool for automating actions on real time data | Stream processing for the users.,,,75.0,23,True,2,,,,,,
44,argonaut,argonaut-io/argonaut,json,https://github.com/argonaut-io/argonaut,https://github.com/argonaut-io/argonaut,BSD-3-Clause,2012-12-09 12:11:48,2024-01-04 00:21:38,2024-01-01 00:43:09,1657.0,25.0,112.0,24.0,630.0,27.0,168.0,547,2023-10-09 09:53:11,6.3.9,,,16.0,Purely functional JSON parser and library in scala.,24.0,,59.0,23,True,1,io.argonaut:argonaut_2.13,"['scala3', 'scalajs']",https://search.maven.org/artifact/io.argonaut/argonaut_2.13,2023-10-09 09:53:11,24.0,
45,scalding,twitter/scalding,bigdata,https://github.com/twitter/scalding,https://github.com/twitter/scalding,Apache-2.0,2012-01-10 16:22:08,2023-05-28 19:18:59,2023-05-28 19:18:59,4195.0,,701.0,323.0,1384.0,317.0,329.0,3462,2017-12-22 20:23:36,0.17.4,,,17.0,A Scala API for Cascading.,,,212.0,22,True,2,,,,,,
46,lagom,lagom/lagom,distributed,https://github.com/lagom/lagom,https://github.com/lagom/lagom,Apache-2.0,2016-02-23 01:51:06,2023-08-14 13:43:48,2023-08-14 13:43:48,2427.0,,633.0,150.0,2274.0,455.0,642.0,2640,2021-12-14 11:16:46,1.6.7,,,49.0,Reactive Microservices for the JVM.,,,149.0,22,True,2,,,,,,
47,spray-json,spray/spray-json,json,https://github.com/spray/spray-json,https://github.com/spray/spray-json,Apache-2.0,2011-05-06 21:31:38,2022-09-15 12:08:33,2021-12-09 19:21:31,331.0,,582.0,37.0,154.0,97.0,116.0,2543,2020-11-11 13:05:44,1.3.6,,,3.0,"A lightweight, clean and simple JSON implementation in Scala.",221.0,146.0,48.0,22,False,2,io.spray:spray-json_2.13,,https://search.maven.org/artifact/io.spray/spray-json_2.13,2020-11-10 13:18:28,75.0,
48,algebird,twitter/algebird,sci,https://github.com/twitter/algebird,https://github.com/twitter/algebird,Apache-2.0,2012-08-02 17:24:42,2023-12-13 22:47:09,2023-12-13 22:47:01,1896.0,4.0,348.0,236.0,916.0,97.0,166.0,2273,2023-07-10 21:51:16,0.13.10,,,30.0,Abstract Algebra for Scala.,,,114.0,22,True,2,,,,,,
49,finatra,twitter/finatra,web-frameworks,https://github.com/twitter/finatra,https://github.com/twitter/finatra,Apache-2.0,2012-02-16 23:55:29,2023-11-02 09:53:58,2023-11-02 09:31:24,2650.0,4.0,420.0,214.0,266.0,13.0,309.0,2271,2022-12-26 14:40:15,finatra-22.12.0,,,92.0,"Fast, testable, Scala services built on TwitterServer and Finagle.",,,253.0,22,True,1,,,,,,
50,sbt-assembly,sbt/sbt-assembly,sbt,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2023-11-20 07:43:57,2023-11-20 02:35:57,640.0,13.0,218.0,53.0,168.0,104.0,249.0,1925,2023-11-20 07:44:45,2.1.5,,,20.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,,,80.0,22,True,1,,,,,,
51,scalacheck,typelevel/scalacheck,test,https://github.com/typelevel/scalacheck,https://github.com/typelevel/scalacheck,BSD-3-Clause,2011-05-26 11:44:12,2023-12-15 00:18:36,2023-12-14 20:16:44,2085.0,22.0,409.0,58.0,689.0,65.0,286.0,1913,2022-09-15 23:24:43,1.17.0,,,10.0,Property-based testing for Scala.,,,135.0,22,True,2,,"['scala3', 'scalajs']",,,,
52,spire,typelevel/spire,sci,https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2023-12-31 04:27:13,2023-12-30 14:49:32,2984.0,14.0,248.0,67.0,906.0,140.0,272.0,1753,2022-06-17 15:55:07,0.18.0,,,4.0,Powerful new number types and numeric abstractions for Scala.,,,105.0,22,True,2,,"['scala3', 'scalajs']",,,,
53,giter8,foundweekends/giter8,development-cycle,https://github.com/foundweekends/giter8,https://github.com/foundweekends/giter8,Apache-2.0,2010-08-10 04:08:48,2023-12-30 09:03:23,2023-12-30 09:03:22,1325.0,16.0,229.0,71.0,584.0,45.0,229.0,1722,2023-05-02 05:25:32,0.16.2,,,17.0,a command line tool to apply templates defined on GitHub.,,,83.0,22,True,3,,,,,,
54,refined,fthomas/refined,toolkits,https://github.com/fthomas/refined,https://github.com/fthomas/refined,MIT,2015-05-10 16:23:16,2024-01-02 13:46:31,2024-01-02 13:46:31,3165.0,33.0,157.0,27.0,1029.0,71.0,149.0,1663,2023-06-16 17:05:18,0.11.0,,,68.0,Refinement types for Scala.,,,77.0,22,True,2,,"['scala3', 'scalajs']",,,,
55,Monocle,optics-dev/monocle,toolkits,https://github.com/optics-dev/Monocle,https://github.com/optics-dev/Monocle,MIT,2014-01-17 19:49:22,2023-12-24 04:40:06,2023-12-24 04:40:06,2167.0,22.0,202.0,53.0,1034.0,45.0,332.0,1622,2023-01-03 14:12:47,3.2.0,,,9.0,Optics library for Scala.,,,125.0,22,True,2,,"['scala3', 'scalajs']",,,,
56,finch,finagle/finch,http,https://github.com/finagle/finch,https://github.com/finagle/finch,Apache-2.0,2014-04-15 12:17:44,2023-11-18 08:50:05,2023-11-18 08:50:05,2303.0,10.0,226.0,61.0,1251.0,42.0,369.0,1598,2022-09-16 18:19:38,0.34.0,,,61.0,Scala combinator library for building Finagle HTTP services.,,,128.0,22,True,2,,,,,,
57,scalafix,scalacenter/scalafix,development-cycle,https://github.com/scalacenter/scalafix,https://github.com/scalacenter/scalafix,BSD-3-Clause,2016-08-08 11:45:19,2024-01-03 09:38:30,2024-01-03 09:36:03,3444.0,58.0,175.0,29.0,1257.0,71.0,587.0,787,2023-09-11 02:10:49,0.11.1,35.0,0.0,69.0,Refactoring and linting tool for Scala.,,,105.0,22,True,3,,['scalajs'],,,,
58,izumi,7mind/izumi,di,https://github.com/7mind/izumi,https://github.com/7mind/izumi,BSD-2-Clause,2017-11-03 10:39:42,2023-12-06 23:08:16,2023-12-06 21:13:33,4429.0,43.0,60.0,21.0,1537.0,63.0,393.0,594,2023-11-21 22:45:13,1.2.3,,,79.0,Productivity-oriented collection of lightweight fancy stuff for Scala toolchain.,,,31.0,22,True,1,,"['scala3', 'scalajs']",,,,
59,scalaxb,eed3si9n/scalaxb,http,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2024-01-01 08:54:53,2024-01-01 08:54:50,1354.0,22.0,153.0,23.0,212.0,155.0,283.0,331,2023-12-02 04:09:17,1.12.0,,,21.0,scalaxb is an XML data binding tool for Scala.,,,68.0,22,True,2,,,,,,
60,spark-notebook,spark-notebook/spark-notebook,sci,https://github.com/spark-notebook/spark-notebook,https://github.com/spark-notebook/spark-notebook,Apache-2.0,2014-09-05 19:35:25,2023-05-16 16:06:37,2021-03-30 08:57:25,2326.0,,659.0,190.0,484.0,208.0,307.0,3147,2017-07-23 14:44:02,0.8.3,,,18.0,Interactive and Reactive Data Science using Scala and Spark.,,,84.0,21,False,2,,,,,,
61,util,twitter/util,toolkits,https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2023-12-21 23:16:39,2023-12-21 23:16:39,3125.0,6.0,601.0,229.0,196.0,12.0,111.0,2673,2022-12-26 14:38:56,util-22.12.0,,,81.0,Wonderful reusable code from Twitter.,,,319.0,21,True,2,,['scala3'],,,,
62,monix,monix/monix,reactive,https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2023-12-18 16:54:07,2023-10-17 17:17:02,1694.0,8.0,245.0,61.0,1133.0,83.0,577.0,1917,2022-05-07 18:40:42,3.4.1,,,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",,,105.0,21,True,1,,"['scala3', 'scalajs']",,,,
63,sbt-native-packager,sbt/sbt-native-packager,sbt,https://github.com/sbt/sbt-native-packager,https://github.com/sbt/sbt-native-packager,BSD-2-Clause,2011-12-20 02:04:49,2024-01-04 18:20:35,2023-12-18 14:36:37,1696.0,1.0,440.0,56.0,758.0,135.0,652.0,1580,2023-02-20 17:55:37,1.9.16,,,100.0,sbt Native Packager.,,,270.0,21,True,1,,,,,,
