,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,maven_id,maven_url,trending,dependent_project_count,github_dependent_project_count,updated_github_id,labels
67,skinny-framework,skinny-framework/skinny-framework,web-frameworks,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,69.0,46.0,287.0,20.0,134.0,739.0,2022-12-14 08:24:58,4.0.1,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,32.0,18,True,3.0,12027.0,111.0,,,,,,,
68,sbt-release,sbt/sbt-release,sbt,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2023-06-02 11:01:14,2023-06-02 11:01:13,512.0,8.0,155.0,28.0,202.0,71.0,98.0,624.0,2021-06-24 14:27:49,1.1.0,4.0,A release plugin for sbt.,64.0,18,True,2.0,,,,,,,,,
69,korolev,fomkin/korolev,web-frameworks,https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-05-31 22:46:09,2023-01-23 08:26:20,663.0,,48.0,22.0,222.0,12.0,222.0,578.0,2022-08-16 08:04:00,1.5.0,35.0,Single Page Applications running on the server side.,25.0,18,True,3.0,,,,,,,,,
70,scalamock,paulbutcher/scalamock,test,https://github.com/paulbutcher/ScalaMock,https://github.com/paulbutcher/ScalaMock,MIT,2011-10-24 21:32:02,2023-05-25 04:18:02,2023-04-28 07:19:44,794.0,8.0,90.0,21.0,262.0,22.0,195.0,487.0,2021-12-25 20:07:28,5.2.0,13.0,Native Scala mocking framework.,33.0,18,True,3.0,,,,,,,,,
71,scala-guice,codingwell/scala-guice,di,https://github.com/codingwell/scala-guice,https://github.com/codingwell/scala-guice,Apache-2.0,2012-03-17 06:02:25,2023-05-13 19:14:00,2023-05-13 19:14:00,278.0,10.0,45.0,14.0,44.0,11.0,49.0,340.0,2023-03-12 18:12:58,5.1.1,8.0,Scala extensions for Google Guice.,26.0,18,True,3.0,,,,,,,,,
72,scalaxb,eed3si9n/scalaxb,http,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2023-03-27 15:24:26,2023-03-12 07:51:00,1279.0,1.0,148.0,23.0,171.0,150.0,281.0,327.0,2023-02-26 19:01:37,1.11.0,19.0,scalaxb is an XML data binding tool for Scala.,67.0,18,True,2.0,,,,,-2.0,,,,
73,sbt-sonatype,xerial/sbt-sonatype,sbt,https://github.com/xerial/sbt-sonatype,https://github.com/xerial/sbt-sonatype,Apache-2.0,2014-01-20 16:13:49,2023-06-07 16:14:14,2023-06-07 16:14:13,665.0,19.0,49.0,14.0,311.0,9.0,86.0,310.0,2023-05-16 17:40:36,3.9.21,8.0,A sbt plugin for publishing Scala/Java projects to the Maven central.,28.0,18,True,2.0,,,,,,,,,
74,diffson,gnieh/diffson,json,https://github.com/gnieh/diffson,https://github.com/gnieh/diffson,Apache-2.0,2013-08-30 15:50:35,2023-06-06 17:17:25,2023-05-06 08:47:33,477.0,21.0,47.0,12.0,306.0,5.0,43.0,296.0,2023-03-03 08:34:40,4.4.0,14.0,A scala diff/patch library for Json.,31.0,18,True,3.0,,,,,,,,,
75,sbt-ci-release,sbt/sbt-ci-release,sbt,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2023-06-03 07:37:04,2023-06-03 07:37:04,438.0,28.0,64.0,11.0,205.0,1.0,67.0,260.0,2023-05-02 15:21:16,1.5.12,24.0,sbt plugin to automate Sonatype releases from GitHub Actions.,54.0,18,True,2.0,,,,,,,,,
76,play-ws,playframework/play-ws,http,https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2023-06-05 13:26:21,2023-06-05 13:26:20,952.0,55.0,82.0,16.0,627.0,69.0,74.0,214.0,2022-05-19 22:20:30,2.1.10,12.0,"Standalone Play WS, an async HTTP client with fluent API.",47.0,18,True,2.0,,,,,,,,,['play']
77,neotypes,neotypes/neotypes,db-clients,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2023-06-06 22:29:51,2023-06-06 22:28:16,1087.0,91.0,31.0,6.0,574.0,11.0,47.0,153.0,2023-06-04 20:33:02,0.23.3,15.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",14.0,18,True,2.0,,,,,,,,,
78,zio-redis,zio/zio-redis,db-clients,https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2023-06-07 14:44:54,2023-06-07 07:45:46,559.0,69.0,59.0,15.0,726.0,14.0,105.0,103.0,2023-03-28 12:22:41,0.2.0,2.0,A ZIO-based redis client.,36.0,18,True,2.0,,,,,,,,,['zio']
79,better-files,pathikrit/better-files,toolkits,https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2023-06-04 22:56:43,2023-02-17 17:30:13,1085.0,,141.0,37.0,400.0,35.0,176.0,1455.0,,,,"Simple, safe and intuitive Scala I/O.",60.0,17,True,2.0,,,,,,,,,
80,cassovary,twitter/cassovary,toolkits,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503.0,,144.0,162.0,155.0,29.0,48.0,1044.0,2015-03-18 21:37:14,5.1.0,5.0,Cassovary is a simple big graph processing library for the JVM.,30.0,17,False,2.0,,,,,,,,,
81,sbt-jmh,sbt/sbt-jmh,sbt,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2023-06-08 06:32:00,2023-06-08 06:31:55,283.0,6.0,86.0,27.0,127.0,27.0,69.0,757.0,2021-05-13 02:58:31,0.4.2,4.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",50.0,17,True,2.0,,,,,2.0,,,,
82,sbt-docker,marcuslonnberg/sbt-docker,sbt,https://github.com/marcuslonnberg/sbt-docker,https://github.com/marcuslonnberg/sbt-docker,MIT,2014-01-12 19:43:03,2023-06-06 17:56:20,2023-03-06 13:38:43,374.0,,102.0,19.0,45.0,18.0,69.0,727.0,2023-03-06 13:38:15,1.10.0,8.0,Create Docker images directly from sbt.,26.0,17,True,2.0,,,,,,,,,
83,sbt-updates,rtimush/sbt-updates,sbt,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2023-05-31 23:59:19,2023-05-28 01:37:21,590.0,8.0,50.0,23.0,277.0,11.0,66.0,727.0,2022-05-30 08:03:01,0.6.3,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,29.0,17,True,2.0,,,,,,,,,
84,unfiltered,unfiltered/unfiltered,web-frameworks,https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2023-06-08 16:06:40,2023-06-02 11:28:49,2817.0,19.0,106.0,26.0,884.0,41.0,146.0,709.0,,,,A toolkit for servicing HTTP requests in Scala.,87.0,17,True,3.0,,,,,,,,,
85,freestyle,frees-io/freestyle,toolkits,https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526.0,,52.0,44.0,321.0,35.0,211.0,615.0,2018-06-07 10:17:38,0.8.2,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,43.0,17,False,2.0,,,,,,,,,
86,argonaut,argonaut-io/argonaut,json,https://github.com/argonaut-io/argonaut,https://github.com/argonaut-io/argonaut,,2012-12-09 12:11:48,2023-06-08 00:38:21,2023-06-07 01:53:57,1605.0,26.0,95.0,26.0,554.0,27.0,168.0,543.0,2017-12-29 16:29:13,6.2.1,1.0,Purely functional JSON parser and library in scala.,59.0,17,False,3.0,,,io.argonaut:argonaut_2.13,https://search.maven.org/artifact/io.argonaut/argonaut_2.13,,,,,
87,sbt-buildinfo,sbt/sbt-buildinfo,sbt,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2023-04-28 15:06:52,2023-04-28 15:06:52,316.0,5.0,86.0,22.0,94.0,15.0,87.0,535.0,2022-02-17 05:57:05,0.11.0,5.0,I know this because build.sbt knows this.,48.0,17,True,2.0,,,,,,,,,
88,cask,com-lihaoyi/cask,web-frameworks,https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2023-06-07 18:52:08,2023-06-07 18:52:08,295.0,10.0,45.0,12.0,46.0,7.0,34.0,452.0,2023-04-04 05:06:56,0.9.1,77.0,Cask: a Scala HTTP micro-framework.,14.0,17,False,3.0,20296.0,349.0,,,,,,,
89,munit,scalameta/munit,test,https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2023-06-05 17:00:12,2023-06-05 16:51:02,885.0,16.0,70.0,16.0,531.0,35.0,92.0,372.0,2022-11-18 02:10:05,1.0.0-M7,39.0,Scala testing library with actionable errors and extensible APIs.,43.0,17,True,3.0,,,,,,,,,
90,Dsl.scala,ThoughtWorksInc/Dsl.scala,toolkits,https://github.com/ThoughtWorksInc/Dsl.scala,https://github.com/ThoughtWorksInc/Dsl.scala,Apache-2.0,2017-10-14 01:21:02,2023-06-01 03:13:43,2023-05-10 05:22:04,1754.0,4.0,29.0,29.0,647.0,6.0,18.0,255.0,2023-01-26 02:47:03,2.0.0,17.0,A framework to create embedded Domain-Specific Languages in Scala.,5.0,17,True,2.0,,,,,,,,,
91,each,ThoughtWorksInc/each,toolkits,https://github.com/ThoughtWorksInc/each,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00,2023-06-03 05:25:07,2023-02-03 06:45:06,739.0,,26.0,30.0,118.0,4.0,28.0,252.0,2023-02-03 06:24:22,3.3.2,3.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,15.0,17,True,2.0,,,,,,,,,
92,anorm,playframework/anorm,db-clients,https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2023-06-05 09:51:48,2023-06-05 09:51:47,703.0,11.0,69.0,17.0,490.0,6.0,59.0,226.0,2022-09-29 14:17:35,2.7.0,3.0,The Anorm database library.,54.0,17,True,2.0,,,,,,,,,['play']
93,pulsar4s,CleverCloud/pulsar4s,db-clients,https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2023-06-06 22:46:10,2023-01-08 02:27:21,711.0,,39.0,12.0,472.0,18.0,42.0,216.0,2023-01-08 02:29:27,2.9.0,5.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",23.0,17,True,2.0,,,,,,,,,
94,sbt-header,sbt/sbt-header,sbt,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2023-06-07 11:27:38,2023-06-07 08:14:12,320.0,3.0,52.0,10.0,227.0,10.0,77.0,191.0,2023-06-07 11:27:41,5.10.0,24.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",38.0,17,True,2.0,,,,,,,,,
95,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,db-clients,https://github.com/couchbase/couchbase-jvm-clients,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58,2023-06-08 16:39:27,2023-06-08 16:39:24,2371.0,118.0,34.0,10.0,24.0,,,38.0,,,,"The Couchbase Monorepo for JVM Clients: Java, Scala, io-core.",19.0,17,True,2.0,,,,,,143.0,143.0,,
96,enumeratum,lloydmeta/enumeratum,toolkits,https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2023-03-25 04:13:11,2023-03-25 04:12:35,537.0,2.0,137.0,26.0,245.0,23.0,94.0,1147.0,2023-03-25 04:13:54,enumeratum-slick-1.7.3,70.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",86.0,16,True,3.0,,,,,,,,,
97,scala-logging,lightbend-labs/scala-logging,toolkits,https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2023-05-31 19:39:25,2023-05-29 18:47:07,323.0,2.0,128.0,28.0,273.0,26.0,96.0,890.0,2021-07-12 14:31:00,3.9.4,5.0,Convenient and performant logging library for Scala wrapping SLF4J.,45.0,16,True,3.0,,,,,,,,,
98,nscala-time,nscala-time/nscala-time,toolkits,https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2023-06-08 03:28:26,2023-06-08 03:28:25,634.0,15.0,81.0,27.0,236.0,6.0,49.0,872.0,,,,A new Scala wrapper for Joda Time based on scala-time.,23.0,16,True,3.0,,,,,,,,,
99,rediscala,etaty/rediscala,db-clients,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2021-06-06 04:14:22,2019-10-17 08:36:11,414.0,,134.0,39.0,98.0,68.0,83.0,794.0,2019-06-23 15:29:14,1.9.0,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",31.0,16,False,2.0,,,,,,,,,
100,squeryl,squeryl/squeryl,db-clients,https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2023-06-03 21:56:54,2023-06-03 21:56:54,1076.0,24.0,128.0,28.0,319.0,23.0,112.0,581.0,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,60.0,16,True,2.0,,,,,,,,,
101,testcontainers-scala,testcontainers/testcontainers-scala,test,https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2023-06-08 13:28:16,2023-06-08 13:28:16,650.0,17.0,113.0,19.0,154.0,30.0,68.0,580.0,2019-06-23 16:51:16,0.27.0,1.0,Docker containers for testing in scala.,76.0,16,True,3.0,,,,,,,,,
102,scala-graph,scala-graph/scala-graph,toolkits,https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2023-06-05 03:04:11,2023-05-29 11:50:39,678.0,25.0,69.0,30.0,159.0,8.0,107.0,550.0,2022-05-28 07:23:56,1.13.5,1.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,18.0,16,True,3.0,,,,,,,,,
103,xitrum,xitrum-framework/xitrum,web-frameworks,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082.0,,51.0,38.0,36.0,56.0,600.0,449.0,,,,Async and clustered Scala web framework and HTTP(S) server.,31.0,16,True,3.0,,,,,,,,,
104,xsbt-web-plugin,earldouglas/xsbt-web-plugin,sbt,https://github.com/earldouglas/xsbt-web-plugin,https://github.com/earldouglas/xsbt-web-plugin,BSD-3-Clause,2011-04-24 10:27:46,2023-06-04 21:34:27,2023-06-04 14:44:41,976.0,29.0,98.0,18.0,526.0,11.0,247.0,384.0,,,,Servlet support for sbt.,33.0,16,True,3.0,,,,,,,,,
105,weaver-test,disneystreaming/weaver-test,test,https://github.com/disneystreaming/weaver-test,https://github.com/disneystreaming/weaver-test,,2020-04-24 17:21:55,2023-06-08 16:27:31,2023-06-06 07:26:04,643.0,9.0,45.0,10.0,566.0,28.0,67.0,378.0,2023-04-14 16:20:16,0.8.3,36.0,A test framework that runs everything in parallel.,38.0,16,False,3.0,2308.0,64.0,,,,,,,
106,sbt-git,sbt/sbt-git,sbt,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2023-05-05 23:06:39,2022-11-22 08:24:38,313.0,,96.0,16.0,126.0,26.0,81.0,340.0,2022-12-05 16:20:46,2.0.1,7.0,A git plugin for sbt.,50.0,16,True,3.0,,,,,,,,,
107,mockito-scala,mockito/mockito-scala,test,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2023-06-06 19:11:09,2023-03-20 21:45:23,870.0,1.0,50.0,17.0,377.0,23.0,96.0,322.0,2023-03-20 22:05:34,1.17.14,25.0,Mockito for Scala language.,28.0,16,True,3.0,,,,,,,,,
108,sbt-dependency-check,albuch/sbt-dependency-check,sbt,https://github.com/albuch/sbt-dependency-check,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44,2023-05-24 12:39:03,2023-05-06 07:09:46,621.0,3.0,33.0,11.0,225.0,2.0,79.0,251.0,2023-03-05 11:31:58,5.1.0,46.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,18.0,16,True,3.0,,,,,,,,,
109,scalismo,unibas-gravis/scalismo,media,https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2023-03-26 07:36:30,2023-03-26 07:26:24,1818.0,5.0,61.0,19.0,332.0,13.0,59.0,231.0,2022-05-12 15:21:04,0.91.0,6.0,Scalable Image Analysis and Shape Modelling.,22.0,16,True,2.0,,,,,-2.0,,,,
110,youi,outr/youi,web-frameworks,https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2023-06-04 00:46:08,2022-12-07 15:24:18,2690.0,,26.0,17.0,262.0,11.0,41.0,209.0,2019-01-30 18:17:20,0.9.0,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",11.0,16,True,3.0,,,,,,,,,
111,sbt-doctest,tkawachi/sbt-doctest,sbt,https://github.com/tkawachi/sbt-doctest,https://github.com/tkawachi/sbt-doctest,MIT,2014-06-10 15:46:12,2023-06-07 20:35:45,2023-06-07 20:35:45,655.0,17.0,27.0,12.0,330.0,13.0,47.0,183.0,2015-12-17 13:37:24,0.3.5,1.0,Doctest for scala.,26.0,16,True,3.0,,,,,,,,,
112,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2023-06-05 02:02:29,2023-06-05 02:02:26,247.0,5.0,35.0,8.0,198.0,4.0,56.0,161.0,2022-11-14 19:51:16,2.5.0,23.0,sbt plugin for Scalafmt.,27.0,16,True,3.0,,,,,,,,,
113,scalaj-http,scalaj/scalaj-http,http,https://github.com/scalaj/scalaj-http,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19,2022-04-03 21:19:24,2022-04-03 21:19:24,300.0,,120.0,44.0,84.0,28.0,112.0,975.0,2016-04-02 20:58:24,2.3.0,1.0,Simple scala wrapper for HttpURLConnection. OAuth included.,29.0,15,True,3.0,,,,,,,,,
114,simulacrum,typelevel/simulacrum,toolkits,https://github.com/typelevel/simulacrum,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30,2023-01-21 08:35:21,2023-01-21 08:35:21,430.0,,59.0,35.0,161.0,28.0,45.0,939.0,2018-02-20 14:20:53,0.12.0,1.0,First class syntax support for type classes in Scala.,34.0,15,True,3.0,,,,,,,,,
115,reboot,dispatch/reboot,http,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2023-02-02 15:22:17,2023-02-02 15:22:17,722.0,,103.0,35.0,135.0,5.0,97.0,429.0,2020-01-11 01:05:15,1.2.0,24.0,Scala wrapper for the Java AsyncHttpClient.,38.0,15,True,3.0,,,,,,,,,
116,larray,xerial/larray,toolkits,https://github.com/xerial/larray,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50,2022-11-30 18:43:55,2022-11-25 09:52:48,465.0,,40.0,27.0,26.0,20.0,33.0,395.0,2016-12-14 04:07:48,0.4.0,3.0,Large off-heap arrays and mmap files for Scala and Java.,11.0,15,True,3.0,,,,,,,,,
117,kantan.csv,nrinaudo/kantan.csv,csv-yaml,https://github.com/nrinaudo/kantan.csv,https://github.com/nrinaudo/kantan.csv,Apache-2.0,2015-07-22 06:51:22,2023-06-06 19:52:30,2022-09-06 14:24:02,1028.0,,33.0,10.0,181.0,37.0,134.0,346.0,2019-06-04 07:25:39,0.5.1,12.0,CSV handling library for Scala.,9.0,15,True,2.0,,,,,,,,,
118,scala-activerecord,aselab/scala-activerecord,db-clients,https://github.com/aselab/scala-activerecord,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31,2021-01-08 00:05:38,2021-01-08 00:05:30,513.0,,27.0,35.0,12.0,20.0,62.0,321.0,2020-10-07 00:17:01,0.6.1,8.0,ActiveRecord-like ORM library for Scala.,9.0,15,False,3.0,,,,,,,,,
119,scaldi,scaldi/scaldi,di,https://github.com/scaldi/scaldi,https://github.com/scaldi/scaldi,Apache-2.0,2010-05-17 17:14:02,2023-06-05 03:52:26,2022-06-08 15:18:06,506.0,,23.0,8.0,177.0,18.0,49.0,290.0,2021-07-27 19:27:16,0.6.2,16.0,Lightweight Scala Dependency Injection Library.,13.0,15,True,3.0,,,,,,,,,
120,minitest,monix/minitest,test,https://github.com/monix/minitest,https://github.com/monix/minitest,Apache-2.0,2014-12-16 01:17:08,2023-05-31 20:20:52,2021-11-28 09:54:57,394.0,,30.0,8.0,159.0,,10.0,178.0,2021-05-13 19:30:08,2.9.6,13.0,The super light testing library for Scala and Scala.js.,23.0,15,False,3.0,,,,,,,,,
121,sbt-unidoc,sbt/sbt-unidoc,sbt,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2023-06-05 02:41:50,2023-06-04 11:34:39,162.0,5.0,28.0,15.0,87.0,24.0,34.0,123.0,2021-10-23 21:22:11,0.5.0,5.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,23.0,15,True,3.0,,,,,,,,,
122,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2023-06-06 20:37:35,2023-06-06 20:34:11,221.0,122.0,6.0,14.0,208.0,6.0,30.0,52.0,2023-04-21 15:49:43,0.1.0,1.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,10.0,15,True,3.0,,,,,,,,,['zio']
123,scala-redis,debasishg/scala-redis,db-clients,https://github.com/debasishg/scala-redis,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15,2023-01-25 21:39:14,2021-12-19 15:12:11,485.0,,221.0,62.0,150.0,70.0,82.0,1022.0,2021-11-02 15:19:32,3.42,11.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",72.0,14,False,3.0,,,,,,,,,
124,sbt-revolver,spray/sbt-revolver,sbt,https://github.com/spray/sbt-revolver,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49,2023-04-08 09:28:56,2023-04-08 09:16:34,170.0,6.0,54.0,22.0,31.0,19.0,64.0,826.0,,,,An SBT plugin for dangerously fast development turnaround in Scala.,16.0,14,True,3.0,,,,,,,,,
125,requests-scala,com-lihaoyi/requests-scala,http,https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2023-06-08 15:46:13,2022-12-25 14:15:38,165.0,,66.0,13.0,76.0,25.0,37.0,680.0,2022-12-25 14:57:04,0.8.0,6.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",29.0,14,False,3.0,,,,,,,,,
126,scala-csv,tototoshi/scala-csv,csv-yaml,https://github.com/tototoshi/scala-csv,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19,2023-05-18 10:59:53,2023-05-18 10:59:48,462.0,12.0,136.0,27.0,194.0,22.0,63.0,674.0,,,,CSV Reader/Writer for Scala.,34.0,14,False,2.0,,,,,,,,,
127,sbt-pack,xerial/sbt-pack,sbt,https://github.com/xerial/sbt-pack,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58,2023-06-07 16:22:34,2023-06-07 16:22:33,830.0,21.0,72.0,14.0,313.0,28.0,68.0,475.0,2022-11-24 02:03:25,0.17,12.0,A sbt plugin for creating distributable Scala packages.,36.0,14,False,3.0,,,,,,,,,
128,utest,com-lihaoyi/utest,test,https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,,2014-01-27 03:12:39,2023-06-08 15:49:14,2023-04-29 21:54:02,687.0,4.0,75.0,18.0,167.0,24.0,106.0,470.0,2022-09-06 22:28:12,0.8.1,8.0,A simple testing framework for Scala.,48.0,14,False,3.0,,,,,,,,,
129,hamsters,scala-hamsters/hamsters,toolkits,https://github.com/scala-hamsters/hamsters,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24,2020-12-19 17:54:15,2020-02-25 09:53:53,587.0,,22.0,22.0,70.0,5.0,61.0,290.0,,,,A mini Scala utility library.,24.0,14,False,3.0,,,,,,,,,
130,chaos,mesosphere/chaos,web-frameworks,https://github.com/mesosphere/chaos,https://github.com/mesosphere/chaos,Apache-2.0,2013-06-25 14:53:40,2019-04-15 12:17:35,2019-04-15 12:17:21,224.0,,36.0,153.0,52.0,12.0,15.0,252.0,2017-04-05 09:50:47,0.8.8,1.0,A lightweight framework for writing REST services in Scala.,20.0,14,False,3.0,,,,,,,,,
131,sbt-site,sbt/sbt-site,sbt,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2023-05-14 18:47:35,2023-05-14 18:47:35,434.0,1.0,69.0,19.0,132.0,25.0,53.0,175.0,2023-05-12 07:21:57,1.5.0,17.0,Site generation for sbt.,43.0,14,False,3.0,,,,,,,,,
132,relate,lucidsoftware/relate,db-clients,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2023-06-08 05:08:55,2023-06-08 05:08:55,289.0,7.0,17.0,43.0,58.0,10.0,12.0,163.0,2020-07-22 20:01:31,3.0.0,12.0,Performant database access in Scala.,18.0,14,True,3.0,1426.0,14.0,,,,,,,
133,finagle-postgres,finagle/finagle-postgres,db-clients,https://github.com/finagle/finagle-postgres,https://github.com/finagle/finagle-postgres,Apache-2.0,2015-03-10 16:01:08,2023-06-04 17:47:30,2021-06-02 20:15:58,486.0,,40.0,9.0,279.0,13.0,25.0,83.0,2021-04-23 22:46:03,0.13,16.0,PostgreSQL protocol support for Finagle.,33.0,14,False,3.0,,,,,,,,,
134,chronoscala,chronoscala/chronoscala,toolkits,https://github.com/chronoscala/chronoscala,https://github.com/chronoscala/chronoscala,MIT,2016-07-11 17:30:46,2023-05-17 11:08:57,2023-05-17 11:08:51,406.0,12.0,7.0,48.0,186.0,2.0,13.0,67.0,2022-10-06 06:21:17,2.0.8,9.0,A JSR-310 port of nscala_time.,10.0,14,True,3.0,,,,,,,,,
135,tut,tpolecat/tut,sbt,https://github.com/tpolecat/tut,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48,2021-04-12 21:20:42,2021-04-12 21:20:42,454.0,,60.0,19.0,150.0,63.0,52.0,585.0,,,,doc/tutorial generator for scala.,38.0,13,False,3.0,,,,,,,,,
