,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,maven_id,maven_url,trending,dependent_project_count,github_dependent_project_count,updated_github_id,labels
10,sttp,softwaremill/sttp,http,https://github.com/softwaremill/sttp,https://github.com/softwaremill/sttp,Apache-2.0,2017-06-30 15:15:07,2023-06-08 00:42:59,2023-06-08 00:42:32,5149.0,133.0,265.0,44.0,1457.0,51.0,340.0,1371.0,2023-04-11 09:13:58,3.8.15,89.0,The Scala HTTP client you always wanted!.,189.0,25,True,2.0,,,,,,,,,
11,cats,typelevel/cats,toolkits,https://github.com/typelevel/cats,https://github.com/typelevel/cats,,2015-01-28 20:26:48,2023-06-07 20:12:21,2023-06-07 17:23:29,6493.0,71.0,1131.0,190.0,3261.0,193.0,970.0,4931.0,2022-11-12 21:20:14,2.9.0,63.0,"Lightweight, modular, and extensible library for functional programming.",537.0,24,False,1.0,,,,,,,,,
12,doobie,tpolecat/doobie,db-clients,https://github.com/tpolecat/doobie,https://github.com/tpolecat/doobie,MIT,2013-11-25 07:25:20,2023-06-08 06:38:41,2023-06-07 08:50:24,3286.0,71.0,332.0,68.0,1346.0,136.0,376.0,2061.0,2022-01-31 22:59:44,1.0.0-RC2,16.0,Functional JDBC layer for Scala.,162.0,24,True,1.0,,,,,,,,,
13,sangria,sangria-graphql/sangria,misc,https://github.com/sangria-graphql/sangria,https://github.com/sangria-graphql/sangria,Apache-2.0,2015-07-05 21:29:30,2023-06-07 11:38:27,2023-06-07 11:32:06,1971.0,74.0,207.0,60.0,561.0,50.0,401.0,1942.0,2023-05-30 09:49:03,4.0.0,79.0,Scala GraphQL implementation.,63.0,24,True,1.0,,,,,,,,,
14,circe,circe/circe,json,https://github.com/circe/circe,https://github.com/circe/circe,Apache-2.0,2015-07-31 15:12:09,2023-06-08 15:07:31,2023-04-05 21:30:35,2952.0,7.0,516.0,67.0,1626.0,169.0,353.0,2403.0,2023-03-03 15:49:47,0.14.5,68.0,Yet another JSON library for Scala.,261.0,23,True,1.0,,,io.circe:circe-core_2.13,https://search.maven.org/artifact/io.circe/circe-core_2.13,-1.0,,,,
15,scalacheck,typelevel/scalacheck,test,https://github.com/typelevel/scalacheck,https://github.com/typelevel/scalacheck,BSD-3-Clause,2011-05-26 11:44:12,2023-06-08 16:11:23,2023-06-08 13:38:10,1989.0,57.0,373.0,58.0,635.0,50.0,286.0,1875.0,2022-09-15 23:24:43,1.17.0,10.0,Property-based testing for Scala.,135.0,23,True,1.0,,,,,2.0,,,,
16,Monocle,optics-dev/monocle,toolkits,https://github.com/optics-dev/Monocle,https://github.com/optics-dev/Monocle,MIT,2014-01-17 19:49:22,2023-06-06 22:17:38,2023-06-06 21:58:20,2116.0,18.0,195.0,51.0,983.0,44.0,331.0,1584.0,2023-01-03 14:12:47,3.2.0,9.0,Optics library for Scala.,125.0,23,True,1.0,,,,,,,,,
17,spark-testing-base,holdenk/spark-testing-base,test,https://github.com/holdenk/spark-testing-base,https://github.com/holdenk/spark-testing-base,Apache-2.0,2015-01-30 22:23:59,2023-06-04 18:54:08,2023-05-02 22:49:17,751.0,16.0,348.0,81.0,184.0,85.0,118.0,1437.0,2023-04-25 21:17:13,1.4.3,4.0,Base classes to use when writing tests with Spark.,60.0,23,True,1.0,,,,,,33.0,33.0,,
18,akka-http,akka/akka-http,http,https://github.com/akka/akka-http,https://github.com/akka/akka-http,,2016-08-19 11:33:36,2023-06-07 12:11:02,2023-06-07 12:11:02,4378.0,20.0,593.0,77.0,2343.0,562.0,1367.0,1331.0,2023-05-05 09:13:49,10.5.2,57.0,The Streaming-first HTTP server/module of Akka.,351.0,23,False,2.0,,,,,,,,,
19,scalikejdbc,scalikejdbc/scalikejdbc,db-clients,https://github.com/scalikejdbc/scalikejdbc,https://github.com/scalikejdbc/scalikejdbc,Apache-2.0,2011-11-18 06:56:36,2023-06-08 06:57:43,2023-06-04 06:56:00,3195.0,43.0,221.0,61.0,1481.0,26.0,449.0,1243.0,2021-10-31 01:07:09,4.0.0,46.0,A tidy SQL-based DB access library for Scala developers. This library naturally wraps JDBC APIs and provides you easy-..,104.0,23,True,1.0,,,org.scalikejdbc:scalikejdbc_2.13,https://search.maven.org/artifact/org.scalikejdbc/scalikejdbc_2.13,,,,,
20,scalameta,scalameta/scalameta,toolkits,https://github.com/scalameta/scalameta,https://github.com/scalameta/scalameta,BSD-3-Clause,2014-06-16 23:00:32,2023-06-08 15:46:24,2023-06-08 15:46:24,7726.0,83.0,207.0,42.0,2010.0,142.0,1007.0,1044.0,2023-05-30 21:23:20,4.7.8,100.0,"Library to read, analyze, transform and generate Scala programs.",112.0,23,True,1.0,,,,,,,,,
21,airframe,wvlet/airframe,di,https://github.com/wvlet/airframe,https://github.com/wvlet/airframe,Apache-2.0,2016-08-14 07:00:12,2023-06-07 21:34:25,2023-06-07 21:34:24,3991.0,208.0,58.0,21.0,2448.0,95.0,457.0,603.0,2023-06-07 13:57:33,23.5.7,96.0,Essential Building Blocks for Scala.,43.0,23,True,1.0,,,,,,,,,
22,finatra,twitter/finatra,web-frameworks,https://github.com/twitter/finatra,https://github.com/twitter/finatra,Apache-2.0,2012-02-16 23:55:29,2023-05-25 14:50:18,2023-05-09 19:18:19,2645.0,4.0,400.0,216.0,265.0,12.0,309.0,2258.0,2022-12-26 14:40:15,finatra-22.12.0,92.0,"Fast, testable, Scala services built on TwitterServer and Finagle.",251.0,22,True,1.0,,,,,,,,,
23,refined,fthomas/refined,toolkits,https://github.com/fthomas/refined,https://github.com/fthomas/refined,MIT,2015-05-10 16:23:16,2023-06-07 03:52:09,2023-06-07 03:52:09,3055.0,60.0,147.0,28.0,981.0,61.0,148.0,1617.0,2023-03-22 07:06:48,0.10.3,67.0,Refinement types for Scala.,76.0,22,True,2.0,,,,,,,,,
24,finch,finagle/finch,http,https://github.com/finagle/finch,https://github.com/finagle/finch,Apache-2.0,2014-04-15 12:17:44,2023-06-06 17:03:33,2023-06-06 17:03:33,2260.0,25.0,220.0,62.0,1207.0,38.0,367.0,1596.0,2022-09-16 18:19:38,0.34.0,61.0,Scala combinator library for building Finagle HTTP services.,128.0,22,True,2.0,,,,,,,,,
25,sbt-native-packager,sbt/sbt-native-packager,sbt,https://github.com/sbt/sbt-native-packager,https://github.com/sbt/sbt-native-packager,BSD-2-Clause,2011-12-20 02:04:49,2023-05-30 12:45:52,2023-04-08 15:47:22,1692.0,1.0,428.0,58.0,750.0,129.0,649.0,1568.0,2023-02-20 17:55:37,1.9.16,100.0,sbt Native Packager.,268.0,22,True,1.0,,,,,,,,,
26,skunk,tpolecat/skunk,db-clients,https://github.com/typelevel/skunk,https://github.com/typelevel/skunk,MIT,2018-09-21 06:46:41,2023-06-07 21:00:18,2023-05-31 11:09:21,1560.0,142.0,138.0,32.0,770.0,64.0,58.0,1459.0,2023-05-31 12:01:22,0.6.0,26.0,A data access library for Scala + Postgres.,65.0,22,True,1.0,,,,,,,,typelevel/skunk,
27,scalajs-react,japgolly/scalajs-react,web-frameworks,https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2023-05-28 01:36:14,2023-05-28 01:36:13,3194.0,4.0,230.0,66.0,553.0,24.0,507.0,1618.0,2022-04-26 04:07:04,2.1.1,65.0,Facebooks React on Scala.JS.,80.0,21,True,2.0,,,,,,,,,
28,framework,lift/framework,web-frameworks,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2023-04-11 14:56:45,2023-04-11 14:56:45,3932.0,1.0,270.0,104.0,530.0,142.0,1324.0,1265.0,2021-10-08 15:12:09,3.5.0-release,52.0,Lift Framework.,118.0,21,True,2.0,,,,,,,,,
29,scalatest,scalatest/scalatest,test,https://github.com/scalatest/scalatest,https://github.com/scalatest/scalatest,Apache-2.0,2013-04-07 21:55:49,2023-06-06 01:52:52,2022-12-29 04:21:04,6342.0,,322.0,56.0,1486.0,427.0,327.0,1097.0,2023-05-15 13:46:58,release-3.2.16,38.0,A testing tool for Scala and Java developers.,59.0,21,True,2.0,,,,,,,,,
30,slick-pg,tminglei/slick-pg,db-clients,https://github.com/tminglei/slick-pg,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40,2023-06-05 10:08:14,2023-06-05 10:08:14,1154.0,42.0,171.0,22.0,267.0,109.0,267.0,827.0,2022-12-08 23:15:05,0.21.1,89.0,Slick extensions for PostgreSQL.,92.0,21,True,2.0,,,,,,,,,
31,jsoniter-scala,plokhotnyuk/jsoniter-scala,json,https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2023-06-07 06:55:15,2023-06-07 06:55:11,4313.0,120.0,80.0,21.0,758.0,51.0,223.0,649.0,2023-05-24 18:46:34,2.23.1,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs.,18.0,21,True,1.0,,,,,,1.0,1.0,,
32,izumi,7mind/izumi,di,https://github.com/7mind/izumi,https://github.com/7mind/izumi,BSD-2-Clause,2017-11-03 10:39:42,2023-06-08 12:25:19,2023-05-23 21:40:52,4286.0,63.0,54.0,20.0,1468.0,54.0,382.0,566.0,2023-05-22 23:19:14,1.1.0-M23,70.0,Productivity-oriented collection of lightweight fancy stuff for Scala toolchain.,31.0,21,True,2.0,,,,,,,,,
33,mima,lightbend/mima,sbt,https://github.com/lightbend/mima,https://github.com/lightbend/mima,Apache-2.0,2012-05-24 14:08:57,2023-06-06 18:47:15,2023-06-02 22:07:44,1460.0,34.0,61.0,23.0,545.0,25.0,185.0,434.0,2023-03-29 14:01:18,1.1.2,31.0,A tool for catching binary incompatibility in Scala.,47.0,21,True,1.0,,,,,,,,,
34,scanamo,scanamo/scanamo,db-clients,https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2023-06-07 13:12:30,2023-05-22 11:48:12,2067.0,19.0,122.0,37.0,1461.0,47.0,152.0,315.0,2023-05-04 17:45:11,1.0.0-M25,14.0,Simpler DynamoDB access for Scala.,83.0,21,True,2.0,,,,,,,,,
35,scalaz,scalaz/scalaz,toolkits,https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2023-06-08 08:03:23,2023-06-07 06:37:01,7254.0,30.0,687.0,212.0,1995.0,126.0,422.0,4619.0,,,,Principled Functional Programming in Scala.,248.0,20,False,2.0,,,,,,,,,
36,util,twitter/util,toolkits,https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2023-05-18 15:14:24,2023-05-09 19:17:38,3118.0,2.0,559.0,229.0,195.0,4.0,111.0,2650.0,2022-12-26 14:38:56,util-22.12.0,81.0,Wonderful reusable code from Twitter.,317.0,20,True,2.0,,,,,,,,,
37,quill,zio/zio-quill,db-clients,https://github.com/zio/zio-quill,https://github.com/zio/zio-quill,Apache-2.0,2015-07-20 22:15:04,2023-06-07 07:41:50,2023-06-07 07:41:50,3379.0,39.0,340.0,69.0,1752.0,307.0,709.0,2125.0,,,,Compile-time Language Integrated Queries for Scala.,136.0,20,True,2.0,,,,,,,,,['zio']
38,sbt-assembly,sbt/sbt-assembly,sbt,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2023-06-04 14:45:08,2023-06-04 14:45:08,620.0,2.0,215.0,57.0,156.0,99.0,242.0,1904.0,2023-02-12 06:44:54,2.1.1,16.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,78.0,20,True,1.0,,,,,,,,,
39,Binding.scala,ThoughtWorksInc/Binding.scala,web-frameworks,https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2023-06-01 03:12:57,2023-04-30 08:09:01,1569.0,6.0,102.0,118.0,402.0,38.0,63.0,1574.0,2023-01-26 04:19:51,12.2.0,82.0,Reactive data-binding for Scala.,25.0,20,True,2.0,,,,,,,,,
40,json4s,json4s/json4s,json,https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2023-06-08 06:42:44,2023-06-08 05:32:48,1748.0,39.0,321.0,65.0,912.0,145.0,253.0,1447.0,,,,JSON library.,126.0,20,True,2.0,,,,,,,,,
41,phantom,outworkers/phantom,db-clients,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,182.0,75.0,512.0,19.0,403.0,1047.0,2020-08-10 21:50:24,2.59.0,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",51.0,20,False,2.0,,,,,,,,,
42,spray-json,spray/spray-json,json,https://github.com/spray/spray-json,https://github.com/spray/spray-json,Apache-2.0,2011-05-06 21:31:38,2022-09-15 12:08:33,2021-12-09 19:21:31,331.0,,186.0,37.0,154.0,82.0,116.0,971.0,2020-11-11 13:05:44,1.3.6,3.0,"A lightweight, clean and simple JSON implementation in Scala.",48.0,20,True,2.0,,,io.spray:spray-json_2.13,https://search.maven.org/artifact/io.spray/spray-json_2.13,,144.0,144.0,,
43,scrimage,sksamuel/scrimage,media,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2023-05-06 17:18:38,2023-05-06 17:18:37,1283.0,5.0,131.0,46.0,80.0,6.0,181.0,959.0,2023-03-26 00:17:29,4.0.34,23.0,"Java, Scala and Kotlin image processing library.",53.0,20,True,1.0,,,,,,,,,
44,ReactiveMongo,ReactiveMongo/ReactiveMongo,db-clients,https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2023-06-06 21:47:32,2023-06-06 20:33:45,1326.0,13.0,223.0,56.0,841.0,14.0,364.0,841.0,2020-01-03 02:08:23,0.20.0,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",87.0,20,True,2.0,,,,,,,,,
45,udash-core,UdashFramework/udash-core,web-frameworks,https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2023-05-25 13:31:44,2023-05-09 14:08:54,3270.0,37.0,35.0,21.0,988.0,27.0,87.0,440.0,2023-03-20 16:09:29,0.9.0,16.0,Scala framework for building beautiful and maintainable web applications.,37.0,20,True,2.0,,,,,,,,,
46,endpoints4s,endpoints4s/endpoints4s,http,https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2023-06-08 17:21:31,2023-06-06 21:41:18,1535.0,23.0,90.0,13.0,985.0,27.0,167.0,398.0,2023-05-18 07:15:05,1.10.0,29.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",59.0,20,True,2.0,,,,,,,,,
47,play-json,playframework/play-json,json,https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2023-06-05 13:40:42,2023-06-05 13:40:42,1220.0,76.0,129.0,20.0,779.0,38.0,75.0,347.0,2023-01-24 07:38:59,2.9.4,12.0,The Play JSON library.,64.0,20,True,2.0,,,,,,,,,['play']
48,sbt-microsites,47degrees/sbt-microsites,sbt,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2023-06-05 07:52:42,2023-06-05 07:52:40,1233.0,11.0,61.0,46.0,615.0,18.0,121.0,315.0,2023-03-28 17:15:43,1.4.3,78.0,An sbt plugin to create awesome microsites for your project.,71.0,20,True,1.0,,,,,,,,,
49,macwire,softwaremill/macwire,di,https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2023-06-08 00:27:38,2023-06-08 00:27:14,729.0,16.0,69.0,63.0,169.0,52.0,69.0,1223.0,2022-08-23 07:40:39,2.5.8,16.0,Lightweight and Nonintrusive Scala Dependency Injection Library.,40.0,19,True,2.0,,,,,,,,,
50,colossus,tumblr/colossus,web-frameworks,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,96.0,77.0,411.0,3.0,270.0,1147.0,2018-01-24 17:31:20,0.11.0,32.0,I/O and Microservice library for Scala.,28.0,19,False,2.0,,,,,,,,,
51,quicklens,softwaremill/quicklens,toolkits,https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2023-06-08 00:14:46,2023-06-08 00:14:15,423.0,36.0,48.0,46.0,125.0,17.0,27.0,772.0,2023-05-11 20:20:56,1.9.4,25.0,Modify deeply nested case class fields.,25.0,19,True,2.0,,,,,,,,,
52,specs2,etorreborre/specs2,test,https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2023-06-08 17:28:13,2023-06-04 20:55:47,4677.0,20.0,203.0,29.0,514.0,2.0,642.0,732.0,2023-04-12 08:07:42,SPECS2-4.20.0,61.0,Software Specifications for Scala.,90.0,19,False,2.0,,,,,,,,,
53,sbt-eclipse,sbt/sbt-eclipse,sbt,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2023-05-25 07:46:16,2023-05-18 16:54:49,402.0,4.0,168.0,50.0,139.0,76.0,203.0,721.0,2022-09-23 14:15:14,6.0.0,2.0,Plugin for sbt to create Eclipse project definitions.,39.0,19,True,2.0,,,,,,,,,
54,sbt-scoverage,scoverage/sbt-scoverage,sbt,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2023-06-03 10:24:38,2023-06-03 10:23:28,734.0,7.0,148.0,28.0,235.0,35.0,219.0,623.0,2023-06-03 10:52:35,2.0.8,36.0,sbt plugin for scoverage.,71.0,19,True,2.0,,,,,,,,,
55,eff,atnos-org/eff,toolkits,https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2023-06-06 13:41:11,2023-06-06 13:41:10,1103.0,36.0,79.0,20.0,558.0,3.0,63.0,556.0,2023-04-18 02:42:57,6.0.3,71.0,Eff monad for cats - https://atnos-org.github.io/eff.,38.0,19,True,2.0,,,,,,,,,
56,jackson-module-scala,FasterXML/jackson-module-scala,json,https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2023-05-31 19:00:38,2023-05-24 20:58:12,1673.0,47.0,135.0,27.0,184.0,45.0,412.0,487.0,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,59.0,19,True,2.0,,,,,,,,,
57,scribe,outr/scribe,toolkits,https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2023-06-08 01:42:28,2023-06-08 01:42:27,1259.0,77.0,35.0,8.0,318.0,16.0,130.0,466.0,2023-05-25 16:30:01,3.11.5,36.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,17.0,19,True,2.0,,,,,,,,,
58,jawn,typelevel/jawn,json,https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,,2012-10-01 02:04:45,2023-06-07 20:37:58,2023-06-05 22:23:24,1213.0,55.0,67.0,21.0,478.0,12.0,56.0,426.0,2023-05-31 20:41:49,1.5.0,21.0,Jawn is for parsing jay-sawn (JSON).,45.0,19,False,2.0,,,,,2.0,,,,
59,zio-json,zio/zio-json,json,https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2023-06-07 16:11:37,2023-06-07 16:11:37,549.0,29.0,112.0,23.0,815.0,62.0,80.0,380.0,2023-03-18 14:43:34,0.5.0,29.0,"Fast, secure JSON library with tight ZIO integration.",53.0,19,True,2.0,,,,,,,,,['zio']
60,laika,planet42/Laika,csv-yaml,https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2023-06-07 12:11:10,2023-06-06 14:04:14,3576.0,39.0,39.0,12.0,187.0,7.0,203.0,377.0,2023-04-29 18:49:32,0.19.1,27.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",18.0,19,True,1.0,,,,,,,,typelevel/Laika,
61,mdoc,scalameta/mdoc,sbt,https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2023-06-02 00:39:19,2023-05-29 01:06:10,1244.0,18.0,68.0,11.0,582.0,47.0,143.0,367.0,2023-02-07 19:04:02,2.3.7,64.0,Typechecked markdown documentation for Scala.,43.0,19,True,2.0,,,,,,,,,
62,cornichon,agourlay/cornichon,test,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2023-06-08 12:39:41,2023-06-08 12:39:41,3155.0,46.0,28.0,12.0,620.0,25.0,129.0,224.0,2023-03-17 08:47:06,0.20.7,72.0,Scala DSL for testing HTTP JSON API.,18.0,19,True,2.0,,,,,,,,,
63,stryker4s,stryker-mutator/stryker4s,test,https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2023-06-07 15:02:42,2023-06-07 15:02:41,1243.0,47.0,28.0,8.0,1201.0,33.0,121.0,177.0,2022-01-03 16:34:16,0.14.3,38.0,Mutation testing for Scala.,29.0,19,True,2.0,,,,,,,,,
64,scalatra,scalatra/scalatra,web-frameworks,https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2023-06-07 13:09:17,2023-06-07 13:07:40,3930.0,28.0,326.0,84.0,1097.0,62.0,368.0,2600.0,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",134.0,18,False,3.0,,,,,,,,,
65,async,scala/scala-async,toolkits,https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2023-06-03 05:40:27,2023-06-03 05:40:27,743.0,6.0,82.0,58.0,232.0,13.0,75.0,1136.0,2021-09-09 21:50:20,1.0.1,21.0,An asynchronous programming facility for Scala.,28.0,18,True,2.0,,,,,,,,,
66,chimney,scalalandio/chimney,toolkits,https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2023-06-07 00:37:55,2023-05-18 14:44:20,412.0,17.0,69.0,20.0,170.0,47.0,103.0,980.0,2023-05-18 14:59:14,0.7.5,16.0,"Scala library for boilerplate-free, type-safe data transformations.",24.0,18,True,2.0,,,,,,,,,
