,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending
89,scapegoat,scapegoat-scala/scapegoat,development-cycle,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2024-02-28 05:21:22,2024-02-27 14:38:49,1369.0,20.0,85.0,20.0,582.0,42.0,202.0,508,2024-02-27 14:56:07,2.1.5,,,22.0,Scala compiler plugin for static code analysis.,,,64.0,20,True,3,,,,,,
90,udash-core,UdashFramework/udash-core,web-frameworks,https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2024-02-28 07:59:47,2024-02-26 07:47:41,3445.0,53.0,36.0,19.0,1085.0,30.0,88.0,444,2024-02-12 09:57:48,0.11.0,,,22.0,Scala framework for building beautiful and maintainable web applications.,,,40.0,20,True,2,,['scalajs'],,,,
91,endpoints4s,endpoints4s/endpoints4s,http,https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2024-02-27 18:40:57,2024-02-20 08:36:11,1585.0,18.0,95.0,12.0,1047.0,37.0,169.0,402,2023-12-07 18:06:02,1.11.1,,,31.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",,,63.0,20,True,2,,"['scala3', 'scalajs']",,,,
92,scanamo,scanamo/scanamo,db-clients,https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2024-02-28 04:58:57,2023-11-23 13:39:50,2078.0,,124.0,36.0,1562.0,76.0,154.0,316,2023-10-18 15:54:34,1.0.0-M28,,,16.0,Simpler DynamoDB access for Scala.,,,85.0,20,True,2,,['scala3'],,,,
93,Binding.scala,ThoughtWorksInc/Binding.scala,web-frameworks,https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2024-02-28 06:30:56,2023-07-11 02:55:23,1645.0,,109.0,113.0,438.0,43.0,64.0,1584,2023-01-26 04:19:51,12.2.0,,,82.0,Reactive data-binding for Scala.,,,25.0,19,True,2,,"['scala3', 'scalajs']",,,,
94,geotrellis,locationtech/geotrellis,others,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2024-02-21 06:20:03,2024-01-08 15:02:53,2462.0,2.0,360.0,105.0,2232.0,249.0,1053.0,1309,2024-01-08 16:03:05,3.7.1,,,23.0,GeoTrellis is a geographic data processing engine for high performance applications.,,,96.0,19,False,1,,,,,,
95,macwire,softwaremill/macwire,di,https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2024-02-29 00:14:16,2024-02-27 00:23:42,779.0,14.0,75.0,60.0,201.0,72.0,69.0,1252,2023-08-18 12:36:50,2.5.9,,,17.0,Lightweight and Nonintrusive Scala Dependency Injection Library.,,,41.0,19,True,2,,"['scala3', 'scalajs']",,,,
96,colossus,tumblr/colossus,web-frameworks,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,107.0,77.0,411.0,4.0,270.0,1143,2018-01-24 17:31:20,0.11.0,,,32.0,I/O and Microservice library for Scala.,,,29.0,19,False,2,,,,,,
97,phantom,outworkers/phantom,db-clients,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,189.0,75.0,512.0,19.0,403.0,1048,2020-08-10 21:50:24,2.59.0,,,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",,,51.0,19,False,2,,,,,,
98,scrimage,sksamuel/scrimage,media,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2023-11-18 06:10:26,2023-11-04 19:24:26,1302.0,,136.0,45.0,89.0,4.0,192.0,1016,2023-10-09 16:36:47,4.1.1,,,32.0,"JVM - Java, Kotlin, Scala image processing library.",,,56.0,19,True,1,,,,,,
99,quicklens,softwaremill/quicklens,toolkits,https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2024-02-29 00:12:21,2024-02-29 00:11:58,492.0,22.0,51.0,44.0,172.0,22.0,31.0,808,2024-01-23 20:01:45,1.9.7,,,28.0,Modify deeply nested case class fields.,,,25.0,19,True,2,,"['scala3', 'scalajs']",,,,
100,scrooge,twitter/scrooge,data,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2024-02-09 17:18:57,2024-02-09 17:18:56,1849.0,1.0,255.0,169.0,189.0,39.0,143.0,786,2022-12-26 14:40:41,scrooge-22.12.0,,,77.0,A Thrift parser/generator.,,,230.0,19,True,2,,,,,,
101,skinny-framework,skinny-framework/skinny-framework,web-frameworks,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,73.0,45.0,287.0,20.0,134.0,738,2022-12-14 08:24:58,4.0.1,12365.0,106.0,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,4.0,4.0,32.0,19,True,2,,,,,,
102,upickle,com-lihaoyi/upickle,data,https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2024-02-27 16:53:26,2024-02-16 12:50:21,883.0,9.0,158.0,16.0,277.0,35.0,266.0,688,2024-02-16 13:58:17,3.2.0,,,23.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",,,54.0,19,True,2,,"['scala3', 'scalajs']",,,,
103,eff,atnos-org/eff,toolkits,https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2024-02-29 13:10:45,2024-02-24 00:32:10,1213.0,18.0,79.0,19.0,662.0,4.0,63.0,570,2023-09-28 04:33:14,7.0.1,,,73.0,Eff monad for cats - https://atnos-org.github.io/eff.,,,43.0,19,True,2,,"['scala3', 'scalajs']",,,,
104,sparta,Stratio/sparta,bigdata,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,193.0,138.0,1360.0,9.0,534.0,524,2017-05-31 09:56:04,1.5.0,,,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,,,41.0,19,False,3,,,,,,
105,laika,typelevel/Laika,csv-yaml,https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2024-02-27 08:34:53,2024-02-27 08:34:53,3851.0,19.0,42.0,13.0,329.0,11.0,217.0,403,2024-02-18 01:42:51,1.0.1,,,38.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",,,20.0,19,True,1,,"['scala3', 'scalajs']",,,,
106,mdoc,scalameta/mdoc,sbt,https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2024-02-22 11:10:20,2024-02-22 10:49:05,1334.0,19.0,77.0,8.0,646.0,56.0,147.0,383,2024-01-07 12:33:42,2.5.2,,,69.0,Typechecked markdown documentation for Scala.,,,50.0,19,True,2,,['scala3'],,,,
107,play-json,playframework/play-json,json,https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2024-02-25 21:03:20,2024-02-24 12:12:02,1324.0,16.0,131.0,18.0,864.0,45.0,90.0,354,2024-01-16 23:40:45,3.0.2,,,20.0,The Play JSON library.,,,65.0,19,True,2,,"['scala3', 'scalajs', 'play']",,,,
108,sbt-microsites,47degrees/sbt-microsites,sbt,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2024-02-28 05:12:51,2024-02-16 05:18:40,1283.0,7.0,61.0,50.0,664.0,17.0,122.0,317,2023-11-10 13:36:09,1.4.4,,,79.0,An sbt plugin to create awesome microsites for your project.,,,76.0,19,True,2,,,,,,
109,cornichon,agourlay/cornichon,test,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2024-02-28 13:19:00,2024-02-28 13:01:52,3319.0,44.0,29.0,13.0,678.0,23.0,135.0,225,2023-10-19 07:25:42,0.21.1,,,75.0,Testing tool in Scala for HTTP JSON API.,,,18.0,19,True,2,,,,,,
110,skuber,hagay3/skuber,others,https://github.com/hagay3/skuber,https://github.com/hagay3/skuber,Apache-2.0,2021-03-11 23:49:41,2024-02-29 17:24:38,2024-02-29 14:34:47,1128.0,75.0,47.0,3.0,354.0,20.0,23.0,73,2024-02-27 23:49:00,4.0.2,,,20.0,A Scala Kubernetes client library.,,,66.0,19,True,1,,['scala3'],,,,2.0
111,scalatra,scalatra/scalatra,web-frameworks,https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2024-02-29 13:07:45,2024-02-23 12:29:56,4037.0,38.0,343.0,81.0,1215.0,73.0,374.0,2630,,,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",,,136.0,18,False,3,,['scala3'],,,,
112,better-files,pathikrit/better-files,toolkits,https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2024-02-28 00:40:51,2023-10-02 20:15:04,1090.0,,149.0,38.0,432.0,36.0,178.0,1462,,,,,,"Simple, safe and intuitive Scala I/O.",,,61.0,18,True,2,,['scala3'],,,,
113,scopt,scopt/scopt,others,https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2023-12-30 09:43:01,2023-12-30 09:43:01,503.0,12.0,167.0,36.0,182.0,55.0,116.0,1420,2022-07-02 20:30:57,4.1.0,,,17.0,command line options parsing for Scala.,,,62.0,18,False,2,,"['scala3', 'scalajs']",,,,
114,async,scala/scala-async,toolkits,https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2024-02-28 04:50:21,2024-02-24 01:12:23,759.0,3.0,89.0,56.0,250.0,13.0,75.0,1137,2021-09-09 21:50:20,1.0.1,,,21.0,An asynchronous programming facility for Scala.,,,28.0,18,True,2,,['scalajs'],,,,
115,fastparse,com-lihaoyi/fastparse,parsers,https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2024-02-12 12:08:43,2023-11-26 02:51:55,951.0,,168.0,37.0,158.0,19.0,123.0,1069,2021-09-07 10:21:47,2.3.3,,,2.0,Writing Fast Parsers Fast in Scala.,,,53.0,18,True,1,,"['scala3', 'scalajs']",,,,
116,bidmach,biddata/bidmach,bigdata,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,88.0,61.0,67.0,90.0,912,2017-03-26 04:20:02,1.1.2,,,9.0,CPU and GPU-accelerated Machine Learning Library.,,,45.0,18,False,3,,,,,,
117,sbt-jmh,sbt/sbt-jmh,sbt,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2024-02-26 18:01:35,2024-02-26 18:00:53,309.0,8.0,89.0,26.0,149.0,29.0,70.0,781,2023-12-11 13:31:01,0.4.7,,,8.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",,,51.0,18,True,2,,,,,,
118,scala-parser-combinators,scala/scala-parser-combinators,parsers,https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2024-02-28 04:52:15,2024-02-24 01:10:53,1010.0,13.0,128.0,34.0,420.0,22.0,96.0,639,2023-04-26 22:27:37,2.3.0,,,18.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",,,70.0,18,True,1,,"['scala3', 'scalajs']",,,,
119,chill,twitter/chill,data,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2024-02-28 07:50:34,2023-03-19 07:21:05,928.0,,150.0,133.0,654.0,56.0,92.0,604,2021-06-04 22:29:04,0.10.0,,,34.0,Scala extensions for the Kryo serialization library.,,,67.0,18,True,2,,,,,,
120,scalariform,scala-ide/scalariform,development-cycle,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2022-12-18 15:16:00,2019-06-11 05:21:17,734.0,,150.0,27.0,97.0,61.0,140.0,534,2019-06-11 05:28:37,0.2.10,9588.0,121.0,11.0,Scala source code formatter.,,,56.0,18,False,3,,,,,,
121,scalamock,paulbutcher/scalamock,test,https://github.com/paulbutcher/ScalaMock,https://github.com/paulbutcher/ScalaMock,MIT,2011-10-24 21:32:02,2024-02-28 00:42:38,2024-02-26 22:03:40,809.0,6.0,97.0,22.0,287.0,34.0,196.0,496,2021-12-25 20:07:28,5.2.0,,,14.0,Native Scala mocking framework.,,,34.0,18,True,3,,['scalajs'],,,,
122,jackson-module-scala,FasterXML/jackson-module-scala,json,https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2024-02-27 09:53:23,2024-02-27 09:52:01,1733.0,21.0,145.0,27.0,198.0,47.0,425.0,494,,,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,,,60.0,18,True,2,,['scala3'],,,,
123,scribe,outr/scribe,toolkits,https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2024-02-27 00:55:06,2023-12-29 00:59:14,1362.0,31.0,38.0,10.0,395.0,15.0,141.0,494,2023-12-05 16:51:48,3.13.0,,,43.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,,,18.0,18,True,2,,"['scala3', 'scalajs']",,,,
124,mima,lightbend/mima,sbt,https://github.com/lightbend/mima,https://github.com/lightbend/mima,Apache-2.0,2012-05-24 14:08:57,2024-02-28 18:29:07,2024-02-28 18:29:06,1523.0,8.0,67.0,19.0,575.0,26.0,189.0,445,2023-07-18 19:55:41,1.1.3,,,32.0,A tool for catching binary incompatibility in Scala.,,,49.0,18,True,2,,['scala3'],,,,
125,jawn,typelevel/jawn,json,https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,MIT,2012-10-01 02:04:45,2024-02-27 00:34:38,2024-02-23 08:29:38,1319.0,28.0,71.0,20.0,545.0,13.0,56.0,433,2023-06-26 15:47:24,1.5.1,,,22.0,Jawn is for parsing jay-sawn (JSON).,,,48.0,18,True,2,,"['scala3', 'scalajs']",,,,
126,metrics-scala,erikvanoosten/metrics-scala,others,https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2024-02-28 10:22:07,2024-02-28 10:22:06,2367.0,18.0,61.0,13.0,445.0,2.0,72.0,426,2019-06-04 12:08:41,4.0.6,,,12.0,The scala API for Dropwizards Metrics.,,,90.0,18,True,2,,['scala3'],,,,
127,munit,scalameta/munit,test,https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2024-02-26 08:03:07,2024-02-26 08:01:23,962.0,28.0,80.0,14.0,605.0,47.0,99.0,402,2024-02-02 14:18:33,1.0.0-M11,,,43.0,Scala testing library with actionable errors and extensible APIs.,,,48.0,18,True,3,,"['scala3', 'scalajs']",,,,
128,sbt-sonatype,xerial/sbt-sonatype,sbt,https://github.com/xerial/sbt-sonatype,https://github.com/xerial/sbt-sonatype,Apache-2.0,2014-01-20 16:13:49,2024-02-29 16:25:11,2024-02-28 00:43:14,723.0,16.0,52.0,14.0,378.0,8.0,88.0,324,2023-11-16 05:04:23,3.10.0,,,9.0,A sbt plugin for publishing Scala/Java projects to the Maven central.,,,30.0,18,True,2,,,,,,
129,scala-js-dom,scala-js/scala-js-dom,scala-js,https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2024-02-23 23:53:00,2024-01-07 23:18:34,1503.0,7.0,160.0,17.0,619.0,22.0,195.0,307,2023-09-28 01:09:16,2.8.0,,,10.0,Statically typed DOM API for Scala.js.,,,113.0,18,False,2,,"['scala3', 'scalajs']",,,,
130,diffson,gnieh/diffson,json,https://github.com/gnieh/diffson,https://github.com/gnieh/diffson,Apache-2.0,2013-08-30 15:50:35,2024-02-27 20:35:05,2024-02-21 21:30:11,526.0,42.0,53.0,13.0,359.0,9.0,44.0,305,2023-12-03 18:16:02,4.5.0,,,15.0,A scala diff/patch library for Json.,,,32.0,18,True,2,,"['scala3', 'scalajs']",,,,-1.0
131,pulsar4s,CleverCloud/pulsar4s,db-clients,https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2024-02-28 05:18:48,2024-02-09 10:19:06,748.0,28.0,45.0,12.0,536.0,17.0,43.0,221,2024-02-09 10:35:33,2.9.1,,,6.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",,,24.0,18,True,2,,['scala3'],,,,
132,cats-parse,typelevel/cats-parse,parsers,https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2024-02-27 04:07:05,2024-02-27 00:33:33,448.0,14.0,48.0,16.0,486.0,23.0,69.0,221,2023-11-07 04:19:52,1.0.0,,,15.0,A parsing library for the cats ecosystem.,,,36.0,18,True,1,,"['scala3', 'scalajs']",,,,
133,play-ws,playframework/play-ws,http,https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2024-02-26 09:52:15,2024-02-26 09:52:06,1077.0,30.0,86.0,15.0,708.0,71.0,76.0,220,2023-12-07 11:34:29,3.0.1,,,22.0,"Standalone Play WS, an async HTTP client with fluent API.",,,49.0,18,True,3,,"['scala3', 'play']",,,,
134,fs2-aws,laserdisc-io/fs2-aws,others,https://github.com/laserdisc-io/fs2-aws,https://github.com/laserdisc-io/fs2-aws,MIT,2018-01-13 18:32:52,2024-02-27 22:52:17,2024-02-27 22:51:40,719.0,29.0,43.0,4.0,1085.0,17.0,50.0,183,2023-12-22 19:14:10,6.1.1,,,63.0,fs2 utilities to interact with AWS.,,,30.0,18,True,2,,['scala3'],,,,
135,neotypes,neotypes/neotypes,db-clients,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2024-02-28 00:41:57,2024-02-28 00:41:56,1242.0,26.0,31.0,7.0,668.0,15.0,55.0,154,2024-02-10 17:57:50,1.0.0,,,18.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",,,15.0,18,True,2,,,,,,
136,pekko-http,apache/incubator-pekko-http,http,https://github.com/apache/incubator-pekko-http,https://github.com/apache/incubator-pekko-http,Apache-2.0,2022-10-31 08:43:27,2024-02-29 13:31:14,2024-02-29 06:26:00,4626.0,67.0,30.0,23.0,401.0,38.0,56.0,139,,,,,,The Streaming-first HTTP server/module of Apache Pekko.,,,361.0,18,True,3,,['scala3'],,,,
137,securesocial,jaliss/securesocial,sec,https://github.com/jaliss/securesocial,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54,2020-10-09 22:17:20,2018-07-21 14:07:06,571.0,,528.0,89.0,257.0,68.0,324.0,1199,,,,,,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",,,98.0,17,False,1,,,,,,
138,enumeratum,lloydmeta/enumeratum,toolkits,https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2023-12-15 08:53:35,2023-12-15 08:53:32,548.0,1.0,147.0,26.0,262.0,30.0,101.0,1177,2023-11-12 05:47:36,enumeratum-play-1.8.0,,,72.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",,,90.0,17,True,3,,"['scala3', 'scalajs']",,,,
139,cassovary,twitter/cassovary,toolkits,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503.0,,145.0,161.0,155.0,34.0,48.0,1039,2015-03-18 21:37:14,5.1.0,,,5.0,Cassovary is a simple big graph processing library for the JVM.,,,30.0,17,False,3,,,,,,
140,scala-logging,lightbend-labs/scala-logging,logging,https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2024-02-29 06:47:55,2024-02-27 11:48:35,343.0,3.0,131.0,27.0,306.0,26.0,99.0,898,2023-08-30 13:19:37,3.9.5,,,6.0,Convenient and performant logging library for Scala wrapping SLF4J.,,,45.0,17,True,2,,['scala3'],,,,
141,sbt-updates,rtimush/sbt-updates,sbt,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2024-02-23 23:00:23,2024-02-20 04:28:35,620.0,6.0,53.0,22.0,307.0,13.0,66.0,752,2022-05-30 08:03:01,0.6.3,,,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,,,29.0,17,True,2,,,,,,
142,scala-scraper,ruippeixotog/scala-scraper,others,https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2024-02-28 10:46:42,2024-02-28 10:46:27,699.0,19.0,105.0,27.0,415.0,8.0,53.0,711,2017-07-21 21:40:45,2.0.0,,,5.0,A Scala library for scraping content from HTML pages.,,,15.0,17,True,2,,['scala3'],,,,
143,unfiltered,unfiltered/unfiltered,web-frameworks,https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2024-02-29 16:05:37,2024-02-24 03:00:09,2879.0,24.0,113.0,25.0,1075.0,71.0,146.0,708,,,,,,A toolkit for servicing HTTP requests in Scala.,,,88.0,17,True,3,,['scala3'],,,,
144,scallop,scallop/scallop,others,https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2023-11-05 09:43:22,2023-11-05 09:36:34,603.0,,58.0,16.0,54.0,6.0,182.0,669,2023-11-05 09:42:15,5.0.1,,,26.0,a simple Scala CLI parsing library.,,,25.0,17,True,2,,"['scala3', 'scalajs']",,,,
145,freestyle,frees-io/freestyle,toolkits,https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526.0,,51.0,42.0,321.0,38.0,212.0,623,2018-06-07 10:17:38,0.8.2,,,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,,,45.0,17,False,3,,['scalajs'],,,,
146,testcontainers-scala,testcontainers/testcontainers-scala,test,https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2024-02-18 14:29:26,2024-02-18 14:29:26,689.0,23.0,117.0,22.0,170.0,35.0,72.0,606,2019-06-23 16:51:16,0.27.0,,,1.0,Docker containers for testing in scala.,,,79.0,17,True,3,,['scala3'],,,,
147,scalate,scalate/scalate,templating,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2024-02-29 13:40:39,2024-02-23 23:10:49,2723.0,17.0,105.0,23.0,587.0,35.0,34.0,605,,,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",,,73.0,17,True,2,,,,,,
148,squeryl,squeryl/squeryl,db-clients,https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2024-02-29 16:59:32,2024-02-29 15:50:54,1127.0,14.0,141.0,28.0,380.0,39.0,112.0,583,,,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,,,60.0,17,True,2,,['scala3'],,,,
149,korolev,fomkin/korolev,web-frameworks,https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677.0,,52.0,21.0,227.0,16.0,224.0,579,2022-08-16 08:04:00,1.5.0,,,35.0,Single Page Applications running on the server side.,,,26.0,17,True,3,,"['scala3', 'scalajs']",,,,
150,scala-oauth2-provider,nulab/scala-oauth2-provider,sec,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-12-04 15:31:56,2023-12-04 15:31:51,268.0,1.0,103.0,68.0,97.0,4.0,63.0,538,2023-10-16 02:00:21,1.6.0,,,28.0,OAuth 2.0 server-side implementation written in Scala.,,,28.0,17,True,1,,,,,,
151,cask,com-lihaoyi/cask,web-frameworks,https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2024-02-02 05:15:52,2024-02-02 05:15:23,313.0,17.0,47.0,11.0,59.0,13.0,48.0,489,2024-01-14 00:16:07,0.9.2,22761.0,344.0,78.0,Cask: a Scala HTTP micro-framework.,,,16.0,17,False,3,,"['scala3', 'scalajs']",,,,
152,reboot,dispatch/reboot,http,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2023-02-02 15:22:17,2023-02-02 15:22:17,722.0,,106.0,35.0,135.0,5.0,97.0,434,2020-01-11 01:05:15,1.2.0,,,24.0,Scala wrapper for the Java AsyncHttpClient.,,,38.0,17,True,3,,,,,,
153,weaver-test,disneystreaming/weaver-test,test,https://github.com/disneystreaming/weaver-test,https://github.com/disneystreaming/weaver-test,,2020-04-24 17:21:55,2024-02-27 17:45:46,2024-01-25 09:12:07,685.0,14.0,47.0,11.0,617.0,43.0,73.0,423,2024-01-25 10:21:02,0.8.4,2311.0,52.0,37.0,A test framework that runs everything in parallel.,,,39.0,17,False,3,,"['scala3', 'scalajs']",,,,
154,play-swagger,iheartradio/play-swagger,others,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-11-10 07:27:13,2023-07-28 01:36:51,778.0,,130.0,24.0,438.0,22.0,160.0,404,2023-07-27 02:50:55,1.1.12,,,39.0,Swagger spec generator for play framework.,,,54.0,17,True,2,,,,,,
155,zio-json,zio/zio-json,json,https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2024-02-28 14:18:51,2024-01-22 10:08:01,571.0,2.0,121.0,22.0,919.0,76.0,83.0,393,2023-09-05 12:29:10,0.6.2,,,32.0,"Fast, secure JSON library with tight ZIO integration.",,,58.0,17,True,3,,"['zio', 'scala3', 'scalajs']",,,,
156,mockito-scala,mockito/mockito-scala,test,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2024-02-27 23:12:04,2023-11-26 11:45:57,892.0,,55.0,18.0,404.0,27.0,97.0,337,2023-11-26 12:01:55,1.17.30,,,41.0,Mockito for Scala language.,,,30.0,17,True,3,,,,,,
