,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,labels
193,sbt-dependency-check,albuch/sbt-dependency-check,sbt,https://github.com/albuch/sbt-dependency-check,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44,2023-06-12 12:21:32,2023-05-06 07:09:46,621.0,1.0,35.0,11.0,226.0,4.0,79.0,253.0,2023-03-05 11:31:58,5.1.0,,,46.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,18.0,15,True,3.0,,,,,,,,
194,scrypto,input-output-hk/scrypto,sec,https://github.com/input-output-hk/scrypto,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21,2023-07-04 15:42:36,2023-03-01 09:26:40,1020.0,,51.0,23.0,84.0,7.0,15.0,195.0,2022-01-05 11:32:22,2.2.1,,,9.0,Cryptographic primitives for Scala.,24.0,15,False,2.0,,,,,,,,
195,iteratee,travisbrown/iteratee,reactive,https://github.com/travisbrown/iteratee,https://github.com/travisbrown/iteratee,Apache-2.0,2015-09-09 02:17:38,2023-07-01 02:19:07,2021-10-11 13:01:45,1019.0,,20.0,7.0,634.0,11.0,23.0,187.0,2021-06-09 12:56:34,0.20.0,,,31.0,Iteratees for Cats.,29.0,15,False,2.0,,,,,,,,
196,minitest,monix/minitest,test,https://github.com/monix/minitest,https://github.com/monix/minitest,Apache-2.0,2014-12-16 01:17:08,2023-06-29 19:39:45,2021-11-28 09:54:57,394.0,,36.0,8.0,162.0,2.0,10.0,178.0,2021-05-13 19:30:08,2.9.6,,,13.0,The super light testing library for Scala and Scala.js.,23.0,15,False,3.0,,,,,,,,
197,sbt-unidoc,sbt/sbt-unidoc,sbt,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2023-07-01 04:28:58,2023-07-01 04:28:57,163.0,6.0,28.0,15.0,89.0,23.0,35.0,123.0,2021-10-23 21:22:11,0.5.0,,,5.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,23.0,15,True,3.0,,,,,,,,
198,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2023-07-06 10:15:29,2023-07-04 18:14:26,253.0,125.0,15.0,13.0,239.0,11.0,32.0,52.0,2023-04-21 15:49:43,0.1.0,,,1.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,17.0,15,True,3.0,,,,,,,,['zio']
199,scala-redis,debasishg/scala-redis,db-clients,https://github.com/debasishg/scala-redis,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15,2023-01-25 21:39:14,2021-12-19 15:12:11,485.0,,222.0,62.0,150.0,76.0,82.0,1019.0,2021-11-02 15:19:32,3.42,,,11.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",72.0,14,False,3.0,,,,,,,,
200,sbt-android,scala-android/sbt-android,misc,https://github.com/scala-android/sbt-android,https://github.com/scala-android/sbt-android,,2012-02-24 04:11:36,2020-12-03 18:44:05,2019-10-18 20:27:53,1284.0,,90.0,59.0,77.0,17.0,253.0,746.0,,,,,,An easy-to-use sbt plugin for working with all Android projects.,35.0,14,False,2.0,,,,,,,,
201,parboiled2,sirthias/parboiled2,parsers,https://github.com/sirthias/parboiled2,https://github.com/sirthias/parboiled2,,2013-04-18 10:48:21,2023-07-05 17:22:20,2023-06-26 07:00:37,895.0,31.0,88.0,26.0,319.0,37.0,117.0,711.0,,,,,,A macro-based PEG parser generator for Scala 2.10+.,36.0,14,False,3.0,,,,,,,,
202,requests-scala,com-lihaoyi/requests-scala,http,https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2023-06-08 15:46:13,2022-12-25 14:15:38,165.0,,67.0,13.0,76.0,28.0,37.0,682.0,2022-12-25 14:57:04,0.8.0,,,6.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",29.0,14,False,3.0,,,,,,,,
203,casbah,mongodb/casbah,db-clients,https://github.com/mongodb/casbah,https://github.com/mongodb/casbah,,2010-10-29 18:39:30,2022-01-20 16:56:00,2022-01-20 16:55:58,1108.0,,133.0,60.0,64.0,7.0,,526.0,,,,,,Casbah is now officially end-of-life (EOL).,36.0,14,False,3.0,,,,,,,,
204,scalameter,scalameter/scalameter,test,https://github.com/scalameter/scalameter,https://github.com/scalameter/scalameter,,2012-11-18 20:56:32,2022-08-22 09:03:55,2022-08-22 09:03:55,798.0,,70.0,29.0,130.0,47.0,65.0,501.0,,,,,,Microbenchmarking and performance regression testing framework for the JVM platform.,48.0,14,False,3.0,,,,,,,,
205,sbt-pack,xerial/sbt-pack,sbt,https://github.com/xerial/sbt-pack,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58,2023-07-06 01:12:46,2023-07-06 01:12:45,840.0,28.0,72.0,14.0,323.0,28.0,68.0,478.0,2022-11-24 02:03:25,0.17,,,12.0,A sbt plugin for creating distributable Scala packages.,36.0,14,False,3.0,,,,,,,,
206,utest,com-lihaoyi/utest,test,https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,,2014-01-27 03:12:39,2023-06-24 13:40:35,2023-04-29 21:54:02,687.0,3.0,80.0,17.0,168.0,28.0,106.0,474.0,2022-09-06 22:28:12,0.8.1,,,8.0,A simple testing framework for Scala.,48.0,14,False,3.0,,,,,,,,
207,splain,tek/splain,sbt,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2023-06-27 18:35:39,2023-06-10 19:39:20,343.0,3.0,28.0,11.0,46.0,8.0,44.0,369.0,2023-06-26 18:21:33,Release/1.0.2-2.13.11,123.0,1.0,22.0,better implicit errors for scala.,18.0,14,True,3.0,,,,,,,,
208,hamsters,scala-hamsters/hamsters,toolkits,https://github.com/scala-hamsters/hamsters,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24,2020-12-19 17:54:15,2020-02-25 09:53:53,587.0,,26.0,22.0,70.0,5.0,61.0,294.0,,,,,,A mini Scala utility library.,24.0,14,False,3.0,,,,,,,,
209,banana-rdf,banana-rdf/banana-rdf,misc,https://github.com/banana-rdf/banana-rdf,https://github.com/banana-rdf/banana-rdf,,2012-04-30 03:02:56,2023-06-26 20:26:49,2021-10-29 02:29:24,1342.0,,66.0,32.0,194.0,99.0,90.0,294.0,,,,,,Banana RDF.,30.0,14,False,2.0,,,,,,,,
210,scalaprops,scalaprops/scalaprops,test,https://github.com/scalaprops/scalaprops,https://github.com/scalaprops/scalaprops,MIT,2015-05-05 03:19:11,2023-07-05 17:02:27,2023-06-26 22:13:07,1184.0,19.0,21.0,14.0,339.0,8.0,12.0,274.0,,,,,,property based testing library for Scala.,12.0,14,True,3.0,,,,,,,,
211,chaos,mesosphere/chaos,web-frameworks,https://github.com/mesosphere/chaos,https://github.com/mesosphere/chaos,Apache-2.0,2013-06-25 14:53:40,2019-04-15 12:17:35,2019-04-15 12:17:21,224.0,,36.0,153.0,52.0,13.0,15.0,251.0,2017-04-05 09:50:47,0.8.8,,,1.0,A lightweight framework for writing REST services in Scala.,20.0,14,False,3.0,,,,,,,,
212,pprint,com-lihaoyi/pprint,misc,https://github.com/com-lihaoyi/PPrint,https://github.com/com-lihaoyi/PPrint,MIT,2017-05-12 09:10:20,2023-06-29 13:17:07,2023-06-07 20:45:04,150.0,1.0,34.0,6.0,70.0,13.0,21.0,202.0,2022-11-27 12:08:32,0.8.1,,,9.0,"Pretty-printing value, types and type-signatures in Scala.",18.0,14,True,2.0,,,,,,,,
213,sbt-site,sbt/sbt-site,sbt,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2023-05-14 18:47:35,2023-05-14 18:47:35,434.0,1.0,75.0,19.0,132.0,27.0,53.0,175.0,2023-05-12 07:21:57,1.5.0,,,17.0,Site generation for sbt.,43.0,14,False,3.0,,,,,,,,
214,relate,lucidsoftware/relate,db-clients,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2023-06-08 05:08:55,2023-06-08 05:08:55,289.0,7.0,17.0,45.0,58.0,12.0,12.0,164.0,2020-07-22 20:01:31,3.0.0,1505.0,15.0,12.0,Performant database access in Scala.,18.0,14,True,3.0,,,,,,,,
215,onnx-scala,emergentorder/onnx-scala,sci,https://github.com/EmergentOrder/onnx-scala,https://github.com/EmergentOrder/onnx-scala,AGPL-3.0,2018-08-15 00:20:30,2023-07-06 17:33:53,2023-07-01 18:00:41,1328.0,62.0,10.0,8.0,390.0,2.0,8.0,126.0,2022-12-22 18:12:39,0.17.0,,,13.0,"An ONNX (Open Neural Network eXchange) API and backend for typeful, functional deep learning and classical machine..",4.0,14,True,3.0,,,,,,,,
216,finagle-postgres,finagle/finagle-postgres,db-clients,https://github.com/finagle/finagle-postgres,https://github.com/finagle/finagle-postgres,Apache-2.0,2015-03-10 16:01:08,2023-06-12 15:18:48,2021-06-02 20:15:58,486.0,,40.0,9.0,281.0,15.0,25.0,83.0,2021-04-23 22:46:03,0.13,,,16.0,PostgreSQL protocol support for Finagle.,33.0,14,False,3.0,,,,,,,,
217,rescala,rescala-lang/rescala,reactive,https://github.com/rescala-lang/REScala,https://github.com/rescala-lang/REScala,Apache-2.0,2013-06-07 09:30:17,2023-06-19 10:20:02,2023-06-19 10:19:51,5195.0,35.0,25.0,14.0,32.0,,9.0,77.0,,,,,,REScala - distributed and reactive programming embedded in OO and FP programs.,28.0,14,True,2.0,,,,,,,,
218,chronoscala,chronoscala/chronoscala,toolkits,https://github.com/chronoscala/chronoscala,https://github.com/chronoscala/chronoscala,MIT,2016-07-11 17:30:46,2023-06-17 11:12:46,2023-06-17 11:12:42,414.0,14.0,8.0,48.0,190.0,3.0,13.0,67.0,2022-10-06 06:21:17,2.0.8,,,9.0,A JSR-310 port of nscala_time.,10.0,14,True,3.0,,,,,,,,
219,enableIf.scala,ThoughtWorksInc/enableIf.scala,toolkits,https://github.com/ThoughtWorksInc/enableIf.scala,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48,2023-07-04 22:56:02,2023-07-02 02:55:58,438.0,22.0,5.0,28.0,112.0,2.0,5.0,65.0,2022-04-02 07:19:04,1.1.8,,,3.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",6.0,14,True,3.0,,,,,,,,
220,scaloid,pocorall/scaloid,misc,https://github.com/pocorall/scaloid,https://github.com/pocorall/scaloid,,2012-10-08 05:53:22,2018-08-07 08:10:53,2018-08-06 09:36:17,895.0,,171.0,139.0,58.0,18.0,78.0,2100.0,2016-03-09 01:14:23,4.2,,,1.0,Scaloid makes your Android code easy to understand and maintain.,19.0,13,False,2.0,,,,,,,,
221,scala.rx,lihaoyi/scala.rx,reactive,https://github.com/lihaoyi/scala.rx,https://github.com/lihaoyi/scala.rx,,2012-09-26 15:18:46,2023-06-10 18:22:22,2022-02-14 22:51:54,323.0,,82.0,55.0,223.0,25.0,55.0,989.0,,,,,,An experimental library for Functional Reactive Programming in Scala.,21.0,13,False,3.0,,,,,,,,
222,sbt-revolver,spray/sbt-revolver,sbt,https://github.com/spray/sbt-revolver,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49,2023-04-08 09:28:56,2023-04-08 09:16:34,170.0,6.0,54.0,22.0,31.0,21.0,64.0,829.0,,,,,,An SBT plugin for dangerously fast development turnaround in Scala.,16.0,13,True,3.0,,,,,,,,
223,scala-csv,tototoshi/scala-csv,csv-yaml,https://github.com/tototoshi/scala-csv,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19,2023-05-18 10:59:53,2023-05-18 10:59:48,462.0,6.0,139.0,27.0,194.0,30.0,63.0,675.0,,,,,,CSV Reader/Writer for Scala.,34.0,13,False,2.0,,,,,,,,
224,tut,tpolecat/tut,sbt,https://github.com/tpolecat/tut,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48,2021-04-12 21:20:42,2021-04-12 21:20:42,454.0,,62.0,19.0,150.0,63.0,52.0,595.0,,,,,,doc/tutorial generator for scala.,38.0,13,False,3.0,,,,,,,,
225,scala-clippy,softwaremill/scala-clippy,sbt,https://github.com/softwaremill/scala-clippy,https://github.com/softwaremill/scala-clippy,Apache-2.0,2015-12-19 20:13:21,2019-03-14 17:25:51,2019-03-14 11:17:52,260.0,,20.0,20.0,29.0,14.0,22.0,315.0,2019-03-14 17:25:51,0.6.1,,,20.0,Good advice for Scala compiler errors.,8.0,13,False,3.0,,,,,,,,
226,op-rabbit,spingo/op-rabbit,misc,https://github.com/SpinGo/op-rabbit,https://github.com/SpinGo/op-rabbit,,2015-05-11 02:09:44,2021-10-28 21:40:36,2020-03-07 23:06:30,345.0,,74.0,14.0,59.0,37.0,106.0,238.0,2018-02-03 17:34:07,2.1.0,,,2.0,The Opinionated RabbitMQ Library for Scala and Akka.,38.0,13,False,2.0,,,,,,,,
227,fansi,com-lihaoyi/fansi,misc,https://github.com/com-lihaoyi/fansi,https://github.com/com-lihaoyi/fansi,,2016-05-26 00:43:32,2023-06-24 13:33:59,2023-06-07 18:29:01,136.0,6.0,24.0,8.0,54.0,9.0,10.0,218.0,2022-07-09 10:59:51,0.4.0,,,6.0,Scala/Scala.js library for manipulating Fancy Ansi colored strings.,14.0,13,False,2.0,,,,,,,,
228,borer,sirthias/borer,json,https://github.com/sirthias/borer,https://github.com/sirthias/borer,MPL-2.0,2019-03-04 21:32:46,2023-07-04 21:51:36,2023-06-09 14:42:40,976.0,14.0,12.0,9.0,536.0,14.0,105.0,194.0,,,,,,Efficient CBOR and JSON (de)serialization in Scala.,8.0,13,True,3.0,,,,,,,,
229,scredis,Livestream/scredis,db-clients,https://github.com/Livestream/scredis,https://github.com/Livestream/scredis,Apache-2.0,2013-02-27 16:13:18,2018-06-21 20:42:37,2018-06-21 20:42:37,147.0,,17.0,35.0,8.0,1.0,51.0,154.0,2014-12-16 16:04:30,2.0.6,,,24.0,"Non-blocking, ultra-fast Scala Redis client built on top of Akka IO, used in production at Livestream.",7.0,13,False,3.0,,,,,,,,
230,doddle-model,picnicml/doddle-model,sci,https://github.com/picnicml/doddle-model,https://github.com/picnicml/doddle-model,Apache-2.0,2018-02-09 13:54:54,2023-06-09 00:06:58,2020-03-27 10:19:20,299.0,,23.0,16.0,138.0,30.0,29.0,140.0,,,,,11.0,doddle-model: machine learning in Scala.,8.0,13,False,3.0,,,,,,,,
231,optimus,vagmcs/optimus,sci,https://github.com/vagmcs/Optimus,https://github.com/vagmcs/Optimus,LGPL-3.0,2014-12-23 12:23:36,2023-02-04 17:10:50,2022-08-27 20:53:36,279.0,,26.0,8.0,19.0,,21.0,137.0,2022-08-28 16:54:49,3.4.3,1769.0,160.0,1.0,Optimus is a mathematical programming library for Scala.,9.0,13,True,3.0,,,,,,,,
232,rtree2d,plokhotnyuk/rtree2d,misc,https://github.com/plokhotnyuk/rtree2d,https://github.com/plokhotnyuk/rtree2d,Apache-2.0,2018-05-07 15:52:10,2023-07-01 03:09:25,2023-07-01 03:09:24,679.0,22.0,11.0,11.0,434.0,8.0,10.0,125.0,2022-10-13 10:21:18,0.11.12,,,26.0,RTree2D is a 2D immutable R-tree for ultra-fast nearest and intersection queries in plane and spherical coordinates.,6.0,13,True,2.0,,,,,,,,
233,fastring,atry/fastring,env,https://github.com/Atry/fastring,https://github.com/Atry/fastring,Apache-2.0,2012-11-25 07:09:25,2023-07-06 14:14:36,2023-07-03 00:15:47,529.0,24.0,9.0,8.0,198.0,10.0,4.0,124.0,2018-03-26 01:49:18,1.0.0,,,4.0,Extremely fast string formatting.,7.0,13,True,3.0,,,,,,,,
234,scruid,ing-bank/scruid,db-clients,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252.0,,27.0,16.0,77.0,7.0,31.0,114.0,2021-06-07 15:35:10,2.5.0,,,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",19.0,13,False,3.0,,,,,,,,
235,clickhouse-scala-client,crobox/clickhouse-scala-client,db-clients,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2023-05-01 08:13:28,2023-05-01 08:13:21,868.0,27.0,20.0,9.0,112.0,13.0,20.0,108.0,2023-05-01 08:16:31,1.0.17,,,47.0,Clickhouse Scala Client with Reactive Streams support.,16.0,13,True,3.0,,,,,,,,
236,laserdisc,laserdisc-io/laserdisc,db-clients,https://github.com/laserdisc-io/laserdisc,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12,2023-07-04 18:53:23,2023-07-04 18:53:22,648.0,19.0,14.0,5.0,717.0,14.0,11.0,90.0,2022-11-22 23:17:24,0.6.0,,,21.0,A Future-free Fs2 native pure FP Redis client.,11.0,13,True,3.0,,,,,,,,
237,sbt-api-mappings,ThoughtWorksInc/sbt-api-mappings,sbt,https://github.com/ThoughtWorksInc/sbt-api-mappings,https://github.com/ThoughtWorksInc/sbt-api-mappings,Apache-2.0,2015-07-10 16:28:55,2023-07-02 21:08:17,2022-05-14 04:46:19,409.0,,16.0,34.0,142.0,4.0,6.0,87.0,2022-03-19 19:01:11,3.0.2,,,8.0,An Sbt plugin that fills apiMappings for common Scala libraries.,11.0,13,True,3.0,,,,,,,,
238,franklin,azavea/franklin,misc,https://github.com/azavea/franklin,https://github.com/azavea/franklin,Apache-2.0,2019-11-05 11:43:39,2023-07-06 14:49:29,2023-07-06 14:49:29,953.0,46.0,18.0,15.0,1311.0,96.0,101.0,67.0,,,,,,A STAC/OGC API Features Web Service.,12.0,13,True,2.0,,,,,,,,
239,reactor-scala-extensions,spring-attic/reactor-scala-extensions,reactive,https://github.com/spring-attic/reactor-scala-extensions,https://github.com/spring-attic/reactor-scala-extensions,Apache-2.0,2017-04-18 11:51:30,2022-03-01 19:25:25,2022-03-01 19:25:25,1392.0,,16.0,8.0,42.0,,34.0,53.0,2020-08-10 14:28:32,0.8.0,,,21.0,A scala extension for Project Reactors Flux and Mono.,16.0,13,True,3.0,,,,,,,,
240,spata,fingo/spata,csv-yaml,https://github.com/fingo/spata,https://github.com/fingo/spata,Apache-2.0,2020-05-29 22:01:35,2023-07-01 15:54:26,2023-06-09 15:45:27,442.0,41.0,5.0,3.0,24.0,,3.0,19.0,2023-06-01 15:39:17,3.1.0,,,10.0,"Functional, stream-based CSV processor for Scala.",3.0,13,True,2.0,,,,,,,,
241,better-monadic-for,oleg-py/better-monadic-for,sbt,https://github.com/oleg-py/better-monadic-for,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54,2021-12-31 00:10:05,2021-05-25 08:10:05,80.0,,31.0,21.0,18.0,11.0,26.0,683.0,,,,,1.0,Desugaring scala `for` without implicit `withFilter`s.,10.0,12,False,3.0,,,,,,,,
242,akka-quartz-scheduler,enragedginger/akka-quartz-scheduler,misc,https://github.com/enragedginger/akka-quartz-scheduler,https://github.com/enragedginger/akka-quartz-scheduler,,2013-04-13 02:48:41,2023-04-20 18:42:01,2022-07-24 14:56:33,191.0,,107.0,28.0,45.0,7.0,68.0,557.0,,,,,,Quartz Extension and utilities for cron-style scheduling in Akka.,41.0,12,False,3.0,,,,,,,,
243,accord,wix-incubator/accord,data,https://github.com/wix-incubator/accord,https://github.com/wix-incubator/accord,,2013-11-13 15:55:53,2022-11-23 10:05:39,2022-11-23 10:05:39,644.0,,48.0,285.0,36.0,24.0,93.0,533.0,,,,,,Accord: A sane validation library for Scala.,12.0,12,False,3.0,,,,,,,,
244,salat,salat/salat,db-clients,https://github.com/salat/salat,https://github.com/salat/salat,,2011-01-12 16:54:23,2019-03-03 13:32:54,2019-03-03 13:32:53,877.0,,109.0,55.0,82.0,37.0,97.0,487.0,,,,,,Salat is a simple serialization library for case classes.,43.0,12,False,3.0,,,,,,,,
245,scala-stm,nbronson/scala-stm,misc,https://github.com/nbronson/scala-stm,https://github.com/nbronson/scala-stm,BSD-3-Clause,2010-07-08 23:40:04,2023-04-14 17:30:52,2018-03-14 17:04:15,496.0,,35.0,17.0,20.0,12.0,43.0,247.0,,,,,,"A library-based Software Transactional Memory (STM) for Scala, coupled with transactional sets and maps.",11.0,12,False,3.0,,,,,,,,
246,scala-ssh,sirthias/scala-ssh,misc,https://github.com/sirthias/scala-ssh,https://github.com/sirthias/scala-ssh,Apache-2.0,2011-10-28 14:07:59,2021-07-09 08:32:58,2021-07-09 08:32:58,157.0,,52.0,16.0,29.0,16.0,12.0,234.0,,,,,,Remote shell access via SSH for your Scala applications.,21.0,12,False,3.0,,,,,,,,
247,reactive,nafg/reactive,web-frameworks,https://github.com/nafg/reactive,https://github.com/nafg/reactive,,2010-05-27 23:21:42,2023-06-24 16:36:47,2021-02-28 04:06:13,1147.0,,41.0,18.0,139.0,29.0,53.0,215.0,,,,,,A simple FRP library and a web UI framework built on it.,11.0,12,False,3.0,,,,,,,,
248,squid,epfldata/squid,toolkits,https://github.com/epfldata/squid,https://github.com/epfldata/squid,Apache-2.0,2016-03-08 21:53:00,2020-11-23 16:20:35,2020-11-23 16:20:07,583.0,,13.0,16.0,18.0,17.0,33.0,198.0,,,,,4.0,Squid type-safe metaprogramming and compilation framework for Scala.,6.0,12,False,3.0,,,,,,,,
249,log4s,Log4s/log4s,toolkits,https://github.com/Log4s/log4s,https://github.com/Log4s/log4s,,2013-04-28 07:57:48,2022-07-08 02:08:50,2022-07-08 02:08:50,378.0,,22.0,9.0,62.0,12.0,21.0,172.0,,,,,,High-performance SLF4J wrapper for Scala.,14.0,12,False,3.0,,,,,,,,
250,mainargs,com-lihaoyi/mainargs,misc,https://github.com/com-lihaoyi/mainargs,https://github.com/com-lihaoyi/mainargs,,2020-11-14 09:00:48,2023-07-06 16:19:34,2023-06-24 20:35:29,146.0,15.0,15.0,6.0,65.0,12.0,7.0,160.0,2023-04-29 01:53:59,0.5.0,,,5.0,"A small, convenient, dependency-free library for command-line argument parsing in Scala.",7.0,12,False,3.0,,,,,,,,
251,sbt-pgp,sbt/sbt-pgp,sbt,https://github.com/sbt/sbt-pgp,https://github.com/sbt/sbt-pgp,,2011-09-08 15:58:10,2022-12-06 03:24:26,2022-12-06 03:24:26,333.0,,52.0,7.0,86.0,18.0,97.0,140.0,2022-12-06 03:46:29,2.2.1,,,15.0,PGP plugin for sbt.,33.0,12,False,3.0,,,,,,,,
252,fast-string-interpolator,plokhotnyuk/fast-string-interpolator,env,https://github.com/plokhotnyuk/fast-string-interpolator,https://github.com/plokhotnyuk/fast-string-interpolator,Apache-2.0,2018-03-06 17:45:04,2023-06-24 17:37:01,2023-06-09 04:11:31,358.0,9.0,6.0,15.0,249.0,2.0,5.0,84.0,2022-10-13 08:37:27,0.6.3,,,11.0,Scala macro that generates ultra-fast string interpolators.,7.0,12,True,3.0,,,,,,,,
253,osm4scala,simplexspatial/osm4scala,misc,https://github.com/simplexspatial/osm4scala,https://github.com/simplexspatial/osm4scala,MIT,2016-05-17 20:15:23,2023-06-27 07:41:40,2022-09-08 17:18:54,266.0,,15.0,5.0,40.0,24.0,47.0,71.0,2022-09-08 17:30:18,1.0.11,42.0,1.0,9.0,Scala and Spark library focused on reading OpenStreetMap Pbf files.,4.0,12,True,3.0,,,,,,,,
254,sbt-ide-settings,Jetbrains/sbt-ide-settings,sbt,https://github.com/JetBrains/sbt-ide-settings,https://github.com/JetBrains/sbt-ide-settings,Apache-2.0,2015-02-13 12:06:38,2023-07-04 16:23:25,2023-07-04 16:23:20,34.0,1.0,7.0,22.0,2.0,8.0,5.0,56.0,2023-02-06 17:13:32,1.1.1,,,4.0,SBT plugin for tweaking various IDE settings.,6.0,12,True,3.0,,,,,,,,
255,scowl,phenoscape/scowl,misc,https://github.com/phenoscape/scowl,https://github.com/phenoscape/scowl,MIT,2013-05-10 18:08:52,2023-06-29 22:01:03,2022-03-30 19:07:24,243.0,,9.0,10.0,153.0,8.0,4.0,53.0,2022-03-30 16:58:35,1.4.1,,,9.0,A Scala DSL for programming with the OWL API.,3.0,12,True,3.0,,,,,,,,
256,dregex,marianobarrios/dregex,env,https://github.com/marianobarrios/dregex,https://github.com/marianobarrios/dregex,BSD-2-Clause,2014-05-20 22:38:39,2023-06-26 09:29:51,2023-06-16 10:26:25,274.0,8.0,4.0,5.0,53.0,2.0,3.0,39.0,2021-12-30 23:56:20,0.7.0,,,3.0,Dregex is a JVM library that implements a regular expression engine using deterministic finite automata (DFA). It..,6.0,12,True,3.0,,,,,,,,
257,play-googleauth,guardian/play-googleauth,sec,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2023-05-24 11:11:16,2023-01-17 14:28:38,421.0,,9.0,64.0,189.0,7.0,,32.0,,,,,,Simple play module for authenticating against Google.,39.0,12,True,3.0,,,,,,,,
258,proto,zero-deps/proto,data,https://github.com/zero-deps/proto,https://github.com/zero-deps/proto,MIT,2019-03-15 13:27:19,2023-06-15 21:12:33,2023-06-15 21:12:27,331.0,4.0,3.0,7.0,10.0,,19.0,30.0,2022-06-28 20:48:49,2.1.2,,,17.0,Lightweight and fast serialization library for Scala 2/3 based on Protocol Buffers with macros.,7.0,12,True,3.0,,,,,,,,
259,stac4s,stac-utils/stac4s,misc,https://github.com/stac-utils/stac4s,https://github.com/stac-utils/stac4s,Apache-2.0,2019-11-23 20:43:52,2023-06-10 13:33:51,2023-03-13 16:42:50,394.0,,9.0,9.0,554.0,20.0,31.0,15.0,2022-05-24 18:50:34,0.8.1,,,23.0,a scala library with primitives to build applications using the SpatioTemporal Asset Catalogs specification.,14.0,12,True,3.0,,,,,,,,
260,curiodb,stephenmcd/curiodb,distributed,https://github.com/stephenmcd/curiodb,https://github.com/stephenmcd/curiodb,BSD-2-Clause,2015-04-26 01:47:43,2018-11-04 22:44:22,2018-11-04 22:44:21,139.0,,44.0,35.0,19.0,5.0,7.0,513.0,,,,,,Distributed NoSQL Database.,6.0,11,False,3.0,,,,,,,,
261,akka-tracing,levkhomich/akka-tracing,distributed,https://github.com/levkhomich/akka-tracing,https://github.com/levkhomich/akka-tracing,,2014-03-15 20:15:30,2018-01-31 15:10:20,2018-01-13 12:03:50,355.0,,35.0,28.0,18.0,22.0,75.0,315.0,,,,,,"A distributed tracing extension for Akka. Provides integration with Play framework, Spray and Akka HTTP.",8.0,11,False,3.0,,,,,,,,
262,scalacollider,sciss/scalacollider,media,https://github.com/Sciss/ScalaCollider,https://github.com/Sciss/ScalaCollider,AGPL-3.0,2009-12-10 16:39:10,2021-11-18 09:19:03,2021-10-24 16:33:52,581.0,,19.0,15.0,5.0,9.0,83.0,204.0,,,,,,A Scala sound synthesis library based on SuperCollider.,2.0,11,False,2.0,,,,,,,,
