,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,labels
56,spray-json,spray/spray-json,json,https://github.com/spray/spray-json,https://github.com/spray/spray-json,Apache-2.0,2011-05-06 21:31:38,2022-09-15 12:08:33,2021-12-09 19:21:31,331.0,,582.0,37.0,154.0,97.0,116.0,2542.0,2020-11-11 13:05:44,1.3.6,,,3.0,"A lightweight, clean and simple JSON implementation in Scala.",48.0,21,False,2.0,182.0,144.0,io.spray:spray-json_2.13,https://search.maven.org/artifact/io.spray/spray-json_2.13,2020-11-10 13:18:28,38.0,,
57,finatra,twitter/finatra,web-frameworks,https://github.com/twitter/finatra,https://github.com/twitter/finatra,Apache-2.0,2012-02-16 23:55:29,2023-05-25 14:50:18,2023-05-09 19:18:19,2645.0,1.0,416.0,216.0,265.0,12.0,309.0,2265.0,2022-12-26 14:40:15,finatra-22.12.0,,,92.0,"Fast, testable, Scala services built on TwitterServer and Finagle.",251.0,21,True,1.0,,,,,,,,
58,scalajs-react,japgolly/scalajs-react,web-frameworks,https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2023-05-28 01:36:14,2023-05-28 01:36:13,3194.0,4.0,236.0,66.0,553.0,24.0,507.0,1619.0,2022-04-26 04:07:04,2.1.1,,,65.0,Facebooks React on Scala.JS.,80.0,21,True,1.0,,,,,,,,
59,pureconfig,pureconfig/pureconfig,misc,https://github.com/pureconfig/pureconfig,https://github.com/pureconfig/pureconfig,MPL-2.0,2015-08-29 17:05:50,2023-07-04 21:04:24,2023-07-04 21:04:23,2034.0,60.0,168.0,21.0,1246.0,45.0,246.0,1392.0,,,,,,A boilerplate-free library for loading configuration files.,85.0,21,True,1.0,,,,,,,,
60,wartremover,wartremover/wartremover,env,https://github.com/wartremover/wartremover,https://github.com/wartremover/wartremover,Apache-2.0,2013-01-05 11:29:26,2023-07-06 10:35:50,2023-07-06 10:35:48,1160.0,66.0,113.0,32.0,559.0,102.0,229.0,1023.0,2020-02-25 04:42:44,2.4.5,477.0,5.0,27.0,Flexible Scala code linting tool.,58.0,21,True,2.0,,,,,,,,
61,slick-pg,tminglei/slick-pg,db-clients,https://github.com/tminglei/slick-pg,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40,2023-07-02 21:14:58,2023-06-30 11:10:56,1173.0,38.0,176.0,21.0,274.0,110.0,267.0,827.0,2022-12-08 23:15:05,0.21.1,,,89.0,Slick extensions for PostgreSQL.,93.0,21,True,2.0,,,,,,,,
62,jsoniter-scala,plokhotnyuk/jsoniter-scala,json,https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2023-07-05 08:43:14,2023-07-05 08:43:13,4328.0,85.0,82.0,21.0,769.0,54.0,226.0,652.0,2023-06-16 19:52:57,2.23.2,,,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs.,19.0,21,True,2.0,1.0,1.0,,,,,,
63,tinylog,tinylog-org/tinylog,toolkits,https://github.com/tinylog-org/tinylog,https://github.com/tinylog-org/tinylog,Apache-2.0,2012-09-13 11:21:42,2023-07-06 12:06:55,2023-06-22 16:31:18,1163.0,26.0,73.0,14.0,270.0,19.0,205.0,610.0,2023-05-13 21:12:43,2.6.2,23395.0,224.0,78.0,"tinylog is a lightweight logging framework for Java, Kotlin, Scala, and Android.",19.0,21,True,2.0,2.0,2.0,,,,,,
64,mima,lightbend/mima,sbt,https://github.com/lightbend/mima,https://github.com/lightbend/mima,Apache-2.0,2012-05-24 14:08:57,2023-07-03 20:58:09,2023-07-03 20:58:08,1473.0,31.0,65.0,22.0,551.0,27.0,185.0,438.0,2023-03-29 14:01:18,1.1.2,,,31.0,A tool for catching binary incompatibility in Scala.,47.0,21,True,1.0,,,,,,,,
65,jawn,typelevel/jawn,json,https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,MIT,2012-10-01 02:04:45,2023-07-05 21:19:02,2023-07-05 21:19:02,1240.0,72.0,71.0,21.0,484.0,12.0,56.0,432.0,2023-06-26 15:47:24,1.5.1,,,22.0,Jawn is for parsing jay-sawn (JSON).,47.0,21,True,2.0,,,,,,,,
66,scanamo,scanamo/scanamo,db-clients,https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2023-06-30 23:58:39,2023-06-09 11:44:45,2070.0,22.0,125.0,37.0,1478.0,74.0,152.0,314.0,2023-05-04 17:45:11,1.0.0-M25,,,14.0,Simpler DynamoDB access for Scala.,83.0,21,True,2.0,,,,,,,,
67,scalaz,scalaz/scalaz,toolkits,https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2023-06-26 22:10:55,2023-06-26 22:08:37,7258.0,25.0,725.0,212.0,2004.0,162.0,422.0,4624.0,,,,,,Principled Functional Programming in Scala.,249.0,20,False,2.0,,,,,,,,
68,util,twitter/util,toolkits,https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2023-05-18 15:14:24,2023-05-09 19:17:38,3118.0,2.0,584.0,230.0,195.0,12.0,111.0,2659.0,2022-12-26 14:38:56,util-22.12.0,,,81.0,Wonderful reusable code from Twitter.,317.0,20,True,2.0,,,,,,,,
69,summingbird,twitter/summingbird,bigdata,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793.0,,267.0,295.0,494.0,163.0,134.0,2134.0,2016-06-23 21:16:10,0.11.0-RC1,,,24.0,Streaming MapReduce with Scalding and Storm.,44.0,20,True,3.0,,,,,,,,
70,sbt-assembly,sbt/sbt-assembly,sbt,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2023-06-25 22:38:17,2023-06-04 14:45:08,620.0,2.0,216.0,57.0,157.0,100.0,242.0,1909.0,2023-02-12 06:44:54,2.1.1,,,16.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,78.0,20,True,1.0,,,,,,,,
71,monix,monix/monix,reactive,https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2023-06-29 20:02:26,2023-05-03 07:29:20,1686.0,1.0,245.0,65.0,1080.0,82.0,577.0,1899.0,2022-05-07 18:40:42,3.4.1,,,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",105.0,20,True,1.0,,,,,,,,
72,Binding.scala,ThoughtWorksInc/Binding.scala,web-frameworks,https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2023-07-04 22:53:01,2023-07-04 06:31:15,1643.0,37.0,109.0,118.0,413.0,43.0,63.0,1575.0,2023-01-26 04:19:51,12.2.0,,,82.0,Reactive data-binding for Scala.,25.0,20,True,2.0,,,,,,,,
73,json4s,json4s/json4s,json,https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2023-07-06 05:06:02,2023-06-26 07:14:49,1751.0,33.0,347.0,65.0,924.0,163.0,253.0,1452.0,,,,,,JSON library.,126.0,20,True,2.0,,,,,,,,
74,framework,lift/framework,web-frameworks,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2023-04-11 14:56:45,2023-04-11 14:56:45,3932.0,1.0,276.0,104.0,530.0,147.0,1324.0,1268.0,2021-10-08 15:12:09,3.5.0-release,,,52.0,Lift Framework.,118.0,20,True,2.0,,,,,,,-1.0,
75,scrimage,sksamuel/scrimage,media,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2023-06-26 18:29:14,2023-06-18 22:22:07,1290.0,8.0,133.0,46.0,83.0,3.0,186.0,968.0,2023-06-18 20:33:11,4.0.37,,,26.0,"Java, Scala and Kotlin image processing library.",53.0,20,True,1.0,,,,,,,,
76,ReactiveMongo,ReactiveMongo/ReactiveMongo,db-clients,https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2023-07-04 20:41:21,2023-07-03 12:38:18,1336.0,18.0,231.0,56.0,850.0,14.0,364.0,842.0,2020-01-03 02:08:23,0.20.0,,,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",87.0,20,True,2.0,,,,,,,,
77,scodec,scodec/scodec,data,https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2023-07-04 21:36:52,2023-05-05 11:48:18,1320.0,10.0,104.0,29.0,406.0,13.0,58.0,792.0,2023-02-07 03:30:52,2.2.1,,,4.0,Scala combinator library for working with binary data.,61.0,20,True,1.0,,,,,,,,
78,scrooge,twitter/scrooge,data,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2023-05-12 12:24:21,2023-02-13 23:11:18,1842.0,,243.0,174.0,188.0,32.0,143.0,778.0,2022-12-26 14:40:41,scrooge-22.12.0,,,77.0,A Thrift parser/generator.,228.0,20,True,1.0,,,,,,,,
79,scalafix,scalacenter/scalafix,env,https://github.com/scalacenter/scalafix,https://github.com/scalacenter/scalafix,,2016-08-08 11:45:19,2023-07-06 07:36:11,2023-07-04 19:56:30,3295.0,118.0,172.0,32.0,1177.0,71.0,572.0,751.0,2023-06-03 15:04:49,0.11.0,35.0,0.0,68.0,Refactoring and linting tool for Scala.,102.0,20,False,2.0,,,,,,,,
80,specs2,etorreborre/specs2,test,https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2023-07-06 17:44:39,2023-06-30 08:49:08,4685.0,24.0,211.0,29.0,520.0,5.0,642.0,733.0,2023-04-12 08:07:42,SPECS2-4.20.0,,,61.0,Software Specifications for Scala.,91.0,20,False,2.0,,,,,,,,
81,sbt-scoverage,scoverage/sbt-scoverage,sbt,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2023-07-05 06:50:29,2023-07-05 06:50:28,737.0,9.0,149.0,28.0,238.0,35.0,219.0,624.0,2023-06-03 10:52:35,2.0.8,,,36.0,sbt plugin for scoverage.,71.0,20,True,1.0,,,,,,,,
82,scapegoat,scapegoat-scala/scapegoat,env,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2023-07-05 08:13:59,2023-07-05 08:13:58,1309.0,18.0,80.0,20.0,517.0,41.0,197.0,486.0,2023-06-06 09:49:47,2.1.2,,,19.0,Scala compiler plugin for static code analysis.,63.0,20,True,2.0,,,,,,,,
83,endpoints4s,endpoints4s/endpoints4s,http,https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2023-06-30 15:40:43,2023-06-29 20:00:39,1537.0,23.0,93.0,13.0,990.0,37.0,167.0,400.0,2023-05-18 07:15:05,1.10.0,,,29.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",59.0,20,True,2.0,,,,,,,,
84,laika,typelevel/Laika,csv-yaml,https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2023-07-06 17:11:40,2023-07-05 14:40:10,3609.0,60.0,41.0,12.0,220.0,16.0,204.0,383.0,2023-07-05 14:45:05,0.19.3,,,30.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",18.0,20,True,1.0,,,,,,,,
85,scalaxb,eed3si9n/scalaxb,http,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2023-06-24 23:36:53,2023-06-21 14:15:54,1281.0,1.0,150.0,23.0,171.0,155.0,281.0,326.0,2023-06-24 23:39:08,1.11.1,,,20.0,scalaxb is an XML data binding tool for Scala.,68.0,20,True,2.0,,,,,,,,
86,sbt-microsites,47degrees/sbt-microsites,sbt,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2023-07-05 05:21:16,2023-07-05 05:21:14,1240.0,13.0,61.0,46.0,623.0,18.0,121.0,315.0,2023-03-28 17:15:43,1.4.3,,,78.0,An sbt plugin to create awesome microsites for your project.,71.0,20,True,1.0,,,,,,,,
87,breeze,scalanlp/breeze,sci,https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2022-08-22 04:52:00,2022-08-22 04:51:38,3725.0,,704.0,211.0,318.0,86.0,449.0,3405.0,,,,,,Breeze is a numerical processing library for Scala.,142.0,19,True,2.0,,,,,,,,
88,geotrellis,locationtech/geotrellis,misc,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2023-06-02 23:22:44,2023-06-02 23:22:44,2451.0,2.0,369.0,107.0,2221.0,245.0,1047.0,1275.0,2023-02-27 14:21:07,3.7.0,,,22.0,GeoTrellis is a geographic data processing engine for high performance applications.,95.0,19,False,1.0,,,,,,,,
89,macwire,softwaremill/macwire,di,https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2023-06-27 00:27:08,2023-06-27 00:26:38,737.0,24.0,69.0,62.0,173.0,67.0,69.0,1230.0,2022-08-23 07:40:39,2.5.8,,,16.0,Lightweight and Nonintrusive Scala Dependency Injection Library.,40.0,19,True,2.0,,,,,,,,
90,colossus,tumblr/colossus,web-frameworks,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,103.0,77.0,411.0,4.0,270.0,1153.0,2018-01-24 17:31:20,0.11.0,,,32.0,I/O and Microservice library for Scala.,28.0,19,False,2.0,,,,,,,,
91,phantom,outworkers/phantom,db-clients,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,189.0,75.0,512.0,19.0,403.0,1048.0,2020-08-10 21:50:24,2.59.0,,,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",51.0,19,False,2.0,,,,,,,,
92,quicklens,softwaremill/quicklens,toolkits,https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2023-07-06 00:08:07,2023-06-27 00:14:49,434.0,41.0,49.0,45.0,131.0,21.0,28.0,782.0,2023-05-11 20:20:56,1.9.4,,,25.0,Modify deeply nested case class fields.,25.0,19,True,2.0,,,,,,,,
93,sbt-eclipse,sbt/sbt-eclipse,sbt,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2023-06-09 03:20:53,2023-05-18 16:54:49,402.0,4.0,171.0,50.0,140.0,78.0,203.0,720.0,2022-09-23 14:15:14,6.0.0,,,2.0,Plugin for sbt to create Eclipse project definitions.,39.0,19,True,2.0,,,,,,,,
94,scala-parser-combinators,scala/scala-parser-combinators,parsers,https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2023-06-26 05:39:54,2023-06-26 05:39:53,982.0,16.0,128.0,35.0,401.0,22.0,96.0,628.0,2023-04-26 22:27:37,2.3.0,,,18.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",70.0,19,True,1.0,,,,,,,,
95,eff,atnos-org/eff,toolkits,https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2023-07-06 10:35:25,2023-07-06 10:35:25,1113.0,40.0,79.0,20.0,569.0,3.0,63.0,558.0,2023-04-18 02:42:57,6.0.3,,,71.0,Eff monad for cats - https://atnos-org.github.io/eff.,42.0,19,True,2.0,,,,,,,,
96,sparta,Stratio/sparta,bigdata,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,193.0,139.0,1360.0,9.0,534.0,524.0,2017-05-31 09:56:04,1.5.0,,,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,41.0,19,False,3.0,,,,,,,,
97,twirl,playframework/twirl,templating,https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2023-07-03 12:28:57,2023-07-03 10:59:30,1042.0,54.0,108.0,38.0,528.0,39.0,70.0,523.0,2022-12-27 13:09:41,1.5.2,,,8.0,Twirl is Plays default template engine.,51.0,19,True,1.0,,,,,,,,
98,scalamock,paulbutcher/scalamock,test,https://github.com/paulbutcher/ScalaMock,https://github.com/paulbutcher/ScalaMock,MIT,2011-10-24 21:32:02,2023-07-02 18:38:19,2023-07-01 06:52:32,798.0,12.0,90.0,21.0,267.0,22.0,195.0,487.0,2021-12-25 20:07:28,5.2.0,,,13.0,Native Scala mocking framework.,33.0,19,True,2.0,,,,,,,,
99,scribe,outr/scribe,toolkits,https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2023-07-06 00:01:01,2023-07-06 00:00:45,1277.0,81.0,37.0,9.0,329.0,17.0,132.0,472.0,2023-07-06 00:03:46,3.11.7,,,38.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,18.0,19,True,2.0,,,,,,,,
100,udash-core,UdashFramework/udash-core,web-frameworks,https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2023-07-05 12:37:19,2023-07-05 12:37:18,3291.0,38.0,36.0,20.0,995.0,29.0,87.0,439.0,2023-03-20 16:09:29,0.9.0,,,16.0,Scala framework for building beautiful and maintainable web applications.,37.0,19,True,2.0,,,,,,,,
101,play-swagger,iheartradio/play-swagger,misc,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-07-04 16:47:31,2023-06-05 01:56:04,732.0,21.0,126.0,25.0,405.0,88.0,94.0,403.0,2023-06-05 02:04:41,1.0.3,,,24.0,Swagger spec generator for play framework.,53.0,19,True,1.0,,,,,,,,
102,zio-json,zio/zio-json,json,https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2023-07-05 03:48:40,2023-07-03 07:27:32,556.0,23.0,117.0,23.0,834.0,101.0,80.0,381.0,2023-07-03 07:29:20,0.6.0,,,30.0,"Fast, secure JSON library with tight ZIO integration.",54.0,19,True,2.0,,,,,,,,['zio']
103,mdoc,scalameta/mdoc,sbt,https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2023-07-03 00:54:59,2023-07-03 00:54:58,1261.0,28.0,68.0,11.0,591.0,53.0,143.0,369.0,2023-02-07 19:04:02,2.3.7,,,64.0,Typechecked markdown documentation for Scala.,43.0,19,True,2.0,,,,,,,,
104,play-json,playframework/play-json,json,https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2023-07-02 14:23:59,2023-07-02 14:23:58,1231.0,77.0,130.0,20.0,788.0,43.0,75.0,347.0,2023-01-24 07:38:59,2.9.4,,,12.0,The Play JSON library.,64.0,19,True,2.0,,,,,,,,['play']
105,scalismo,unibas-gravis/scalismo,media,https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2023-06-30 13:20:59,2023-06-30 12:37:53,1832.0,13.0,64.0,19.0,337.0,13.0,60.0,232.0,2023-07-04 08:48:44,0.92.0,,,7.0,Scalable Image Analysis and Shape Modelling.,22.0,19,True,2.0,,,,,,,2.0,
106,cornichon,agourlay/cornichon,test,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2023-07-05 12:10:32,2023-07-05 12:10:26,3196.0,76.0,29.0,12.0,630.0,24.0,133.0,225.0,2023-06-24 07:45:44,0.20.8,,,73.0,Scala DSL for testing HTTP JSON API.,18.0,19,True,2.0,,,,,,,,
107,stryker4s,stryker-mutator/stryker4s,test,https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2023-07-04 22:37:59,2023-07-04 22:37:58,1256.0,48.0,28.0,8.0,1213.0,34.0,121.0,179.0,2022-01-03 16:34:16,0.14.3,,,38.0,Mutation testing for Scala.,29.0,19,True,2.0,,,,,,,,
108,neotypes,neotypes/neotypes,db-clients,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2023-07-04 21:09:57,2023-07-04 21:09:56,1102.0,97.0,31.0,7.0,589.0,15.0,47.0,154.0,2023-06-04 20:33:02,0.23.3,,,15.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",14.0,19,True,2.0,,,,,,,,
109,scalatra,scalatra/scalatra,web-frameworks,https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2023-07-05 11:46:58,2023-07-05 11:46:57,3941.0,33.0,341.0,84.0,1109.0,70.0,369.0,2605.0,,,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",134.0,18,False,3.0,,,,,,,,
110,better-files,pathikrit/better-files,toolkits,https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2023-07-04 19:27:27,2023-02-17 17:30:13,1085.0,,149.0,38.0,406.0,36.0,176.0,1459.0,,,,,,"Simple, safe and intuitive Scala I/O.",60.0,18,True,2.0,,,,,,,,
111,async,scala/scala-async,toolkits,https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2023-07-01 00:21:40,2023-07-01 00:21:39,746.0,9.0,89.0,58.0,236.0,13.0,75.0,1136.0,2021-09-09 21:50:20,1.0.1,,,21.0,An asynchronous programming facility for Scala.,28.0,18,True,2.0,,,,,,,,
112,fastparse,com-lihaoyi/fastparse,parsers,https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2023-06-06 06:53:25,2023-03-24 05:07:16,946.0,,164.0,39.0,154.0,17.0,115.0,1044.0,2021-09-07 10:21:47,2.3.3,,,2.0,Writing Fast Parsers Fast in Scala.,51.0,18,True,2.0,,,,,,,,
113,chimney,scalalandio/chimney,toolkits,https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2023-07-06 11:49:37,2023-05-18 14:44:20,412.0,9.0,72.0,21.0,172.0,48.0,103.0,994.0,2023-05-18 14:59:14,0.7.5,,,16.0,"Scala library for boilerplate-free, type-safe data transformations.",24.0,18,True,2.0,,,,,,,,
114,bidmach,biddata/bidmach,bigdata,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,89.0,61.0,67.0,90.0,914.0,2017-03-26 04:20:02,1.1.2,,,9.0,CPU and GPU-accelerated Machine Learning Library.,45.0,18,False,3.0,,,,,,,,
115,sbt-jmh,sbt/sbt-jmh,sbt,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2023-06-27 06:39:58,2023-06-27 06:39:57,286.0,9.0,86.0,27.0,130.0,27.0,69.0,760.0,2023-06-12 18:49:27,0.4.4,,,6.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",50.0,18,True,2.0,,,,,,,,
116,skinny-framework,skinny-framework/skinny-framework,web-frameworks,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,72.0,47.0,287.0,21.0,134.0,738.0,2022-12-14 08:24:58,4.0.1,12136.0,111.0,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,32.0,18,True,3.0,,,,,,,,
117,sbt-updates,rtimush/sbt-updates,sbt,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2023-07-04 20:53:44,2023-06-24 18:11:49,592.0,10.0,51.0,23.0,280.0,12.0,66.0,729.0,2022-05-30 08:03:01,0.6.3,,,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,29.0,18,True,2.0,,,,,,,,
118,avro4s,sksamuel/avro4s,data,https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2023-07-04 21:52:50,2023-07-04 15:40:41,1539.0,6.0,225.0,25.0,416.0,13.0,356.0,698.0,,,,,,Avro schema generation and serialization / deserialization for Scala.,99.0,18,True,2.0,,,,,,,,
119,bootzooka,softwaremill/bootzooka,misc,https://github.com/softwaremill/bootzooka,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05,2023-07-06 13:18:42,2023-07-06 13:18:42,3157.0,3.0,146.0,60.0,982.0,7.0,102.0,684.0,2022-07-27 13:33:11,1.0.4,,,4.0,"Simple project to quickly start developing a Scala-based microservice or web application, without the need to write..",62.0,18,True,2.0,,,,,,,,
120,upickle,com-lihaoyi/upickle,data,https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2023-06-29 13:21:12,2023-06-07 20:45:29,860.0,2.0,154.0,16.0,232.0,17.0,249.0,670.0,2023-04-06 06:06:25,3.1.0,,,17.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",52.0,18,True,2.0,,,,,,,,
121,sbt-release,sbt/sbt-release,sbt,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2023-06-26 22:10:48,2023-06-26 22:10:47,514.0,6.0,155.0,28.0,204.0,72.0,98.0,625.0,2021-06-24 14:27:49,1.1.0,,,4.0,A release plugin for sbt.,64.0,18,True,2.0,,,,,,,,
122,chill,twitter/chill,data,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2023-07-01 02:27:01,2023-03-19 07:21:05,928.0,,145.0,134.0,619.0,56.0,91.0,595.0,2021-06-04 22:29:04,0.10.0,,,34.0,Scala extensions for the Kryo serialization library.,67.0,18,True,2.0,,,,,,,,
123,korolev,fomkin/korolev,web-frameworks,https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-06-26 08:52:29,2023-06-26 08:51:59,672.0,9.0,50.0,23.0,222.0,12.0,222.0,582.0,2022-08-16 08:04:00,1.5.0,,,35.0,Single Page Applications running on the server side.,26.0,18,True,3.0,,,,,,,,
124,scalariform,scala-ide/scalariform,env,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2022-12-18 15:16:00,2019-06-11 05:21:17,734.0,,150.0,28.0,97.0,61.0,140.0,534.0,2019-06-11 05:28:37,0.2.10,9355.0,129.0,11.0,Scala source code formatter.,56.0,18,False,3.0,,,,,,,,
