,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,updated_github_id
54,slick-pg,tminglei/slick-pg,db-clients,https://github.com/tminglei/slick-pg,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40,2025-09-08 08:26:11,2025-09-08 08:26:11,1390.0,18.0,181.0,21.0,395.0,117.0,280.0,844,2025-06-02 14:35:36,0.23.1,,,96.0,Slick extensions for PostgreSQL.,,,97.0,22,True,2,,,,,,,
55,scalaxb,eed3si9n/scalaxb,http,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2025-09-08 04:49:41,2025-09-08 02:56:06,1395.0,10.0,159.0,22.0,245.0,161.0,290.0,340,2025-09-08 03:45:57,1.12.3,,,24.0,scalaxb is an XML data binding tool for Scala.,,,71.0,22,True,2,,,,,,2.0,
56,spark-notebook,spark-notebook/spark-notebook,sci,https://github.com/spark-notebook/spark-notebook,https://github.com/spark-notebook/spark-notebook,Apache-2.0,2014-09-05 19:35:25,2023-05-16 16:06:37,2021-03-30 08:57:25,2326.0,,654.0,187.0,484.0,208.0,307.0,3150,2017-07-23 14:44:02,0.8.3,,,18.0,Interactive and Reactive Data Science using Scala and Spark.,,,84.0,21,False,2,,,,,,,
57,util,twitter/util,toolkits,https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2025-08-26 18:10:53,2025-08-26 18:10:52,3152.0,4.0,581.0,225.0,199.0,13.0,111.0,2720,2022-12-26 14:38:56,util-22.12.0,,,81.0,Wonderful reusable code from Twitter.,,,327.0,21,True,2,,['scala3'],,,,,
58,lagom,lagom/lagom,distributed,https://github.com/lagom/lagom,https://github.com/lagom/lagom,Apache-2.0,2016-02-23 01:51:06,2023-08-14 13:43:48,2023-08-14 13:43:48,2427.0,,634.0,147.0,2275.0,455.0,643.0,2633,2021-12-14 11:16:46,1.6.7,,,49.0,Reactive Microservices for the JVM.,,,149.0,21,False,2,,,,,,,
59,spray-json,spray/spray-json,json,https://github.com/spray/spray-json,https://github.com/spray/spray-json,Apache-2.0,2011-05-06 21:31:38,2024-01-10 20:17:55,2021-12-09 19:21:31,331.0,,562.0,36.0,156.0,101.0,116.0,2498,2020-11-11 13:05:44,1.3.6,,,3.0,"A lightweight, clean and simple JSON implementation in Scala.",155.0,,48.0,21,False,2,io.spray:spray-json_2.13,,https://search.maven.org/artifact/io.spray/spray-json_2.13,2020-11-10 13:18:28,155.0,,
60,finatra,twitter/finatra,web-frameworks,https://github.com/twitter/finatra,https://github.com/twitter/finatra,Apache-2.0,2012-02-16 23:55:29,2025-08-18 21:11:27,2025-08-18 21:11:27,2661.0,1.0,407.0,211.0,270.0,19.0,309.0,2270,2022-12-26 14:40:15,finatra-22.12.0,,,92.0,"Fast, testable, Scala services built on TwitterServer and Finagle.",,,260.0,21,True,1,,,,,,,
61,spire,typelevel/spire,sci,https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2025-09-06 12:15:10,2025-06-07 03:09:28,2999.0,,244.0,64.0,971.0,158.0,272.0,1775,2022-06-17 15:55:07,0.18.0,,,4.0,Powerful new number types and numeric abstractions for Scala.,,,106.0,21,True,2,,"['scala3', 'scalajs']",,,,,
62,skunk,typelevel/skunk,db-clients,https://github.com/typelevel/skunk,https://github.com/typelevel/skunk,MIT,2018-09-21 06:46:41,2025-09-07 00:56:23,2025-09-06 12:30:16,2206.0,28.0,168.0,27.0,1065.0,90.0,73.0,1621,2024-05-11 13:18:29,0.6.4,,,41.0,A data access library for Scala + Postgres.,,,97.0,21,True,2,,"['scala3', 'scalajs']",,,,,
63,json4s,json4s/json4s,json,https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2025-09-10 21:52:15,2025-09-10 21:52:15,1965.0,18.0,329.0,63.0,1269.0,172.0,263.0,1488,,,,,,JSON library.,,,151.0,21,True,2,,"['scala3', 'scalajs']",,,,,
64,alpakka-kafka,akka/alpakka-kafka,bigdata,https://github.com/akka/alpakka-kafka,https://github.com/akka/alpakka-kafka,,2014-12-30 15:30:02,2025-08-05 13:49:19,2025-08-05 12:40:53,1899.0,18.0,382.0,75.0,1319.0,111.0,439.0,1418,2025-08-05 13:49:19,7.0.4,,,68.0,"Alpakka Kafka connector - Alpakka is a Reactive Enterprise Integration library for Java and Scala, based on Reactive..",,,132.0,21,False,2,,['scala3'],,,,,
65,framework,lift/framework,web-frameworks,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2025-08-29 23:53:15,2025-08-23 00:49:37,3938.0,2.0,279.0,102.0,547.0,136.0,1351.0,1271,2021-10-08 15:12:09,3.5.0-release,,,54.0,Lift Framework.,,,120.0,21,True,1,,,,,,,
66,chimney,scalalandio/chimney,toolkits,https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2025-09-08 07:59:43,2025-09-08 07:59:42,1581.0,21.0,108.0,19.0,533.0,16.0,210.0,1231,2025-07-10 18:19:17,1.8.2,,,47.0,"Scala library for boilerplate-free, type-safe data transformations.",,,46.0,21,True,2,,"['scala3', 'scalajs']",,,,,
67,scalatest,scalatest/scalatest,test,https://github.com/scalatest/scalatest,https://github.com/scalatest/scalatest,Apache-2.0,2013-04-07 21:55:49,2025-08-30 05:28:31,2025-08-30 05:28:22,7543.0,33.0,337.0,53.0,1597.0,527.0,344.0,1168,2024-06-26 00:41:22,release-3.2.19,,,41.0,A testing tool for Scala and Java developers.,,,69.0,21,True,2,,"['scala3', 'scalajs']",,,,,
68,scalafix,scalacenter/scalafix,development-cycle,https://github.com/scalacenter/scalafix,https://github.com/scalacenter/scalafix,BSD-3-Clause,2016-08-08 11:45:19,2025-09-11 11:05:36,2025-09-11 11:03:00,4074.0,23.0,187.0,27.0,1563.0,75.0,639.0,860,2025-05-08 18:53:30,0.14.3,39.0,0.0,76.0,Refactoring and linting tool for Scala.,,,113.0,21,True,3,,['scalajs'],,,,,
69,jsoniter-scala,plokhotnyuk/jsoniter-scala,json,https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2025-09-11 12:35:36,2025-09-11 12:35:27,5336.0,109.0,109.0,20.0,949.0,94.0,278.0,787,2025-09-08 08:19:39,2.37.10,,,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs + circe booster.,1.0,1.0,31.0,21,True,2,,"['scala3', 'scalajs']",,,,,
70,nussknacker,touk/nussknacker,bigdata,https://github.com/TouK/nussknacker,https://github.com/TouK/nussknacker,Apache-2.0,2017-06-29 14:09:57,2025-09-11 17:06:22,2025-09-11 11:21:25,7496.0,148.0,100.0,33.0,8110.0,101.0,403.0,699,2024-11-22 14:01:13,1.18.0,611.0,6.0,53.0,Low-code tool for automating actions on real time data | Stream processing for the users.,,,88.0,21,True,2,,,,,,,
71,airframe,wvlet/airframe,di,https://github.com/wvlet/airframe,https://github.com/wvlet/airframe,Apache-2.0,2016-08-14 07:00:12,2025-09-10 08:13:31,2025-09-10 08:13:30,4844.0,67.0,71.0,18.0,3380.0,105.0,557.0,659,2025-09-10 05:07:06,2025.1.18,,,100.0,Essential Building Blocks for Scala.,,,61.0,21,True,1,,"['scala3', 'scalajs']",,,,,
72,izumi,7mind/izumi,di,https://github.com/7mind/izumi,https://github.com/7mind/izumi,BSD-2-Clause,2017-11-03 10:39:42,2025-09-06 18:06:16,2025-09-06 18:06:08,4818.0,43.0,68.0,19.0,1773.0,60.0,409.0,625,2025-08-18 18:44:53,1.2.20,,,96.0,Productivity-oriented collection of lightweight fancy stuff for Scala toolchain.,,,34.0,21,True,1,,"['scala3', 'scalajs']",,,,,
73,twirl,playframework/twirl,templating,https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2025-09-09 15:32:36,2025-09-09 15:32:27,1504.0,67.0,117.0,37.0,902.0,38.0,83.0,559,2025-06-30 13:29:01,2.0.9,,,29.0,Twirl is Plays default template engine.,,,57.0,21,True,1,,"['scala3', 'scalajs']",,,,,
74,scalaz,scalaz/scalaz,toolkits,https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2025-09-10 10:28:46,2025-09-10 10:28:45,7437.0,18.0,701.0,205.0,2384.0,157.0,424.0,4670,,,,,,Principled Functional Programming in Scala.,,,248.0,20,False,2,,"['scala3', 'scalajs']",,,,,
75,summingbird,twitter/summingbird,bigdata,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793.0,,267.0,287.0,494.0,163.0,134.0,2131,2016-06-23 21:16:10,0.11.0-RC1,,,24.0,Streaming MapReduce with Scalding and Storm.,,,45.0,20,False,3,,,,,,,
76,sbt-assembly,sbt/sbt-assembly,sbt,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2025-09-08 01:43:21,2025-09-08 01:43:21,691.0,7.0,225.0,49.0,195.0,110.0,258.0,1960,2025-01-20 01:16:48,2.3.1,,,23.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,,,85.0,20,True,1,,,,,,,
77,monix,monix/monix,reactive,https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2024-08-12 23:48:38,2023-10-17 17:17:02,1694.0,,246.0,58.0,1280.0,142.0,577.0,1938,2022-05-07 18:40:42,3.4.1,,,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",,,113.0,20,False,1,,"['scala3', 'scalajs']",,,,,
78,pureconfig,pureconfig/pureconfig,others,https://github.com/pureconfig/pureconfig,https://github.com/pureconfig/pureconfig,MPL-2.0,2015-08-29 17:05:50,2025-09-08 20:11:08,2025-09-08 20:11:07,2328.0,27.0,180.0,22.0,1546.0,50.0,265.0,1520,,,,,,A boilerplate-free library for loading configuration files.,,,91.0,20,True,1,,['scala3'],,,,,
79,geotrellis,locationtech/geotrellis,others,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2025-08-22 23:25:00,2025-08-22 23:24:58,2506.0,9.0,364.0,101.0,2271.0,246.0,1070.0,1367,2025-04-23 12:17:03,3.8.0,,,24.0,GeoTrellis is a geographic data processing engine for high performance applications.,,,96.0,20,False,1,,,,,,,
80,macwire,softwaremill/macwire,di,https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2025-09-07 00:47:06,2025-09-07 00:47:04,884.0,14.0,80.0,55.0,287.0,55.0,73.0,1307,2025-09-01 14:06:13,2.6.7,,,25.0,"Zero-cost, compile-time, type-safe dependency injection library.",,,46.0,20,True,2,,"['scala3', 'scalajs']",,,,,
81,ReactiveMongo,ReactiveMongo/ReactiveMongo,db-clients,https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2025-09-08 08:20:59,2025-09-08 08:20:58,1434.0,22.0,231.0,51.0,1010.0,15.0,373.0,851,2020-01-03 02:08:23,0.20.0,,,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",,,90.0,20,True,2,,['scala3'],,,,,
82,scodec,scodec/scodec,data,https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2025-09-07 15:07:14,2025-09-07 15:07:14,1550.0,25.0,107.0,29.0,531.0,5.0,73.0,814,2025-07-26 12:02:30,2.3.3,,,10.0,Scala combinator library for working with binary data.,,,63.0,20,True,1,,"['scala3', 'scalajs']",,,,,
83,bootzooka,softwaremill/bootzooka,others,https://github.com/softwaremill/bootzooka,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05,2025-09-11 09:32:29,2025-09-11 09:32:27,4195.0,311.0,151.0,56.0,1656.0,21.0,115.0,771,,,,,,"Template project to quickly start developing a Scala-based microservice or web application, with the build & project..",,,75.0,20,True,1,,,,,,,
84,upickle,com-lihaoyi/upickle,data,https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2025-09-10 13:58:57,2025-09-10 13:37:54,949.0,12.0,173.0,16.0,363.0,29.0,286.0,752,2025-09-10 14:28:52,4.3.2,,,34.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",,,64.0,20,True,1,,"['scala3', 'scalajs']",,,,,
85,specs2,etorreborre/specs2,test,https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2025-09-11 17:33:57,2025-09-11 17:33:57,4870.0,26.0,217.0,29.0,742.0,6.0,665.0,736,2025-07-22 10:18:32,SPECS2-5.6.4,,,78.0,Software Specifications for Scala.,,,98.0,20,False,2,,"['scala3', 'scalajs']",,,,,
86,scribe,outr/scribe,toolkits,https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2025-09-07 00:21:51,2025-07-19 17:24:03,1595.0,22.0,44.0,7.0,559.0,16.0,154.0,534,2025-07-19 17:24:48,3.17.0,,,52.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,,,22.0,20,True,2,,"['scala3', 'scalajs']",,,,,
87,ox,softwaremill/ox,toolkits,https://github.com/softwaremill/ox,https://github.com/softwaremill/ox,Apache-2.0,2023-01-18 14:28:30,2025-09-07 00:30:22,2025-09-07 00:30:20,698.0,66.0,31.0,26.0,298.0,9.0,54.0,460,2025-08-20 10:03:47,1.0.0,,,63.0,"Safe direct-style streaming, concurrency and resiliency for Scala on the JVM.",,,27.0,20,True,2,,['scala3'],,,,,
88,mdoc,scalameta/mdoc,sbt,https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2025-09-09 09:41:38,2025-09-09 09:39:03,1539.0,38.0,86.0,9.0,802.0,61.0,152.0,403,2025-07-09 11:37:23,2.7.2,,,80.0,Typechecked markdown documentation for Scala.,,,58.0,20,True,1,,['scala3'],,,,,
89,scanamo,scanamo/scanamo,db-clients,https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2025-08-12 21:21:13,2025-08-12 21:21:13,2206.0,8.0,125.0,33.0,1616.0,55.0,171.0,317,2025-08-08 10:23:36,4.0.0,,,26.0,Simpler DynamoDB access for Scala.,,,96.0,20,True,2,,['scala3'],,,,,
90,stryker4s,stryker-mutator/stryker4s,test,https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2025-09-11 17:05:58,2025-09-10 08:29:53,1712.0,44.0,36.0,6.0,1650.0,29.0,141.0,202,2025-08-11 10:15:43,0.19.0,,,49.0,Mutation testing for Scala.,,,36.0,20,True,2,,['scala3'],,,,,
91,bleep,oyvindberg/bleep,development-cycle,https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2025-08-18 07:50:23,2025-07-27 22:26:33,838.0,22.0,24.0,10.0,346.0,60.0,62.0,167,2025-07-27 22:43:54,0.0.13,12197.0,297.0,39.0,A bleeping fast scala build tool!.,,,21.0,20,True,3,,['scala3'],,,,,
92,breeze,scalanlp/breeze,sci,https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2024-08-29 06:08:38,2024-08-29 06:08:38,3747.0,,693.0,204.0,322.0,89.0,452.0,3457,,,,,,Breeze is/was a numerical processing library for Scala.,,,145.0,19,True,2,,['scala3'],,,,,
93,Binding.scala,ThoughtWorksInc/Binding.scala,web-frameworks,https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2025-09-07 00:09:34,2025-03-31 01:04:58,1677.0,,108.0,112.0,475.0,38.0,64.0,1586,2023-01-26 04:19:51,12.2.0,,,82.0,Reactive data-binding for Scala.,,,25.0,19,True,2,,"['scala3', 'scalajs']",,,,,
94,colossus,tumblr/colossus,web-frameworks,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,97.0,76.0,411.0,4.0,270.0,1137,2018-01-24 17:31:20,0.11.0,,,32.0,I/O and Microservice library for Scala.,,,29.0,19,False,2,,,,,,,
95,phantom,outworkers/phantom,db-clients,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,187.0,73.0,512.0,21.0,403.0,1047,2020-08-10 21:50:24,2.59.0,,,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",,,51.0,19,False,2,,,,,,,
96,scrooge,twitter/scrooge,data,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2025-04-02 01:10:55,2025-04-02 01:10:55,1860.0,,248.0,161.0,192.0,44.0,143.0,798,2022-12-26 14:40:41,scrooge-22.12.0,,,77.0,A Thrift parser/generator.,,,234.0,19,True,2,,,,,,,
97,skinny-framework,skinny-framework/skinny-framework,web-frameworks,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,68.0,43.0,287.0,20.0,134.0,737,2022-12-14 08:24:58,4.0.1,13383.0,99.0,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,4.0,4.0,32.0,19,False,2,,,,,,,
98,avro4s,sksamuel/avro4s,data,https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2025-08-04 04:13:22,2025-08-04 04:13:22,1585.0,1.0,240.0,24.0,484.0,28.0,367.0,727,2024-12-02 02:18:02,5.0.14,,,8.0,Avro schema generation and serialization / deserialization for Scala.,,,109.0,19,True,2,,['scala3'],,,,,
99,sbt-eclipse,sbt/sbt-eclipse,sbt,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2025-08-28 14:55:39,2025-08-28 14:55:39,479.0,9.0,167.0,48.0,174.0,76.0,202.0,714,2023-12-15 13:52:51,6.2.0,,,4.0,Plugin for sbt to create Eclipse project definitions.,,,40.0,19,True,2,,,,,,,
100,scala-parser-combinators,scala/scala-parser-combinators,parsers,https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2025-09-08 07:34:11,2025-09-08 07:34:11,1115.0,12.0,131.0,32.0,473.0,24.0,99.0,669,2024-04-18 04:36:44,2.4.0,,,19.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",,,70.0,19,True,1,,"['scala3', 'scalajs']",,,,,
101,sbt-scoverage,scoverage/sbt-scoverage,sbt,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2025-09-02 16:20:56,2025-08-27 19:20:09,832.0,6.0,158.0,28.0,339.0,42.0,232.0,654,2025-02-20 17:17:28,2.3.1,,,47.0,sbt plugin for scoverage.,,,77.0,19,True,2,,,,,,,
102,sbt-release,sbt/sbt-release,sbt,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2025-09-10 08:37:40,2025-09-10 08:37:38,647.0,36.0,161.0,24.0,329.0,88.0,102.0,652,2024-01-23 01:19:43,1.4.0,,,5.0,A release plugin for sbt.,,,66.0,19,True,2,,,,,,,
103,eff,atnos-org/eff,toolkits,https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2025-09-10 10:43:44,2025-09-10 10:43:39,1426.0,25.0,79.0,19.0,892.0,3.0,65.0,588,2025-04-27 10:55:30,8.0.0,,,78.0,Eff monad for cats - https://atnos-org.github.io/eff.,,,43.0,19,True,2,,"['scala3', 'scalajs']",,,,,
104,scalamock,paulbutcher/scalamock,test,https://github.com/scalamock/scalamock,https://github.com/scalamock/scalamock,MIT,2011-10-24 21:32:02,2025-09-10 13:30:18,2025-09-09 17:18:58,974.0,39.0,101.0,19.0,435.0,4.0,247.0,543,2025-09-10 13:30:18,7.5.0,,,34.0,Native Scala mocking framework.,,,41.0,19,True,2,,['scalajs'],,,,,scalamock/scalamock
105,sparta,Stratio/sparta,bigdata,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,196.0,136.0,1360.0,8.0,534.0,528,2017-05-31 09:56:04,1.5.0,,,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,,,41.0,19,False,3,,,,,,,
106,mima,lightbend/mima,sbt,https://github.com/lightbend-labs/mima,https://github.com/lightbend-labs/mima,Apache-2.0,2012-05-24 14:08:57,2025-09-08 07:35:29,2025-09-08 07:35:29,1662.0,14.0,72.0,16.0,648.0,32.0,190.0,477,2024-08-09 02:29:56,1.1.4,,,33.0,A tool for catching binary incompatibility in Scala.,,,50.0,19,True,2,,['scala3'],,,,,lightbend-labs/mima
107,munit,scalameta/munit,test,https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2025-09-11 17:19:13,2025-09-11 15:55:42,1292.0,35.0,97.0,13.0,810.0,40.0,133.0,460,2025-09-11 17:17:27,1.2.0,,,53.0,Scala testing library with actionable errors and extensible APIs.,,,64.0,19,True,2,,"['scala3', 'scalajs']",,,,,
108,udash-core,UdashFramework/udash-core,web-frameworks,https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2025-09-02 10:24:27,2025-09-02 10:24:27,3814.0,39.0,37.0,19.0,1268.0,32.0,88.0,450,2025-08-21 12:25:37,0.19.0,,,34.0,Scala framework for building beautiful and maintainable web applications.,2.0,2.0,44.0,19,True,2,,['scalajs'],,,,,
109,laika,typelevel/Laika,csv-yaml,https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2025-09-09 12:55:59,2025-09-09 12:55:58,4096.0,6.0,51.0,9.0,461.0,14.0,224.0,441,2025-04-01 15:13:46,1.3.2,,,44.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",,,27.0,19,True,1,,"['scala3', 'scalajs']",,,,,
110,zio-json,zio/zio-json,json,https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2025-09-09 02:21:46,2025-09-09 02:21:45,860.0,32.0,149.0,19.0,1279.0,72.0,121.0,427,2025-06-19 06:59:02,0.7.44,,,77.0,"Fast, secure JSON library with tight ZIO integration.",,,75.0,19,True,2,,"['zio', 'scala3', 'scalajs']",,,,,
111,play-json,playframework/play-json,json,https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2025-09-10 04:52:05,2025-09-08 07:27:56,1459.0,24.0,141.0,16.0,1072.0,61.0,100.0,368,2025-06-30 16:24:49,3.0.5,,,26.0,The Play JSON library.,,,69.0,19,True,2,,"['scala3', 'scalajs', 'play']",,,,,
112,cornichon,agourlay/cornichon,test,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2025-09-07 13:43:46,2025-09-07 13:43:45,3558.0,42.0,31.0,12.0,782.0,6.0,155.0,233,2025-07-12 05:47:13,0.22.1,,,80.0,Testing tool in Scala for HTTP JSON API.,,,19.0,19,True,2,,,,,,,
113,play-ws,playframework/play-ws,http,https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2025-09-10 17:38:02,2025-09-10 13:22:21,1285.0,27.0,90.0,15.0,932.0,82.0,83.0,226,2025-09-10 19:04:52,3.0.8,,,36.0,"Standalone Play WS, an async HTTP client with fluent API.",,,50.0,19,True,2,,"['scala3', 'play']",,,,,
114,pekko-http,apache/incubator-pekko-http,http,https://github.com/apache/pekko-http,https://github.com/apache/pekko-http,Apache-2.0,2022-10-31 08:43:27,2025-09-11 14:44:18,2025-09-11 14:44:13,4818.0,54.0,48.0,21.0,638.0,37.0,79.0,172,,,,,,The Streaming-first HTTP server/module of Apache Pekko.,,,366.0,19,True,2,,['scala3'],,,,2.0,apache/pekko-http
115,scalatra,scalatra/scalatra,web-frameworks,https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2025-09-08 22:51:13,2025-09-08 22:51:13,4223.0,20.0,341.0,82.0,1418.0,74.0,381.0,2651,,,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",,,138.0,18,False,3,,['scala3'],,,,,
116,enumeratum,lloydmeta/enumeratum,toolkits,https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2025-05-23 12:50:30,2025-05-23 12:49:52,571.0,,151.0,24.0,288.0,38.0,114.0,1211,2025-05-23 12:51:15,enumeratum-1.9.0,,,78.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",,,95.0,18,True,2,,"['scala3', 'scalajs']",,,,,
117,async,scala/scala-async,toolkits,https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2025-09-08 07:33:02,2025-09-08 07:33:02,801.0,7.0,90.0,54.0,283.0,12.0,76.0,1157,2021-09-09 21:50:20,1.0.1,,,21.0,An asynchronous programming facility for Scala.,,,28.0,18,True,2,,['scalajs'],,,,,
118,fastparse,com-lihaoyi/fastparse,parsers,https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2025-09-03 00:56:36,2025-09-03 00:55:18,964.0,2.0,165.0,32.0,169.0,21.0,135.0,1123,2021-09-07 10:21:47,2.3.3,,,2.0,Writing Fast Parsers Fast in Scala.,,,55.0,18,True,2,,"['scala3', 'scalajs']",,,,,
119,bidmach,biddata/bidmach,bigdata,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,86.0,61.0,67.0,90.0,916,2017-03-26 04:20:02,1.1.2,,,9.0,CPU and GPU-accelerated Machine Learning Library.,,,45.0,18,False,3,,,,,,,
120,sbt-jmh,sbt/sbt-jmh,sbt,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2025-09-10 06:09:31,2025-09-10 06:09:31,361.0,13.0,87.0,22.0,195.0,30.0,70.0,791,2023-12-11 13:31:01,0.4.7,,,8.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",,,52.0,18,True,2,,,,,,,
