,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,github_release_downloads,monthly_downloads,trending
62,monix,monix/monix,,reactive,"['scala3', 'scalajs']",https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2023-12-04 16:25:50,2023-10-17 17:17:02,1694.0,8.0,245.0,61.0,1132.0,83.0,577.0,1913,2022-05-07 18:40:42,3.4.1,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",,,105.0,21,,,,True,1,,,
63,spire,typelevel/spire,,sci,"['scala3', 'scalajs']",https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2023-12-01 20:36:24,2023-11-15 22:59:55,2974.0,4.0,248.0,68.0,901.0,140.0,270.0,1744,2022-06-17 15:55:07,0.18.0,4.0,Powerful new number types and numeric abstractions for Scala.,,,105.0,21,,,,True,2,,,
64,alpakka-kafka,akka/alpakka-kafka,,bigdata,['scala3'],https://github.com/akka/alpakka-kafka,https://github.com/akka/alpakka-kafka,,2014-12-30 15:30:02,2023-12-07 14:03:22,2023-11-11 18:04:14,1790.0,15.0,400.0,77.0,1169.0,110.0,430.0,1415,2023-10-24 12:23:41,5.0.0,61.0,"Alpakka Kafka connector - Alpakka is a Reactive Enterprise Integration library for Java and Scala, based on Reactive..",,,130.0,21,,,,False,2,,,
65,framework,lift/framework,,web-frameworks,,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2023-04-11 14:56:45,2023-04-11 14:56:45,3932.0,,276.0,105.0,530.0,154.0,1324.0,1267,2021-10-08 15:12:09,3.5.0-release,52.0,Lift Framework.,,,118.0,21,,,,True,2,,,
66,chimney,scalalandio/chimney,,toolkits,"['scala3', 'scalajs']",https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2023-11-23 23:37:34,2023-11-20 11:35:16,845.0,225.0,80.0,20.0,260.0,23.0,155.0,1063,2023-11-20 11:43:38,0.8.3,22.0,"Scala library for boilerplate-free, type-safe data transformations.",,,30.0,21,,,,True,2,,,
67,scodec,scodec/scodec,,data,"['scala3', 'scalajs']",https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2023-12-01 21:26:32,2023-11-18 17:42:24,1384.0,47.0,107.0,29.0,440.0,3.0,68.0,799,2023-10-25 13:34:51,2.2.2,5.0,Scala combinator library for working with binary data.,,,62.0,21,,,,True,1,,,
68,bootzooka,softwaremill/bootzooka,,others,,https://github.com/softwaremill/bootzooka,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05,2023-12-06 00:02:04,2023-12-02 00:04:50,3353.0,70.0,152.0,59.0,1064.0,12.0,102.0,708,2022-07-27 13:33:11,1.0.4,4.0,"Simple project to quickly start developing a Scala-based microservice or web application, without the need to write..",,,63.0,21,,,,True,1,,,
69,avro4s,sksamuel/avro4s,,data,['scala3'],https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2023-11-28 05:43:27,2023-11-28 05:43:27,1550.0,10.0,235.0,25.0,434.0,14.0,363.0,706,2023-11-12 22:09:35,5.0.7,1.0,Avro schema generation and serialization / deserialization for Scala.,,,104.0,21,,,,True,1,,,
70,airframe,wvlet/airframe,,di,"['scala3', 'scalajs']",https://github.com/wvlet/airframe,https://github.com/wvlet/airframe,Apache-2.0,2016-08-14 07:00:12,2023-12-07 15:49:40,2023-12-07 15:49:39,4238.0,89.0,60.0,19.0,2704.0,96.0,493.0,617,2023-11-12 23:05:15,23.11.3,100.0,Essential Building Blocks for Scala.,,,43.0,21,,,,True,2,,,
71,twirl,playframework/twirl,,templating,"['scala3', 'scalajs']",https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2023-12-07 11:17:17,2023-12-07 11:15:52,1180.0,99.0,109.0,36.0,614.0,36.0,75.0,530,2023-12-07 11:33:06,2.0.3,17.0,Twirl is Plays default template engine.,,,53.0,21,,,,True,1,,,
72,stryker4s,stryker-mutator/stryker4s,,test,['scala3'],https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2023-12-07 12:32:55,2023-12-07 12:32:48,1356.0,68.0,35.0,7.0,1304.0,33.0,130.0,189,2023-11-16 15:02:18,0.15.2,41.0,Mutation testing for Scala.,3.0,3.0,31.0,21,,,,True,2,,,
73,scalaz,scalaz/scalaz,,toolkits,"['scala3', 'scalajs']",https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2023-12-04 23:03:40,2023-12-04 23:03:39,7295.0,23.0,726.0,209.0,2079.0,161.0,422.0,4635,,,,Principled Functional Programming in Scala.,,,249.0,20,,,,False,2,,,
74,summingbird,twitter/summingbird,,bigdata,,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793.0,,267.0,293.0,494.0,163.0,134.0,2137,2016-06-23 21:16:10,0.11.0-RC1,24.0,Streaming MapReduce with Scalding and Storm.,,,44.0,20,,,,False,3,,,
75,scalajs-react,japgolly/scalajs-react,,scala-js,"['scala3', 'scalajs']",https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2023-09-04 21:20:27,2023-07-24 14:07:49,3196.0,,236.0,64.0,555.0,26.0,507.0,1619,2022-04-26 04:07:04,2.1.1,65.0,Facebooks React on Scala.JS.,,,81.0,20,,,,True,2,,,
76,json4s,json4s/json4s,,json,"['scala3', 'scalajs']",https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2023-12-04 23:06:44,2023-12-04 23:06:42,1796.0,21.0,349.0,62.0,996.0,161.0,253.0,1464,,,,JSON library.,,,129.0,20,,,,True,2,,,
77,pureconfig,pureconfig/pureconfig,,others,['scala3'],https://github.com/pureconfig/pureconfig,https://github.com/pureconfig/pureconfig,MPL-2.0,2015-08-29 17:05:50,2023-11-28 23:35:40,2023-11-18 00:37:57,2095.0,32.0,168.0,21.0,1313.0,45.0,250.0,1418,,,,A boilerplate-free library for loading configuration files.,,,86.0,20,,,,True,1,,,
78,macwire,softwaremill/macwire,,di,"['scala3', 'scalajs']",https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2023-12-03 00:22:39,2023-12-03 00:22:09,767.0,14.0,75.0,60.0,189.0,72.0,69.0,1246,2023-08-18 12:36:50,2.5.9,17.0,Lightweight and Nonintrusive Scala Dependency Injection Library.,,,41.0,20,,,,True,2,,,
79,wartremover,wartremover/wartremover,,development-cycle,['scala3'],https://github.com/wartremover/wartremover,https://github.com/wartremover/wartremover,Apache-2.0,2013-01-05 11:29:26,2023-12-05 03:27:49,2023-12-05 03:27:49,1206.0,25.0,115.0,31.0,631.0,100.0,232.0,1043,2020-02-25 04:42:44,2.4.5,27.0,Flexible Scala code linting tool.,,,59.0,20,,,,True,3,493.0,5.0,
80,scrimage,sksamuel/scrimage,,media,,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2023-11-18 06:10:26,2023-11-04 19:24:26,1302.0,9.0,136.0,45.0,89.0,4.0,192.0,1004,2023-10-09 16:36:47,4.1.1,32.0,"JVM - Java, Kotlin, Scala image processing library.",,,56.0,20,,,,True,1,,,
81,ReactiveMongo,ReactiveMongo/ReactiveMongo,,db-clients,['scala3'],https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2023-12-05 19:50:46,2023-12-03 21:10:34,1354.0,14.0,233.0,55.0,890.0,19.0,369.0,845,2020-01-03 02:08:23,0.20.0,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",,,88.0,20,,,,True,2,,,1.0
82,slick-pg,tminglei/slick-pg,,db-clients,,https://github.com/tminglei/slick-pg,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40,2023-12-07 13:55:57,2023-09-15 15:22:44,1192.0,9.0,178.0,21.0,298.0,112.0,269.0,832,2022-12-08 23:15:05,0.21.1,90.0,Slick extensions for PostgreSQL.,,,93.0,20,,,,True,2,,,
83,pekko,apache/incubator-pekko,,distributed,['scala3'],https://github.com/apache/incubator-pekko,https://github.com/apache/incubator-pekko,Apache-2.0,2022-10-31 08:40:39,2023-12-07 09:48:34,2023-12-04 13:20:19,26968.0,110.0,82.0,59.0,611.0,72.0,126.0,804,,,,"Build highly concurrent, distributed, and resilient message-driven applications using Java/Scala.",,,1057.0,20,,,,True,2,,,
84,scrooge,twitter/scrooge,,data,,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2023-11-02 09:31:12,2023-11-02 09:31:12,1848.0,5.0,256.0,171.0,189.0,39.0,143.0,785,2022-12-26 14:40:41,scrooge-22.12.0,77.0,A Thrift parser/generator.,,,229.0,20,,,,True,2,,,
85,specs2,etorreborre/specs2,,test,"['scala3', 'scalajs']",https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2023-11-28 18:39:27,2023-11-28 17:45:44,4721.0,11.0,220.0,28.0,551.0,6.0,648.0,731,2023-11-05 17:30:03,SPECS2-5.4.0,66.0,Software Specifications for Scala.,,,92.0,20,,,,False,2,,,
86,jsoniter-scala,plokhotnyuk/jsoniter-scala,,json,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2023-12-07 06:47:01,2023-12-07 06:46:50,4468.0,87.0,86.0,20.0,805.0,60.0,237.0,690,2023-12-01 07:37:27,2.25.0,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs.,1.0,1.0,20.0,20,,,,True,2,,,
87,sbt-scoverage,scoverage/sbt-scoverage,,sbt,,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2023-12-04 09:27:18,2023-12-04 09:27:15,757.0,7.0,149.0,28.0,259.0,38.0,219.0,630,2023-09-08 08:23:38,2.0.9,37.0,sbt plugin for scoverage.,,,72.0,20,,,,True,1,,,
88,scapegoat,scapegoat-scala/scapegoat,,development-cycle,,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2023-11-26 10:06:09,2023-11-26 10:06:09,1349.0,20.0,82.0,20.0,560.0,42.0,201.0,496,2023-09-21 19:34:02,2.1.3,20.0,Scala compiler plugin for static code analysis.,,,63.0,20,,,,True,3,,,
89,mima,lightbend/mima,,sbt,['scala3'],https://github.com/lightbend/mima,https://github.com/lightbend/mima,Apache-2.0,2012-05-24 14:08:57,2023-11-27 14:07:34,2023-10-24 23:11:49,1504.0,17.0,67.0,19.0,570.0,27.0,188.0,445,2023-07-18 19:55:41,1.1.3,32.0,A tool for catching binary incompatibility in Scala.,,,48.0,20,,,,True,1,,,
90,udash-core,UdashFramework/udash-core,,web-frameworks,['scalajs'],https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2023-12-05 21:38:04,2023-12-05 11:01:12,3395.0,73.0,36.0,18.0,1050.0,30.0,88.0,442,2023-09-25 12:19:46,0.10.0,21.0,Scala framework for building beautiful and maintainable web applications.,,,38.0,20,,,,True,2,,,
91,laika,typelevel/Laika,,csv-yaml,"['scala3', 'scalajs']",https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2023-12-02 02:56:05,2023-12-02 02:56:00,3833.0,124.0,42.0,13.0,309.0,11.0,212.0,400,2023-10-16 17:25:17,1.0.0,37.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",,,20.0,20,,,,True,1,,,
92,endpoints4s,endpoints4s/endpoints4s,,http,"['scala3', 'scalajs']",https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2023-12-07 18:07:23,2023-12-07 18:07:16,1578.0,36.0,95.0,12.0,1026.0,37.0,169.0,400,2023-12-07 18:06:02,1.11.1,31.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",,,62.0,20,,,,True,2,,,
93,play-json,playframework/play-json,,json,"['scala3', 'scalajs', 'play']",https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2023-12-02 22:55:08,2023-12-02 22:55:08,1309.0,51.0,130.0,17.0,839.0,43.0,78.0,348,2023-11-04 11:34:28,3.0.1,18.0,The Play JSON library.,,,65.0,20,,,,True,2,,,
94,scanamo,scanamo/scanamo,,db-clients,['scala3'],https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2023-12-05 20:31:16,2023-11-23 13:39:50,2078.0,7.0,124.0,35.0,1545.0,76.0,153.0,316,2023-10-18 15:54:34,1.0.0-M28,16.0,Simpler DynamoDB access for Scala.,,,85.0,20,,,,True,2,,,
95,sbt-microsites,47degrees/sbt-microsites,,sbt,,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2023-11-17 21:45:46,2023-11-17 05:18:32,1276.0,19.0,62.0,48.0,655.0,17.0,122.0,316,2023-11-10 13:36:09,1.4.4,79.0,An sbt plugin to create awesome microsites for your project.,,,76.0,20,,,,True,1,,,
96,breeze,scalanlp/breeze,,sci,['scala3'],https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2022-08-22 04:52:00,2022-08-22 04:51:38,3725.0,,701.0,210.0,318.0,90.0,451.0,3417,,,,Breeze is a numerical processing library for Scala.,,,142.0,19,,,,True,2,,,
97,scalatra,scalatra/scalatra,,web-frameworks,['scala3'],https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2023-12-07 13:08:08,2023-12-06 11:04:20,4006.0,45.0,340.0,82.0,1181.0,70.0,374.0,2623,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",,,136.0,19,,,,False,2,,,
98,Binding.scala,ThoughtWorksInc/Binding.scala,,web-frameworks,"['scala3', 'scalajs']",https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2023-12-03 00:06:37,2023-07-11 02:55:23,1645.0,,109.0,113.0,433.0,43.0,64.0,1579,2023-01-26 04:19:51,12.2.0,82.0,Reactive data-binding for Scala.,,,25.0,19,,,,True,2,,,
99,geotrellis,locationtech/geotrellis,,others,,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2023-11-22 02:29:17,2023-11-22 02:29:17,2460.0,6.0,369.0,105.0,2230.0,246.0,1053.0,1298,2023-02-27 14:21:07,3.7.0,22.0,GeoTrellis is a geographic data processing engine for high performance applications.,,,95.0,19,,,,False,1,,,
100,colossus,tumblr/colossus,,web-frameworks,,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,103.0,77.0,411.0,4.0,270.0,1153,2018-01-24 17:31:20,0.11.0,32.0,I/O and Microservice library for Scala.,,,28.0,19,,,,False,2,,,
101,phantom,outworkers/phantom,,db-clients,,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,189.0,75.0,512.0,19.0,403.0,1050,2020-08-10 21:50:24,2.59.0,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",,,51.0,19,,,,False,2,,,
102,quicklens,softwaremill/quicklens,,toolkits,"['scala3', 'scalajs']",https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2023-11-30 05:59:48,2023-10-23 00:13:37,470.0,14.0,51.0,45.0,161.0,21.0,30.0,803,2023-07-19 08:23:28,1.9.6,27.0,Modify deeply nested case class fields.,,,25.0,19,,,,True,2,,,
103,skinny-framework,skinny-framework/skinny-framework,,web-frameworks,,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,73.0,46.0,287.0,20.0,134.0,738,2022-12-14 08:24:58,4.0.1,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,3.0,3.0,32.0,19,,,,True,2,12346.0,108.0,
104,eff,atnos-org/eff,,toolkits,"['scala3', 'scalajs']",https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2023-12-04 23:02:21,2023-12-04 23:02:14,1197.0,29.0,79.0,19.0,638.0,4.0,63.0,568,2023-09-28 04:33:14,7.0.1,73.0,Eff monad for cats - https://atnos-org.github.io/eff.,,,43.0,19,,,,True,2,,,
105,scala-oauth2-provider,nulab/scala-oauth2-provider,,sec,,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-12-04 15:31:56,2023-12-04 15:31:51,268.0,14.0,103.0,68.0,97.0,4.0,63.0,535,2023-10-16 02:00:21,1.6.0,28.0,OAuth 2.0 server-side implementation written in Scala.,,,28.0,19,,,,True,1,,,
106,sparta,Stratio/sparta,,bigdata,,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,194.0,138.0,1360.0,9.0,534.0,526,2017-05-31 09:56:04,1.5.0,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,,,41.0,19,,,,False,3,,,
107,play-swagger,iheartradio/play-swagger,,others,,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-11-10 07:27:13,2023-07-28 01:36:51,778.0,,130.0,24.0,438.0,22.0,160.0,404,2023-07-27 02:50:55,1.1.12,39.0,Swagger spec generator for play framework.,,,54.0,19,,,,True,1,,,
108,mdoc,scalameta/mdoc,,sbt,['scala3'],https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2023-12-04 08:18:47,2023-12-04 08:16:03,1319.0,37.0,75.0,9.0,631.0,55.0,144.0,374,2023-11-10 17:56:43,2.5.1,68.0,Typechecked markdown documentation for Scala.,,,47.0,19,,,,True,2,,,
109,scala-js-dom,scala-js/scala-js-dom,,scala-js,"['scala3', 'scalajs']",https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2023-12-02 13:24:42,2023-11-08 05:35:44,1492.0,17.0,160.0,17.0,610.0,22.0,194.0,304,2023-09-28 01:09:16,2.8.0,10.0,Statically typed DOM API for Scala.js.,,,112.0,19,,,,False,2,,,
110,cornichon,agourlay/cornichon,,test,,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2023-12-07 13:42:15,2023-12-05 13:47:00,3277.0,43.0,29.0,12.0,661.0,21.0,135.0,225,2023-10-19 07:25:42,0.21.1,75.0,Testing tool in Scala for HTTP JSON API.,,,18.0,19,,,,True,2,,,
111,play-ws,playframework/play-ws,,http,"['scala3', 'play']",https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2023-12-07 09:54:02,2023-12-07 09:29:16,1051.0,69.0,86.0,14.0,685.0,71.0,76.0,218,2023-12-07 11:34:29,3.0.1,22.0,"Standalone Play WS, an async HTTP client with fluent API.",,,49.0,19,,,,True,3,,,
112,better-files,pathikrit/better-files,,toolkits,['scala3'],https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2023-12-01 18:59:20,2023-10-02 20:15:04,1090.0,5.0,149.0,38.0,427.0,36.0,178.0,1463,,,,"Simple, safe and intuitive Scala I/O.",,,61.0,18,,,,True,2,,,
113,enumeratum,lloydmeta/enumeratum,,toolkits,"['scala3', 'scalajs']",https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2023-11-23 04:44:16,2023-11-23 04:43:36,547.0,4.0,147.0,26.0,261.0,30.0,99.0,1170,2023-11-12 05:47:36,enumeratum-play-1.8.0,72.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",,,90.0,18,,,,True,2,,,
114,async,scala/scala-async,,toolkits,['scalajs'],https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2023-10-26 22:20:10,2023-10-26 22:20:10,756.0,4.0,89.0,56.0,245.0,13.0,75.0,1137,2021-09-09 21:50:20,1.0.1,21.0,An asynchronous programming facility for Scala.,,,28.0,18,,,,True,2,,,
115,bidmach,biddata/bidmach,,bigdata,,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,89.0,61.0,67.0,90.0,911,2017-03-26 04:20:02,1.1.2,9.0,CPU and GPU-accelerated Machine Learning Library.,,,45.0,18,,,,False,3,,,
116,scala-logging,lightbend-labs/scala-logging,,logging,['scala3'],https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2023-12-01 17:39:32,2023-11-08 08:53:23,340.0,8.0,131.0,27.0,295.0,25.0,99.0,896,2023-08-30 13:19:37,3.9.5,6.0,Convenient and performant logging library for Scala wrapping SLF4J.,,,45.0,18,,,,True,2,,,
117,sbt-jmh,sbt/sbt-jmh,,sbt,,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2023-12-05 07:19:06,2023-12-05 07:19:02,302.0,5.0,89.0,26.0,144.0,29.0,69.0,774,2023-09-05 08:19:43,0.4.6,7.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",,,50.0,18,,,,True,2,,,
118,sbt-updates,rtimush/sbt-updates,,sbt,,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2023-11-30 08:32:41,2023-11-30 08:32:40,614.0,15.0,51.0,23.0,299.0,13.0,66.0,743,2022-05-30 08:03:01,0.6.3,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,,,29.0,18,,,,True,2,,,
119,sbt-eclipse,sbt/sbt-eclipse,,sbt,,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2023-11-11 21:45:21,2023-09-14 02:29:37,403.0,1.0,171.0,49.0,142.0,78.0,203.0,722,2022-09-23 14:15:14,6.0.0,2.0,Plugin for sbt to create Eclipse project definitions.,,,39.0,18,,,,True,2,,,
120,upickle,com-lihaoyi/upickle,,data,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2023-12-03 14:51:21,2023-09-16 12:55:35,874.0,2.0,157.0,16.0,262.0,30.0,262.0,681,2023-09-16 13:29:50,3.1.3,20.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",,,52.0,18,,,,True,2,,,
121,scallop,scallop/scallop,,others,"['scala3', 'scalajs']",https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2023-11-05 09:43:22,2023-11-05 09:36:34,603.0,3.0,58.0,16.0,54.0,6.0,182.0,662,2023-11-05 09:42:15,5.0.1,26.0,a simple Scala CLI parsing library.,,,25.0,18,,,,True,2,,,
122,scala-parser-combinators,scala/scala-parser-combinators,,parsers,"['scala3', 'scalajs']",https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2023-12-03 05:30:07,2023-12-02 21:32:35,1001.0,14.0,128.0,35.0,412.0,22.0,96.0,634,2023-04-26 22:27:37,2.3.0,18.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",,,70.0,18,,,,True,1,,,
123,sbt-release,sbt/sbt-release,,sbt,,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2023-12-04 22:55:17,2023-12-04 22:55:16,531.0,9.0,155.0,26.0,221.0,72.0,98.0,629,2021-06-24 14:27:49,1.1.0,4.0,A release plugin for sbt.,,,64.0,18,,,,True,2,,,
124,chill,twitter/chill,,data,,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2023-11-30 04:13:17,2023-03-19 07:21:05,928.0,,150.0,133.0,644.0,56.0,92.0,600,2021-06-04 22:29:04,0.10.0,34.0,Scala extensions for the Kryo serialization library.,,,67.0,18,,,,True,2,,,
125,scalariform,scala-ide/scalariform,,development-cycle,,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2022-12-18 15:16:00,2019-06-11 05:21:17,734.0,,150.0,28.0,97.0,61.0,140.0,534,2019-06-11 05:28:37,0.2.10,11.0,Scala source code formatter.,,,56.0,18,,,,False,3,9525.0,123.0,
126,jackson-module-scala,FasterXML/jackson-module-scala,,json,['scala3'],https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2023-12-04 18:20:28,2023-12-04 12:01:05,1717.0,29.0,145.0,27.0,193.0,49.0,419.0,493,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,,,60.0,18,,,,True,2,,,
127,scalamock,paulbutcher/scalamock,,test,['scalajs'],https://github.com/paulbutcher/ScalaMock,https://github.com/paulbutcher/ScalaMock,MIT,2011-10-24 21:32:02,2023-11-29 13:21:20,2023-10-14 20:58:37,803.0,5.0,90.0,21.0,278.0,23.0,195.0,491,2021-12-25 20:07:28,5.2.0,13.0,Native Scala mocking framework.,,,33.0,18,,,,True,3,,,
128,scribe,outr/scribe,,toolkits,"['scala3', 'scalajs']",https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2023-12-06 17:48:16,2023-12-06 17:48:15,1350.0,36.0,38.0,9.0,371.0,15.0,141.0,485,2023-12-05 16:51:48,3.13.0,43.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,,,18.0,18,,,,True,2,,,
129,jawn,typelevel/jawn,,json,"['scala3', 'scalajs']",https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,MIT,2012-10-01 02:04:45,2023-12-03 12:06:04,2023-11-16 00:04:32,1286.0,31.0,71.0,20.0,529.0,13.0,56.0,432,2023-06-26 15:47:24,1.5.1,22.0,Jawn is for parsing jay-sawn (JSON).,,,48.0,18,,,,True,2,,,
