,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,updated_github_id
131,metrics-scala,erikvanoosten/metrics-scala,,others,['scala3'],https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2024-12-11 16:39:38,2024-12-11 16:39:38,2417.0,19.0,62.0,13.0,489.0,1.0,74.0,427,2019-06-04 12:08:41,4.0.6,12.0,The scala API for Dropwizards Metrics.,,,90.0,18,,,,True,1,,,,
132,endpoints4s,endpoints4s/endpoints4s,,http,"['scala3', 'scalajs']",https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2024-11-06 22:29:38,2024-11-06 22:29:38,1612.0,1.0,97.0,11.0,1107.0,37.0,171.0,406,2024-09-20 20:34:06,1.12.1,33.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",,,64.0,18,,,,True,3,,,,
133,xsbt-web-plugin,earldouglas/xsbt-web-plugin,,sbt,,https://github.com/earldouglas/sbt-war,https://github.com/earldouglas/sbt-war,BSD-3-Clause,2011-04-24 10:27:46,2024-12-14 13:54:25,2024-12-08 19:00:56,1177.0,65.0,100.0,18.0,724.0,5.0,277.0,382,,,,Package and run .war files with sbt.,,,33.0,18,,,,True,2,,,,earldouglas/sbt-war
134,play-json,playframework/play-json,,json,"['scala3', 'scalajs', 'play']",https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2024-12-01 23:19:30,2024-11-15 22:15:36,1414.0,18.0,134.0,16.0,979.0,52.0,96.0,361,2024-06-17 10:21:07,3.0.4,24.0,The Play JSON library.,,,68.0,18,,,,True,2,,,,
135,sbt-sonatype,xerial/sbt-sonatype,,sbt,,https://github.com/xerial/sbt-sonatype,https://github.com/xerial/sbt-sonatype,Apache-2.0,2014-01-20 16:13:49,2024-12-17 08:16:55,2024-11-19 08:58:59,776.0,24.0,65.0,15.0,451.0,14.0,94.0,337,2024-10-11 22:59:25,3.12.2,16.0,A sbt plugin for publishing Scala/Java projects to the Maven central.,,,37.0,18,,,,True,2,,,,
136,sbt-microsites,47degrees/sbt-microsites,,sbt,,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2024-12-02 05:11:14,2024-04-29 05:19:30,1290.0,,61.0,50.0,684.0,17.0,122.0,321,2023-11-10 13:36:09,1.4.4,79.0,An sbt plugin to create awesome microsites for your project.,,,76.0,18,,,,True,2,,,,
137,scala-js-dom,scala-js/scala-js-dom,,scala-js,"['scala3', 'scalajs']",https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2024-11-30 09:13:29,2024-11-30 09:11:37,1559.0,21.0,162.0,16.0,652.0,38.0,196.0,320,2023-09-28 01:09:16,2.8.0,10.0,Statically typed DOM API for Scala.js.,,,120.0,18,,,,False,2,,,,
138,sbt-ci-release,sbt/sbt-ci-release,,sbt,,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2024-12-19 04:37:38,2024-12-19 04:36:33,522.0,40.0,76.0,10.0,259.0,4.0,76.0,286,2024-12-19 04:59:08,1.9.2,31.0,sbt plugin to automate Sonatype releases from GitHub Actions.,,,65.0,18,,,,True,2,,,,
139,cats-parse,typelevel/cats-parse,,parsers,"['scala3', 'scalajs']",https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2024-12-11 17:44:09,2024-12-04 22:49:31,487.0,10.0,53.0,16.0,536.0,26.0,74.0,235,2024-12-11 17:33:56,1.1.0,16.0,A parsing library for the cats ecosystem.,,,45.0,18,,,,True,1,,,,
140,cornichon,agourlay/cornichon,,test,,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2024-12-11 14:13:17,2024-12-11 14:13:17,3444.0,40.0,29.0,13.0,734.0,6.0,153.0,228,2024-06-05 18:09:18,0.21.4,78.0,Testing tool in Scala for HTTP JSON API.,,,18.0,18,,,,True,3,,,,
141,neotypes,neotypes/neotypes,,db-clients,,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2024-12-02 12:50:45,2024-12-02 12:50:45,1343.0,41.0,34.0,7.0,761.0,13.0,57.0,165,2024-10-20 15:21:41,1.2.0,20.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",,,18.0,18,,,,True,2,,,,
142,pekko-http,apache/incubator-pekko-http,,http,['scala3'],https://github.com/apache/pekko-http,https://github.com/apache/pekko-http,Apache-2.0,2022-10-31 08:43:27,2024-12-16 09:03:49,2024-12-16 09:03:49,4724.0,30.0,40.0,23.0,525.0,31.0,75.0,159,,,,The Streaming-first HTTP server/module of Apache Pekko.,,,364.0,18,,,,True,3,,,,apache/pekko-http
143,securesocial,jaliss/securesocial,,sec,,https://github.com/jaliss/securesocial,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54,2020-10-09 22:17:20,2018-07-21 14:07:06,571.0,,528.0,88.0,257.0,68.0,324.0,1199,,,,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",,,98.0,17,,,,False,1,,,,
144,scala-logging,lightbend-labs/scala-logging,,logging,['scala3'],https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2024-12-02 20:05:53,2024-12-02 20:05:53,360.0,6.0,130.0,27.0,330.0,36.0,100.0,910,2023-08-30 13:19:37,3.9.5,6.0,Convenient and performant logging library for Scala wrapping SLF4J.,,,45.0,17,,,,True,2,,,,
145,sbt-docker,marcuslonnberg/sbt-docker,,sbt,,https://github.com/marcus-drake/sbt-docker,https://github.com/marcus-drake/sbt-docker,MIT,2014-01-12 19:43:03,2024-12-12 15:18:45,2024-12-12 15:18:01,400.0,19.0,109.0,19.0,52.0,21.0,69.0,734,2023-08-24 05:54:18,1.11.0,9.0,Create Docker images directly from sbt.,,,30.0,17,,,,True,3,,,2.0,marcus-drake/sbt-docker
146,scala-scraper,ruippeixotog/scala-scraper,,others,['scala3'],https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2024-12-13 18:12:13,2024-12-13 18:12:13,756.0,22.0,106.0,29.0,478.0,9.0,53.0,717,2017-07-21 21:40:45,2.0.0,5.0,A Scala library for scraping content from HTML pages.,,,15.0,17,,,,True,2,,,,
147,unfiltered,unfiltered/unfiltered,,web-frameworks,['scala3'],https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2024-12-17 19:27:58,2024-12-17 19:27:56,2936.0,21.0,114.0,26.0,1255.0,74.0,146.0,709,,,,A toolkit for servicing HTTP requests in Scala.,,,93.0,17,,,,True,3,,,,
148,scalafx,scalafx/scalafx,,others,['scala3'],https://github.com/scalafx/scalafx,https://github.com/scalafx/scalafx,,2014-05-18 14:12:15,2024-11-01 02:24:50,2024-11-01 02:22:41,2096.0,16.0,67.0,33.0,60.0,31.0,309.0,675,2024-10-22 00:17:23,.23.0.1-R34,34.0,ScalaFX simplifies creation of JavaFX-based user interfaces in Scala.,,,57.0,17,,,,False,2,323.0,2.0,,
149,decline,bkirwi/decline,,others,"['scala3', 'scalajs']",https://github.com/bkirwi/decline,https://github.com/bkirwi/decline,Apache-2.0,2016-10-23 00:30:19,2024-12-18 02:31:11,2024-12-18 02:30:51,836.0,16.0,71.0,8.0,495.0,45.0,61.0,647,2021-12-12 22:36:45,2.2.0,8.0,A composable command-line parser for Scala.,,,36.0,17,,,,True,2,,,2.0,
150,freestyle,frees-io/freestyle,,toolkits,['scalajs'],https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526.0,,50.0,40.0,321.0,34.0,214.0,615,2018-06-07 10:17:38,0.8.2,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,,,45.0,17,,,,False,3,,,,
151,chill,twitter/chill,,data,,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2024-08-19 21:32:21,2023-03-19 07:21:05,928.0,,156.0,130.0,686.0,74.0,92.0,612,2021-06-04 22:29:04,0.10.0,34.0,Scala extensions for the Kryo serialization library.,,,68.0,17,,,,False,2,,,,
152,scalate,scalate/scalate,,templating,,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2024-12-10 22:07:27,2024-12-10 22:07:27,2785.0,16.0,104.0,23.0,662.0,36.0,35.0,607,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",,,74.0,17,,,,True,2,,,,
153,squeryl,squeryl/squeryl,,db-clients,['scala3'],https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2024-12-13 00:37:35,2024-12-13 00:37:18,1173.0,20.0,138.0,29.0,431.0,39.0,112.0,583,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,,,60.0,17,,,,True,2,,,,
154,korolev,fomkin/korolev,,web-frameworks,"['scala3', 'scalajs']",https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677.0,,50.0,21.0,227.0,16.0,224.0,579,2022-08-16 08:04:00,1.5.0,35.0,Single Page Applications running on the server side.,,,26.0,17,,,,True,3,,,,
155,scalariform,scala-ide/scalariform,,development-cycle,,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2024-05-11 00:35:23,2019-06-11 05:21:17,734.0,,148.0,27.0,98.0,67.0,140.0,527,2019-06-11 05:28:37,0.2.10,11.0,Scala source code formatter.,,,56.0,17,,,,False,3,10024.0,112.0,,
156,jawn,typelevel/jawn,,json,"['scala3', 'scalajs']",https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,,2012-10-01 02:04:45,2024-12-05 15:22:47,2024-12-05 15:22:46,1411.0,29.0,73.0,22.0,591.0,13.0,56.0,433,2024-05-29 20:49:23,1.6.0,23.0,Jawn is for parsing jay-sawn (JSON).,,,53.0,17,,,,False,3,,,,
157,play-pac4j,pac4j/play-pac4j,,sec,,https://github.com/pac4j/play-pac4j,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26,2024-12-10 06:01:48,2024-12-09 06:00:19,1054.0,26.0,104.0,27.0,552.0,3.0,170.0,408,2023-11-15 08:16:36,play-pac4j-parent-12.0.0-PLAY2.8-RC1,1.0,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",,,53.0,17,,,,True,1,,,,
158,play-swagger,iheartradio/play-swagger,,others,,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-11-10 07:27:13,2023-07-28 01:36:51,778.0,,131.0,24.0,438.0,22.0,160.0,404,2023-07-27 02:50:55,1.1.12,39.0,Swagger spec generator for play framework.,,,54.0,17,,,,True,2,,,,
159,anorm,playframework/anorm,,db-clients,"['scala3', 'play']",https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2024-12-02 15:42:35,2024-12-02 15:42:35,771.0,17.0,76.0,16.0,553.0,9.0,69.0,240,2022-09-29 14:17:35,2.7.0,3.0,The Anorm database library.,,,57.0,17,,,,True,2,,,,
160,youi,outr/youi,,web-frameworks,['scalajs'],https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2024-12-15 00:05:55,2024-11-27 22:53:29,2761.0,27.0,29.0,16.0,352.0,22.0,41.0,211,2019-01-30 18:17:20,0.9.0,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",,,11.0,17,,,,True,3,,,,
161,sbt-scalafmt,scalameta/sbt-scalafmt,,sbt,,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2024-12-02 03:54:17,2024-12-02 03:54:16,305.0,12.0,43.0,9.0,263.0,3.0,68.0,204,2023-08-31 00:01:20,2.5.2,25.0,sbt plugin for Scalafmt.,,,29.0,17,,,,True,3,,,,
162,fs2-aws,laserdisc-io/fs2-aws,,others,['scala3'],https://github.com/laserdisc-io/fs2-aws,https://github.com/laserdisc-io/fs2-aws,MIT,2018-01-13 18:32:52,2024-12-17 16:51:29,2024-12-17 16:51:29,811.0,42.0,50.0,5.0,1193.0,17.0,52.0,192,2024-05-01 18:58:29,6.1.3,65.0,fs2 utilities to interact with AWS.,,,31.0,17,,,,True,2,,,,
163,relate,lucidsoftware/relate,,db-clients,,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2024-11-20 16:14:07,2024-11-20 15:57:59,319.0,13.0,15.0,44.0,71.0,12.0,13.0,161,2024-11-20 16:15:39,5.0.0,18.0,Performant database access in Scala.,,,19.0,17,,,,True,2,2394.0,21.0,,
164,vertx-lang-scala,vert-x3/vertx-lang-scala,,reactive,,https://github.com/vert-x3/vertx-lang-scala,https://github.com/vert-x3/vertx-lang-scala,,2014-11-04 12:04:52,2024-12-17 08:46:15,2024-12-17 08:46:08,682.0,35.0,41.0,32.0,143.0,10.0,65.0,123,2024-06-09 22:23:52,4.5.8,3.0,Vert.x for Scala.,,,21.0,17,,,,False,2,2166.0,240.0,,
165,play-googleauth,guardian/play-googleauth,,sec,,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2024-12-18 12:00:22,2024-12-12 10:13:12,738.0,76.0,11.0,61.0,269.0,8.0,,36,2024-12-12 09:54:12,17.1.0,46.0,Simple play module for authenticating against Google.,,,70.0,17,,,,True,1,,,,
166,better-files,pathikrit/better-files,,toolkits,['scala3'],https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2024-08-13 00:56:52,2024-03-18 04:06:32,1092.0,,145.0,38.0,456.0,50.0,178.0,1477,,,,"Simple, safe and intuitive Scala I/O.",,,62.0,16,,,,True,3,,,,
167,scopt,scopt/scopt,,others,"['scala3', 'scalajs']",https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2024-04-12 08:31:36,2024-04-12 08:31:36,506.0,,164.0,36.0,183.0,57.0,116.0,1434,2022-07-02 20:30:57,4.1.0,17.0,command line options parsing for Scala.,,,62.0,16,,,,False,2,,,,
168,tensorflow_scala,eaplatanios/tensorflow_scala,,sci,,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260.0,,95.0,65.0,51.0,29.0,120.0,939,2020-10-08 19:13:41,0.5.6,11.0,TensorFlow API for the Scala Programming Language.,,,12.0,16,,,,False,3,,,,
169,squants,typelevel/squants,,sci,"['scala3', 'scalajs']",https://github.com/typelevel/squants,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32,2024-12-03 20:17:42,2024-01-08 23:25:53,829.0,,125.0,19.0,494.0,57.0,101.0,923,2021-08-26 20:15:30,1.8.3,17.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",,,63.0,16,,,,True,3,,,,
170,rxscala,reactivex/rxscala,,reactive,,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857.0,,110.0,58.0,122.0,2.0,85.0,888,2019-12-29 15:41:19,0.27.0,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,,,46.0,16,,,,False,2,,,,
171,nscala-time,nscala-time/nscala-time,,toolkits,"['scala3', 'scalajs']",https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2024-12-17 00:06:45,2024-12-17 00:06:44,699.0,27.0,79.0,27.0,297.0,6.0,49.0,870,,,,A new Scala wrapper for Joda Time based on scala-time.,,,26.0,16,,,,True,3,,,,
172,rediscala,etaty/rediscala,,db-clients,,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2024-05-07 19:31:37,2019-10-17 08:36:11,414.0,,134.0,40.0,101.0,74.0,83.0,788,2019-06-23 15:29:14,1.9.0,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",,,32.0,16,,,,False,2,,,,
173,figaro,charles-river-analytics/figaro,,sci,,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478.0,,158.0,85.0,303.0,122.0,332.0,757,2017-08-24 18:00:35,5.0.0.0,16.0,Figaro Programming Language and Core Libraries.,,,29.0,16,,,,False,3,2675.0,20.0,,
174,vegas,vegas-viz/vegas,,bigdata,,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237.0,,98.0,41.0,77.0,54.0,54.0,730,2017-07-25 22:34:25,0.3.11,8.0,The missing MatPlotLib for Scala + Spark.,,,21.0,16,,,,False,3,,,,
175,scalastyle,scalastyle/scalastyle,,development-cycle,,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629.0,,216.0,31.0,148.0,84.0,149.0,677,,,,scalastyle.,,,70.0,16,,,,False,3,,,,
176,testcontainers-scala,testcontainers/testcontainers-scala,,test,['scala3'],https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2024-12-18 02:27:22,2024-12-18 02:27:22,734.0,24.0,127.0,18.0,285.0,75.0,74.0,639,2019-06-23 16:51:16,0.27.0,1.0,Docker containers for testing in scala.,,,86.0,16,,,,True,3,,,,
177,scala-oauth2-provider,nulab/scala-oauth2-provider,,sec,,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-12-04 15:31:56,2023-12-04 15:31:51,268.0,,103.0,70.0,97.0,4.0,63.0,537,2023-10-16 02:00:21,1.6.0,28.0,OAuth 2.0 server-side implementation written in Scala.,,,28.0,16,,,,True,2,,,,
178,utest,com-lihaoyi/utest,,test,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,MIT,2014-01-27 03:12:39,2024-10-24 00:58:05,2024-10-24 00:58:04,706.0,2.0,80.0,15.0,215.0,34.0,109.0,487,2024-08-06 04:55:44,0.8.4,11.0,A simple testing framework for Scala.,,,51.0,16,,,,True,3,,,,
179,xitrum,xitrum-framework/xitrum,,web-frameworks,,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082.0,,52.0,39.0,36.0,56.0,600.0,449,,,,Async and clustered Scala web framework and HTTP(S) server.,,,31.0,16,,,,False,3,,,,
180,akka-http-session,softwaremill/akka-http-session,,sec,,https://github.com/softwaremill/akka-http-session,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05,2023-08-29 17:18:02,2023-08-29 17:17:55,272.0,,58.0,49.0,45.0,11.0,33.0,440,2023-08-29 17:27:28,0.7.1,9.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",,,24.0,16,,,,True,2,,,,
181,reboot,dispatch/reboot,,http,,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2024-08-25 03:41:28,2024-08-25 03:40:21,752.0,,105.0,34.0,136.0,4.0,100.0,428,2024-08-25 03:33:13,2.0.0,25.0,Scala wrapper for the Java AsyncHttpClient.,,,39.0,16,,,,True,3,,,,
182,mockito-scala,mockito/mockito-scala,,test,,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2024-08-05 21:39:21,2024-06-24 19:43:13,899.0,,60.0,16.0,421.0,34.0,97.0,355,2024-06-24 19:58:21,1.17.37,43.0,Mockito for Scala language.,,,31.0,16,,,,True,3,,,,
183,Dsl.scala,ThoughtWorksInc/Dsl.scala,,toolkits,"['scala3', 'scalajs']",https://github.com/ThoughtWorksInc/Dsl.scala,https://github.com/ThoughtWorksInc/Dsl.scala,Apache-2.0,2017-10-14 01:21:02,2024-12-15 00:31:40,2024-05-23 03:55:58,1823.0,,29.0,25.0,686.0,24.0,18.0,255,2023-01-26 02:47:03,2.0.0,17.0,A framework to create embedded Domain-Specific Languages in Scala.,,,5.0,16,,,,True,3,,,,
184,scalismo,unibas-gravis/scalismo,,media,['scala3'],https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2024-06-24 14:15:02,2024-01-23 13:09:12,1839.0,,66.0,18.0,349.0,10.0,73.0,248,2023-07-04 08:48:44,0.92.0,7.0,Scalable Image Analysis and Shape Modelling.,,,23.0,16,,,,True,2,,,,
185,pulsar4s,CleverCloud/pulsar4s,,db-clients,['scala3'],https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2024-08-27 15:06:39,2024-08-27 14:54:16,756.0,,45.0,12.0,607.0,41.0,43.0,228,2024-08-27 15:10:09,2.10.0,7.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",,,25.0,16,,,,True,2,,,,
186,sbt-doctest,tkawachi/sbt-doctest,,sbt,,https://github.com/sbt-doctest/sbt-doctest,https://github.com/sbt-doctest/sbt-doctest,MIT,2014-06-10 15:46:12,2024-12-18 22:31:52,2024-12-18 22:31:51,785.0,41.0,28.0,13.0,465.0,14.0,48.0,183,2015-12-17 13:37:24,0.3.5,1.0,Doctest for scala.,,,26.0,16,,,,True,3,,,,sbt-doctest/sbt-doctest
187,optimus,vagmcs/optimus,,sci,['scala3'],https://github.com/vagmcs/Optimus,https://github.com/vagmcs/Optimus,LGPL-3.0,2014-12-23 12:23:36,2024-12-02 16:41:19,2024-12-02 16:40:21,299.0,11.0,28.0,8.0,20.0,1.0,23.0,141,2024-12-02 16:36:01,3.4.5,3.0,Optimus is a mathematical programming library for Scala.,,,9.0,16,,,,True,3,2013.0,71.0,,
188,cilib,ciren/cilib,,others,,https://github.com/ciren/cilib,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13,2022-08-05 05:12:53,2022-08-05 05:08:44,2338.0,,102.0,23.0,267.0,7.0,54.0,125,2018-03-21 12:08:40,2.0.1,5.0,"Typesafe, purely functional Computational Intelligence.",,,26.0,16,,,,False,2,,,,
189,sbt-unidoc,sbt/sbt-unidoc,,sbt,,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2024-12-03 23:21:03,2024-12-03 23:21:03,189.0,12.0,27.0,15.0,119.0,24.0,36.0,124,2021-10-23 21:22:11,0.5.0,5.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,,,23.0,16,,,,True,3,,,,
190,zio-redis,zio/zio-redis,,db-clients,"['zio', 'scala3']",https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2024-11-28 09:13:04,2024-11-28 09:13:04,635.0,6.0,64.0,14.0,879.0,20.0,118.0,123,2024-08-30 09:20:38,0.2.1,3.0,A ZIO-based redis client.,,,43.0,16,,,,True,2,,,,
191,clickhouse-scala-client,crobox/clickhouse-scala-client,,db-clients,,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2024-11-14 15:35:50,2024-11-14 15:35:50,997.0,16.0,25.0,11.0,135.0,15.0,21.0,112,2024-10-01 08:27:30,1.2.6,60.0,Clickhouse Scala Client with Reactive Streams support.,,,21.0,16,,,,True,2,,,,
192,rescala,rescala-lang/rescala,,reactive,"['scala3', 'scalajs']",https://github.com/rescala-lang/REScala,https://github.com/rescala-lang/REScala,Apache-2.0,2013-06-07 09:30:17,2024-12-17 23:18:22,2024-12-17 23:18:19,7152.0,238.0,29.0,16.0,37.0,,10.0,90,,,,REScala - distributed and reactive programming embedded in OO and FP programs.,,,34.0,16,,,,True,2,,,,
193,ldbc,takapi327/ldbc,,db-clients,"['scala3', 'scalajs']",https://github.com/takapi327/ldbc,https://github.com/takapi327/ldbc,MIT,2023-02-06 11:15:08,2024-12-19 11:56:22,2024-12-19 11:56:21,4217.0,475.0,4.0,3.0,334.0,9.0,1.0,40,2024-12-07 12:18:23,0.3.0-beta9,22.0,ldbc is Pure functional JDBC layer with Cats Effect 3 and Scala 3.,,,4.0,16,,,,True,2,,,,
194,scalaj-http,scalaj/scalaj-http,,http,,https://github.com/scalaj/scalaj-http,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19,2022-04-03 21:19:24,2022-04-03 21:19:24,300.0,,120.0,43.0,84.0,28.0,112.0,974,2016-04-02 20:58:24,2.3.0,1.0,Simple scala wrapper for HttpURLConnection. OAuth included.,,,29.0,15,,,,False,3,,,,
195,simulacrum,typelevel/simulacrum,,toolkits,['scalajs'],https://github.com/typelevel/simulacrum,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30,2024-03-27 23:15:05,2024-03-26 15:58:56,433.0,,61.0,33.0,163.0,30.0,45.0,936,2018-02-20 14:20:53,0.12.0,1.0,First class syntax support for type classes in Scala.,,,35.0,15,,,,True,3,,,,
196,Laminar,raquo/Laminar,,scala-js,"['scala3', 'scalajs']",https://github.com/raquo/Laminar,https://github.com/raquo/Laminar,MIT,2017-04-06 06:06:49,2024-12-13 09:57:59,2024-12-13 05:11:41,643.0,12.0,53.0,25.0,51.0,28.0,81.0,764,,,,"Simple, expressive, and safe UI library for Scala.js.",,,19.0,15,,,,True,3,,,,
197,play2-auth,t2v/play2-auth,,sec,,https://github.com/t2v/play2-auth,https://github.com/t2v/play2-auth,Apache-2.0,2012-04-23 16:27:14,2019-09-10 09:34:53,2017-10-18 15:44:31,261.0,,148.0,62.0,80.0,23.0,97.0,620,2015-08-27 05:10:50,release0.14.1,8.0,Play2.x Authentication and Authorization module.,,,22.0,15,,,,False,3,,,,
198,weaver-test,disneystreaming/weaver-test,,test,"['scala3', 'scalajs']",https://github.com/disneystreaming/weaver-test,https://github.com/disneystreaming/weaver-test,,2020-04-24 17:21:55,2024-09-03 21:04:46,2024-03-26 14:13:39,687.0,,49.0,11.0,653.0,43.0,83.0,443,2024-01-25 10:21:02,0.8.4,37.0,A test framework that runs everything in parallel.,,,39.0,15,,,,False,3,2322.0,43.0,,
