,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,trending,github_release_downloads,monthly_downloads,updated_github_id
65,spark-testing-base,holdenk/spark-testing-base,,test,,https://github.com/holdenk/spark-testing-base,https://github.com/holdenk/spark-testing-base,Apache-2.0,2015-01-30 22:23:59,2024-05-05 14:33:45,2024-05-04 01:55:14,775.0,8.0,358.0,78.0,211.0,104.0,119.0,1500,2023-04-25 21:17:13,1.4.3,4.0,Base classes to use when writing tests with Spark.,37.0,37.0,61.0,21,,,,True,2,,,,
66,alpakka-kafka,akka/alpakka-kafka,,bigdata,['scala3'],https://github.com/akka/alpakka-kafka,https://github.com/akka/alpakka-kafka,,2014-12-30 15:30:02,2024-05-21 13:58:50,2024-05-14 10:58:45,1825.0,27.0,386.0,74.0,1214.0,108.0,431.0,1418,2024-05-14 12:06:02,6.0.0,62.0,"Alpakka Kafka connector - Alpakka is a Reactive Enterprise Integration library for Java and Scala, based on Reactive..",,,131.0,21,,,,False,2,,,,
67,framework,lift/framework,,web-frameworks,,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2023-04-11 14:56:45,2023-04-11 14:56:45,3932.0,,272.0,105.0,530.0,154.0,1324.0,1267,2021-10-08 15:12:09,3.5.0-release,52.0,Lift Framework.,,,118.0,21,,,,True,2,,,,
68,scalatest,scalatest/scalatest,,test,"['scala3', 'scalajs']",https://github.com/scalatest/scalatest,https://github.com/scalatest/scalatest,Apache-2.0,2013-04-07 21:55:49,2024-05-30 01:42:47,2024-05-28 01:09:18,6638.0,9.0,334.0,54.0,1554.0,529.0,336.0,1144,2024-02-08 07:00:06,release-3.2.18,40.0,A testing tool for Scala and Java developers.,,,64.0,21,,,,True,2,,,,
69,pekko,apache/incubator-pekko,,distributed,['scala3'],https://github.com/apache/pekko,https://github.com/apache/pekko,Apache-2.0,2022-10-31 08:40:39,2024-05-30 12:02:50,2024-05-28 17:49:59,27254.0,112.0,122.0,58.0,992.0,102.0,206.0,1093,,,,"Build highly concurrent, distributed, and resilient message-driven applications using Java/Scala.",,,1071.0,21,,,,True,2,,,,apache/pekko
70,bootzooka,softwaremill/bootzooka,,others,,https://github.com/softwaremill/bootzooka,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05,2024-05-29 00:05:55,2024-05-29 00:05:20,3484.0,89.0,152.0,59.0,1143.0,12.0,103.0,719,2022-07-27 13:33:11,1.0.4,4.0,"Simple project to quickly start developing a Scala-based microservice or web application, without the need to write..",,,65.0,21,,,,True,1,,,,
71,jsoniter-scala,plokhotnyuk/jsoniter-scala,,json,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2024-05-29 18:26:52,2024-05-28 14:12:17,4718.0,57.0,91.0,20.0,838.0,69.0,242.0,713,2024-05-28 14:27:52,2.29.0,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs.,1.0,1.0,23.0,21,,,,True,2,,,,
72,airframe,wvlet/airframe,,di,"['scala3', 'scalajs']",https://github.com/wvlet/airframe,https://github.com/wvlet/airframe,Apache-2.0,2016-08-14 07:00:12,2024-05-29 16:12:02,2024-05-27 16:23:06,4430.0,84.0,62.0,18.0,2913.0,95.0,532.0,626,2024-05-06 17:49:21,24.5.0,100.0,Essential Building Blocks for Scala.,,,44.0,21,,,,True,1,,,,
73,izumi,7mind/izumi,,di,"['scala3', 'scalajs']",https://github.com/7mind/izumi,https://github.com/7mind/izumi,BSD-2-Clause,2017-11-03 10:39:42,2024-05-30 14:38:10,2024-05-30 11:00:56,4542.0,77.0,64.0,20.0,1616.0,68.0,394.0,607,2024-04-09 19:01:41,1.2.8,84.0,Productivity-oriented collection of lightweight fancy stuff for Scala toolchain.,,,31.0,21,,,,True,1,,,,
74,twirl,playframework/twirl,,templating,"['scala3', 'scalajs']",https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2024-05-27 05:24:19,2024-05-27 05:24:15,1277.0,76.0,109.0,37.0,690.0,39.0,79.0,539,2024-04-25 11:49:51,2.0.5,21.0,Twirl is Plays default template engine.,,,56.0,21,,,,True,1,,,,
75,scalaxb,eed3si9n/scalaxb,,http,,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2024-04-01 07:29:05,2024-01-19 20:51:09,1356.0,,157.0,23.0,218.0,160.0,283.0,333,2023-12-02 04:09:17,1.12.0,21.0,scalaxb is an XML data binding tool for Scala.,,,69.0,21,,,,True,2,,,,
76,stryker4s,stryker-mutator/stryker4s,,test,['scala3'],https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2024-05-29 20:23:59,2024-05-29 20:23:59,1468.0,64.0,36.0,7.0,1410.0,32.0,133.0,193,2024-04-18 13:40:39,0.16.1,43.0,Mutation testing for Scala.,3.0,3.0,36.0,21,,,,True,2,,,,
77,scalaz,scalaz/scalaz,,toolkits,"['scala3', 'scalajs']",https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2024-05-30 09:50:34,2024-05-30 06:22:08,7331.0,16.0,705.0,207.0,2160.0,162.0,422.0,4662,,,,Principled Functional Programming in Scala.,,,248.0,20,,,,False,2,,,,
78,summingbird,twitter/summingbird,,bigdata,,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793.0,,267.0,292.0,494.0,163.0,134.0,2137,2016-06-23 21:16:10,0.11.0-RC1,24.0,Streaming MapReduce with Scalding and Storm.,,,44.0,20,,,,False,3,,,,
79,spire,typelevel/spire,,sci,"['scala3', 'scalajs']",https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2024-05-28 16:09:20,2024-03-26 00:39:51,2986.0,2.0,241.0,66.0,929.0,147.0,272.0,1757,2022-06-17 15:55:07,0.18.0,4.0,Powerful new number types and numeric abstractions for Scala.,,,105.0,20,,,,True,2,,,,
80,json4s,json4s/json4s,,json,"['scala3', 'scalajs']",https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2024-05-30 05:27:55,2024-05-30 05:26:37,1826.0,16.0,329.0,63.0,1062.0,171.0,254.0,1471,,,,JSON library.,,,129.0,20,,,,True,2,,,,
81,pureconfig,pureconfig/pureconfig,,others,['scala3'],https://github.com/pureconfig/pureconfig,https://github.com/pureconfig/pureconfig,MPL-2.0,2015-08-29 17:05:50,2024-05-29 18:54:43,2024-05-23 23:32:17,2161.0,30.0,175.0,21.0,1379.0,50.0,255.0,1461,,,,A boilerplate-free library for loading configuration files.,,,87.0,20,,,,True,1,,,,
82,geotrellis,locationtech/geotrellis,,others,,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2024-05-19 01:47:37,2024-05-19 01:47:37,2469.0,7.0,360.0,105.0,2237.0,249.0,1060.0,1321,2024-01-08 16:03:05,3.7.1,23.0,GeoTrellis is a geographic data processing engine for high performance applications.,,,96.0,20,,,,False,1,,,,
83,wartremover,wartremover/wartremover,,development-cycle,['scala3'],https://github.com/wartremover/wartremover,https://github.com/wartremover/wartremover,Apache-2.0,2013-01-05 11:29:26,2024-05-14 23:49:08,2024-05-14 23:49:07,1255.0,18.0,113.0,32.0,699.0,105.0,240.0,1066,2020-02-25 04:42:44,2.4.5,27.0,Flexible Scala code linting tool.,,,63.0,20,,,,True,3,,501.0,5.0,
84,scrimage,sksamuel/scrimage,,media,,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2024-04-26 22:18:07,2024-04-26 22:15:01,1310.0,8.0,140.0,45.0,93.0,6.0,193.0,1041,2024-04-26 22:18:57,4.1.3,34.0,"JVM - Java, Kotlin, Scala image processing library.",,,58.0,20,,,,True,1,,,,
85,scodec,scodec/scodec,,data,"['scala3', 'scalajs']",https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2024-05-30 11:37:13,2024-05-30 11:37:13,1432.0,27.0,108.0,30.0,464.0,4.0,68.0,800,2024-05-13 17:12:37,2.3.0,6.0,Scala combinator library for working with binary data.,,,62.0,20,,,,True,2,,,,
86,scrooge,twitter/scrooge,,data,,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2024-05-07 20:17:58,2024-05-07 20:17:58,1854.0,5.0,244.0,167.0,190.0,42.0,143.0,787,2022-12-26 14:40:41,scrooge-22.12.0,77.0,A Thrift parser/generator.,,,231.0,20,,,,True,2,,,,
87,specs2,etorreborre/specs2,,test,"['scala3', 'scalajs']",https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2024-05-23 21:20:06,2024-05-23 20:52:50,4759.0,15.0,224.0,29.0,576.0,3.0,653.0,736,2024-05-23 21:21:22,SPECS2-5.5.2,72.0,Software Specifications for Scala.,,,94.0,20,,,,False,2,,,,
88,sbt-eclipse,sbt/sbt-eclipse,,sbt,,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2024-05-06 07:33:39,2024-05-06 07:33:39,426.0,4.0,171.0,49.0,153.0,78.0,203.0,720,2023-12-15 13:52:51,6.2.0,4.0,Plugin for sbt to create Eclipse project definitions.,,,40.0,20,,,,True,1,,,,
89,sbt-release,sbt/sbt-release,,sbt,,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2024-05-28 20:15:19,2024-05-21 07:07:51,551.0,10.0,162.0,25.0,241.0,86.0,101.0,641,2024-01-23 01:19:43,1.4.0,5.0,A release plugin for sbt.,,,65.0,20,,,,True,1,,,,
90,sbt-scoverage,scoverage/sbt-scoverage,,sbt,,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2024-05-08 06:13:51,2024-05-02 08:15:34,767.0,5.0,154.0,29.0,271.0,39.0,221.0,639,2024-05-02 08:24:00,2.0.12,40.0,sbt plugin for scoverage.,,,73.0,20,,,,True,1,,,,
91,scapegoat,scapegoat-scala/scapegoat,,development-cycle,,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2024-05-19 18:08:56,2024-05-19 18:08:56,1384.0,15.0,88.0,20.0,599.0,42.0,204.0,515,2024-05-06 13:48:29,2.1.6,23.0,Scala compiler plugin for static code analysis.,,,64.0,20,,,,True,3,,,,
92,udash-core,UdashFramework/udash-core,,web-frameworks,['scalajs'],https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2024-05-27 15:37:27,2024-05-27 15:37:27,3509.0,61.0,36.0,19.0,1119.0,28.0,88.0,445,2024-03-06 10:59:43,0.11.1,23.0,Scala framework for building beautiful and maintainable web applications.,2.0,2.0,40.0,20,,,,True,2,,,,
93,laika,typelevel/Laika,,csv-yaml,"['scala3', 'scalajs']",https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2024-05-29 20:06:33,2024-05-29 16:53:11,3892.0,41.0,44.0,12.0,355.0,13.0,220.0,405,2024-04-01 13:34:47,1.1.0,39.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",,,24.0,20,,,,True,1,,,,
94,endpoints4s,endpoints4s/endpoints4s,,http,"['scala3', 'scalajs']",https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2024-05-23 15:41:12,2024-05-21 17:47:22,1598.0,13.0,95.0,11.0,1066.0,37.0,169.0,404,2023-12-07 18:06:02,1.11.1,31.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",,,63.0,20,,,,True,2,,,,
95,cornichon,agourlay/cornichon,,test,,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2024-05-29 12:55:22,2024-05-29 12:55:22,3369.0,50.0,29.0,12.0,697.0,7.0,152.0,225,2024-03-15 21:04:41,0.21.3,77.0,Testing tool in Scala for HTTP JSON API.,,,18.0,20,,,,True,2,,,,
96,breeze,scalanlp/breeze,,sci,['scala3'],https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2024-02-12 16:44:35,2024-02-12 16:44:34,3733.0,,694.0,208.0,319.0,90.0,451.0,3438,,,,Breeze is a numerical processing library for Scala.,,,144.0,19,,,,True,2,,,,
97,macwire,softwaremill/macwire,,di,"['scala3', 'scalajs']",https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2024-05-29 00:26:26,2024-05-29 00:25:51,794.0,11.0,75.0,60.0,212.0,72.0,69.0,1255,2023-08-18 12:36:50,2.5.9,17.0,Lightweight and Nonintrusive Scala Dependency Injection Library.,,,42.0,19,,,,True,2,,,,
98,colossus,tumblr/colossus,,web-frameworks,,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,107.0,77.0,411.0,4.0,270.0,1143,2018-01-24 17:31:20,0.11.0,32.0,I/O and Microservice library for Scala.,,,29.0,19,,,,False,2,,,,
99,phantom,outworkers/phantom,,db-clients,,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,187.0,75.0,512.0,21.0,403.0,1048,2020-08-10 21:50:24,2.59.0,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",,,51.0,19,,,,False,2,,,,
100,ReactiveMongo,ReactiveMongo/ReactiveMongo,,db-clients,['scala3'],https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2024-05-27 17:04:32,2024-05-27 15:39:22,1365.0,7.0,230.0,55.0,920.0,22.0,370.0,846,2020-01-03 02:08:23,0.20.0,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",,,89.0,19,,,,True,2,,,,
101,skinny-framework,skinny-framework/skinny-framework,,web-frameworks,,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,73.0,45.0,287.0,20.0,134.0,737,2022-12-14 08:24:58,4.0.1,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,4.0,4.0,32.0,19,,,,True,2,,12421.0,104.0,
102,upickle,com-lihaoyi/upickle,,data,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2024-05-29 14:20:20,2024-05-18 06:23:23,887.0,4.0,157.0,16.0,292.0,40.0,270.0,700,2024-05-18 07:34:02,3.3.1,25.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",,,55.0,19,,,,True,2,,,,
103,sparta,Stratio/sparta,,bigdata,,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,193.0,138.0,1360.0,9.0,534.0,524,2017-05-31 09:56:04,1.5.0,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,,,41.0,19,,,,False,3,,,,
104,scribe,outr/scribe,,toolkits,"['scala3', 'scalajs']",https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2024-05-30 00:15:52,2024-05-09 16:33:06,1432.0,58.0,39.0,10.0,418.0,13.0,147.0,507,2024-05-09 16:33:55,3.13.5,45.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,,,19.0,19,,,,True,2,,,,
105,scalamock,paulbutcher/scalamock,,test,['scalajs'],https://github.com/paulbutcher/ScalaMock,https://github.com/paulbutcher/ScalaMock,MIT,2011-10-24 21:32:02,2024-05-21 16:00:32,2024-04-06 11:05:15,812.0,3.0,97.0,22.0,294.0,29.0,199.0,501,2024-04-06 12:04:40,6.0.0,16.0,Native Scala mocking framework.,,,34.0,19,,,,True,3,,,,
106,mima,lightbend/mima,,sbt,['scala3'],https://github.com/lightbend-labs/mima,https://github.com/lightbend-labs/mima,Apache-2.0,2012-05-24 14:08:57,2024-05-29 16:37:32,2024-05-21 15:31:27,1552.0,21.0,69.0,18.0,589.0,27.0,189.0,448,2023-07-18 19:55:41,1.1.3,32.0,A tool for catching binary incompatibility in Scala.,,,49.0,19,,,,True,2,,,,lightbend-labs/mima
107,munit,scalameta/munit,,test,"['scala3', 'scalajs']",https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2024-05-27 20:20:40,2024-05-24 09:25:03,1014.0,49.0,85.0,13.0,640.0,37.0,116.0,422,2024-05-22 10:31:41,1.0.0,46.0,Scala testing library with actionable errors and extensible APIs.,,,50.0,19,,,,True,3,,,,
108,mdoc,scalameta/mdoc,,sbt,['scala3'],https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2024-05-28 10:39:55,2024-05-28 10:37:24,1365.0,30.0,78.0,8.0,670.0,61.0,147.0,388,2024-01-07 12:33:42,2.5.2,69.0,Typechecked markdown documentation for Scala.,,,52.0,19,,,,True,2,,,,
109,play-json,playframework/play-json,,json,"['scala3', 'scalajs', 'play']",https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2024-05-24 06:08:05,2024-05-21 06:36:04,1359.0,35.0,133.0,17.0,915.0,45.0,93.0,356,2024-04-30 08:33:02,3.0.3,22.0,The Play JSON library.,,,67.0,19,,,,True,2,,,,
110,play-ws,playframework/play-ws,,http,"['scala3', 'play']",https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2024-05-24 05:40:43,2024-05-24 05:40:43,1110.0,33.0,87.0,15.0,748.0,79.0,78.0,223,2024-05-05 06:15:24,3.0.3,26.0,"Standalone Play WS, an async HTTP client with fluent API.",,,50.0,19,,,,True,3,,,,
111,scalatra,scalatra/scalatra,,web-frameworks,['scala3'],https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2024-05-27 16:59:36,2024-05-16 22:44:27,4060.0,19.0,343.0,81.0,1240.0,73.0,374.0,2635,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",,,136.0,18,,,,False,2,,,,
112,Binding.scala,ThoughtWorksInc/Binding.scala,,web-frameworks,"['scala3', 'scalajs']",https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2024-05-26 00:07:00,2024-04-08 03:06:33,1647.0,2.0,108.0,113.0,442.0,45.0,64.0,1584,2023-01-26 04:19:51,12.2.0,82.0,Reactive data-binding for Scala.,,,25.0,18,,,,True,2,,,,
113,enumeratum,lloydmeta/enumeratum,,toolkits,"['scala3', 'scalajs']",https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2024-05-27 19:02:14,2024-05-06 07:59:59,556.0,8.0,146.0,27.0,266.0,30.0,102.0,1179,2024-05-06 08:01:03,enumeratum-slick-1.7.6,74.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",,,91.0,18,,,,True,2,,,,
114,async,scala/scala-async,,toolkits,['scalajs'],https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2024-05-13 00:12:41,2024-05-13 00:12:41,763.0,4.0,94.0,54.0,253.0,14.0,76.0,1138,2021-09-09 21:50:20,1.0.1,21.0,An asynchronous programming facility for Scala.,,,28.0,18,,,,True,2,,,,
115,fastparse,com-lihaoyi/fastparse,,parsers,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2024-05-22 00:16:32,2024-05-22 00:16:32,956.0,5.0,164.0,35.0,162.0,22.0,124.0,1080,2021-09-07 10:21:47,2.3.3,2.0,Writing Fast Parsers Fast in Scala.,,,54.0,18,,,,True,1,,,,
116,cassovary,twitter/cassovary,,toolkits,,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503.0,,149.0,161.0,155.0,33.0,48.0,1040,2015-03-18 21:37:14,5.1.0,5.0,Cassovary is a simple big graph processing library for the JVM.,,,30.0,18,,,,False,2,,,,
117,bidmach,biddata/bidmach,,bigdata,,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,88.0,61.0,67.0,90.0,913,2017-03-26 04:20:02,1.1.2,9.0,CPU and GPU-accelerated Machine Learning Library.,,,45.0,18,,,,False,3,,,,
118,quicklens,softwaremill/quicklens,,toolkits,"['scala3', 'scalajs']",https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2024-05-30 00:07:57,2024-03-28 11:48:36,501.0,3.0,53.0,44.0,183.0,24.0,31.0,814,2024-01-23 20:01:45,1.9.7,28.0,Modify deeply nested case class fields.,,,26.0,18,,,,True,2,,,,
119,sbt-jmh,sbt/sbt-jmh,,sbt,,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2024-05-21 08:56:12,2024-05-21 08:56:08,318.0,9.0,88.0,25.0,157.0,28.0,70.0,784,2023-12-11 13:31:01,0.4.7,8.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",,,51.0,18,,,,True,2,,,,
120,scala-parser-combinators,scala/scala-parser-combinators,,parsers,"['scala3', 'scalajs']",https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2024-05-29 19:30:01,2024-05-10 23:53:50,1024.0,9.0,132.0,33.0,429.0,23.0,99.0,642,2024-04-18 04:36:44,2.4.0,19.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",,,70.0,18,,,,True,1,,,,
121,chill,twitter/chill,,data,,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2024-05-06 04:43:08,2023-03-19 07:21:05,928.0,,154.0,132.0,662.0,74.0,92.0,609,2021-06-04 22:29:04,0.10.0,34.0,Scala extensions for the Kryo serialization library.,,,67.0,18,,,,True,2,,,,
122,eff,atnos-org/eff,,toolkits,"['scala3', 'scalajs']",https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2024-05-29 13:13:28,2024-05-28 16:01:22,1235.0,21.0,78.0,19.0,693.0,6.0,63.0,570,2023-09-28 04:33:14,7.0.1,73.0,Eff monad for cats - https://atnos-org.github.io/eff.,,,43.0,18,,,,True,2,,,,
123,sbt-buildinfo,sbt/sbt-buildinfo,,sbt,,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2024-03-20 07:02:11,2024-03-20 04:06:08,325.0,4.0,88.0,21.0,100.0,18.0,88.0,545,2024-03-20 04:25:12,0.12.0,6.0,I know this because build.sbt knows this.,,,50.0,18,,,,True,2,,,,
124,scalariform,scala-ide/scalariform,,development-cycle,,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2024-05-11 00:35:23,2019-06-11 05:21:17,734.0,,148.0,27.0,98.0,67.0,140.0,526,2019-06-11 05:28:37,0.2.10,11.0,Scala source code formatter.,,,56.0,18,,,,False,3,,9687.0,118.0,
125,jackson-module-scala,FasterXML/jackson-module-scala,,json,['scala3'],https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2024-05-23 17:11:53,2024-05-23 15:48:15,1757.0,24.0,143.0,27.0,200.0,47.0,431.0,495,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,,,60.0,18,,,,True,2,,,,
126,jawn,typelevel/jawn,,json,"['scala3', 'scalajs']",https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,,2012-10-01 02:04:45,2024-05-29 20:49:22,2024-05-29 20:45:48,1356.0,33.0,72.0,21.0,564.0,16.0,56.0,432,2024-05-29 20:49:23,1.6.0,23.0,Jawn is for parsing jay-sawn (JSON).,,,48.0,18,,,,False,2,2.0,,,
127,zio-json,zio/zio-json,,json,"['zio', 'scala3', 'scalajs']",https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2024-05-30 16:12:23,2024-05-30 16:12:23,594.0,23.0,136.0,22.0,960.0,92.0,86.0,402,2023-09-05 12:29:10,0.6.2,32.0,"Fast, secure JSON library with tight ZIO integration.",,,64.0,18,,,,True,2,,,,
128,ox,softwaremill/ox,,toolkits,['scala3'],https://github.com/softwaremill/ox,https://github.com/softwaremill/ox,Apache-2.0,2023-01-18 14:28:30,2024-05-27 15:20:04,2024-05-27 15:20:01,410.0,74.0,22.0,26.0,110.0,21.0,13.0,319,2024-05-22 06:43:26,0.2.0,27.0,Safe direct style concurrency and resiliency for Scala on the JVM.,,,17.0,18,,,,True,2,,,,
129,sbt-microsites,47degrees/sbt-microsites,,sbt,,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2024-04-29 05:19:31,2024-04-29 05:19:30,1290.0,7.0,61.0,51.0,671.0,17.0,122.0,317,2023-11-10 13:36:09,1.4.4,79.0,An sbt plugin to create awesome microsites for your project.,,,76.0,18,,,,True,2,,,,
130,scala-js-dom,scala-js/scala-js-dom,,scala-js,"['scala3', 'scalajs']",https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2024-05-20 12:27:04,2024-03-21 16:19:03,1535.0,21.0,160.0,17.0,629.0,29.0,196.0,314,2023-09-28 01:09:16,2.8.0,10.0,Statically typed DOM API for Scala.js.,,,118.0,18,,,,False,2,,,,
131,diffson,gnieh/diffson,,json,"['scala3', 'scalajs']",https://github.com/gnieh/diffson,https://github.com/gnieh/diffson,Apache-2.0,2013-08-30 15:50:35,2024-05-29 15:35:20,2024-04-02 18:13:52,539.0,10.0,53.0,13.0,373.0,9.0,44.0,307,2024-04-02 18:25:18,4.6.0,16.0,A scala diff/patch library for Json.,,,32.0,18,,,,True,2,,,,
