,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,trending,github_release_downloads,monthly_downloads,updated_github_id
276,enableIf.scala,ThoughtWorksInc/enableIf.scala,,toolkits,,https://github.com/ThoughtWorksInc/enableIf.scala,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48,2024-02-24 01:27:20,2023-07-02 02:55:58,438.0,,5.0,28.0,132.0,5.0,5.0,65,2022-04-02 07:19:04,1.1.8,3.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",,,6.0,12,,,,True,3,,,,
277,scowl,phenoscape/scowl,,others,['scala3'],https://github.com/phenoscape/scowl,https://github.com/phenoscape/scowl,MIT,2013-05-10 18:08:52,2024-05-13 17:36:14,2022-03-30 19:07:24,243.0,,9.0,10.0,173.0,8.0,4.0,54,2022-03-30 16:58:35,1.4.1,9.0,A Scala DSL for programming with the OWL API.,,,3.0,12,,,,False,3,,,,
278,proto,zero-deps/proto,,data,['scala3'],https://github.com/zero-deps/proto,https://github.com/zero-deps/proto,MIT,2019-03-15 13:27:19,2024-05-30 09:56:49,2024-05-30 09:56:42,340.0,4.0,3.0,7.0,10.0,,19.0,34,2022-06-28 20:48:49,2.1.2,17.0,Lightweight and fast serialization library for Scala 2/3 based on Protocol Buffers with macros.,,,7.0,12,,,,True,3,,,,
279,otavia-sql,otavia-projects/otavia,cc.otavia:otavia-sql_3,db-clients,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-05-30 14:47:24,2024-05-30 14:45:15,468.0,22.0,2.0,2.0,,,,25,2024-01-29 13:56:10,0.3.7,6.0,Your shiny new IO & Actor programming model!.,3.0,,1.0,12,https://search.maven.org/artifact/cc.otavia/otavia-sql_3,2024-01-29 13:49:53,3.0,True,3,,,,
280,molecule,scalamolecule/molecule,,db-clients,"['scala3', 'scalajs']",https://github.com/scalamolecule/molecule,https://github.com/scalamolecule/molecule,Apache-2.0,2022-08-28 09:13:41,2024-04-05 22:28:00,2024-04-05 22:27:51,316.0,35.0,,3.0,,,,13,2024-02-25 20:28:28,0.8.0,9.0,Molecule translates custom Scala code to database queries for multiple databases.,,,,12,,,,False,3,,,,
281,aptus-core,aptusproject/aptus-core,,others,['scala3'],https://github.com/aptusproject/aptus-core,https://github.com/aptusproject/aptus-core,Apache-2.0,2021-05-25 18:13:35,2024-03-19 14:42:18,2024-03-19 14:42:18,191.0,31.0,1.0,3.0,,,,7,2024-03-18 14:55:22,0.6.0,9.0,A utility library aiming to simplify the Scala coding experience.,,,,12,,,,False,3,,,,
282,curiodb,stephenmcd/curiodb,,distributed,,https://github.com/stephenmcd/curiodb,https://github.com/stephenmcd/curiodb,BSD-2-Clause,2015-04-26 01:47:43,2018-11-04 22:44:22,2018-11-04 22:44:21,139.0,,44.0,35.0,19.0,5.0,7.0,511,,,,Distributed NoSQL Database.,,,6.0,11,,,,False,3,,,,
283,akka-tracing,levkhomich/akka-tracing,,distributed,,https://github.com/levkhomich/akka-tracing,https://github.com/levkhomich/akka-tracing,,2014-03-15 20:15:30,2018-01-31 15:10:20,2018-01-13 12:03:50,355.0,,35.0,28.0,18.0,22.0,75.0,315,,,,"A distributed tracing extension for Akka. Provides integration with Play framework, Spray and Akka HTTP.",,,8.0,11,,,,False,3,,,,
284,scalive,xitrum-framework/scalive,,test,,https://github.com/xitrum-framework/scalive,https://github.com/xitrum-framework/scalive,MIT,2014-01-28 08:11:24,2019-01-30 13:34:32,2019-01-30 13:34:25,125.0,,13.0,18.0,3.0,8.0,12.0,200,2019-01-30 13:24:43,1.7.0,8.0,Connect a Scala REPL to running JVM processes without any prior setup.,,,4.0,11,,,,False,3,,641.0,5.0,
285,scala-forklift,lastland/scala-forklift,,db-clients,,https://github.com/lastland/scala-forklift,https://github.com/lastland/scala-forklift,,2015-08-18 16:26:21,2022-09-06 13:51:34,2020-04-24 19:30:57,274.0,,30.0,11.0,21.0,13.0,19.0,187,2016-08-10 07:04:47,0.2.3,3.0,"Type-safe data migration tool for Slick, Git and beyond.",,,10.0,11,,,,False,3,,,,
286,scalacollider,sciss/scalacollider,,media,"['scala3', 'scalajs']",https://github.com/sciss/scalacollider,https://github.com/sciss/scalacollider,AGPL-3.0,2009-12-10 16:39:10,2021-10-24 16:34:30,,,,19.0,,,8.0,,186,,,,A Scala sound synthesis library based on SuperCollider.,,,2.0,11,,,,False,2,,,,
287,numsca,botkop/numsca,,sci,,https://github.com/botkop/numsca,https://github.com/botkop/numsca,BSD-2-Clause,2017-12-06 10:18:37,2023-01-30 06:59:54,2023-01-30 06:59:54,74.0,,17.0,18.0,3.0,3.0,7.0,183,2020-04-19 10:21:27,0.1.7,7.0,numsca is numpy for scala.,,,,11,,,,True,3,,,,
288,log4s,Log4s/log4s,,logging,"['scala3', 'scalajs']",https://github.com/Log4s/log4s,https://github.com/Log4s/log4s,,2013-04-28 07:57:48,2024-02-11 15:48:26,2024-02-11 15:48:26,379.0,,24.0,9.0,63.0,8.0,21.0,172,,,,High-performance SLF4J wrapper for Scala.,,,15.0,11,,,,False,3,,,,
289,scala-records,scala-records/scala-records,,toolkits,['scalajs'],https://github.com/scala-records/scala-records,https://github.com/scala-records/scala-records,BSD-3-Clause,2014-06-17 09:59:57,2019-06-10 22:59:35,2019-06-10 22:59:34,224.0,,14.0,19.0,77.0,19.0,46.0,160,,,,Labeled records for Scala based on structural refinement types and macros.,,,11.0,11,,,,False,3,,,,
290,octopus,krzemin/octopus,,data,['scalajs'],https://github.com/krzemin/octopus,https://github.com/krzemin/octopus,Apache-2.0,2016-12-10 16:51:09,2024-05-29 16:10:52,2020-11-04 07:51:59,121.0,,22.0,8.0,121.0,13.0,8.0,151,,,,Scala library for boilerplate-free validation.,,,9.0,11,,,,False,3,,,,
291,parapet,parapet-io/parapet,,distributed,,https://github.com/parapet-io/parapet,https://github.com/parapet-io/parapet,Apache-2.0,2019-07-27 19:08:31,2023-04-30 02:37:57,2023-04-30 02:37:57,326.0,,7.0,12.0,30.0,8.0,18.0,136,2022-02-24 07:02:23,0.0.1-RC6,5.0,A purely functional library to build distributed and event-driven systems.,,,7.0,11,,,,True,3,,,,
292,fastring,atry/fastring,,env,['scalajs'],https://github.com/Atry/fastring,https://github.com/Atry/fastring,Apache-2.0,2012-11-25 07:09:25,2024-05-26 01:05:22,2024-05-03 07:01:51,533.0,1.0,10.0,8.0,227.0,6.0,4.0,124,2018-03-26 01:49:18,1.0.0,4.0,Extremely fast string formatting.,,,7.0,11,,,,True,2,,,,
293,ScalaJack,gzoller/ScalaJack,,json,['scala3'],https://github.com/gzoller/ScalaJack,https://github.com/gzoller/ScalaJack,MIT,2013-06-17 20:20:56,2024-05-30 05:09:15,2024-05-30 05:08:59,928.0,4.0,9.0,13.0,184.0,2.0,49.0,111,,,,Fast JSON parser/generator for Scala.,,,13.0,11,,,,True,3,,,,
294,scala-jsonapi,scala-jsonapi/scala-jsonapi,,json,,https://github.com/scala-jsonapi/scala-jsonapi,https://github.com/scala-jsonapi/scala-jsonapi,MIT,2015-11-09 12:47:14,2018-12-28 12:29:57,2018-06-11 08:54:13,135.0,,24.0,29.0,52.0,16.0,34.0,107,,,,"Scala support library for integrating the JSON API spec with Spray, Play! or Circe.",,,20.0,11,,,,False,3,,,,
295,scalafiddle-editor,scalafiddle/scalafiddle-editor,,others,,https://github.com/scalafiddle/scalafiddle-editor,https://github.com/scalafiddle/scalafiddle-editor,Apache-2.0,2016-08-01 18:16:47,2020-02-09 21:22:50,2020-02-09 21:22:48,174.0,,38.0,3.0,49.0,17.0,26.0,102,,,,Web user interface for ScalaFiddle.,,,20.0,11,,,,False,3,,,,
296,lolhttp,criteo/lolhttp,,http,,https://github.com/criteo/lolhttp,https://github.com/criteo/lolhttp,Apache-2.0,2017-04-28 07:06:53,2024-05-07 16:36:00,2023-07-17 16:35:50,126.0,,18.0,19.0,205.0,29.0,8.0,93,2023-07-17 16:37:14,0.13.6,31.0,An HTTP Server and Client library for Scala.,,,20.0,11,,,,True,3,,,,
297,fintrospect,daviddenton/fintrospect,,http,,https://github.com/daviddenton/fintrospect,https://github.com/daviddenton/fintrospect,Apache-2.0,2015-03-01 20:31:11,2020-08-26 11:42:43,2020-08-26 11:42:38,1752.0,,10.0,8.0,23.0,3.0,26.0,91,,,,"Implement fast, type-safe HTTP webservices for Finagle.",,,5.0,11,,,,False,3,,,,
298,fast-string-interpolator,plokhotnyuk/fast-string-interpolator,,env,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/fast-string-interpolator,https://github.com/plokhotnyuk/fast-string-interpolator,Apache-2.0,2018-03-06 17:45:04,2024-05-09 18:33:03,2024-05-08 05:13:27,374.0,1.0,6.0,15.0,283.0,2.0,5.0,88,2022-10-13 08:37:27,0.6.3,11.0,Scala macro that generates ultra-fast string interpolators.,,,7.0,11,,,,True,2,,,,
299,osm4scala,simplexspatial/osm4scala,,others,,https://github.com/simplexspatial/osm4scala,https://github.com/simplexspatial/osm4scala,MIT,2016-05-17 20:15:23,2023-10-27 16:37:18,2022-09-08 17:18:54,266.0,,16.0,6.0,41.0,26.0,47.0,77,2022-09-08 17:30:18,1.0.11,9.0,Scala and Spark library focused on reading OpenStreetMap Pbf files.,,,4.0,11,,,,False,3,,43.0,0.0,
300,couchdb-scala,beloglazov/couchdb-scala,,db-clients,,https://github.com/beloglazov/couchdb-scala,https://github.com/beloglazov/couchdb-scala,Apache-2.0,2015-01-15 23:10:06,2018-11-13 12:48:24,2017-08-05 07:34:18,236.0,,18.0,6.0,33.0,18.0,31.0,65,2016-05-08 00:58:39,0.7.2,7.0,A purely functional Scala client for CouchDB.,,,2.0,11,,,,False,3,,,,
301,sbt-ide-settings,Jetbrains/sbt-ide-settings,,sbt,,https://github.com/JetBrains/sbt-ide-settings,https://github.com/JetBrains/sbt-ide-settings,Apache-2.0,2015-02-13 12:06:38,2023-10-10 08:48:22,2023-10-10 08:08:15,40.0,,7.0,22.0,2.0,8.0,6.0,61,2023-02-06 17:13:32,1.1.1,4.0,SBT plugin for tweaking various IDE settings.,,,7.0,11,,,,True,3,,,,
302,sharaf,sake92/sharaf,,web-frameworks,['scala3'],https://github.com/sake92/sharaf,https://github.com/sake92/sharaf,Apache-2.0,2023-04-06 01:38:35,2024-05-29 13:07:59,2024-05-29 13:07:57,236.0,15.0,1.0,4.0,2.0,3.0,3.0,29,2024-05-29 13:09:43,0.7.0,1.0,Minimalistic Scala 3 web framework.,,,1.0,11,,,,True,3,3.0,,,
303,otavia-all,otavia-projects/otavia,cc.otavia:otavia-all_3,toolkits,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-05-30 14:47:24,2024-05-30 14:45:15,468.0,22.0,2.0,2.0,,,,25,2024-01-29 13:56:10,0.3.7,5.0,Your shiny new IO & Actor programming model!.,,,1.0,11,https://search.maven.org/artifact/cc.otavia/otavia-all_3,2024-01-29 13:49:38,,True,3,,,,
304,otavia-codec-http,otavia-projects/otavia,cc.otavia:otavia-codec-http_3,http,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-05-30 14:47:24,2024-05-30 14:45:15,468.0,22.0,2.0,2.0,,,,25,2024-01-29 13:56:10,0.3.7,6.0,Your shiny new IO & Actor programming model!.,1.0,,1.0,11,https://search.maven.org/artifact/cc.otavia/otavia-codec-http_3,2024-01-29 13:49:41,1.0,True,3,,,,
305,otavia-serde-json,otavia-projects/otavia,cc.otavia:otavia-serde-json_3,json,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-05-30 14:47:24,2024-05-30 14:45:15,468.0,22.0,2.0,2.0,,,,25,2024-01-29 13:56:10,0.3.7,6.0,Your shiny new IO & Actor programming model!.,2.0,,1.0,11,https://search.maven.org/artifact/cc.otavia/otavia-serde-json_3,2024-01-29 13:49:50,2.0,True,3,,,,
306,otavia-postgres-driver,otavia-projects/otavia,cc.otavia:otavia-postgres-driver_3,db-clients,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-05-30 14:47:24,2024-05-30 14:45:15,468.0,22.0,2.0,2.0,,,,25,2024-01-29 13:56:10,0.3.7,5.0,Your shiny new IO & Actor programming model!.,1.0,,1.0,11,https://search.maven.org/artifact/cc.otavia/otavia-postgres-driver_3,2024-01-29 13:49:53,1.0,True,3,,,,
307,otavia-mysql-driver,otavia-projects/otavia,cc.otavia:otavia-mysql-driver_3,db-clients,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-05-30 14:47:24,2024-05-30 14:45:15,468.0,22.0,2.0,2.0,,,,25,2024-01-29 13:56:10,0.3.7,6.0,Your shiny new IO & Actor programming model!.,1.0,,1.0,11,https://search.maven.org/artifact/cc.otavia/otavia-mysql-driver_3,2024-01-29 13:49:52,1.0,True,3,,,,
308,scurl-detector,lambdaworks/scurl-detector,io.lambdaworks:scurl-detector_3,others,['scala3'],https://github.com/lambdaworks/scurl-detector,https://github.com/lambdaworks/scurl-detector,Apache-2.0,2021-06-08 09:33:41,2024-05-29 16:16:48,2024-05-29 16:14:52,177.0,20.0,2.0,8.0,173.0,1.0,9.0,16,2023-04-24 16:29:18,1.1.0,2.0,Scala library that detects and extracts URLs from text.,,,7.0,11,https://search.maven.org/artifact/io.lambdaworks/scurl-detector_3,2023-04-24 16:29:18,,True,3,,,,
309,subcut,dickwall/subcut,,di,,https://github.com/dickwall/subcut,https://github.com/dickwall/subcut,,2011-05-30 23:58:27,2020-10-12 22:18:41,2018-05-17 21:40:26,92.0,,33.0,25.0,17.0,8.0,21.0,405,,,,Scala Uniquely Bound Classes Under Traits.,,,11.0,10,,,,False,3,,,,
310,replesent,marconilanna/replesent,,others,,https://github.com/marconilanna/REPLesent,https://github.com/marconilanna/REPLesent,Apache-2.0,2015-02-02 02:37:44,2019-10-02 19:39:29,2019-08-27 14:36:48,73.0,,34.0,14.0,13.0,5.0,,400,,,,A neat little tool to build presentations using the Scala REPL.,,,9.0,10,,,,False,3,,,,
311,scalatex,lihaoyi/scalatex,,env,['scalajs'],https://github.com/lihaoyi/Scalatex,https://github.com/lihaoyi/Scalatex,,2014-12-19 04:14:12,2020-02-21 06:44:18,2020-02-21 06:44:18,232.0,,38.0,15.0,32.0,29.0,21.0,290,,,,"Programmable, Typesafe Document Generation.",,,16.0,10,,,,False,2,,,,
312,libra,to-ithaca/libra,,sci,['scalajs'],https://github.com/to-ithaca/libra,https://github.com/to-ithaca/libra,,2017-03-01 13:42:38,2024-05-19 17:14:56,2021-02-28 00:36:23,143.0,,26.0,11.0,199.0,25.0,23.0,198,,,,A dimensional analysis library based on dependent types.,,,10.0,10,,,,False,3,,,,
313,sbt-groll,sbt/sbt-groll,,sbt,,https://github.com/sbt/sbt-groll,https://github.com/sbt/sbt-groll,Apache-2.0,2012-10-21 20:43:30,2021-12-17 12:41:12,2021-12-17 12:40:44,126.0,,8.0,8.0,23.0,1.0,4.0,133,2021-12-17 12:41:14,7.1.0,3.0,sbt plugin to roll the Git history.,,,8.0,10,,,,False,3,,,,
314,clustering4ever,clustering4ever/clustering4ever,,sci,,https://github.com/Clustering4Ever/Clustering4Ever,https://github.com/Clustering4Ever/Clustering4Ever,Apache-2.0,2018-03-26 19:58:12,2021-01-26 19:43:10,2021-01-26 19:39:17,269.0,,13.0,21.0,14.0,,,128,,,,"C4E, a JVM friendly library written in Scala for both local and distributed (Spark) Clustering.",,,5.0,10,,,,False,3,,,,
315,roshttp,hmil/roshttp,,http,['scalajs'],https://github.com/hmil/RosHTTP,https://github.com/hmil/RosHTTP,MIT,2016-02-26 12:29:57,2021-06-06 09:38:29,2021-06-06 09:38:29,135.0,,24.0,5.0,49.0,18.0,28.0,125,,,,Unified Scala.js + Scala HTTP client API.,,,13.0,10,,,,False,3,,,,
316,beard,zalando/beard,,templating,,https://github.com/zalando/beard,https://github.com/zalando/beard,,2015-07-09 09:11:25,2023-11-13 14:22:01,2023-11-13 14:22:01,241.0,,30.0,20.0,55.0,,32.0,121,,,,"A lightweight, logicless templating engine, written in Scala and inspired by Mustache.",,,25.0,10,,,,False,3,,,,
317,miniboxing-plugin,miniboxing/miniboxing-plugin,,others,,https://github.com/miniboxing/miniboxing-plugin,https://github.com/miniboxing/miniboxing-plugin,,2012-04-26 09:52:25,2020-04-11 22:53:02,2020-04-11 22:53:01,1143.0,,17.0,12.0,31.0,45.0,177.0,120,,,,Miniboxing is a program transformation that improves the performance of Scala generics when used with primitive types...,,,16.0,10,,,,False,3,,,,
318,longevity,longevityframework/longevity,,db-clients,,https://github.com/longevityframework/longevity,https://github.com/longevityframework/longevity,,2014-12-17 02:50:13,2018-07-06 02:43:27,2018-07-06 02:43:18,1216.0,,6.0,12.0,8.0,36.0,4.0,103,2018-07-01 17:41:25,0.27.0,35.0,A Persistence Framework for Scala and NoSQL.,,,3.0,10,,,,False,3,,,,
319,moultingyaml,jcazevedo/moultingyaml,,csv-yaml,,https://github.com/jcazevedo/moultingyaml,https://github.com/jcazevedo/moultingyaml,MIT,2015-07-02 21:27:23,2022-09-13 21:31:10,2020-03-30 12:05:00,171.0,,34.0,6.0,28.0,24.0,8.0,98,,,,Scala wrapper for SnakeYAML.,,,13.0,10,,,,False,3,,,,
320,blindsight,tersesystems/blindsight,,logging,['scala3'],https://github.com/tersesystems/blindsight,https://github.com/tersesystems/blindsight,,2020-03-16 03:06:57,2024-05-27 18:13:22,2023-10-29 16:51:02,395.0,,6.0,5.0,477.0,13.0,28.0,84,2023-03-12 22:32:23,2.0.0,1.0,"Blindsight is a Scala logging API with DSL based structured logging, fluent logging, semantic logging, flow logging,..",,,3.0,10,,,,False,3,,,,
321,gallia-core,galliaproject/gallia-core,,bigdata,,https://github.com/galliaproject/gallia-core,https://github.com/galliaproject/gallia-core,Apache-2.0,2021-02-05 18:36:52,2024-02-23 15:49:10,2024-02-23 15:48:59,544.0,,4.0,6.0,,,1.0,84,2024-02-10 01:05:14,0.6.1,7.0,A schema-aware Scala library for data transformation.,,,1.0,10,,,,True,3,,,,
322,pushka,fomkin/pushka,,json,['scalajs'],https://github.com/fomkin/pushka,https://github.com/fomkin/pushka,Apache-2.0,2015-08-19 06:24:31,2019-06-12 09:24:40,2016-11-24 20:47:45,88.0,,9.0,7.0,26.0,10.0,25.0,81,,,14.0,ABANDONED Pure Scala serialization library with annotations.,,,6.0,10,,,,False,3,,,,
323,sbt-scala-js-map,ThoughtWorksInc/sbt-scala-js-map,,sbt,['scalajs'],https://github.com/ThoughtWorksInc/sbt-scala-js-map,https://github.com/ThoughtWorksInc/sbt-scala-js-map,Apache-2.0,2016-04-12 18:38:07,2024-05-26 00:08:49,2024-05-03 07:40:27,496.0,1.0,3.0,12.0,198.0,5.0,2.0,36,2021-11-22 07:29:41,4.1.1,3.0,A Sbt plugin that configures source mapping for Scala.js projects hosted on Github.,,,4.0,10,,,,True,3,,,,
324,sbt-deploy-ssh,shmishleniy/sbt-deploy-ssh,,sbt,,https://github.com/shmishleniy/sbt-deploy-ssh,https://github.com/shmishleniy/sbt-deploy-ssh,MIT,2015-01-16 12:38:45,2021-04-28 13:50:29,2021-04-28 13:46:46,41.0,,3.0,5.0,4.0,5.0,11.0,28,2021-04-28 13:50:29,0.1.5,5.0,SBT deploy plugin.,,,6.0,10,,,,False,3,,,,
325,gridscale,openmole/gridscale,,bigdata,['scala3'],https://github.com/openmole/gridscale,https://github.com/openmole/gridscale,AGPL-3.0,2012-09-28 10:13:23,2024-03-06 16:42:03,2024-03-06 16:41:24,1126.0,2.0,8.0,9.0,12.0,4.0,8.0,27,,,,"Scala library for accessing various file, batch systems, job schedulers and grid middlewares.",,,5.0,10,,,,True,3,,,,
326,ninny-json,nrktkt/ninny-json,,json,['scala3'],https://github.com/nrktkt/ninny-json,https://github.com/nrktkt/ninny-json,Unlicense,2020-07-10 17:01:21,2024-02-29 19:50:59,2024-02-29 19:50:01,103.0,,5.0,2.0,54.0,7.0,5.0,21,2024-02-29 19:50:59,0.9.0,29.0,JSON typeclasses that know the difference between null and absent fields.,,,3.0,10,,,,True,3,,,,
327,scountries,lambdaworks/scountries,io.lambdaworks:scountries_3,others,['scala3'],https://github.com/lambdaworks/scountries,https://github.com/lambdaworks/scountries,Apache-2.0,2022-09-02 11:48:45,2024-05-16 22:44:31,2024-05-16 22:44:30,106.0,13.0,2.0,8.0,93.0,,,20,2023-04-24 16:27:10,1.0.0,2.0,"Scala library that provides an enumeration of ISO 3166 codes for countries, along with their subdivisions.",,,5.0,10,https://search.maven.org/artifact/io.lambdaworks/scountries_3,2023-04-24 16:27:10,,True,3,,,,
328,jose,blackdoor/jose,,sec,['scala3'],https://github.com/blackdoor/jose,https://github.com/blackdoor/jose,Unlicense,2018-11-05 17:36:11,2024-05-29 13:36:59,2023-07-14 15:27:24,85.0,,5.0,4.0,106.0,9.0,4.0,15,2021-05-21 01:22:10,0.4.5,21.0,Extensible JOSE library for Scala.,,,4.0,10,,,,True,3,,,,
329,scala-trace-debug,johnreedlol/scala-trace-debug,,env,,https://github.com/JohnReedLOL/scala-trace-debug,https://github.com/JohnReedLOL/scala-trace-debug,MIT,2016-03-24 06:33:02,2019-12-16 14:15:10,2019-12-16 14:15:09,490.0,,5.0,7.0,10.0,3.0,14.0,115,,,,Macro based print debugging. Locates log statements in your IDE.,,,3.0,9,,,,False,3,,,,
330,schemer,indix/schemer,,bigdata,,https://github.com/indix/schemer,https://github.com/indix/schemer,Apache-2.0,2017-11-24 10:35:28,2020-03-05 19:19:48,2019-07-11 10:25:58,118.0,,6.0,17.0,3.0,,,112,2017-12-04 07:01:25,0.2.3,1.0,"Schema registry for CSV, TSV, JSON, AVRO and Parquet schema. Supports schema inference and GraphQL API.",,,4.0,9,,,,False,3,,,,
331,sbt-javacv,bytedeco/sbt-javacv,,media,,https://github.com/bytedeco/sbt-javacv,https://github.com/bytedeco/sbt-javacv,MIT,2016-03-20 10:10:42,2018-12-22 14:05:22,2018-12-22 14:05:25,55.0,,14.0,8.0,13.0,2.0,6.0,90,2018-12-22 14:00:40,1.17,13.0,"Start using OpenCV in your JVM project in just 1 line, no separate compiling, installing OpenCV, or fussing with your..",,,4.0,9,,,,False,3,,,,
332,lomrf,anskarl/lomrf,,sci,,https://github.com/anskarl/LoMRF,https://github.com/anskarl/LoMRF,Apache-2.0,2014-05-24 22:29:28,2020-03-01 14:49:27,2020-03-01 14:49:08,545.0,,18.0,10.0,5.0,,19.0,81,,,,LoMRF is an open-source implementation of Markov Logic Networks.,,,9.0,9,,,,False,3,,,,
333,rings,poslavskysv/rings,,sci,,https://github.com/PoslavskySV/rings,https://github.com/PoslavskySV/rings,,2017-03-16 08:36:22,2023-10-26 16:00:16,2023-10-26 16:00:14,549.0,,10.0,7.0,23.0,14.0,39.0,72,2019-12-14 10:33:35,2.5.7,16.0,Rings: efficient JVM library for polynomial rings.,,,2.0,9,,,,False,3,,,,
334,axle,axlelang/axle,,sci,,https://github.com/axlelang/axle,https://github.com/axlelang/axle,,2011-02-21 23:18:53,2023-05-28 04:37:06,2023-05-28 04:37:04,4482.0,,9.0,5.0,241.0,,21.0,66,,,,Axle Domain Specific Language for Scientific Cloud Computing and Visualization.,,,7.0,9,,,,False,3,,,,
335,jam,yakivy/jam,,di,"['scala3', 'scalajs']",https://github.com/yakivy/jam,https://github.com/yakivy/jam,MIT,2021-02-12 09:59:54,2024-03-13 20:09:28,2024-03-13 20:09:25,52.0,3.0,4.0,3.0,2.0,,9.0,60,,,,Incredibly simple DI Scala library.,,,4.0,9,,,,True,3,,,,
336,scalarelational,outr/scalarelational,,db-clients,,https://github.com/outr/scalarelational,https://github.com/outr/scalarelational,,2013-11-01 17:14:15,2024-04-18 14:19:11,2019-03-06 15:27:46,520.0,,9.0,12.0,52.0,15.0,49.0,58,,,,"Type-Safe framework for defining, modifying, and querying SQL databases.",,,7.0,9,,,,False,3,,,,
337,glokka,xitrum-framework/glokka,,distributed,,https://github.com/xitrum-framework/glokka,https://github.com/xitrum-framework/glokka,MIT,2013-07-15 21:36:00,2021-01-16 16:55:48,2021-01-16 16:55:41,112.0,,4.0,9.0,1.0,4.0,26.0,56,,,,Library to register and lookup actors by names in an Akka cluster.,,,3.0,9,,,,False,3,,,,
338,lucene4s,outr/lucene4s,,db-clients,"['scala3', 'scalajs']",https://github.com/outr/lucene4s,https://github.com/outr/lucene4s,MIT,2016-10-11 18:40:58,2021-07-18 01:06:33,2021-05-17 19:36:10,153.0,,18.0,7.0,16.0,2.0,8.0,54,,,,Light-weight convenience wrapper around Lucene to simplify complex tasks and add Scala sugar.,,,5.0,9,,,,False,3,,,,
339,scallion,epfl-lara/scallion,,parsers,,https://github.com/epfl-lara/scallion,https://github.com/epfl-lara/scallion,Apache-2.0,2019-05-24 20:22:52,2022-10-16 15:31:05,2022-10-03 15:48:20,284.0,,15.0,12.0,10.0,3.0,2.0,54,2022-10-16 15:31:05,0.6,1.0,LL(1) parser combinators in Scala.,,,8.0,9,,,,False,3,,424.0,22.0,
340,media4s,outr/media4s,,media,,https://github.com/outr/media4s,https://github.com/outr/media4s,MIT,2016-09-28 20:04:06,2023-12-29 17:38:03,2023-12-29 17:37:53,59.0,,4.0,6.0,4.0,,3.0,34,2023-02-13 02:15:20,1.0.18,1.0,"Scala command-line wrapper around ffmpeg, ffprobe, ImageMagick, and other tools relating to media.",,,3.0,9,,,,True,3,,,,
341,sparkplug,indix/sparkplug,,bigdata,,https://github.com/indix/sparkplug,https://github.com/indix/sparkplug,Apache-2.0,2017-10-13 11:35:57,2020-05-15 09:11:07,2020-05-15 09:01:41,90.0,,2.0,7.0,5.0,,,28,2020-05-15 09:11:07,0.6.0,8.0,Spark package to plug holes in data using SQL based rules.,,,8.0,9,,,,False,3,,,,
342,ReactiveCouchbase-rs-core,ReactiveCouchbase/ReactiveCouchbase-rs-core,,db-clients,,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,Apache-2.0,2017-02-08 08:16:45,2018-04-23 09:37:17,2018-04-23 09:35:53,131.0,,10.0,7.0,13.0,8.0,11.0,26,2017-09-29 15:00:23,1.0.0,1.0,New ReactiveCouchbase driver using reactive-streams.,,,8.0,9,,,,False,3,,,,
343,poppet,yakivy/poppet,,distributed,"['scala3', 'scalajs']",https://github.com/yakivy/poppet,https://github.com/yakivy/poppet,MIT,2020-05-12 14:32:28,2023-12-08 11:27:37,2023-12-08 11:27:33,93.0,,2.0,2.0,1.0,,3.0,25,,,,"Minimal, type-safe RPC Scala library.",,,2.0,9,,,,True,3,,,,
344,kvs,zero-deps/kvs,,db-clients,,https://github.com/zero-deps/kvs,https://github.com/zero-deps/kvs,MIT,2019-08-09 21:21:29,2024-03-05 09:43:07,2024-03-05 09:42:45,826.0,2.0,2.0,6.0,4.0,3.0,11.0,23,2022-06-24 23:03:51,6.1,2.0,"Highly available distributed strong eventual consistent and sequentially consistent storage with feeds, sorting and..",,,16.0,9,,,,True,3,,,,
