,name,github_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,maven_id,dependent_project_count,github_dependent_project_count,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,new_addition
202,iteratee,travisbrown/iteratee,reactive,"['scala3', 'scalajs']",https://github.com/travisbrown/iteratee,https://github.com/travisbrown/iteratee,Apache-2.0,2015-09-09 02:17:38,2023-07-18 22:21:02,2021-10-11 13:01:45,1019,,20.0,6,636.0,11.0,23.0,187,2021-06-09 12:56:34,0.20.0,,,31.0,Iteratees for Cats.,29.0,15,False,2,,,,,,,,
203,minitest,monix/minitest,test,"['scala3', 'scalajs']",https://github.com/monix/minitest,https://github.com/monix/minitest,Apache-2.0,2014-12-16 01:17:08,2023-07-06 21:55:04,2021-11-28 09:54:57,394,,36.0,7,163.0,2.0,10.0,177,2021-05-13 19:30:08,2.9.6,,,13.0,The super light testing library for Scala and Scala.js.,23.0,15,False,3,,,,,,,,
204,sbt-unidoc,sbt/sbt-unidoc,sbt,,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2023-07-25 02:26:50,2023-07-25 02:26:50,165,7.0,28.0,13,91.0,23.0,35.0,123,2021-10-23 21:22:11,0.5.0,,,5.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,23.0,15,True,3,,,,,,,,
205,bleep,oyvindberg/bleep,development-cycle,['scala3'],https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2023-08-05 17:31:11,2023-07-27 19:48:35,724,26.0,16.0,13,265.0,41.0,42.0,114,,,2941.0,183.0,28.0,A bleeping fast scala build tool!.,12.0,15,True,3,,,,,,,,
206,openai-scala-client,cequence-io/openai-scala-client,sci,['scala3'],https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2023-07-18 19:55:49,2023-07-18 19:55:45,177,119.0,9.0,7,16.0,9.0,19.0,113,2023-07-18 19:53:00,0.4.1,,,10.0,Scala client for OpenAI API.,3.0,15,True,3,io.cequence:openai-scala-client_2.13,2.0,,https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2023-07-18 15:14:18,2.0,,
207,rescala,rescala-lang/rescala,reactive,"['scala3', 'scalajs']",https://github.com/rescala-lang/REScala,https://github.com/rescala-lang/REScala,Apache-2.0,2013-06-07 09:30:17,2023-08-06 19:12:15,2023-08-06 19:12:02,5335,163.0,25.0,14,33.0,,9.0,79,,,,,,REScala - distributed and reactive programming embedded in OO and FP programs.,28.0,15,True,2,,,,,,,,
208,scala-redis,debasishg/scala-redis,db-clients,,https://github.com/debasishg/scala-redis,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15,2023-01-25 21:39:14,2021-12-19 15:12:11,485,,222.0,62,150.0,76.0,82.0,1020,2021-11-02 15:19:32,3.42,,,11.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",72.0,14,False,3,,,,,,,,
209,sbt-android,scala-android/sbt-android,misc,,https://github.com/scala-android/sbt-android,https://github.com/scala-android/sbt-android,,2012-02-24 04:11:36,2020-12-03 18:44:05,2019-10-18 20:27:53,1284,,90.0,59,77.0,17.0,253.0,744,,,,,,An easy-to-use sbt plugin for working with all Android projects.,35.0,14,False,2,,,,,,,,
210,parboiled2,sirthias/parboiled2,parsers,"['scala3', 'scalajs']",https://github.com/sirthias/parboiled2,https://github.com/sirthias/parboiled2,,2013-04-18 10:48:21,2023-08-05 21:10:56,2023-08-05 21:10:56,900,26.0,88.0,26,327.0,37.0,117.0,712,,,,,,A macro-based PEG parser generator for Scala 2.10+.,36.0,14,False,3,,,,,,,,
211,requests-scala,com-lihaoyi/requests-scala,http,['scala3'],https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2023-07-22 13:18:24,2022-12-25 14:15:38,165,,67.0,12,77.0,28.0,37.0,682,2022-12-25 14:57:04,0.8.0,,,6.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",29.0,14,False,3,,,,,,,,
212,casbah,mongodb/casbah,db-clients,,https://github.com/mongodb/casbah,https://github.com/mongodb/casbah,,2010-10-29 18:39:30,2022-01-20 16:56:00,2022-01-20 16:55:58,1108,,133.0,60,64.0,7.0,,526,,,,,,Casbah is now officially end-of-life (EOL).,36.0,14,False,3,,,,,,,,
213,scalameter,scalameter/scalameter,test,,https://github.com/scalameter/scalameter,https://github.com/scalameter/scalameter,,2012-11-18 20:56:32,2022-08-22 09:03:55,2022-08-22 09:03:55,798,,70.0,29,130.0,47.0,65.0,501,,,,,,Microbenchmarking and performance regression testing framework for the JVM platform.,48.0,14,False,3,,,,,,,,
214,sbt-pack,xerial/sbt-pack,sbt,,https://github.com/xerial/sbt-pack,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58,2023-08-08 20:31:14,2023-08-08 20:31:13,853,37.0,72.0,14,336.0,29.0,69.0,477,2022-11-24 02:03:25,0.17,,,12.0,A sbt plugin for creating distributable Scala packages.,36.0,14,False,3,,,,,,,,
215,utest,com-lihaoyi/utest,test,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,,2014-01-27 03:12:39,2023-07-22 13:22:08,2023-04-29 21:54:02,687,,80.0,16,169.0,28.0,106.0,474,2022-09-06 22:28:12,0.8.1,,,8.0,A simple testing framework for Scala.,48.0,14,False,3,,,,,,,,
216,splain,tek/splain,sbt,,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2023-06-27 18:35:39,2023-06-10 19:39:20,343,3.0,29.0,11,46.0,11.0,44.0,367,2023-06-26 18:21:33,Release/1.0.2-2.13.11,155.0,2.0,22.0,better implicit errors for scala.,18.0,14,True,3,,,,,,,,
217,hamsters,scala-hamsters/hamsters,toolkits,['scalajs'],https://github.com/scala-hamsters/hamsters,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24,2020-12-19 17:54:15,2020-02-25 09:53:53,587,,26.0,22,70.0,5.0,61.0,294,,,,,,A mini Scala utility library.,24.0,14,False,3,,,,,,,,
218,banana-rdf,banana-rdf/banana-rdf,misc,['scalajs'],https://github.com/banana-rdf/banana-rdf,https://github.com/banana-rdf/banana-rdf,,2012-04-30 03:02:56,2023-07-11 15:24:27,2021-10-29 02:29:24,1342,,66.0,32,194.0,99.0,90.0,294,,,,,,Banana RDF.,30.0,14,False,2,,,,,,,,
219,scalaprops,scalaprops/scalaprops,test,"['scala3', 'scalajs']",https://github.com/scalaprops/scalaprops,https://github.com/scalaprops/scalaprops,MIT,2015-05-05 03:19:11,2023-08-04 02:57:56,2023-08-04 02:57:56,1194,23.0,21.0,13,349.0,8.0,12.0,275,,,,,,property based testing library for Scala.,12.0,14,True,3,,,,,,,,
220,scalajs-angular,greencatsoft/scalajs-angular,scala-js,['scalajs'],https://github.com/greencatsoft/scalajs-angular,https://github.com/greencatsoft/scalajs-angular,Apache-2.0,2014-07-20 06:46:33,2021-01-18 09:51:02,2021-01-18 09:49:36,349,,43.0,25,60.0,18.0,39.0,259,2015-02-04 12:43:03,0.3,,,2.0,AngularJS Binding for Scala.js.,18.0,14,False,3,,,,,,,,
221,chaos,mesosphere/chaos,web-frameworks,,https://github.com/mesosphere/chaos,https://github.com/mesosphere/chaos,Apache-2.0,2013-06-25 14:53:40,2019-04-15 12:17:35,2019-04-15 12:17:21,224,,36.0,153,52.0,13.0,15.0,251,2017-04-05 09:50:47,0.8.8,,,1.0,A lightweight framework for writing REST services in Scala.,20.0,14,False,3,,,,,,,,
222,scalajs-bundler,scalacenter/scalajs-bundler,scala-js,,https://github.com/scalacenter/scalajs-bundler,https://github.com/scalacenter/scalajs-bundler,,2016-09-21 12:18:53,2023-07-06 00:26:01,2023-05-03 03:11:16,534,,98.0,24,257.0,88.0,133.0,232,2022-11-14 16:00:20,0.21.1,,,13.0,,49.0,14,False,3,,,,,,,,
223,pprint,com-lihaoyi/pprint,misc,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/PPrint,https://github.com/com-lihaoyi/PPrint,MIT,2017-05-12 09:10:20,2023-07-24 14:08:31,2023-06-07 20:45:04,150,1.0,34.0,6,73.0,13.0,21.0,202,2022-11-27 12:08:32,0.8.1,,,9.0,"Pretty-printing value, types and type-signatures in Scala.",18.0,14,True,2,,,,,,,,
224,relate,lucidsoftware/relate,db-clients,,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2023-06-08 05:08:55,2023-06-08 05:08:55,289,6.0,17.0,45,58.0,12.0,12.0,164,2020-07-22 20:01:31,3.0.0,1554.0,15.0,12.0,Performant database access in Scala.,18.0,14,True,3,,,,,,,,
225,nodejs,scalajs-io/nodejs,scala-js,['scalajs'],https://github.com/scalajs-io/nodejs,https://github.com/scalajs-io/nodejs,Apache-2.0,2016-04-09 01:52:17,2023-05-20 00:10:23,2019-06-17 23:00:05,209,,25.0,14,8.0,5.0,14.0,158,2017-10-14 23:09:17,0.4.2,7862.0,89.0,49.0,This project provides Scala.js type-safe bindings for Node.js (current) v8.7.0 and LTS v6.11.4 APIs. The platform..,4.0,14,False,3,,,,,,,,
226,onnx-scala,emergentorder/onnx-scala,sci,"['scala3', 'scalajs']",https://github.com/EmergentOrder/onnx-scala,https://github.com/EmergentOrder/onnx-scala,AGPL-3.0,2018-08-15 00:20:30,2023-08-05 14:33:52,2023-07-31 19:12:05,1350,72.0,10.0,8,401.0,2.0,8.0,130,2022-12-22 18:12:39,0.17.0,,,13.0,"An ONNX (Open Neural Network eXchange) API and backend for typeful, functional deep learning and classical machine..",4.0,14,True,3,,,,,,,,
227,sbt-api-mappings,ThoughtWorksInc/sbt-api-mappings,sbt,,https://github.com/ThoughtWorksInc/sbt-api-mappings,https://github.com/ThoughtWorksInc/sbt-api-mappings,Apache-2.0,2015-07-10 16:28:55,2023-08-07 21:57:56,2023-07-15 18:48:14,500,16.0,17.0,33,152.0,8.0,6.0,88,2022-03-19 19:01:11,3.0.2,,,8.0,An Sbt plugin that fills apiMappings for common Scala libraries.,12.0,14,True,3,,,,,,,,
228,finagle-postgres,finagle/finagle-postgres,db-clients,,https://github.com/finagle/finagle-postgres,https://github.com/finagle/finagle-postgres,Apache-2.0,2015-03-10 16:01:08,2023-08-07 16:08:39,2021-06-02 20:15:58,486,,40.0,9,283.0,15.0,25.0,83,2021-04-23 22:46:03,0.13,,,16.0,PostgreSQL protocol support for Finagle.,34.0,14,False,3,,,,,,,,
229,chronoscala,chronoscala/chronoscala,toolkits,"['scala3', 'scalajs']",https://github.com/chronoscala/chronoscala,https://github.com/chronoscala/chronoscala,MIT,2016-07-11 17:30:46,2023-06-17 11:12:46,2023-06-17 11:12:42,414,10.0,8.0,48,190.0,3.0,13.0,67,2022-10-06 06:21:17,2.0.8,,,9.0,A JSR-310 port of nscala_time.,10.0,14,True,3,,,,,,,,
230,enableIf.scala,ThoughtWorksInc/enableIf.scala,toolkits,,https://github.com/ThoughtWorksInc/enableIf.scala,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48,2023-08-07 21:56:59,2023-07-02 02:55:58,438,15.0,5.0,28,121.0,5.0,5.0,65,2022-04-02 07:19:04,1.1.8,,,3.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",6.0,14,True,3,,,,,,,,
231,scaloid,pocorall/scaloid,misc,,https://github.com/pocorall/scaloid,https://github.com/pocorall/scaloid,,2012-10-08 05:53:22,2018-08-07 08:10:53,2018-08-06 09:36:17,895,,171.0,139,58.0,18.0,78.0,2100,2016-03-09 01:14:23,4.2,,,1.0,Scaloid makes your Android code easy to understand and maintain.,19.0,13,False,2,,,,,,,,
232,scala.rx,lihaoyi/scala.rx,reactive,['scalajs'],https://github.com/lihaoyi/scala.rx,https://github.com/lihaoyi/scala.rx,,2012-09-26 15:18:46,2023-06-10 18:22:22,2022-02-14 22:51:54,323,,82.0,54,223.0,25.0,55.0,989,,,,,,An experimental library for Functional Reactive Programming in Scala.,21.0,13,False,3,,,,,,,,
233,sbt-revolver,spray/sbt-revolver,sbt,,https://github.com/spray/sbt-revolver,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49,2023-04-08 09:28:56,2023-04-08 09:16:34,170,,54.0,22,31.0,21.0,64.0,829,,,,,,An SBT plugin for dangerously fast development turnaround in Scala.,16.0,13,True,3,,,,,,,,
234,scala-csv,tototoshi/scala-csv,csv-yaml,['scala3'],https://github.com/tototoshi/scala-csv,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19,2023-07-31 08:35:58,2023-07-31 08:35:51,463,3.0,139.0,27,195.0,30.0,63.0,677,,,,,,CSV Reader/Writer for Scala.,34.0,13,False,2,,,,,,,,
235,tut,tpolecat/tut,sbt,,https://github.com/tpolecat/tut,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48,2021-04-12 21:20:42,2021-04-12 21:20:42,454,,62.0,19,150.0,63.0,52.0,595,,,,,,doc/tutorial generator for scala.,38.0,13,False,3,,,,,,,,
236,scala-clippy,softwaremill/scala-clippy,sbt,,https://github.com/softwaremill/scala-clippy,https://github.com/softwaremill/scala-clippy,Apache-2.0,2015-12-19 20:13:21,2019-03-14 17:25:51,2019-03-14 11:17:52,260,,20.0,19,29.0,14.0,22.0,315,2019-03-14 17:25:51,0.6.1,,,20.0,Good advice for Scala compiler errors.,8.0,13,False,3,,,,,,,,
237,op-rabbit,spingo/op-rabbit,misc,,https://github.com/SpinGo/op-rabbit,https://github.com/SpinGo/op-rabbit,,2015-05-11 02:09:44,2021-10-28 21:40:36,2020-03-07 23:06:30,345,,74.0,14,59.0,37.0,107.0,238,2018-02-03 17:34:07,2.1.0,,,2.0,The Opinionated RabbitMQ Library for Scala and Akka.,38.0,13,False,2,,,,,,,,
238,fansi,com-lihaoyi/fansi,misc,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/fansi,https://github.com/com-lihaoyi/fansi,,2016-05-26 00:43:32,2023-07-22 13:15:40,2023-06-07 18:29:01,136,2.0,24.0,7,55.0,9.0,10.0,219,2022-07-09 10:59:51,0.4.0,,,6.0,Scala/Scala.js library for manipulating Fancy Ansi colored strings.,14.0,13,False,2,,,,,,,,
239,borer,sirthias/borer,json,"['scala3', 'scalajs']",https://github.com/sirthias/borer,https://github.com/sirthias/borer,MPL-2.0,2019-03-04 21:32:46,2023-08-03 17:46:51,2023-07-31 13:58:20,985,11.0,13.0,9,547.0,8.0,108.0,198,,,,,,Efficient CBOR and JSON (de)serialization in Scala.,9.0,13,True,3,,,,,,,,
240,sbt-site,sbt/sbt-site,sbt,,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2023-05-14 18:47:35,2023-05-14 18:47:35,434,1.0,75.0,18,132.0,27.0,53.0,175,2023-05-12 07:21:57,1.5.0,,,17.0,Site generation for sbt.,43.0,13,False,3,,,,,,,,
241,scredis,Livestream/scredis,db-clients,,https://github.com/Livestream/scredis,https://github.com/Livestream/scredis,Apache-2.0,2013-02-27 16:13:18,2018-06-21 20:42:37,2018-06-21 20:42:37,147,,17.0,35,8.0,1.0,51.0,154,2014-12-16 16:04:30,2.0.6,,,24.0,"Non-blocking, ultra-fast Scala Redis client built on top of Akka IO, used in production at Livestream.",7.0,13,False,3,,,,,,,,
242,doddle-model,picnicml/doddle-model,sci,,https://github.com/picnicml/doddle-model,https://github.com/picnicml/doddle-model,Apache-2.0,2018-02-09 13:54:54,2023-06-09 00:06:58,2020-03-27 10:19:20,299,,23.0,16,138.0,30.0,29.0,140,,,,,11.0,doddle-model: machine learning in Scala.,8.0,13,False,3,,,,,,,,
243,rtree2d,plokhotnyuk/rtree2d,misc,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/rtree2d,https://github.com/plokhotnyuk/rtree2d,Apache-2.0,2018-05-07 15:52:10,2023-08-08 04:06:02,2023-08-08 04:06:02,685,20.0,11.0,11,440.0,8.0,10.0,127,2022-10-13 10:21:18,0.11.12,,,26.0,RTree2D is a 2D immutable R-tree for ultra-fast nearest and intersection queries in plane and spherical coordinates.,6.0,13,True,2,,,,,,,,
244,fastring,atry/fastring,env,['scalajs'],https://github.com/Atry/fastring,https://github.com/Atry/fastring,Apache-2.0,2012-11-25 07:09:25,2023-08-06 00:59:30,2023-07-15 18:09:07,532,21.0,9.0,8,205.0,3.0,4.0,123,2018-03-26 01:49:18,1.0.0,,,4.0,Extremely fast string formatting.,7.0,13,True,1,,,,,,,,
245,scruid,ing-bank/scruid,db-clients,,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252,,26.0,16,77.0,7.0,31.0,114,2021-06-07 15:35:10,2.5.0,,,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",19.0,13,False,3,,,,,,,,
246,laserdisc,laserdisc-io/laserdisc,db-clients,['scalajs'],https://github.com/laserdisc-io/laserdisc,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12,2023-08-09 07:33:43,2023-08-09 07:33:42,656,21.0,14.0,5,725.0,14.0,11.0,90,2022-11-22 23:17:24,0.6.0,,,21.0,A Future-free Fs2 native pure FP Redis client.,11.0,13,True,3,,,,,,,,
247,franklin,azavea/franklin,misc,,https://github.com/azavea/franklin,https://github.com/azavea/franklin,Apache-2.0,2019-11-05 11:43:39,2023-08-07 13:20:10,2023-08-07 13:20:10,971,51.0,18.0,15,1333.0,96.0,101.0,69,,,,,,A STAC/OGC API Features Web Service.,12.0,13,True,2,,,,,,,,
248,sttp-oauth2,ocadotechnology/sttp-oauth2,sec,,https://github.com/ocadotechnology/sttp-oauth2,https://github.com/ocadotechnology/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2023-08-10 07:01:06,2023-07-20 18:40:05,440,14.0,20.0,8,387.0,23.0,20.0,66,2023-01-13 08:42:46,0.16.0,,,30.0,OAuth2 client library implemented in Scala using sttp.,14.0,13,True,3,com.ocadotechnology:sttp-oauth2_2.13,,,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2023-02-28 11:24:45,,,
249,reactor-scala-extensions,spring-attic/reactor-scala-extensions,reactive,,https://github.com/spring-attic/reactor-scala-extensions,https://github.com/spring-attic/reactor-scala-extensions,Apache-2.0,2017-04-18 11:51:30,2022-03-01 19:25:25,2022-03-01 19:25:25,1392,,16.0,8,42.0,,34.0,53,2020-08-10 14:28:32,0.8.0,,,21.0,A scala extension for Project Reactors Flux and Mono.,16.0,13,True,3,,,,,,,,
250,dregex,marianobarrios/dregex,env,,https://github.com/marianobarrios/dregex,https://github.com/marianobarrios/dregex,BSD-2-Clause,2014-05-20 22:38:39,2023-08-09 21:04:06,2023-07-24 07:44:14,278,10.0,4.0,5,54.0,2.0,3.0,39,2021-12-30 23:56:20,0.7.0,,,3.0,Dregex is a JVM library that implements a regular expression engine using deterministic finite automata (DFA). It..,6.0,13,True,1,,,,,,,,
251,spata,fingo/spata,csv-yaml,['scala3'],https://github.com/fingo/spata,https://github.com/fingo/spata,Apache-2.0,2020-05-29 22:01:35,2023-07-01 15:54:26,2023-06-09 15:45:27,442,13.0,5.0,3,24.0,,3.0,19,2023-06-01 15:39:17,3.1.0,,,10.0,"Functional, stream-based CSV processor for Scala.",3.0,13,True,2,,,,,,,,
252,better-monadic-for,oleg-py/better-monadic-for,sbt,,https://github.com/oleg-py/better-monadic-for,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54,2021-12-31 00:10:05,2021-05-25 08:10:05,80,,31.0,21,18.0,11.0,26.0,683,,,,,1.0,Desugaring scala `for` without implicit `withFilter`s.,10.0,12,False,3,,,,,,,,
253,akka-quartz-scheduler,enragedginger/akka-quartz-scheduler,misc,['scala3'],https://github.com/enragedginger/akka-quartz-scheduler,https://github.com/enragedginger/akka-quartz-scheduler,,2013-04-13 02:48:41,2023-04-20 18:42:01,2022-07-24 14:56:33,191,,107.0,28,45.0,7.0,69.0,559,,,,,,Quartz Extension and utilities for cron-style scheduling in Akka.,41.0,12,False,3,,,,,,,,
254,accord,wix-incubator/accord,data,['scalajs'],https://github.com/wix-incubator/accord,https://github.com/wix-incubator/accord,,2013-11-13 15:55:53,2022-11-23 10:05:39,2022-11-23 10:05:39,644,,48.0,285,36.0,24.0,93.0,533,,,,,,Accord: A sane validation library for Scala.,12.0,12,False,3,,,,,,,,
255,salat,salat/salat,db-clients,,https://github.com/salat/salat,https://github.com/salat/salat,,2011-01-12 16:54:23,2019-03-03 13:32:54,2019-03-03 13:32:53,877,,109.0,55,82.0,37.0,97.0,487,,,,,,Salat is a simple serialization library for case classes.,43.0,12,False,3,,,,,,,,
256,scala-stm,nbronson/scala-stm,misc,,https://github.com/nbronson/scala-stm,https://github.com/nbronson/scala-stm,BSD-3-Clause,2010-07-08 23:40:04,2023-04-14 17:30:52,2018-03-14 17:04:15,496,,35.0,17,20.0,12.0,43.0,247,,,,,,"A library-based Software Transactional Memory (STM) for Scala, coupled with transactional sets and maps.",11.0,12,False,3,,,,,,,,
257,scala-ssh,sirthias/scala-ssh,misc,['scala3'],https://github.com/sirthias/scala-ssh,https://github.com/sirthias/scala-ssh,Apache-2.0,2011-10-28 14:07:59,2021-07-09 08:32:58,2021-07-09 08:32:58,157,,52.0,16,29.0,16.0,12.0,234,,,,,,Remote shell access via SSH for your Scala applications.,21.0,12,False,3,,,,,,,,
258,reactive,nafg/reactive,web-frameworks,['scalajs'],https://github.com/nafg/reactive,https://github.com/nafg/reactive,,2010-05-27 23:21:42,2023-07-20 18:10:18,2021-02-28 04:06:13,1147,,41.0,18,141.0,29.0,53.0,215,,,,,,A simple FRP library and a web UI framework built on it.,11.0,12,False,3,,,,,,,,
259,squid,epfldata/squid,toolkits,,https://github.com/epfldata/squid,https://github.com/epfldata/squid,Apache-2.0,2016-03-08 21:53:00,2020-11-23 16:20:35,2020-11-23 16:20:07,583,,12.0,16,18.0,17.0,33.0,197,,,,,4.0,Squid type-safe metaprogramming and compilation framework for Scala.,6.0,12,False,3,,,,,,,,
260,log4s,Log4s/log4s,toolkits,"['scala3', 'scalajs']",https://github.com/Log4s/log4s,https://github.com/Log4s/log4s,,2013-04-28 07:57:48,2022-07-08 02:08:50,2022-07-08 02:08:50,378,,22.0,9,62.0,12.0,21.0,172,,,,,,High-performance SLF4J wrapper for Scala.,14.0,12,False,3,,,,,,,,
261,sbt-pgp,sbt/sbt-pgp,sbt,,https://github.com/sbt/sbt-pgp,https://github.com/sbt/sbt-pgp,,2011-09-08 15:58:10,2022-12-06 03:24:26,2022-12-06 03:24:26,333,,52.0,7,86.0,18.0,97.0,141,2022-12-06 03:46:29,2.2.1,,,15.0,PGP plugin for sbt.,33.0,12,False,3,,,,,,,,
262,optimus,vagmcs/optimus,sci,['scala3'],https://github.com/vagmcs/Optimus,https://github.com/vagmcs/Optimus,LGPL-3.0,2014-12-23 12:23:36,2023-02-04 17:10:50,2022-08-27 20:53:36,279,,26.0,8,19.0,,21.0,139,2022-08-28 16:54:49,3.4.3,1773.0,147.0,1.0,Optimus is a mathematical programming library for Scala.,9.0,12,True,3,,,,,,,,
263,vertx-lang-scala,vert-x3/vertx-lang-scala,reactive,,https://github.com/vert-x3/vertx-lang-scala,https://github.com/vert-x3/vertx-lang-scala,,2014-11-04 12:04:52,2023-07-25 12:12:15,2023-07-25 12:11:50,560,3.0,39.0,40,45.0,10.0,57.0,116,,,,,,Vert.x for Scala.,20.0,12,False,3,,3.0,3.0,,,,,
264,clickhouse-scala-client,crobox/clickhouse-scala-client,db-clients,,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2023-07-17 11:39:31,2023-07-17 11:39:30,873,5.0,20.0,9,113.0,13.0,20.0,108,2023-05-01 08:16:31,1.0.17,,,47.0,Clickhouse Scala Client with Reactive Streams support.,16.0,12,True,3,,,,,,,,
265,lolhttp,criteo/lolhttp,http,,https://github.com/criteo/lolhttp,https://github.com/criteo/lolhttp,Apache-2.0,2017-04-28 07:06:53,2023-07-24 14:20:42,2023-07-17 16:35:50,126,4.0,18.0,19,196.0,29.0,8.0,93,2023-07-17 16:37:14,0.13.6,,,31.0,An HTTP Server and Client library for Scala.,20.0,12,True,3,,,,,,,,
266,fast-string-interpolator,plokhotnyuk/fast-string-interpolator,env,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/fast-string-interpolator,https://github.com/plokhotnyuk/fast-string-interpolator,Apache-2.0,2018-03-06 17:45:04,2023-08-07 19:40:17,2023-07-12 22:10:31,360,7.0,6.0,15,253.0,2.0,5.0,84,2022-10-13 08:37:27,0.6.3,,,11.0,Scala macro that generates ultra-fast string interpolators.,7.0,12,True,2,,,,,,,,
267,osm4scala,simplexspatial/osm4scala,misc,,https://github.com/simplexspatial/osm4scala,https://github.com/simplexspatial/osm4scala,MIT,2016-05-17 20:15:23,2023-08-10 05:13:53,2022-09-08 17:18:54,266,,15.0,5,40.0,24.0,47.0,73,2022-09-08 17:30:18,1.0.11,42.0,1.0,9.0,Scala and Spark library focused on reading OpenStreetMap Pbf files.,4.0,12,True,3,,,,,,,,
268,scowl,phenoscape/scowl,misc,['scala3'],https://github.com/phenoscape/scowl,https://github.com/phenoscape/scowl,MIT,2013-05-10 18:08:52,2023-07-24 19:53:40,2022-03-30 19:07:24,243,,9.0,10,156.0,8.0,4.0,53,2022-03-30 16:58:35,1.4.1,,,9.0,A Scala DSL for programming with the OWL API.,3.0,12,True,3,,,,,,,,
269,sbt-scala-js-map,ThoughtWorksInc/sbt-scala-js-map,sbt,['scalajs'],https://github.com/ThoughtWorksInc/sbt-scala-js-map,https://github.com/ThoughtWorksInc/sbt-scala-js-map,Apache-2.0,2016-04-12 18:38:07,2023-08-07 21:59:09,2023-07-15 17:53:48,495,25.0,3.0,12,185.0,3.0,2.0,36,2021-11-22 07:29:41,4.1.1,,,3.0,A Sbt plugin that configures source mapping for Scala.js projects hosted on Github.,4.0,12,True,3,,,,,,,,
270,play-googleauth,guardian/play-googleauth,sec,,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2023-07-25 14:08:49,2023-07-25 13:24:01,426,5.0,9.0,64,193.0,7.0,,32,,,,,,Simple play module for authenticating against Google.,39.0,12,True,3,,,,,,,,
271,proto,zero-deps/proto,data,['scala3'],https://github.com/zero-deps/proto,https://github.com/zero-deps/proto,MIT,2019-03-15 13:27:19,2023-06-15 21:12:33,2023-06-15 21:12:27,331,4.0,3.0,7,10.0,,19.0,31,2022-06-28 20:48:49,2.1.2,,,17.0,Lightweight and fast serialization library for Scala 2/3 based on Protocol Buffers with macros.,7.0,12,True,3,,,,,,,,
272,stac4s,stac-utils/stac4s,misc,['scalajs'],https://github.com/stac-utils/stac4s,https://github.com/stac-utils/stac4s,Apache-2.0,2019-11-23 20:43:52,2023-06-10 13:33:51,2023-03-13 16:42:50,394,,9.0,9,554.0,20.0,31.0,15,2022-05-24 18:50:34,0.8.1,,,23.0,a scala library with primitives to build applications using the SpatioTemporal Asset Catalogs specification.,14.0,12,True,3,,,,,,,,
