,name,github_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,maven_id,dependent_project_count,github_dependent_project_count,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,new_addition
64,framework,lift/framework,web-frameworks,,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2023-04-11 14:56:45,2023-04-11 14:56:45,3932,,276.0,104,530.0,147.0,1324.0,1269,2021-10-08 15:12:09,3.5.0-release,,,52.0,Lift Framework.,118.0,21,True,1,,,,,,,,
65,wartremover,wartremover/wartremover,development-cycle,['scala3'],https://github.com/wartremover/wartremover,https://github.com/wartremover/wartremover,Apache-2.0,2013-01-05 11:29:26,2023-08-08 21:45:37,2023-08-08 21:45:36,1170,47.0,114.0,31,580.0,98.0,229.0,1026,2020-02-25 04:42:44,2.4.5,491.0,5.0,27.0,Flexible Scala code linting tool.,58.0,21,True,3,,,,,,,,
66,sbt-scoverage,scoverage/sbt-scoverage,sbt,,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2023-08-01 09:09:48,2023-08-01 09:09:48,743,14.0,149.0,27,244.0,35.0,219.0,626,2023-06-03 10:52:35,2.0.8,,,36.0,sbt plugin for scoverage.,71.0,21,True,1,,,,,,,,
67,tinylog,tinylog-org/tinylog,toolkits,,https://github.com/tinylog-org/tinylog,https://github.com/tinylog-org/tinylog,Apache-2.0,2012-09-13 11:21:42,2023-08-10 13:45:49,2023-08-04 16:22:56,1166,16.0,74.0,14,294.0,20.0,208.0,619,2023-05-13 21:12:43,2.6.2,24693.0,235.0,78.0,"tinylog is a lightweight logging framework for Java, Kotlin, Scala, and Android.",19.0,21,True,2,,2.0,2.0,,,,,
68,play-swagger,iheartradio/play-swagger,misc,,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-08-07 17:07:39,2023-07-28 01:36:51,778,62.0,126.0,24,432.0,88.0,159.0,405,2023-07-27 02:50:55,1.1.12,,,39.0,Swagger spec generator for play framework.,54.0,21,True,1,,,,,,,,
69,scalaz,scalaz/scalaz,toolkits,"['scala3', 'scalajs']",https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2023-07-26 22:50:43,2023-07-26 22:50:30,7265,23.0,725.0,211,2019.0,162.0,422.0,4623,,,,,,Principled Functional Programming in Scala.,249.0,20,False,2,,,,,,,,
70,util,twitter/util,toolkits,['scala3'],https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2023-05-18 15:14:24,2023-05-09 19:17:38,3118,,584.0,230,195.0,12.0,111.0,2661,2022-12-26 14:38:56,util-22.12.0,,,81.0,Wonderful reusable code from Twitter.,318.0,20,True,2,,,,,,,,
71,summingbird,twitter/summingbird,bigdata,,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793,,267.0,295,494.0,163.0,134.0,2138,2016-06-23 21:16:10,0.11.0-RC1,,,24.0,Streaming MapReduce with Scalding and Storm.,44.0,20,False,3,,,,,,,,
72,Binding.scala,ThoughtWorksInc/Binding.scala,web-frameworks,"['scala3', 'scalajs']",https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2023-08-06 00:06:22,2023-07-11 02:55:23,1645,33.0,109.0,115,422.0,43.0,63.0,1581,2023-01-26 04:19:51,12.2.0,,,82.0,Reactive data-binding for Scala.,25.0,20,True,2,,,,,,,,
73,json4s,json4s/json4s,json,"['scala3', 'scalajs']",https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2023-08-07 21:33:05,2023-08-07 21:33:03,1762,27.0,347.0,64,947.0,163.0,253.0,1456,,,,,,JSON library.,126.0,20,True,2,,,,,,,,
74,chimney,scalalandio/chimney,toolkits,"['scala3', 'scalajs']",https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2023-08-03 21:50:40,2023-08-03 20:26:13,617,180.0,74.0,21,193.0,25.0,130.0,1020,2023-05-18 14:59:14,0.7.5,,,17.0,"Scala library for boilerplate-free, type-safe data transformations.",26.0,20,True,2,,,,,,,,
75,scrimage,sksamuel/scrimage,media,,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2023-07-13 02:07:32,2023-07-13 02:01:47,1291,8.0,134.0,46,83.0,4.0,186.0,974,2023-07-14 04:45:08,4.0.38,,,27.0,"Java, Scala and Kotlin image processing library.",54.0,20,True,1,,,,,,,,
76,ReactiveMongo,ReactiveMongo/ReactiveMongo,db-clients,['scala3'],https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2023-08-09 15:33:27,2023-07-31 13:59:16,1339,17.0,233.0,55,863.0,19.0,365.0,844,2020-01-03 02:08:23,0.20.0,,,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",87.0,20,True,2,,,,,,,,
77,slick-pg,tminglei/slick-pg,db-clients,,https://github.com/tminglei/slick-pg,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40,2023-08-07 22:13:02,2023-08-05 11:23:05,1182,40.0,178.0,20,279.0,112.0,268.0,827,2022-12-08 23:15:05,0.21.1,,,90.0,Slick extensions for PostgreSQL.,93.0,20,True,2,,,,,,,,
78,specs2,etorreborre/specs2,test,"['scala3', 'scalajs']",https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2023-08-10 14:42:12,2023-08-10 13:44:29,4706,36.0,211.0,28,533.0,5.0,644.0,734,2023-08-10 14:21:30,SPECS2-5.3.2,,,64.0,Software Specifications for Scala.,92.0,20,False,2,,,,,,,,
79,bootzooka,softwaremill/bootzooka,misc,,https://github.com/softwaremill/bootzooka,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05,2023-08-10 00:06:44,2023-08-10 00:06:13,3252,98.0,146.0,60,1010.0,7.0,102.0,691,2022-07-27 13:33:11,1.0.4,,,4.0,"Simple project to quickly start developing a Scala-based microservice or web application, without the need to write..",63.0,20,True,1,,,,,,,,
80,upickle,com-lihaoyi/upickle,data,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2023-08-04 01:44:39,2023-07-09 09:47:02,871,13.0,153.0,16,239.0,14.0,258.0,672,2023-07-09 10:16:11,3.1.2,,,19.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",52.0,20,True,1,,,,,,,,
81,jsoniter-scala,plokhotnyuk/jsoniter-scala,json,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2023-08-09 08:01:38,2023-08-08 04:06:13,4350,66.0,83.0,20,783.0,55.0,226.0,667,2023-06-16 19:52:57,2.23.2,,,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs.,20.0,20,True,2,,1.0,1.0,,,,,
82,pekko,apache/incubator-pekko,distributed,['scala3'],https://github.com/apache/incubator-pekko,https://github.com/apache/incubator-pekko,Apache-2.0,2022-10-31 08:40:39,2023-08-10 18:08:35,2023-08-10 16:36:25,26817,160.0,64.0,54,381.0,67.0,107.0,626,,,,,,"Build highly concurrent, distributed, and resilient message-driven applications using Java/Scala.",1049.0,20,True,2,,,,,,,,True
83,eff,atnos-org/eff,toolkits,"['scala3', 'scalajs']",https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2023-08-10 18:00:47,2023-08-10 18:00:47,1144,48.0,80.0,19,592.0,4.0,63.0,561,2023-08-08 05:40:07,7.0.0,,,72.0,Eff monad for cats - https://atnos-org.github.io/eff.,42.0,20,True,2,,,,,,,,
84,scapegoat,scapegoat-scala/scapegoat,development-cycle,,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2023-07-29 06:33:39,2023-07-29 06:33:39,1322,28.0,80.0,20,530.0,41.0,197.0,488,2023-06-06 09:49:47,2.1.2,,,19.0,Scala compiler plugin for static code analysis.,63.0,20,True,3,,,,,,,,
85,mima,lightbend/mima,sbt,['scala3'],https://github.com/lightbend/mima,https://github.com/lightbend/mima,Apache-2.0,2012-05-24 14:08:57,2023-08-10 14:32:31,2023-07-24 18:00:51,1483,33.0,67.0,20,557.0,25.0,188.0,438,2023-07-18 19:55:41,1.1.3,,,32.0,A tool for catching binary incompatibility in Scala.,48.0,20,True,1,,,,,,,,
86,jawn,typelevel/jawn,json,"['scala3', 'scalajs']",https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,MIT,2012-10-01 02:04:45,2023-08-04 12:50:36,2023-08-04 12:50:36,1252,62.0,71.0,20,492.0,13.0,56.0,433,2023-06-26 15:47:24,1.5.1,,,22.0,Jawn is for parsing jay-sawn (JSON).,48.0,20,True,2,,,,,,,,
87,endpoints4s,endpoints4s/endpoints4s,http,"['scala3', 'scalajs']",https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2023-08-07 15:19:51,2023-08-06 10:00:43,1542,25.0,93.0,13,996.0,37.0,167.0,400,2023-05-18 07:15:05,1.10.0,,,29.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",59.0,20,True,2,,,,,,,,
88,laika,typelevel/Laika,csv-yaml,"['scala3', 'scalajs']",https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2023-08-10 17:02:40,2023-08-08 13:18:09,3634,70.0,42.0,12,242.0,13.0,205.0,387,2023-07-05 14:45:05,0.19.3,,,31.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",18.0,20,True,1,,,,,,,,
89,scalaxb,eed3si9n/scalaxb,http,,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2023-06-24 23:36:53,2023-06-21 14:15:54,1281,1.0,151.0,23,171.0,155.0,281.0,328,2023-06-24 23:39:08,1.11.1,,,20.0,scalaxb is an XML data binding tool for Scala.,67.0,20,True,2,,,,,,,,
90,scanamo,scanamo/scanamo,db-clients,['scala3'],https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2023-08-07 20:56:24,2023-06-09 11:44:45,2070,4.0,125.0,37,1493.0,74.0,152.0,317,2023-05-04 17:45:11,1.0.0-M25,,,14.0,Simpler DynamoDB access for Scala.,83.0,20,True,2,,,,,,,,
91,sbt-microsites,47degrees/sbt-microsites,sbt,,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2023-08-04 05:17:18,2023-08-04 05:17:17,1250,22.0,61.0,46,634.0,18.0,121.0,315,2023-03-28 17:15:43,1.4.3,,,78.0,An sbt plugin to create awesome microsites for your project.,72.0,20,True,1,,,,,,,,
92,scala-js-dom,scala-js/scala-js-dom,scala-js,"['scala3', 'scalajs']",https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2023-08-09 17:43:02,2023-08-09 17:22:03,1456,58.0,153.0,18,592.0,21.0,193.0,297,2023-05-18 18:06:30,2.6.0,,,8.0,Statically typed DOM API for Scala.js.,110.0,20,False,2,,,,,,,,
93,breeze,scalanlp/breeze,sci,['scala3'],https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2022-08-22 04:52:00,2022-08-22 04:51:38,3725,,704.0,211,318.0,86.0,450.0,3408,,,,,,Breeze is a numerical processing library for Scala.,142.0,19,True,2,,,,,,,,
94,sbt-assembly,sbt/sbt-assembly,sbt,,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2023-07-10 11:50:54,2023-06-04 14:45:08,620,2.0,216.0,56,158.0,100.0,242.0,1913,2023-02-12 06:44:54,2.1.1,,,16.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,78.0,19,True,2,,,,,,,,
95,geotrellis,locationtech/geotrellis,misc,,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2023-08-07 14:54:26,2023-07-11 03:51:37,2452,3.0,369.0,106,2223.0,247.0,1047.0,1280,2023-02-27 14:21:07,3.7.0,,,22.0,GeoTrellis is a geographic data processing engine for high performance applications.,95.0,19,False,1,,,,,,,,
96,macwire,softwaremill/macwire,di,"['scala3', 'scalajs']",https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2023-07-28 00:24:32,2023-07-28 00:24:02,743,18.0,70.0,62,176.0,67.0,69.0,1238,2022-08-23 07:40:39,2.5.8,,,16.0,Lightweight and Nonintrusive Scala Dependency Injection Library.,40.0,19,True,2,,,,,,,,
97,colossus,tumblr/colossus,web-frameworks,,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325,,103.0,77,411.0,4.0,270.0,1153,2018-01-24 17:31:20,0.11.0,,,32.0,I/O and Microservice library for Scala.,28.0,19,False,2,,,,,,,,
98,async,scala/scala-async,toolkits,['scalajs'],https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2023-07-27 15:01:46,2023-07-27 15:01:46,751,11.0,89.0,57,240.0,13.0,75.0,1137,2021-09-09 21:50:20,1.0.1,,,21.0,An asynchronous programming facility for Scala.,28.0,19,True,2,,,,,,,,
99,phantom,outworkers/phantom,db-clients,,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120,,189.0,75,512.0,19.0,403.0,1047,2020-08-10 21:50:24,2.59.0,,,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",51.0,19,False,2,,,,,,,,
100,quicklens,softwaremill/quicklens,toolkits,"['scala3', 'scalajs']",https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2023-08-04 00:07:00,2023-07-28 00:15:14,446,35.0,49.0,45,141.0,20.0,29.0,795,2023-07-19 08:23:28,1.9.6,,,27.0,Modify deeply nested case class fields.,25.0,19,True,2,,,,,,,,
101,scrooge,twitter/scrooge,data,,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2023-05-12 12:24:21,2023-02-13 23:11:18,1842,,243.0,173,188.0,32.0,143.0,777,2022-12-26 14:40:41,scrooge-22.12.0,,,77.0,A Thrift parser/generator.,228.0,19,True,2,,,,,,,,
102,sbt-jmh,sbt/sbt-jmh,sbt,,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2023-07-25 00:25:35,2023-07-11 06:36:20,288,11.0,89.0,26,134.0,28.0,69.0,766,2023-06-12 18:49:27,0.4.4,,,6.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",50.0,19,True,2,,,,,,,,
103,skinny-framework,skinny-framework/skinny-framework,web-frameworks,,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996,,73.0,47,287.0,20.0,134.0,738,2022-12-14 08:24:58,4.0.1,12200.0,110.0,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,32.0,19,True,2,,3.0,3.0,,,,,
104,sbt-eclipse,sbt/sbt-eclipse,sbt,,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2023-06-09 03:20:53,2023-05-18 16:54:49,402,3.0,171.0,50,140.0,78.0,203.0,720,2022-09-23 14:15:14,6.0.0,,,2.0,Plugin for sbt to create Eclipse project definitions.,39.0,19,True,2,,,,,,,,
105,scala-parser-combinators,scala/scala-parser-combinators,parsers,"['scala3', 'scalajs']",https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2023-07-12 16:42:29,2023-07-12 16:42:27,987,15.0,128.0,35,404.0,22.0,96.0,631,2023-04-26 22:27:37,2.3.0,,,18.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",70.0,19,True,1,,,,,,,,
106,korolev,fomkin/korolev,web-frameworks,"['scala3', 'scalajs']",https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-07 17:17:54,2023-08-06 12:44:17,677,14.0,50.0,22,226.0,14.0,224.0,582,2022-08-16 08:04:00,1.5.0,,,35.0,Single Page Applications running on the server side.,26.0,19,True,2,,,,,,,,
107,sparta,Stratio/sparta,bigdata,,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643,,194.0,138,1360.0,9.0,534.0,524,2017-05-31 09:56:04,1.5.0,,,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,41.0,19,False,3,,,,,,,,
108,twirl,playframework/twirl,templating,"['scala3', 'scalajs']",https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2023-08-01 18:06:27,2023-07-25 07:20:28,1065,64.0,108.0,37,541.0,39.0,70.0,523,2022-12-27 13:09:41,1.5.2,,,8.0,Twirl is Plays default template engine.,51.0,19,True,1,,,,,,,,
109,scribe,outr/scribe,toolkits,"['scala3', 'scalajs']",https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2023-08-06 01:00:21,2023-08-03 13:24:00,1295,76.0,38.0,8,344.0,19.0,133.0,474,2023-08-03 13:24:44,3.11.9,,,39.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,18.0,19,True,2,,,,,,,,
110,udash-core,UdashFramework/udash-core,web-frameworks,['scalajs'],https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2023-08-07 22:32:06,2023-07-25 05:26:26,3307,37.0,36.0,19,1005.0,29.0,87.0,439,2023-03-20 16:09:29,0.9.0,,,16.0,Scala framework for building beautiful and maintainable web applications.,37.0,19,True,2,,,,,,,,
111,zio-json,zio/zio-json,json,"['zio', 'scala3', 'scalajs']",https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2023-08-09 20:48:11,2023-07-03 07:27:32,556,14.0,117.0,23,852.0,101.0,80.0,387,2023-07-03 07:29:20,0.6.0,,,30.0,"Fast, secure JSON library with tight ZIO integration.",54.0,19,True,2,,,,,,,,
112,play-json,playframework/play-json,json,"['scala3', 'scalajs', 'play']",https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2023-08-01 18:03:40,2023-07-25 07:21:04,1245,52.0,130.0,19,795.0,43.0,75.0,348,2023-01-24 07:38:59,2.9.4,,,12.0,The Play JSON library.,64.0,19,True,2,,,,,,,,
113,scalismo,unibas-gravis/scalismo,media,['scala3'],https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2023-06-30 13:20:59,2023-06-30 12:37:53,1832,13.0,64.0,19,337.0,13.0,62.0,232,2023-07-04 08:48:44,0.92.0,,,7.0,Scalable Image Analysis and Shape Modelling.,22.0,19,True,2,,,,,,,,
114,cornichon,agourlay/cornichon,test,,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2023-08-07 12:30:38,2023-08-07 12:30:38,3217,89.0,29.0,12,638.0,21.0,134.0,225,2023-07-08 06:59:00,0.21.0,,,74.0,Scala DSL for testing HTTP JSON API.,18.0,19,True,2,,,,,,,,
115,stryker4s,stryker-mutator/stryker4s,test,['scala3'],https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2023-08-05 19:59:40,2023-08-05 19:59:40,1281,58.0,28.0,8,1236.0,34.0,121.0,182,2022-01-03 16:34:16,0.14.3,,,38.0,Mutation testing for Scala.,29.0,19,True,2,,,,,,,,
116,neotypes,neotypes/neotypes,db-clients,,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2023-08-05 16:54:05,2023-08-01 17:55:23,1115,71.0,31.0,7,604.0,17.0,47.0,154,2023-06-04 20:33:02,0.23.3,,,15.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",14.0,19,True,2,,,,,,,,
117,scalatra,scalatra/scalatra,web-frameworks,['scala3'],https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2023-08-10 15:09:13,2023-08-10 02:15:53,3953,35.0,340.0,83,1123.0,70.0,369.0,2610,,,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",134.0,18,False,3,,,,,,,,
118,better-files,pathikrit/better-files,toolkits,['scala3'],https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2023-08-05 17:31:39,2023-02-17 17:30:13,1085,,149.0,38,414.0,36.0,177.0,1464,,,,,,"Simple, safe and intuitive Scala I/O.",60.0,18,True,3,,,,,,,,
119,enumeratum,lloydmeta/enumeratum,toolkits,"['scala3', 'scalajs']",https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2023-07-21 04:14:32,2023-07-21 04:13:46,543,6.0,146.0,26,255.0,27.0,97.0,1161,2023-07-21 04:19:06,macros-1.6.4,,,71.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",89.0,18,True,3,,,,,,,,
120,fastparse,com-lihaoyi/fastparse,parsers,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2023-07-17 20:25:40,2023-07-10 05:25:08,950,4.0,166.0,38,156.0,18.0,116.0,1048,2021-09-07 10:21:47,2.3.3,,,2.0,Writing Fast Parsers Fast in Scala.,52.0,18,True,2,,,,,,,,
121,bidmach,biddata/bidmach,bigdata,,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024,,171.0,89,61.0,67.0,90.0,913,2017-03-26 04:20:02,1.1.2,,,9.0,CPU and GPU-accelerated Machine Learning Library.,45.0,18,False,3,,,,,,,,
122,scala-logging,lightbend-labs/scala-logging,toolkits,['scala3'],https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2023-08-05 16:16:17,2023-07-24 18:01:03,332,11.0,128.0,26,281.0,27.0,96.0,893,2021-07-12 14:31:00,3.9.4,,,5.0,Convenient and performant logging library for Scala wrapping SLF4J.,45.0,18,True,3,,,,,,,,
123,scodec,scodec/scodec,data,"['scala3', 'scalajs']",https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2023-08-01 19:24:49,2023-05-05 11:48:18,1320,,104.0,29,412.0,13.0,58.0,795,2023-02-07 03:30:52,2.2.1,,,4.0,Scala combinator library for working with binary data.,61.0,18,True,2,,,,,,,,
124,sbt-updates,rtimush/sbt-updates,sbt,,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2023-08-06 18:22:10,2023-08-06 18:22:10,596,10.0,51.0,22,286.0,12.0,66.0,731,2022-05-30 08:03:01,0.6.3,,,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,29.0,18,True,2,,,,,,,,
125,avro4s,sksamuel/avro4s,data,['scala3'],https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2023-07-24 22:00:25,2023-07-04 15:40:41,1539,3.0,225.0,25,418.0,13.0,356.0,699,,,,,,Avro schema generation and serialization / deserialization for Scala.,101.0,18,True,2,,,,,,,,
126,scallop,scallop/scallop,misc,"['scala3', 'scalajs']",https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2023-08-03 05:43:14,2023-08-03 05:43:02,600,5.0,58.0,16,53.0,6.0,181.0,658,2023-08-03 05:38:04,5.0.0,,,25.0,a simple Scala CLI parsing library.,24.0,18,True,2,,,,,,,,
127,sbt-release,sbt/sbt-release,sbt,,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2023-08-10 15:19:54,2023-08-07 11:24:11,518,7.0,155.0,27,209.0,72.0,98.0,625,2021-06-24 14:27:49,1.1.0,,,4.0,A release plugin for sbt.,64.0,18,True,2,,,,,,,,
128,chill,twitter/chill,data,,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2023-08-07 22:29:50,2023-03-19 07:21:05,928,,146.0,134,628.0,56.0,91.0,598,2021-06-04 22:29:04,0.10.0,,,34.0,Scala extensions for the Kryo serialization library.,67.0,18,True,2,,,,,,,,
129,scalariform,scala-ide/scalariform,development-cycle,,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2022-12-18 15:16:00,2019-06-11 05:21:17,734,,150.0,28,97.0,61.0,140.0,534,2019-06-11 05:28:37,0.2.10,9421.0,129.0,11.0,Scala source code formatter.,56.0,18,False,3,,,,,,,,
130,jackson-module-scala,FasterXML/jackson-module-scala,json,['scala3'],https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2023-07-26 21:13:42,2023-07-26 21:13:16,1679,20.0,140.0,27,184.0,47.0,412.0,489,,,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,59.0,18,True,3,,,,,,,,
131,scalamock,paulbutcher/scalamock,test,['scalajs'],https://github.com/paulbutcher/ScalaMock,https://github.com/paulbutcher/ScalaMock,MIT,2011-10-24 21:32:02,2023-07-24 19:43:06,2023-07-01 06:52:32,798,4.0,90.0,21,270.0,22.0,195.0,488,2021-12-25 20:07:28,5.2.0,,,13.0,Native Scala mocking framework.,33.0,18,True,3,,,,,,,,
132,metrics-scala,erikvanoosten/metrics-scala,misc,['scala3'],https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2023-08-03 14:14:34,2023-08-03 14:14:34,2316,13.0,61.0,12,408.0,2.0,71.0,428,2019-06-04 12:08:41,4.0.6,,,12.0,The scala API for Dropwizards Metrics.,89.0,18,True,2,,,,,,,,
