,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,trending,github_release_downloads,monthly_downloads
0,playframework,playframework/playframework,com.typesafe.play:play_3,web-frameworks,"['scala3', 'scalajs']",https://github.com/playframework/playframework,https://github.com/playframework/playframework,Apache-2.0,2011-09-07 09:24:08,2023-10-25 13:23:59,2023-10-25 11:39:47,13317,326.0,4120.0,640,8289.0,451.0,3299.0,12456,2023-07-21 15:23:56,2.8.20,60.0,Play Framework.,43.0,21.0,962.0,34,https://search.maven.org/artifact/com.typesafe.play/play_3,2023-09-29 00:13:19,22.0,True,1,1.0,,
1,gitbucket,gitbucket/gitbucket,,development-cycle,,https://github.com/gitbucket/gitbucket,https://github.com/gitbucket/gitbucket,Apache-2.0,2013-04-10 16:41:35,2023-10-25 22:37:16,2023-10-25 22:04:36,5817,68.0,1243.0,463,1656.0,332.0,1438.0,8976,2023-10-22 09:25:07,4.40.0,100.0,"A Git platform powered by Scala with easy installation, high extensibility & GitHub API compatibility.",21.0,21.0,197.0,34,,,,True,1,1.0,715496.0,6221.0
2,sbt,sbt/sbt,,development-cycle,['scala3'],https://github.com/sbt/sbt,https://github.com/sbt/sbt,Apache-2.0,2009-08-17 00:31:14,2023-10-26 18:20:11,2023-10-25 14:23:02,11926,74.0,924.0,172,3161.0,774.0,3357.0,4690,2023-10-22 23:08:05,1.9.7,100.0,"sbt, the interactive build tool.",,,408.0,33,,,,True,1,,12006730.0,171524.0
3,bigdl,intel-analytics/bigdl,,sci,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50,2023-10-26 11:08:57,2023-10-26 11:08:57,20633,432.0,1123.0,238,7357.0,799.0,1286.0,4466,2023-04-24 02:17:43,2.3.0,18.0,Accelerate LLM with low-bit (FP4 / INT4 / FP8 / INT8) optimizations using bigdl-llm.,45.0,45.0,186.0,32,,,,True,1,,,
4,zio,zio/zio,dev.zio:zio_2.13,toolkits,"['scala3', 'scalajs']",https://github.com/zio/zio,https://github.com/zio/zio,Apache-2.0,2018-05-19 16:40:37,2023-10-26 14:48:29,2023-10-26 13:54:15,7369,126.0,1197.0,114,6053.0,373.0,2050.0,3890,2023-09-26 04:58:40,2.0.18,100.0,"ZIO A type-safe, composable library for async and concurrent programming in Scala.",887.0,,680.0,32,https://search.maven.org/artifact/dev.zio/zio_2.13,2023-09-26 04:58:40,887.0,True,1,,,
5,akka,akka/akka,,distributed,['scala3'],https://github.com/akka/akka,https://github.com/akka/akka,,2009-02-16 12:51:54,2023-10-26 15:48:29,2023-10-26 15:48:28,26882,135.0,3630.0,588,11607.0,928.0,7116.0,12789,2023-10-23 12:28:33,2.9.0,46.0,"Build highly concurrent, distributed, and resilient message-driven applications on the JVM.",21.0,21.0,1048.0,30,,,,False,1,,,
6,spark,apache/spark,,bigdata,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08,2023-10-26 17:51:34,2023-10-26 16:54:34,38577,1066.0,27668.0,2036,43513.0,262.0,,37062,,,,Apache Spark - A unified analytics engine for large-scale data processing.,,,2965.0,29,,,,True,1,,,
7,kafka,apache/kafka,,distributed,,https://github.com/apache/kafka,https://github.com/apache/kafka,Apache-2.0,2011-08-15 18:06:16,2023-10-26 18:18:38,2023-10-26 17:30:39,11828,358.0,12963.0,1073,14644.0,1071.0,,26091,,,,Mirror of Apache Kafka.,25.0,25.0,1297.0,29,,,,True,1,,,
8,flink,apache/flink,,bigdata,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10,2023-10-26 17:00:45,2023-10-26 15:18:58,34141,348.0,12265.0,944,23590.0,1030.0,,22126,,,,Apache Flink.,21.0,21.0,1782.0,29,,,,True,1,,,
9,spark-nlp,johnsnowlabs/spark-nlp,,sci,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44,2023-10-26 18:33:35,2023-10-26 18:06:56,8374,96.0,666.0,98,13045.0,39.0,792.0,3473,2023-10-10 20:26:17,5.1.3,100.0,State of the Art Natural Language Processing.,349.0,349.0,108.0,29,,,,True,1,,,
10,mill,com-lihaoyi/mill,,development-cycle,,https://github.com/com-lihaoyi/mill,https://github.com/com-lihaoyi/mill,MIT,2017-10-17 03:43:19,2023-10-25 13:23:47,2023-10-24 08:48:31,3251,113.0,283.0,46,1913.0,102.0,680.0,1923,2023-10-04 10:00:57,0.11.5,99.0,Your shiny new Java/Scala build tool!.,,,196.0,29,,,,True,2,,1244864.0,18306.0
11,gatling,gatling/gatling,,test,,https://github.com/gatling/gatling,https://github.com/gatling/gatling,Apache-2.0,2011-05-31 12:40:25,2023-10-13 13:08:03,2023-10-09 08:18:52,10216,50.0,1170.0,234,816.0,47.0,3609.0,6091,,,,Modern Load Testing as Code.,23.0,23.0,227.0,28,,,,True,1,,,
12,circe,circe/circe,io.circe:circe-core_2.13,json,"['scala3', 'scalajs']",https://github.com/circe/circe,https://github.com/circe/circe,Apache-2.0,2015-07-31 15:12:09,2023-10-26 14:37:45,2023-10-25 21:48:44,2987,16.0,527.0,67,1677.0,197.0,410.0,2436,2023-08-31 00:05:46,0.14.6,69.0,Yet another JSON library for Scala.,441.0,,268.0,28,https://search.maven.org/artifact/io.circe/circe-core_2.13,2023-08-31 00:05:46,441.0,True,1,,,
13,coursier,coursier/coursier,,sbt,['scalajs'],https://github.com/coursier/coursier,https://github.com/coursier/coursier,Apache-2.0,2015-06-16 18:32:53,2023-10-26 15:24:02,2023-10-23 07:42:23,4125,29.0,294.0,55,1791.0,366.0,713.0,1981,2023-09-09 14:44:24,2.1.7,100.0,Pure Scala Artifact Fetching.,,,138.0,28,,,,True,1,,9338699.0,186773.0
14,finagle,twitter/finagle,,distributed,,https://github.com/twitter/finagle,https://github.com/twitter/finagle,Apache-2.0,2010-10-19 22:10:09,2023-10-16 15:18:08,2023-10-16 15:18:07,8132,6.0,1468.0,561,546.0,62.0,349.0,8711,2022-12-26 14:39:38,finagle-22.12.0,82.0,"A fault tolerant, protocol-agnostic RPC system.",21.0,21.0,520.0,27,,,,True,2,,,
15,Snowplow,snowplow/snowplow,,sci,,https://github.com/snowplow/snowplow,https://github.com/snowplow/snowplow,Apache-2.0,2012-03-01 13:02:21,2023-10-23 15:03:30,2023-10-23 15:03:28,6696,32.0,1212.0,267,491.0,58.0,3904.0,6600,2022-01-31 21:28:26,22.01,85.0,"The enterprise-grade behavioral data engine (web, mobile, server-side, webhooks), running cloud-natively on AWS and GCP.",21.0,21.0,102.0,27,,,,True,1,,5284.0,42.0
16,cats,typelevel/cats,,toolkits,"['scala3', 'scalajs']",https://github.com/typelevel/cats,https://github.com/typelevel/cats,,2015-01-28 20:26:48,2023-10-25 00:54:48,2023-10-25 00:51:13,6688,81.0,1233.0,185,3323.0,224.0,980.0,5058,2023-08-14 02:57:50,2.10.0,64.0,"Lightweight, modular, and extensible library for functional programming.",20.0,20.0,546.0,27,,,,False,1,,,
17,scio,spotify/scio,,bigdata,,https://github.com/spotify/scio,https://github.com/spotify/scio,Apache-2.0,2015-03-26 19:07:34,2023-10-26 14:33:51,2023-10-26 14:07:21,5019,77.0,506.0,119,3816.0,153.0,1117.0,2491,2023-10-26 13:36:44,0.13.5,100.0,A Scala API for Apache Beam and Google Cloud Dataflow.,,,207.0,27,,,,True,2,,10984.0,140.0
18,http4s,http4s/http4s,,http,"['scala3', 'scalajs']",https://github.com/http4s/http4s,https://github.com/http4s/http4s,Apache-2.0,2012-03-12 04:41:20,2023-10-24 12:35:15,2023-10-23 05:27:45,17203,127.0,777.0,74,5787.0,318.0,1135.0,2464,2023-07-19 21:15:06,0.23.23,100.0,"A minimal, idiomatic Scala interface for HTTP.",,,453.0,27,,,,True,1,,,
19,metals,scalameta/metals,,development-cycle,['scala3'],https://github.com/scalameta/metals,https://github.com/scalameta/metals,Apache-2.0,2017-11-03 14:18:53,2023-10-26 16:55:59,2023-10-26 15:18:06,8110,216.0,299.0,46,3877.0,256.0,1431.0,1944,2023-10-17 13:35:19,1.1.0,56.0,Scala language server with rich IDE features.,,,175.0,27,,,,True,2,1.0,29.0,0.0
20,tapir,softwaremill/tapir,,http,"['scala3', 'scalajs']",https://github.com/softwaremill/tapir,https://github.com/softwaremill/tapir,Apache-2.0,2018-12-09 16:43:49,2023-10-26 15:29:41,2023-10-26 14:53:45,8391,421.0,363.0,51,2528.0,113.0,625.0,1251,2023-10-26 17:51:54,1.8.3,100.0,"Declarative, type-safe web endpoints library.",,,262.0,27,,,,True,1,,,
21,shapeless,milessabin/shapeless,,toolkits,"['scala3', 'scalajs']",https://github.com/milessabin/shapeless,https://github.com/milessabin/shapeless,Apache-2.0,2011-12-18 13:36:38,2023-10-23 04:51:47,2023-10-23 04:51:46,2700,10.0,537.0,107,925.0,34.0,381.0,3340,2022-09-12 22:32:36,2.3.10,7.0,Generic programming for Scala.,113.0,113.0,154.0,26,,,,True,1,,,
22,ammonite,com-lihaoyi/ammonite,,toolkits,['scala3'],https://github.com/com-lihaoyi/Ammonite,https://github.com/com-lihaoyi/Ammonite,MIT,2015-01-13 07:34:38,2023-10-26 14:11:08,2023-09-29 08:14:15,2740,7.0,367.0,66,577.0,128.0,675.0,2573,2023-09-28 05:09:12,2.5.11,100.0,Scala Scripting.,,,137.0,26,,,,True,1,,870671.0,10749.0
23,scalapb,scalapb/scalapb,,data,"['scala3', 'scalajs']",https://github.com/scalapb/ScalaPB,https://github.com/scalapb/ScalaPB,Apache-2.0,2014-10-02 01:11:41,2023-10-25 04:52:40,2023-10-25 04:52:40,2425,39.0,268.0,45,1043.0,16.0,546.0,1267,2023-10-17 23:52:06,0.11.14,100.0,Protocol buffer compiler for Scala.,,,121.0,26,,,,True,1,,420859.0,4951.0
24,bloop,scalacenter/bloop,,development-cycle,['scalajs'],https://github.com/scalacenter/bloop,https://github.com/scalacenter/bloop,Apache-2.0,2017-11-11 09:39:34,2023-10-25 14:51:04,2023-10-25 14:39:23,5155,93.0,194.0,28,1447.0,126.0,595.0,856,2023-09-01 15:57:11,1.5.11,56.0,"Bloop is a build server and CLI tool to compile, test and run Scala fast from any editor or build tool.",,,138.0,26,,,,True,2,,165680.0,2401.0
25,tinylog,tinylog-org/tinylog,,logging,,https://github.com/tinylog-org/tinylog,https://github.com/tinylog-org/tinylog,Apache-2.0,2012-09-13 11:21:42,2023-10-26 07:44:53,2023-10-24 13:25:05,1183,19.0,73.0,13,349.0,19.0,210.0,630,2023-05-13 21:12:43,2.6.2,78.0,"tinylog is a lightweight logging framework for Java, Kotlin, Scala, and Android.",1226.0,1226.0,19.0,26,,,,True,1,,27825.0,260.0
26,scala-cli,VirtusLab/scala-cli,,development-cycle,['scala3'],https://github.com/VirtusLab/scala-cli,https://github.com/VirtusLab/scala-cli,Apache-2.0,2021-04-23 10:35:04,2023-10-26 14:43:12,2023-10-26 14:43:03,3691,160.0,95.0,22,1733.0,181.0,528.0,447,2023-10-25 13:24:01,1.0.5,41.0,"Scala CLI is a command-line tool to interact with the Scala language. It lets you compile, run, test, and package your..",,,70.0,26,,,,True,2,,605297.0,23280.0
27,smile,haifengl/smile,,sci,['scala3'],https://github.com/haifengl/smile,https://github.com/haifengl/smile,,2014-11-20 16:28:12,2023-08-17 10:06:43,2023-08-17 10:06:38,3136,4.0,1119.0,274,173.0,12.0,567.0,5833,2023-06-14 12:20:00,3.0.2,25.0,Statistical Machine Intelligence & Learning Engine.,21.0,21.0,70.0,25,,,,False,2,,10897.0,119.0
28,scala-js,scala-js/scala-js,,scala-js,['scalajs'],https://github.com/scala-js/scala-js,https://github.com/scala-js/scala-js,Apache-2.0,2013-02-18 16:33:55,2023-10-18 13:12:02,2023-10-18 13:12:02,7152,63.0,389.0,147,2691.0,27.0,2172.0,4485,2023-09-27 07:34:32,1.14.0,24.0,"Scala.js, the Scala to JavaScript compiler.",,,102.0,25,,,,True,1,,,
29,slick,slick/slick,,db-clients,['scala3'],https://github.com/slick/slick,https://github.com/slick/slick,BSD-2-Clause,2009-02-20 22:51:53,2023-10-25 20:13:43,2023-10-25 17:00:58,3303,76.0,615.0,149,1447.0,421.0,943.0,2622,2022-09-13 19:27:07,3.4.1,17.0,Slick (Scala Language Integrated Connection Kit) is a modern database query and access library for Scala.,,,202.0,25,,,,True,1,,,
30,fs2,typelevel/fs2,,reactive,"['scala3', 'scalajs']",https://github.com/typelevel/fs2,https://github.com/typelevel/fs2,,2013-03-06 17:34:15,2023-10-24 12:12:14,2023-10-20 01:20:05,9384,196.0,583.0,92,2590.0,93.0,648.0,2266,2023-09-12 15:39:41,3.9.2,100.0,"Compositional, streaming I/O library for Scala.",,,310.0,25,,,,False,1,,,
31,doobie,tpolecat/doobie,,db-clients,['scala3'],https://github.com/tpolecat/doobie,https://github.com/tpolecat/doobie,MIT,2013-11-25 07:25:20,2023-10-19 02:59:30,2023-10-17 04:36:30,3380,49.0,345.0,67,1398.0,147.0,387.0,2090,2023-06-20 16:56:18,1.0.0-RC4,18.0,Functional JDBC layer for Scala.,,,166.0,25,,,,True,1,,,
32,elastic4s,sksamuel/elastic4s,com.sksamuel.elastic4s:elastic4s_2.13,db-clients,['scala3'],https://github.com/sksamuel/elastic4s,https://github.com/sksamuel/elastic4s,Apache-2.0,2013-06-10 20:23:57,2023-10-25 18:58:43,2023-10-04 01:36:38,4729,15.0,689.0,75,1798.0,19.0,1123.0,1632,2023-08-19 01:35:09,8.9.1,38.0,"Elasticsearch Scala Client - Reactive, Non Blocking, Type Safe, HTTP Client.",,,403.0,25,https://search.maven.org/artifact/com.sksamuel.elastic4s/elastic4s_2.13,,,True,1,,,
33,sttp,softwaremill/sttp,,http,"['scala3', 'scalajs']",https://github.com/softwaremill/sttp,https://github.com/softwaremill/sttp,Apache-2.0,2017-06-30 15:15:07,2023-10-26 00:40:57,2023-10-26 00:40:27,5414,117.0,273.0,42,1571.0,54.0,354.0,1393,2023-10-12 17:42:42,4.0.0-M6,96.0,The Scala HTTP client you always wanted!.,,,197.0,25,,,,True,2,,,
34,eclair,acinq/eclair,,others,,https://github.com/ACINQ/eclair,https://github.com/ACINQ/eclair,Apache-2.0,2015-08-19 11:47:01,2023-10-26 15:09:37,2023-10-02 14:57:45,2554,30.0,254.0,90,1954.0,43.0,671.0,1181,2023-06-19 08:45:19,0.9.0,37.0,A scala implementation of the Lightning Network.,,,48.0,25,,,,True,1,,43756.0,553.0
35,algebird,twitter/algebird,,sci,,https://github.com/twitter/algebird,https://github.com/twitter/algebird,Apache-2.0,2012-08-02 17:24:42,2023-10-25 08:31:07,2023-09-24 07:53:48,1892,12.0,348.0,237,912.0,97.0,166.0,2271,2023-07-10 21:51:16,0.13.10,30.0,Abstract Algebra for Scala.,,,114.0,24,,,,True,2,,,
36,quill,zio/zio-quill,,db-clients,"['zio', 'scala3', 'scalajs']",https://github.com/zio/zio-quill,https://github.com/zio/zio-quill,Apache-2.0,2015-07-20 22:15:04,2023-10-26 06:02:48,2023-10-26 06:02:47,3497,85.0,345.0,65,1918.0,318.0,758.0,2136,2023-10-02 08:11:12,4.8.0,6.0,Compile-time Language Integrated Queries for Scala.,,,146.0,24,,,,True,1,,,
37,sangria,sangria-graphql/sangria,,others,['scala3'],https://github.com/sangria-graphql/sangria,https://github.com/sangria-graphql/sangria,Apache-2.0,2015-07-05 21:29:30,2023-10-17 14:09:10,2023-10-17 13:52:12,2090,70.0,221.0,61,611.0,60.0,402.0,1955,2023-09-12 12:09:14,4.0.2,82.0,Scala GraphQL implementation.,,,65.0,24,,,,True,1,,,
38,refined,fthomas/refined,,toolkits,"['scala3', 'scalajs']",https://github.com/fthomas/refined,https://github.com/fthomas/refined,MIT,2015-05-10 16:23:16,2023-10-24 19:10:19,2023-10-24 19:10:19,3142,53.0,154.0,26,1018.0,70.0,149.0,1656,2023-06-16 17:05:18,0.11.0,68.0,Refinement types for Scala.,,,77.0,24,,,,True,2,,,
39,scalikejdbc,scalikejdbc/scalikejdbc,org.scalikejdbc:scalikejdbc_2.13,db-clients,['scala3'],https://github.com/scalikejdbc/scalikejdbc,https://github.com/scalikejdbc/scalikejdbc,Apache-2.0,2011-11-18 06:56:36,2023-10-26 05:18:27,2023-10-26 05:18:26,3253,35.0,225.0,59,1602.0,27.0,451.0,1248,2023-10-20 09:51:04,4.1.0,47.0,A tidy SQL-based DB access library for Scala developers. This library naturally wraps JDBC APIs and provides you easy-..,7.0,,104.0,24,https://search.maven.org/artifact/org.scalikejdbc/scalikejdbc_2.13,2021-10-31 00:52:48,7.0,True,1,,,
40,zeppelin,apache/zeppelin,,sci,,https://github.com/apache/zeppelin,https://github.com/apache/zeppelin,Apache-2.0,2015-03-25 07:00:06,2023-10-24 21:38:43,2023-10-22 13:51:31,5301,35.0,2758.0,319,4683.0,141.0,,6188,,,,"Web-based notebook that enables data-driven, interactive data analytics and collaborative documents with SQL, Scala..",21.0,21.0,526.0,23,,,,True,2,,,
41,giter8,foundweekends/giter8,,development-cycle,,https://github.com/foundweekends/giter8,https://github.com/foundweekends/giter8,Apache-2.0,2010-08-10 04:08:48,2023-10-26 14:05:16,2023-10-24 22:33:59,1313,18.0,229.0,71,572.0,43.0,229.0,1719,2023-05-02 05:25:32,0.16.2,17.0,a command line tool to apply templates defined on GitHub.,,,83.0,23,,,,True,3,,,
42,akka-http,akka/akka-http,,http,['scala3'],https://github.com/akka/akka-http,https://github.com/akka/akka-http,,2016-08-19 11:33:36,2023-10-24 13:01:54,2023-10-23 13:59:01,4415,35.0,603.0,74,2379.0,570.0,1376.0,1334,2023-10-23 14:31:57,10.6.0,61.0,The Streaming-first HTTP server/module of Akka.,,,354.0,23,,,,False,2,,,
43,scalatest,scalatest/scalatest,,test,"['scala3', 'scalajs']",https://github.com/scalatest/scalatest,https://github.com/scalatest/scalatest,Apache-2.0,2013-04-07 21:55:49,2023-10-23 15:11:59,2023-09-27 14:01:20,6522,109.0,338.0,53,1535.0,512.0,330.0,1120,2023-09-12 13:02:43,release-3.2.17,39.0,A testing tool for Scala and Java developers.,,,64.0,23,,,,True,1,,,
44,scalameta,scalameta/scalameta,,toolkits,['scalajs'],https://github.com/scalameta/scalameta,https://github.com/scalameta/scalameta,BSD-3-Clause,2014-06-16 23:00:32,2023-10-26 11:24:12,2023-10-26 09:49:36,7991,99.0,215.0,40,2193.0,140.0,1040.0,1059,2023-10-16 13:40:46,4.8.12,100.0,"Library to read, analyze, transform and generate Scala programs.",2.0,2.0,117.0,23,,,,True,2,,,
45,argonaut,argonaut-io/argonaut,io.argonaut:argonaut_2.13,json,"['scala3', 'scalajs']",https://github.com/argonaut-io/argonaut,https://github.com/argonaut-io/argonaut,BSD-3-Clause,2012-12-09 12:11:48,2023-10-25 22:34:44,2023-10-25 02:24:19,1643,27.0,112.0,25,609.0,27.0,168.0,546,2023-10-09 09:53:11,6.3.9,15.0,Purely functional JSON parser and library in scala.,21.0,,59.0,23,https://search.maven.org/artifact/io.argonaut/argonaut_2.13,2023-10-09 09:53:11,21.0,True,1,,,
46,nussknacker,touk/nussknacker,,bigdata,,https://github.com/TouK/nussknacker,https://github.com/TouK/nussknacker,Apache-2.0,2017-06-29 14:09:57,2023-10-26 18:07:47,2023-10-26 14:28:25,5741,368.0,88.0,33,4507.0,73.0,374.0,511,2023-10-26 13:42:07,1.12.3,38.0,Low-code tool for automating actions on real time data | Stream processing for the users.,,,71.0,23,,,,True,2,,318.0,4.0
47,scalaxb,eed3si9n/scalaxb,,http,,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2023-10-12 15:16:59,2023-10-12 15:16:59,1343,62.0,151.0,23,203.0,155.0,283.0,331,2023-06-24 23:39:08,1.11.1,20.0,scalaxb is an XML data binding tool for Scala.,,,68.0,23,,,,True,2,,,
48,scalding,twitter/scalding,,bigdata,,https://github.com/twitter/scalding,https://github.com/twitter/scalding,Apache-2.0,2012-01-10 16:22:08,2023-05-28 19:18:59,2023-05-28 19:18:59,4195,,701.0,324,1384.0,317.0,329.0,3455,2017-12-22 20:23:36,0.17.4,17.0,A Scala API for Cascading.,,,212.0,22,,,,True,2,,,
49,lagom,lagom/lagom,,distributed,,https://github.com/lagom/lagom,https://github.com/lagom/lagom,Apache-2.0,2016-02-23 01:51:06,2023-08-14 13:43:48,2023-08-14 13:43:48,2427,1.0,633.0,152,2274.0,455.0,642.0,2639,2021-12-14 11:16:46,1.6.7,49.0,Reactive Microservices for the JVM.,,,149.0,22,,,,True,2,,,
50,sbt-assembly,sbt/sbt-assembly,,sbt,,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2023-10-26 04:59:54,2023-10-26 04:59:54,630,10.0,216.0,56,163.0,100.0,248.0,1923,2023-09-17 23:45:41,2.1.3,18.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,,,79.0,22,,,,True,1,,,
51,scalacheck,typelevel/scalacheck,,test,"['scala3', 'scalajs']",https://github.com/typelevel/scalacheck,https://github.com/typelevel/scalacheck,BSD-3-Clause,2011-05-26 11:44:12,2023-10-26 03:09:25,2023-10-26 03:09:22,2069,30.0,401.0,58,679.0,60.0,286.0,1903,2022-09-15 23:24:43,1.17.0,10.0,Property-based testing for Scala.,,,135.0,22,,,,True,2,,,
52,Monocle,optics-dev/monocle,,toolkits,"['scala3', 'scalajs']",https://github.com/optics-dev/Monocle,https://github.com/optics-dev/Monocle,MIT,2014-01-17 19:49:22,2023-10-18 22:59:39,2023-10-18 22:42:05,2151,21.0,202.0,52,1020.0,45.0,331.0,1605,2023-01-03 14:12:47,3.2.0,9.0,Optics library for Scala.,,,125.0,22,,,,True,2,,,
53,finch,finagle/finch,,http,,https://github.com/finagle/finch,https://github.com/finagle/finch,Apache-2.0,2014-04-15 12:17:44,2023-10-26 18:22:09,2023-10-26 18:22:09,2297,23.0,226.0,62,1245.0,42.0,369.0,1594,2022-09-16 18:19:38,0.34.0,61.0,Scala combinator library for building Finagle HTTP services.,,,128.0,22,,,,True,2,,,
54,sbt-native-packager,sbt/sbt-native-packager,,sbt,,https://github.com/sbt/sbt-native-packager,https://github.com/sbt/sbt-native-packager,BSD-2-Clause,2011-12-20 02:04:49,2023-10-22 09:52:48,2023-07-24 08:48:26,1695,,440.0,57,753.0,133.0,652.0,1577,2023-02-20 17:55:37,1.9.16,100.0,sbt Native Packager.,,,270.0,22,,,,True,1,,,
55,skunk,typelevel/skunk,,db-clients,"['scala3', 'scalajs']",https://github.com/typelevel/skunk,https://github.com/typelevel/skunk,MIT,2018-09-21 06:46:41,2023-10-25 16:09:01,2023-10-10 11:44:35,1744,117.0,147.0,32,867.0,84.0,63.0,1495,2023-10-11 11:53:47,0.6.1,28.0,A data access library for Scala + Postgres.,,,69.0,22,,,,True,2,,,
56,spark-testing-base,holdenk/spark-testing-base,,test,,https://github.com/holdenk/spark-testing-base,https://github.com/holdenk/spark-testing-base,Apache-2.0,2015-01-30 22:23:59,2023-10-24 19:46:31,2023-10-14 04:54:39,765,14.0,362.0,79,198.0,98.0,118.0,1463,2023-04-25 21:17:13,1.4.3,4.0,Base classes to use when writing tests with Spark.,35.0,35.0,60.0,22,,,,True,2,,,
57,scalafix,scalacenter/scalafix,,development-cycle,['scalajs'],https://github.com/scalacenter/scalafix,https://github.com/scalacenter/scalafix,BSD-3-Clause,2016-08-08 11:45:19,2023-10-26 14:47:45,2023-10-15 07:44:00,3400,72.0,173.0,30,1232.0,71.0,579.0,767,2023-09-11 02:10:49,0.11.1,69.0,Refactoring and linting tool for Scala.,,,105.0,22,,,,True,3,,35.0,0.0
58,spark-notebook,spark-notebook/spark-notebook,,sci,,https://github.com/spark-notebook/spark-notebook,https://github.com/spark-notebook/spark-notebook,Apache-2.0,2014-09-05 19:35:25,2023-05-16 16:06:37,2021-03-30 08:57:25,2326,,659.0,190,484.0,208.0,307.0,3145,2017-07-23 14:44:02,0.8.3,18.0,Interactive and Reactive Data Science using Scala and Spark.,,,84.0,21,,,,False,2,,,
59,spray-json,spray/spray-json,io.spray:spray-json_2.13,json,,https://github.com/spray/spray-json,https://github.com/spray/spray-json,Apache-2.0,2011-05-06 21:31:38,2022-09-15 12:08:33,2021-12-09 19:21:31,331,,582.0,37,154.0,97.0,116.0,2542,2020-11-11 13:05:44,1.3.6,3.0,"A lightweight, clean and simple JSON implementation in Scala.",183.0,145.0,48.0,21,https://search.maven.org/artifact/io.spray/spray-json_2.13,2020-11-10 13:18:28,38.0,False,2,,,
60,finatra,twitter/finatra,,web-frameworks,,https://github.com/twitter/finatra,https://github.com/twitter/finatra,Apache-2.0,2012-02-16 23:55:29,2023-09-22 14:19:00,2023-09-22 14:18:59,2646,1.0,416.0,216,265.0,12.0,309.0,2274,2022-12-26 14:40:15,finatra-22.12.0,92.0,"Fast, testable, Scala services built on TwitterServer and Finagle.",,,252.0,21,,,,True,1,,,
61,monix,monix/monix,,reactive,"['scala3', 'scalajs']",https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2023-10-23 16:32:52,2023-10-17 17:17:02,1694,8.0,245.0,62,1122.0,83.0,577.0,1909,2022-05-07 18:40:42,3.4.1,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",,,105.0,21,,,,True,1,,,
62,spire,typelevel/spire,,sci,"['scala3', 'scalajs']",https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2023-10-25 16:44:35,2023-06-27 15:12:29,2970,,247.0,68,896.0,129.0,268.0,1743,2022-06-17 15:55:07,0.18.0,4.0,Powerful new number types and numeric abstractions for Scala.,,,104.0,21,,,,True,2,,,
63,scalajs-react,japgolly/scalajs-react,,scala-js,"['scala3', 'scalajs']",https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2023-09-04 21:20:27,2023-07-24 14:07:49,3196,,236.0,64,555.0,26.0,507.0,1617,2022-04-26 04:07:04,2.1.1,65.0,Facebooks React on Scala.JS.,,,81.0,21,,,,True,2,,,
64,alpakka-kafka,akka/alpakka-kafka,,bigdata,['scala3'],https://github.com/akka/alpakka-kafka,https://github.com/akka/alpakka-kafka,,2014-12-30 15:30:02,2023-10-24 12:23:40,2023-10-24 11:33:26,1785,22.0,400.0,78,1155.0,110.0,430.0,1416,2023-10-24 12:23:41,5.0.0,61.0,"Alpakka Kafka connector - Alpakka is a Reactive Enterprise Integration library for Java and Scala, based on Reactive..",,,130.0,21,,,,False,2,,,
65,framework,lift/framework,,web-frameworks,,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2023-04-11 14:56:45,2023-04-11 14:56:45,3932,,276.0,105,530.0,150.0,1324.0,1271,2021-10-08 15:12:09,3.5.0-release,52.0,Lift Framework.,,,118.0,21,,,,True,1,,,
66,scrimage,sksamuel/scrimage,,media,,https://github.com/sksamuel/scrimage,https://github.com/sksamuel/scrimage,Apache-2.0,2013-06-03 16:40:25,2023-10-16 16:03:26,2023-10-16 16:02:38,1301,10.0,135.0,46,88.0,4.0,192.0,995,2023-10-09 16:36:47,4.1.1,32.0,"JVM - Java, Kotlin, Scala image processing library.",,,56.0,21,,,,True,1,,,
