,name,github_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,trending
0,sbt,sbt/sbt,development-cycle,['scala3'],https://github.com/sbt/sbt,https://github.com/sbt/sbt,Apache-2.0,2009-08-17 00:31:14,2026-02-05 16:21:31,2026-02-05 16:21:31,17735.0,299.0,968.0,156.0,3934.0,777.0,3934.0,4894.0,2026-02-04 05:36:49,1.12.2,31475384.0,484236.0,100.0,"sbt, the interactive build tool.",527.0,35,True,1.0,,,,,,,,
1,gitbucket,gitbucket/gitbucket,development-cycle,,https://github.com/gitbucket/gitbucket,https://github.com/gitbucket/gitbucket,Apache-2.0,2013-04-10 16:41:35,2026-02-04 06:44:39,2026-02-04 06:44:37,6281.0,65.0,1260.0,439.0,2140.0,333.0,1505.0,9342.0,2026-01-10 02:59:24,4.45.0,468658.0,3396.0,100.0,"A Git platform powered by Scala with easy installation, high extensibility & GitHub API compatibility.",201.0,34,True,1.0,21.0,21.0,,,,,,
2,playframework,playframework/playframework,web-frameworks,"['scala3', 'scalajs']",https://github.com/playframework/playframework,https://github.com/playframework/playframework,Apache-2.0,2011-09-07 09:24:08,2026-02-05 13:58:24,2026-02-04 10:58:25,14595.0,89.0,4073.0,607.0,9659.0,481.0,3402.0,12625.0,2025-12-23 17:28:03,3.0.10,695.0,6.0,100.0,The Community Maintained High Velocity Web Framework For Java and Scala.,989.0,33,True,1.0,89.0,21.0,com.typesafe.play:play_3,https://search.maven.org/artifact/com.typesafe.play/play_3,2025-12-22 00:16:52,68.0,,
3,zio,zio/zio,toolkits,"['scala3', 'scalajs']",https://github.com/zio/zio,https://github.com/zio/zio,Apache-2.0,2018-05-19 16:40:37,2026-02-05 18:39:00,2026-02-05 18:19:26,8607.0,154.0,1389.0,107.0,7614.0,153.0,2627.0,4339.0,2025-12-28 04:41:57,2.1.24,,,108.0,"ZIO A type-safe, composable library for async and concurrent programming in Scala.",754.0,33,True,1.0,1340.0,,dev.zio:zio_2.13,https://search.maven.org/artifact/dev.zio/zio_2.13,2025-12-28 04:41:57,1340.0,,
4,spark,apache/spark,bigdata,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08,2026-02-05 19:02:38,2026-02-05 19:02:33,46953.0,939.0,29016.0,2010.0,54119.0,239.0,,42751.0,,,,,,Apache Spark - A unified analytics engine for large-scale data processing.,3373.0,29,True,1.0,,,,,,,,
5,kafka,apache/kafka,distributed,,https://github.com/apache/kafka,https://github.com/apache/kafka,Apache-2.0,2011-08-15 18:06:16,2026-02-04 18:06:12,2026-02-04 18:06:12,16915.0,353.0,14938.0,1052.0,21408.0,263.0,,31839.0,,,,,,Mirror of Apache Kafka.,1634.0,29,True,1.0,25.0,25.0,,,,,,
6,flink,apache/flink,bigdata,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10,2026-02-05 18:15:25,2026-02-05 18:15:25,37469.0,208.0,13851.0,925.0,27525.0,241.0,,25763.0,,,,,,Apache Flink.,2068.0,29,True,1.0,21.0,21.0,,,,,,
7,akka,akka/akka,distributed,['scala3'],https://github.com/akka/akka-core,https://github.com/akka/akka-core,,2009-02-16 12:51:54,2026-02-05 14:09:36,2026-02-05 14:09:33,27332.0,24.0,3520.0,553.0,12149.0,876.0,7216.0,13262.0,2026-01-13 08:31:31,2.10.15,,,80.0,"A platform to build and run apps that are elastic, agile, and resilient. SDK, libraries, and hosted environments.",1063.0,29,False,1.0,21.0,21.0,,,,,akka/akka-core,
8,spark-nlp,johnsnowlabs/spark-nlp,sci,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44,2026-02-04 09:39:16,2026-01-27 13:07:51,9034.0,50.0,741.0,99.0,13586.0,20.0,894.0,4106.0,2026-01-29 15:14:56,6.3.2,,,100.0,State of the Art Natural Language Processing.,116.0,29,True,1.0,619.0,619.0,,,,,,
9,circe,circe/circe,json,"['scala3', 'scalajs']",https://github.com/circe/circe,https://github.com/circe/circe,Apache-2.0,2015-07-31 15:12:09,2026-02-02 08:46:40,2026-02-02 08:43:38,3344.0,12.0,544.0,60.0,1855.0,122.0,457.0,2530.0,2025-09-30 17:11:52,0.14.15,,,78.0,Yet another JSON library for Scala.,296.0,29,True,1.0,946.0,,io.circe:circe-core_2.13,https://search.maven.org/artifact/io.circe/circe-core_2.13,2025-06-13 23:54:16,946.0,,1.0
10,gatling,gatling/gatling,test,,https://github.com/gatling/gatling,https://github.com/gatling/gatling,Apache-2.0,2011-05-31 12:40:25,2026-02-02 20:43:42,2026-02-02 20:43:27,11260.0,53.0,1216.0,227.0,851.0,32.0,3799.0,6856.0,,,,,,Modern Load Testing as Code.,245.0,28,True,1.0,23.0,23.0,,,,,,
11,smile,haifengl/smile,sci,['scala3'],https://github.com/haifengl/smile,https://github.com/haifengl/smile,,2014-11-20 16:28:12,2026-02-01 21:21:47,2026-02-01 21:21:41,5388.0,329.0,1152.0,262.0,177.0,6.0,654.0,6335.0,2026-01-08 13:07:59,5.1.0,13491.0,113.0,39.0,Statistical Machine Intelligence & Learning Engine.,72.0,28,False,1.0,21.0,21.0,,,,,,
12,coursier,coursier/coursier,sbt,['scalajs'],https://github.com/coursier/coursier,https://github.com/coursier/coursier,Apache-2.0,2015-06-16 18:32:53,2026-01-21 23:18:10,2026-01-07 12:56:42,5091.0,36.0,326.0,53.0,2333.0,454.0,769.0,2110.0,2025-01-09 20:59:06,2.1.24,16567722.0,258870.0,100.0,Pure Scala Artifact Fetching.,156.0,28,True,1.0,,,,,,,,
13,finagle,twitter/finagle,distributed,,https://github.com/twitter/finagle,https://github.com/twitter/finagle,Apache-2.0,2010-10-19 22:10:09,2026-02-02 16:11:45,2026-02-02 16:11:44,8214.0,4.0,1448.0,545.0,553.0,65.0,357.0,8868.0,2024-05-07 19:46:22,finagle-24.5.0,,,84.0,"A fault tolerant, protocol-agnostic RPC system.",535.0,27,True,2.0,21.0,21.0,,,,,,
14,http4s,http4s/http4s,http,"['scala3', 'scalajs']",https://github.com/http4s/http4s,https://github.com/http4s/http4s,Apache-2.0,2012-03-12 04:41:20,2026-02-05 15:47:10,2026-02-05 15:42:21,17995.0,52.0,807.0,72.0,6194.0,356.0,1168.0,2612.0,2025-10-30 20:29:26,0.23.33,,,100.0,"A minimal, idiomatic Scala interface for HTTP.",482.0,27,True,1.0,,,,,,,,
15,scio,spotify/scio,bigdata,,https://github.com/spotify/scio,https://github.com/spotify/scio,Apache-2.0,2015-03-26 19:07:34,2026-02-04 21:11:52,2026-02-04 20:15:26,5678.0,77.0,527.0,109.0,4566.0,163.0,1201.0,2612.0,2026-02-04 21:04:41,0.15.3,11834.0,127.0,100.0,A Scala API for Apache Beam and Google Cloud Dataflow.,260.0,27,True,2.0,,,,,,,,
16,scalameta,scalameta/scalameta,toolkits,['scalajs'],https://github.com/scalameta/scalameta,https://github.com/scalameta/scalameta,BSD-3-Clause,2014-06-16 23:00:32,2026-02-05 17:52:07,2026-02-05 17:52:06,9302.0,161.0,237.0,37.0,3181.0,128.0,1191.0,1153.0,2026-01-31 00:52:26,4.14.7,,,100.0,"Library to read, analyze, transform and generate Scala programs.",132.0,27,True,1.0,3.0,3.0,,,,,,
17,bloop,scalacenter/bloop,development-cycle,['scalajs'],https://github.com/scalacenter/bloop,https://github.com/scalacenter/bloop,Apache-2.0,2017-11-11 09:39:34,2026-02-05 11:11:54,2026-02-05 11:09:06,6346.0,144.0,209.0,22.0,2058.0,100.0,707.0,938.0,2026-02-03 18:26:07,2.0.19,259724.0,2677.0,85.0,"Bloop is a build server and CLI tool to compile, test and run Scala fast from any editor or build tool.",155.0,27,True,2.0,,,,,,,,
18,scala-cli,VirtusLab/scala-cli,development-cycle,['scala3'],https://github.com/VirtusLab/scala-cli,https://github.com/VirtusLab/scala-cli,Apache-2.0,2021-05-10 12:29:24,2026-02-05 08:35:57,2026-02-05 08:24:11,5113.0,147.0,157.0,17.0,2895.0,346.0,800.0,627.0,2026-01-27 15:33:03,1.12.1,3416156.0,63262.0,80.0,"Scala CLI is a command-line tool to interact with the Scala language. It lets you compile, run, test, and package your..",105.0,27,True,2.0,,,,,,,,
19,cats,typelevel/cats,toolkits,"['scala3', 'scalajs']",https://github.com/typelevel/cats,https://github.com/typelevel/cats,,2015-01-28 20:26:48,2026-02-04 08:13:40,2026-01-31 09:20:40,7210.0,44.0,1226.0,181.0,3548.0,249.0,1005.0,5411.0,2025-01-20 19:03:39,2.13.0,,,67.0,"Lightweight, modular, and extensible library for functional programming.",571.0,26,False,1.0,20.0,20.0,,,,,,1.0
20,ammonite,com-lihaoyi/ammonite,toolkits,['scala3'],https://github.com/com-lihaoyi/Ammonite,https://github.com/com-lihaoyi/Ammonite,MIT,2015-01-13 07:34:38,2026-01-30 13:00:13,2026-01-30 13:00:13,2940.0,11.0,370.0,61.0,876.0,154.0,715.0,2637.0,2026-01-24 14:07:46,3.0.8,658423.0,6330.0,100.0,Scala Scripting.,148.0,26,True,1.0,,,,,,,,
21,metals,scalameta/metals,development-cycle,['scala3'],https://github.com/scalameta/metals,https://github.com/scalameta/metals,Apache-2.0,2017-11-03 14:18:53,2026-02-05 16:58:37,2026-02-05 16:44:38,9940.0,155.0,403.0,43.0,5572.0,240.0,2058.0,2280.0,2026-01-23 09:37:31,1.6.5,31.0,0.0,78.0,Scala language server with rich IDE features.,247.0,26,True,2.0,,,,,,,,
22,tapir,softwaremill/tapir,http,"['scala3', 'scalajs']",https://github.com/softwaremill/tapir,https://github.com/softwaremill/tapir,Apache-2.0,2018-12-09 16:43:49,2026-02-05 00:12:45,2026-01-31 00:41:28,9964.0,98.0,461.0,39.0,4085.0,204.0,811.0,1453.0,2026-01-22 12:11:07,1.13.6,,,100.0,Rapid development of self-documenting APIs.,346.0,26,True,1.0,,,,,,,,
23,scalapb,scalapb/scalapb,data,"['scala3', 'scalajs']",https://github.com/scalapb/ScalaPB,https://github.com/scalapb/ScalaPB,Apache-2.0,2014-10-02 01:11:41,2026-02-05 01:24:16,2026-02-05 01:24:16,2720.0,11.0,291.0,40.0,1436.0,52.0,591.0,1332.0,2025-10-09 05:51:37,1.0.0-alpha.3,641432.0,5884.0,100.0,Protocol buffer compiler for Scala.,135.0,26,True,1.0,,,,,,,,
24,tinylog,tinylog-org/tinylog,logging,,https://github.com/tinylog-org/tinylog,https://github.com/tinylog-org/tinylog,Apache-2.0,2012-09-13 11:21:42,2026-02-05 14:30:12,2026-02-02 14:21:17,1331.0,16.0,82.0,10.0,625.0,39.0,225.0,767.0,2024-01-31 20:36:31,2.7.0,84472.0,625.0,83.0,"tinylog is a lightweight logging framework for Java, Kotlin, Scala, and Android.",23.0,26,True,1.0,1803.0,1803.0,,,,,,
25,Snowplow,snowplow/snowplow,sci,,https://github.com/snowplow/snowplow,https://github.com/snowplow/snowplow,Apache-2.0,2012-03-01 13:02:21,2025-06-04 15:51:26,2025-05-28 14:53:40,6753.0,,1194.0,259.0,496.0,59.0,3906.0,7003.0,2022-01-31 21:28:26,22.01,7505.0,49.0,85.0,The leader in Customer Data Infrastructure.,107.0,25,True,1.0,21.0,21.0,,,,,,
26,scala-js,scala-js/scala-js,scala-js,['scalajs'],https://github.com/scala-js/scala-js,https://github.com/scala-js/scala-js,Apache-2.0,2013-02-18 16:33:55,2026-01-25 17:07:07,2026-01-25 17:07:07,7850.0,114.0,403.0,138.0,2995.0,55.0,2253.0,4691.0,2026-01-06 08:50:21,1.20.2,,,34.0,"Scala.js, the Scala to JavaScript compiler.",108.0,25,True,1.0,,,,,,,,
27,shapeless,milessabin/shapeless,toolkits,"['scala3', 'scalajs']",https://github.com/milessabin/shapeless,https://github.com/milessabin/shapeless,Apache-2.0,2011-12-18 13:36:38,2026-02-05 05:54:32,2026-02-05 05:54:32,2787.0,8.0,531.0,98.0,1023.0,29.0,384.0,3407.0,2025-03-02 21:41:46,2.3.13,,,10.0,Generic programming for Scala.,157.0,25,True,2.0,147.0,147.0,,,,,,
28,doobie,tpolecat/doobie,db-clients,['scala3'],https://github.com/typelevel/doobie,https://github.com/typelevel/doobie,MIT,2013-11-25 07:25:20,2026-02-05 10:03:16,2026-02-05 10:03:15,4098.0,77.0,372.0,63.0,1769.0,125.0,462.0,2211.0,2025-11-08 10:15:11,1.0.0-RC11,,,25.0,Functional JDBC layer for Scala.,197.0,25,True,1.0,,,,,,,typelevel/doobie,
29,elastic4s,sksamuel/elastic4s,db-clients,['scala3'],https://github.com/Philippus/elastic4s,https://github.com/Philippus/elastic4s,Apache-2.0,2013-06-10 20:23:57,2026-02-05 10:23:22,2026-02-05 09:40:01,5279.0,38.0,682.0,68.0,2624.0,11.0,1170.0,1640.0,2025-10-25 13:02:26,9.1.1,,,69.0,"Elasticsearch Scala Client - Reactive, Non Blocking, Type Safe, HTTP Client.",423.0,25,True,1.0,,,com.sksamuel.elastic4s:elastic4s_2.13,https://search.maven.org/artifact/com.sksamuel.elastic4s/elastic4s_2.13,,,Philippus/elastic4s,
30,sttp,softwaremill/sttp,http,"['scala3', 'scalajs']",https://github.com/softwaremill/sttp,https://github.com/softwaremill/sttp,Apache-2.0,2017-06-30 15:15:07,2026-02-05 01:06:21,2026-02-05 01:06:18,6271.0,56.0,327.0,36.0,2313.0,30.0,456.0,1495.0,2026-01-22 12:06:28,4.0.15,,,100.0,The Scala HTTP client you always wanted!.,233.0,25,True,2.0,,,,,,,,
31,eclair,acinq/eclair,others,,https://github.com/ACINQ/eclair,https://github.com/ACINQ/eclair,Apache-2.0,2015-08-19 11:47:01,2026-02-05 17:50:20,2026-01-29 07:43:51,2885.0,25.0,271.0,81.0,2355.0,47.0,739.0,1319.0,2025-10-27 08:50:05,0.13.1,48873.0,456.0,42.0,A scala implementation of the Lightning Network.,54.0,25,True,1.0,,,,,,,,
32,scalikejdbc,scalikejdbc/scalikejdbc,db-clients,['scala3'],https://github.com/scalikejdbc/scalikejdbc,https://github.com/scalikejdbc/scalikejdbc,Apache-2.0,2011-11-18 06:56:36,2026-02-04 06:30:14,2026-02-04 06:29:57,3570.0,44.0,230.0,55.0,2184.0,34.0,460.0,1278.0,2025-08-16 13:29:27,4.3.5,,,55.0,A tidy SQL-based DB access library for Scala developers. This library naturally wraps JDBC APIs and provides you easy-..,120.0,25,True,1.0,27.0,,org.scalikejdbc:scalikejdbc_2.13,https://search.maven.org/artifact/org.scalikejdbc/scalikejdbc_2.13,2025-08-16 13:19:16,27.0,,
33,bigdl,intel-analytics/bigdl,sci,,https://github.com/intel/ipex-llm,https://github.com/intel/ipex-llm,Apache-2.0,2016-08-29 07:59:50,2026-01-28 17:32:40,2026-01-28 17:32:39,4113.0,1.0,1358.0,264.0,10285.0,1214.0,1812.0,8669.0,2025-04-09 06:51:51,0.1.0-mas,718.0,6.0,22.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM,..",122.0,24,True,2.0,,,,,,,intel/ipex-llm,
34,slick,slick/slick,db-clients,['scala3'],https://github.com/slick/slick,https://github.com/slick/slick,BSD-2-Clause,2009-02-20 22:51:53,2026-02-04 10:11:45,2026-02-04 10:11:38,3811.0,48.0,617.0,133.0,1943.0,428.0,978.0,2667.0,2025-05-16 02:45:30,3.6.1,,,24.0,Slick (Scala Language Integrated Connection Kit) is a modern database query and access library for Scala.,213.0,24,True,1.0,,,,,,,,
35,fs2,typelevel/fs2,reactive,"['scala3', 'scalajs']",https://github.com/typelevel/fs2,https://github.com/typelevel/fs2,,2013-03-06 17:34:15,2026-02-04 08:20:30,2026-01-31 14:21:57,10333.0,98.0,621.0,82.0,2878.0,129.0,677.0,2440.0,2025-10-02 19:24:06,2.5.13,,,100.0,"Compositional, streaming I/O library for Scala.",337.0,24,False,1.0,,,,,,,,
36,sangria,sangria-graphql/sangria,others,['scala3'],https://github.com/sangria-graphql/sangria,https://github.com/sangria-graphql/sangria,Apache-2.0,2015-07-05 21:29:30,2026-02-02 07:33:56,2026-02-02 07:29:54,2448.0,21.0,223.0,59.0,792.0,61.0,414.0,1962.0,2025-10-20 11:40:30,4.2.15,,,100.0,Scala GraphQL implementation.,70.0,23,True,1.0,,,,,,,,
37,scalacheck,typelevel/scalacheck,test,"['scala3', 'scalajs']",https://github.com/typelevel/scalacheck,https://github.com/typelevel/scalacheck,BSD-3-Clause,2011-05-26 11:44:12,2026-02-04 09:54:35,2026-02-04 09:54:33,2283.0,28.0,403.0,54.0,804.0,63.0,293.0,1961.0,2025-09-06 19:49:36,1.19.0,,,14.0,Property-based testing for Scala.,147.0,23,True,1.0,,,,,,,,
38,giter8,foundweekends/giter8,development-cycle,,https://github.com/foundweekends/giter8,https://github.com/foundweekends/giter8,Apache-2.0,2010-08-10 04:08:48,2026-02-03 10:00:22,2026-02-03 10:00:19,1543.0,27.0,225.0,65.0,761.0,48.0,233.0,1754.0,2025-09-25 02:57:53,0.18.0,,,20.0,a command line tool to apply templates defined on GitHub.,85.0,23,True,2.0,,,,,,,,
39,scalajs-react,japgolly/scalajs-react,scala-js,"['scala3', 'scalajs']",https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2026-01-24 01:29:36,2026-01-24 01:29:36,3426.0,15.0,232.0,56.0,594.0,28.0,517.0,1655.0,2025-12-22 01:48:51,3.0.0,,,69.0,Facebooks React on Scala.JS.,83.0,23,True,2.0,,,,,,,,
40,skunk,typelevel/skunk,db-clients,"['scala3', 'scalajs']",https://github.com/typelevel/skunk,https://github.com/typelevel/skunk,MIT,2018-09-21 06:46:41,2026-02-04 08:31:02,2026-01-25 17:01:12,2341.0,66.0,166.0,26.0,1109.0,90.0,76.0,1640.0,2025-12-13 14:03:39,0.6.5,,,43.0,A data access library for Scala + Postgres.,97.0,23,True,1.0,,,,,,,,
41,sbt-native-packager,sbt/sbt-native-packager,sbt,,https://github.com/sbt/sbt-native-packager,https://github.com/sbt/sbt-native-packager,Apache-2.0,2011-12-20 02:04:49,2026-01-13 08:28:45,2026-01-13 08:21:21,1809.0,7.0,447.0,52.0,898.0,155.0,676.0,1610.0,2026-01-13 08:33:41,1.11.7,,,100.0,sbt Native Packager.,281.0,23,True,1.0,,,,,,,,
42,pekko,apache/incubator-pekko,distributed,['scala3'],https://github.com/apache/pekko,https://github.com/apache/pekko,Apache-2.0,2022-10-31 08:40:39,2026-02-05 11:37:50,2026-02-05 11:37:46,28000.0,132.0,184.0,53.0,2000.0,167.0,370.0,1525.0,,,,,,"Build highly concurrent, distributed, and resilient message-driven applications using Java/Scala.",1084.0,23,True,2.0,,,,,,,apache/pekko,
43,framework,lift/framework,web-frameworks,,https://github.com/lift/framework,https://github.com/lift/framework,Apache-2.0,2011-01-26 13:25:28,2026-01-27 23:29:00,2026-01-19 23:38:53,4017.0,29.0,276.0,99.0,555.0,133.0,1351.0,1276.0,2021-10-08 15:12:09,3.5.0-release,,,55.0,Lift Framework.,121.0,23,True,1.0,,,,,,,,
44,wartremover,wartremover/wartremover,development-cycle,['scala3'],https://github.com/wartremover/wartremover,https://github.com/wartremover/wartremover,Apache-2.0,2013-01-05 11:29:26,2026-02-05 04:24:18,2026-02-05 03:19:09,1890.0,208.0,116.0,29.0,1337.0,104.0,258.0,1101.0,2020-02-25 04:42:44,2.4.5,748.0,6.0,27.0,Flexible Scala code linting tool.,92.0,23,True,2.0,,,,,,,,
45,argonaut,argonaut-io/argonaut,json,"['scala3', 'scalajs']",https://github.com/argonaut-io/argonaut,https://github.com/argonaut-io/argonaut,BSD-3-Clause,2012-12-09 12:11:48,2026-02-05 04:24:21,2026-02-05 03:20:49,1857.0,31.0,108.0,23.0,933.0,28.0,169.0,547.0,2024-06-01 22:47:08,6.3.10,,,17.0,Purely functional JSON parser and library in scala.,66.0,23,True,1.0,50.0,,io.argonaut:argonaut_2.13,https://search.maven.org/artifact/io.argonaut/argonaut_2.13,2024-06-01 22:47:08,50.0,,
46,scalding,twitter/scalding,bigdata,,https://github.com/twitter/scalding,https://github.com/twitter/scalding,Apache-2.0,2012-01-10 16:22:08,2023-05-28 19:18:59,2023-05-28 19:18:59,4195.0,,708.0,313.0,1385.0,316.0,329.0,3523.0,2017-12-22 20:23:36,0.17.4,,,17.0,A Scala API for Cascading.,213.0,22,False,2.0,,,,,,,,
47,quill,zio/zio-quill,db-clients,"['zio', 'scala3', 'scalajs']",https://github.com/zio/zio-quill,https://github.com/zio/zio-quill,Apache-2.0,2015-07-20 22:15:04,2026-01-31 00:21:46,2025-08-06 16:15:40,3708.0,,349.0,57.0,2308.0,338.0,765.0,2172.0,2025-07-17 13:46:16,4.8.6,,,12.0,Compile-time Language Integrated Queries for Scala.,151.0,22,True,2.0,,,,,,,,
48,refined,fthomas/refined,toolkits,"['scala3', 'scalajs']",https://github.com/fthomas/refined,https://github.com/fthomas/refined,MIT,2015-05-10 16:23:16,2026-02-04 20:35:10,2026-02-04 20:35:10,3508.0,40.0,154.0,22.0,1197.0,73.0,149.0,1729.0,2024-12-27 11:46:38,0.11.3,,,71.0,Refinement types for Scala.,79.0,22,True,2.0,,,,,,,,
49,Monocle,optics-dev/monocle,toolkits,"['scala3', 'scalajs']",https://github.com/optics-dev/Monocle,https://github.com/optics-dev/Monocle,MIT,2014-01-17 19:49:22,2026-02-04 22:30:06,2026-02-04 22:30:06,2302.0,17.0,204.0,51.0,1174.0,53.0,334.0,1692.0,2024-08-09 09:12:26,3.3.0,,,10.0,Optics library for Scala.,127.0,22,True,2.0,,,,,,,,
50,spark-testing-base,holdenk/spark-testing-base,test,,https://github.com/holdenk/spark-testing-base,https://github.com/holdenk/spark-testing-base,Apache-2.0,2015-01-30 22:23:59,2025-12-22 01:03:15,2025-12-22 01:03:15,827.0,7.0,355.0,71.0,270.0,84.0,133.0,1549.0,2023-04-25 21:17:13,1.4.3,,,4.0,Base classes to use when writing tests with Spark.,61.0,22,True,2.0,45.0,45.0,,,,,,
51,scalatest,scalatest/scalatest,test,"['scala3', 'scalajs']",https://github.com/scalatest/scalatest,https://github.com/scalatest/scalatest,Apache-2.0,2013-04-07 21:55:49,2025-11-14 08:33:17,2025-11-14 07:57:49,7885.0,34.0,340.0,52.0,1614.0,539.0,345.0,1167.0,2024-06-26 00:41:22,release-3.2.19,,,41.0,A testing tool for Scala and Java developers.,69.0,22,True,2.0,,,,,,,,
52,scalafix,scalacenter/scalafix,development-cycle,['scalajs'],https://github.com/scalacenter/scalafix,https://github.com/scalacenter/scalafix,BSD-3-Clause,2016-08-08 11:45:19,2026-02-04 22:39:53,2026-02-04 22:37:17,4209.0,77.0,187.0,26.0,1639.0,75.0,655.0,870.0,2025-12-14 12:35:57,0.14.5,39.0,0.0,78.0,Refactoring and linting tool for Scala.,117.0,22,True,3.0,,,,,,,,
53,spark-notebook,spark-notebook/spark-notebook,sci,,https://github.com/spark-notebook/spark-notebook,https://github.com/spark-notebook/spark-notebook,Apache-2.0,2014-09-05 19:35:25,2023-05-16 16:06:37,2021-03-30 08:57:25,2326.0,,654.0,185.0,484.0,208.0,308.0,3151.0,2017-07-23 14:44:02,0.8.3,,,18.0,Interactive and Reactive Data Science using Scala and Spark.,84.0,21,False,2.0,,,,,,,,
54,lagom,lagom/lagom,distributed,,https://github.com/lagom/lagom,https://github.com/lagom/lagom,Apache-2.0,2016-02-23 01:51:06,2023-08-14 13:43:48,2023-08-14 13:43:48,2427.0,,634.0,146.0,2275.0,455.0,643.0,2633.0,2021-12-14 11:16:46,1.6.7,,,49.0,Reactive Microservices for the JVM.,149.0,21,False,2.0,,,,,,,,
55,spray-json,spray/spray-json,json,,https://github.com/spray/spray-json,https://github.com/spray/spray-json,Apache-2.0,2011-05-06 21:31:38,2024-01-10 20:17:55,2021-12-09 19:21:31,331.0,,561.0,35.0,156.0,101.0,116.0,2498.0,2020-11-11 13:05:44,1.3.6,,,3.0,"A lightweight, clean and simple JSON implementation in Scala.",48.0,21,False,2.0,155.0,,io.spray:spray-json_2.13,https://search.maven.org/artifact/io.spray/spray-json_2.13,2020-11-10 13:18:28,155.0,,
56,algebird,twitter/algebird,sci,,https://github.com/twitter/algebird,https://github.com/twitter/algebird,Apache-2.0,2012-08-02 17:24:42,2025-11-21 04:01:23,2024-02-24 18:39:07,1905.0,,347.0,224.0,1000.0,111.0,172.0,2301.0,2023-07-10 21:51:16,0.13.10,,,30.0,Abstract Algebra for Scala.,116.0,21,False,2.0,,,,,,,,-1.0
57,finatra,twitter/finatra,web-frameworks,,https://github.com/twitter/finatra,https://github.com/twitter/finatra,Apache-2.0,2012-02-16 23:55:29,2025-08-18 21:11:27,2025-08-18 21:11:27,2661.0,,407.0,208.0,271.0,19.0,309.0,2271.0,2022-12-26 14:40:15,finatra-22.12.0,,,92.0,"Fast, testable, Scala services built on TwitterServer and Finagle.",260.0,21,True,2.0,,,,,,,,
58,spire,typelevel/spire,sci,"['scala3', 'scalajs']",https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2026-01-25 00:21:41,2025-06-07 03:09:28,2999.0,,244.0,62.0,986.0,158.0,272.0,1774.0,2022-06-17 15:55:07,0.18.0,,,4.0,Powerful new number types and numeric abstractions for Scala.,106.0,21,True,2.0,,,,,,,,
59,json4s,json4s/json4s,json,"['scala3', 'scalajs']",https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2026-02-04 06:35:00,2026-02-04 06:34:43,2047.0,37.0,328.0,60.0,1386.0,158.0,269.0,1488.0,,,,,,JSON library.,154.0,21,True,2.0,,,,,,,,
60,akka-http,akka/akka-http,http,['scala3'],https://github.com/akka/akka-http,https://github.com/akka/akka-http,,2016-08-19 11:33:36,2026-01-12 18:51:40,2025-11-21 06:14:28,4563.0,1.0,594.0,69.0,2544.0,583.0,1399.0,1347.0,2025-10-29 10:28:11,10.7.3,,,69.0,The Streaming-first HTTP server/module of Akka.,359.0,21,False,2.0,,,,,,,,-1.0
61,jsoniter-scala,plokhotnyuk/jsoniter-scala,json,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2026-01-30 11:48:44,2026-01-30 11:48:44,5448.0,63.0,112.0,17.0,990.0,96.0,281.0,808.0,2026-01-02 12:22:58,2.38.8,,,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs + circe booster.,34.0,21,True,2.0,1.0,1.0,,,,,,
62,specs2,etorreborre/specs2,test,"['scala3', 'scalajs']",https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2026-02-05 08:46:56,2026-02-05 08:46:39,4904.0,16.0,217.0,26.0,805.0,5.0,666.0,737.0,2025-09-25 14:31:10,SPECS2-4.22.0,,,79.0,Software Specifications for Scala.,98.0,21,False,2.0,,,,,,,,
63,nussknacker,touk/nussknacker,bigdata,,https://github.com/TouK/nussknacker,https://github.com/TouK/nussknacker,Apache-2.0,2017-06-29 14:09:57,2026-02-05 17:51:59,2026-02-05 16:42:20,7688.0,126.0,103.0,27.0,8464.0,101.0,407.0,708.0,2024-11-22 14:01:13,1.18.0,618.0,6.0,53.0,Low-code tool for automating actions on real time data | Stream processing for the users.,88.0,21,True,2.0,,,,,,,,
