,name,github_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,trending
304,miniboxing-plugin,miniboxing/miniboxing-plugin,others,,https://github.com/miniboxing/miniboxing-plugin,https://github.com/miniboxing/miniboxing-plugin,,2012-04-26 09:52:25,2020-04-11 22:53:02,2020-04-11 22:53:01,1143.0,,17.0,11.0,31.0,45.0,177.0,121.0,,,,,,Miniboxing is a program transformation that improves the performance of Scala generics when used with primitive types...,16.0,10,False,3.0,,,,,,,,
305,ScalaJack,gzoller/ScalaJack,json,['scala3'],https://github.com/gzoller/ScalaJack,https://github.com/gzoller/ScalaJack,,2013-06-17 20:20:56,2026-01-23 19:50:31,2026-01-23 16:08:35,1025.0,33.0,9.0,11.0,203.0,,54.0,116.0,,,,,,Fast JSON parser/generator for Scala.,13.0,10,False,3.0,,,,,,,,
306,scalafiddle-editor,scalafiddle/scalafiddle-editor,others,,https://github.com/scalafiddle/scalafiddle-editor,https://github.com/scalafiddle/scalafiddle-editor,Apache-2.0,2016-08-01 18:16:47,2020-02-09 21:22:50,2020-02-09 21:22:48,174.0,,42.0,2.0,49.0,21.0,26.0,104.0,,,,,,Web user interface for ScalaFiddle.,20.0,10,False,3.0,,,,,,,,
307,longevity,longevityframework/longevity,db-clients,,https://github.com/longevityframework/longevity,https://github.com/longevityframework/longevity,,2014-12-17 02:50:13,2018-07-06 02:43:27,2018-07-06 02:43:18,1216.0,,6.0,11.0,8.0,36.0,4.0,103.0,2018-07-01 17:41:25,0.27.0,,,35.0,A Persistence Framework for Scala and NoSQL.,3.0,10,False,3.0,,,,,,,,
308,moultingyaml,jcazevedo/moultingyaml,csv-yaml,,https://github.com/jcazevedo/moultingyaml,https://github.com/jcazevedo/moultingyaml,MIT,2015-07-02 21:27:23,2022-09-13 21:31:10,2020-03-30 12:05:00,171.0,,34.0,5.0,28.0,24.0,8.0,101.0,,,,,,Scala wrapper for SnakeYAML.,13.0,10,False,3.0,,,,,,,,
309,lolhttp,criteo/lolhttp,http,,https://github.com/criteo/lolhttp,https://github.com/criteo/lolhttp,Apache-2.0,2017-04-28 07:06:53,2024-08-12 13:05:29,2023-07-17 16:35:50,126.0,,18.0,15.0,234.0,30.0,8.0,92.0,2023-07-17 16:37:14,0.13.6,,,31.0,An HTTP Server and Client library for Scala.,20.0,10,False,3.0,,,,,,,,
310,sbt-ghpages,sbt/sbt-ghpages,sbt,,https://github.com/sbt/sbt-ghpages,https://github.com/sbt/sbt-ghpages,,2012-05-16 15:21:19,2026-02-04 07:13:58,2026-02-04 07:13:57,244.0,8.0,20.0,5.0,166.0,23.0,14.0,91.0,2024-01-31 15:32:54,0.8.0,,,2.0,"git, site and ghpages support for sbt projects.",20.0,10,False,3.0,,,,,,,,
311,fury,propensive/fury,development-cycle,,https://github.com/propensive/fury,https://github.com/propensive/fury,Apache-2.0,2018-09-29 17:43:17,2024-12-27 13:38:38,2024-12-27 13:38:38,618.0,,2.0,2.0,9.0,20.0,37.0,86.0,2022-12-04 21:54:49,0.8.0,1669.0,34.0,9.0,A build tool for Scala.,1.0,10,True,3.0,,,,,,,,
312,pushka,fomkin/pushka,json,['scalajs'],https://github.com/fomkin/pushka,https://github.com/fomkin/pushka,Apache-2.0,2015-08-19 06:24:31,2019-06-12 09:24:40,2016-11-24 20:47:45,88.0,,9.0,5.0,26.0,10.0,25.0,81.0,,,,,14.0,ABANDONED Pure Scala serialization library with annotations.,6.0,10,False,3.0,,,,,,,,
313,sbt-ide-settings,Jetbrains/sbt-ide-settings,sbt,,https://github.com/JetBrains/sbt-ide-settings,https://github.com/JetBrains/sbt-ide-settings,Apache-2.0,2015-02-13 12:06:38,2025-07-14 19:54:47,2025-07-14 19:54:36,51.0,,9.0,18.0,3.0,10.0,6.0,68.0,2025-07-14 19:57:09,1.1.3,,,6.0,SBT plugin for tweaking various IDE settings.,8.0,10,True,3.0,,,,,,,,
314,lucene4s,outr/lucene4s,db-clients,"['scala3', 'scalajs']",https://github.com/outr/lucene4s,https://github.com/outr/lucene4s,MIT,2016-10-11 18:40:58,2025-06-22 00:32:16,2025-02-01 15:45:31,157.0,,19.0,5.0,24.0,3.0,8.0,54.0,2025-02-01 15:45:58,1.12.0,,,1.0,Light-weight convenience wrapper around Lucene to simplify complex tasks and add Scala sugar.,6.0,10,True,3.0,,,,,,,,
315,otavia-all,otavia-projects/otavia,toolkits,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,2.0,,,,50.0,2024-09-16 16:21:02,0.4.5,,,8.0,Your shiny new IO & Actor programming model!.,1.0,10,True,3.0,,,cc.otavia:otavia-all_3,https://search.maven.org/artifact/cc.otavia/otavia-all_3,2024-09-15 09:19:00,,,
316,otavia-codec-http,otavia-projects/otavia,http,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,2.0,,,,50.0,2024-09-16 16:21:02,0.4.5,,,11.0,Your shiny new IO & Actor programming model!.,1.0,10,True,3.0,2.0,,cc.otavia:otavia-codec-http_3,https://search.maven.org/artifact/cc.otavia/otavia-codec-http_3,2024-09-15 09:19:08,2.0,,
317,otavia-serde-json,otavia-projects/otavia,json,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,2.0,,,,50.0,2024-09-16 16:21:02,0.4.5,,,11.0,Your shiny new IO & Actor programming model!.,1.0,10,True,3.0,3.0,,cc.otavia:otavia-serde-json_3,https://search.maven.org/artifact/cc.otavia/otavia-serde-json_3,2024-09-15 09:19:32,3.0,,
318,otavia-sql,otavia-projects/otavia,db-clients,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,2.0,,,,50.0,2024-09-16 16:21:02,0.4.5,,,11.0,Your shiny new IO & Actor programming model!.,1.0,10,True,3.0,4.0,,cc.otavia:otavia-sql_3,https://search.maven.org/artifact/cc.otavia/otavia-sql_3,2024-09-15 09:19:41,4.0,,
319,otavia-postgres-driver,otavia-projects/otavia,db-clients,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,2.0,,,,50.0,2024-09-16 16:21:02,0.4.5,,,10.0,Your shiny new IO & Actor programming model!.,1.0,10,True,3.0,2.0,,cc.otavia:otavia-postgres-driver_3,https://search.maven.org/artifact/cc.otavia/otavia-postgres-driver_3,2024-09-15 09:19:40,2.0,,
320,otavia-mysql-driver,otavia-projects/otavia,db-clients,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,2.0,,,,50.0,2024-09-16 16:21:02,0.4.5,,,11.0,Your shiny new IO & Actor programming model!.,1.0,10,True,3.0,2.0,,cc.otavia:otavia-mysql-driver_3,https://search.maven.org/artifact/cc.otavia/otavia-mysql-driver_3,2024-09-15 09:19:38,2.0,,
321,figlet4s,colofabrix/figlet4s,others,,https://github.com/ColOfAbRiX/figlet4s,https://github.com/ColOfAbRiX/figlet4s,MIT,2020-08-06 21:12:42,2026-01-17 16:48:16,2026-01-16 12:00:04,208.0,16.0,2.0,1.0,5.0,12.0,13.0,38.0,2022-11-09 21:10:43,0.3.2,,,5.0,ASCII-art banners in Scala.,1.0,10,True,3.0,,,,,,,,
322,sbt-scala-js-map,ThoughtWorksInc/sbt-scala-js-map,sbt,['scalajs'],https://github.com/ThoughtWorksInc/sbt-scala-js-map,https://github.com/ThoughtWorksInc/sbt-scala-js-map,Apache-2.0,2016-04-12 18:38:07,2025-01-05 00:11:06,2024-05-03 07:40:27,496.0,,3.0,10.0,206.0,8.0,2.0,36.0,2021-11-22 07:29:41,4.1.1,,,3.0,A Sbt plugin that configures source mapping for Scala.js projects hosted on Github.,4.0,10,False,3.0,,,,,,,,
323,media4s,outr/media4s,media,,https://github.com/outr/media4s,https://github.com/outr/media4s,MIT,2016-09-28 20:04:06,2024-12-21 16:08:49,2024-12-21 16:08:38,60.0,,7.0,4.0,4.0,,3.0,36.0,2024-12-21 15:29:46,1.0.22,,,2.0,"Scala command-line wrapper around ffmpeg, ffprobe, ImageMagick, and other tools relating to media.",3.0,10,True,3.0,,,,,,,,
324,sbt-deploy-ssh,shmishleniy/sbt-deploy-ssh,sbt,,https://github.com/shmishleniy/sbt-deploy-ssh,https://github.com/shmishleniy/sbt-deploy-ssh,MIT,2015-01-16 12:38:45,2021-04-28 13:50:29,2021-04-28 13:46:46,41.0,,3.0,4.0,4.0,1.0,11.0,28.0,2021-04-28 13:50:29,0.1.5,,,5.0,SBT deploy plugin.,6.0,10,False,3.0,,,,,,,,
325,managerial,dvgica/managerial,others,['scala3'],https://github.com/dvgica/managerial,https://github.com/dvgica/managerial,Apache-2.0,2021-05-29 03:28:20,2026-02-04 19:41:50,2026-02-04 19:41:48,626.0,22.0,2.0,2.0,280.0,,,14.0,2025-05-29 01:06:55,0.10.0,,,8.0,A zero-dependency Scala library for managing resources monadically.,3.0,10,False,3.0,,,,,,,,
326,libra,to-ithaca/libra,sci,['scalajs'],https://github.com/to-ithaca/libra,https://github.com/to-ithaca/libra,,2017-03-01 13:42:38,2024-08-15 20:36:22,2021-02-28 00:36:23,143.0,,26.0,10.0,203.0,25.0,23.0,199.0,,,,,,A dimensional analysis library based on dependent types.,10.0,9,False,3.0,,,,,,,,
327,clustering4ever,clustering4ever/clustering4ever,sci,,https://github.com/Clustering4Ever/Clustering4Ever,https://github.com/Clustering4Ever/Clustering4Ever,Apache-2.0,2018-03-26 19:58:12,2021-01-26 19:43:10,2021-01-26 19:39:17,269.0,,12.0,19.0,14.0,,,130.0,,,,,,"C4E, a JVM friendly library written in Scala for both local and distributed (Spark) Clustering.",5.0,9,False,3.0,,,,,,,,
328,schemer,indix/schemer,bigdata,,https://github.com/indix/schemer,https://github.com/indix/schemer,Apache-2.0,2017-11-24 10:35:28,2020-03-05 19:19:48,2019-07-11 10:25:58,118.0,,6.0,15.0,3.0,,,115.0,2017-12-04 07:01:25,0.2.3,,,1.0,"Schema registry for CSV, TSV, JSON, AVRO and Parquet schema. Supports schema inference and GraphQL API.",4.0,9,False,3.0,,,,,,,,
329,scala-trace-debug,johnreedlol/scala-trace-debug,env,,https://github.com/JohnReedLOL/scala-trace-debug,https://github.com/JohnReedLOL/scala-trace-debug,MIT,2016-03-24 06:33:02,2019-12-16 14:15:10,2019-12-16 14:15:09,490.0,,5.0,6.0,10.0,3.0,14.0,114.0,,,,,,Macro based print debugging. Locates log statements in your IDE.,3.0,9,False,3.0,,,,,,,,
330,sbt-javacv,bytedeco/sbt-javacv,media,,https://github.com/bytedeco/sbt-javacv,https://github.com/bytedeco/sbt-javacv,MIT,2016-03-20 10:10:42,2018-12-22 14:05:22,2018-12-22 14:05:25,55.0,,14.0,6.0,13.0,1.0,6.0,92.0,2018-12-22 14:00:40,1.17,,,13.0,"Start using OpenCV in your JVM project in just 1 line, no separate compiling, installing OpenCV, or fussing with your..",4.0,9,False,3.0,,,,,,,,
331,blindsight,tersesystems/blindsight,logging,['scala3'],https://github.com/tersesystems/blindsight,https://github.com/tersesystems/blindsight,,2020-03-16 03:06:57,2024-08-14 04:37:04,2023-10-29 16:51:02,395.0,,6.0,4.0,513.0,40.0,28.0,89.0,2023-03-12 22:32:23,2.0.0,,,1.0,"Blindsight is a Scala logging API with DSL based structured logging, fluent logging, semantic logging, flow logging,..",3.0,9,False,3.0,,,,,,,,
332,gallia-core,galliaproject/gallia-core,bigdata,,https://github.com/galliaproject/gallia-core,https://github.com/galliaproject/gallia-core,Apache-2.0,2021-02-05 18:36:52,2024-02-23 15:49:10,2024-02-23 15:48:59,544.0,,4.0,4.0,,,1.0,88.0,2024-02-10 01:05:14,0.6.1,,,7.0,A schema-aware Scala library for data transformation.,1.0,9,False,3.0,,,,,,,,
333,lomrf,anskarl/lomrf,sci,,https://github.com/anskarl/LoMRF,https://github.com/anskarl/LoMRF,Apache-2.0,2014-05-24 22:29:28,2024-09-07 19:50:58,2024-09-07 19:44:19,676.0,,17.0,8.0,5.0,,19.0,86.0,,,,,,LoMRF is an open-source implementation of Markov Logic Networks.,9.0,9,True,3.0,,,,,,,,
334,rings,poslavskysv/rings,sci,,https://github.com/PoslavskySV/rings,https://github.com/PoslavskySV/rings,,2017-03-16 08:36:22,2023-10-26 16:00:16,2023-10-26 16:00:14,549.0,,10.0,5.0,23.0,15.0,39.0,78.0,2019-12-14 10:33:35,2.5.7,,,16.0,Rings: efficient JVM library for polynomial rings.,2.0,9,False,3.0,,,,,,,,
335,axle,axlelang/axle,sci,,https://github.com/pingel-org/axle,https://github.com/pingel-org/axle,,2011-02-21 23:18:53,2025-02-08 05:54:04,2023-05-28 04:37:04,4482.0,,9.0,6.0,241.0,,21.0,68.0,,,,,,Axle Domain Specific Language for Scientific Cloud Computing and Visualization.,9.0,9,False,3.0,,,,,,,pingel-org/axle,
336,scallion,epfl-lara/scallion,parsers,,https://github.com/epfl-lara/scallion,https://github.com/epfl-lara/scallion,Apache-2.0,2019-05-24 20:22:52,2025-09-02 13:05:32,2025-09-02 13:05:27,297.0,,14.0,9.0,13.0,3.0,2.0,61.0,2022-10-16 15:31:05,0.6,2145.0,53.0,1.0,LL(1) parser combinators in Scala.,9.0,9,True,3.0,,,,,,,,
337,glokka,xitrum-framework/glokka,distributed,,https://github.com/xitrum-framework/glokka,https://github.com/xitrum-framework/glokka,MIT,2013-07-15 21:36:00,2025-06-21 22:28:46,2025-06-21 22:28:42,114.0,,4.0,7.0,1.0,4.0,26.0,55.0,,,,,,Library to register and lookup actors by names in an Akka cluster.,3.0,9,True,3.0,,,,,,,,
338,sparkplug,indix/sparkplug,bigdata,,https://github.com/indix/sparkplug,https://github.com/indix/sparkplug,Apache-2.0,2017-10-13 11:35:57,2020-05-15 09:11:07,2020-05-15 09:01:41,90.0,,2.0,5.0,5.0,,,29.0,2020-05-15 09:11:07,0.6.0,,,8.0,Spark package to plug holes in data using SQL based rules.,8.0,9,False,3.0,,,,,,,,
339,ReactiveCouchbase-rs-core,ReactiveCouchbase/ReactiveCouchbase-rs-core,db-clients,,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,Apache-2.0,2017-02-08 08:16:45,2018-04-23 09:37:17,2018-04-23 09:35:53,131.0,,10.0,6.0,13.0,8.0,11.0,26.0,2017-09-29 15:00:23,1.0.0,,,1.0,New ReactiveCouchbase driver using reactive-streams.,8.0,9,False,3.0,,,,,,,,
340,scala2plantuml,bottech/scala2plantuml,env,,https://github.com/BotTech/scala2plantuml,https://github.com/BotTech/scala2plantuml,MIT,2021-03-03 02:34:35,2024-07-29 10:46:59,2021-03-24 09:23:58,162.0,,6.0,,249.0,35.0,1.0,25.0,2021-03-09 21:56:07,0.3.0,,,4.0,Scala2PlantUML generates PlantUML diagrams from Scala code.,2.0,9,False,3.0,,,,,,,,
341,scala-phash,poslegm/scala-phash,media,,https://github.com/poslegm/scala-phash,https://github.com/poslegm/scala-phash,MIT,2017-03-17 05:59:47,2020-07-22 10:26:17,2020-07-22 10:26:09,73.0,,3.0,1.0,3.0,1.0,5.0,22.0,2019-06-10 22:19:24,1.2.2,,,5.0,Image comparison by hash codes.,3.0,9,False,3.0,,,,,,,,
342,ninny-json,nrktkt/ninny-json,json,['scala3'],https://github.com/nrktkt/ninny-json,https://github.com/nrktkt/ninny-json,Unlicense,2020-07-10 17:01:21,2025-07-30 19:02:25,2025-07-30 19:02:25,111.0,,8.0,1.0,61.0,8.0,6.0,21.0,2025-01-09 21:36:50,0.9.3,,,32.0,JSON typeclasses that know the difference between null and absent fields.,6.0,9,True,3.0,,,,,,,,
343,aws-request-signer,ticofab/aws-request-signer,sec,,https://github.com/ticofab/aws-request-signer,https://github.com/ticofab/aws-request-signer,Apache-2.0,2015-12-18 10:09:29,2019-08-13 16:19:00,2019-08-13 16:18:59,76.0,,14.0,3.0,14.0,5.0,9.0,21.0,2015-12-27 21:01:56,0.1.0,,,1.0,Scala library to sign HTTP requests to AWS services.,10.0,9,False,3.0,,,,,,,,
344,squery,sake92/squery,db-clients,['scala3'],https://github.com/sake92/squery,https://github.com/sake92/squery,Apache-2.0,2023-02-20 11:25:29,2025-10-13 20:09:04,2025-10-13 20:08:58,179.0,,,3.0,,4.0,9.0,20.0,2025-07-16 11:53:05,0.8.1,,,6.0,Simple SQL queries in Scala 3.,,9,True,3.0,,,,,,,,
345,jose,blackdoor/jose,sec,['scala3'],https://github.com/blackdoor/jose,https://github.com/blackdoor/jose,Unlicense,2018-11-05 17:36:11,2024-07-04 13:46:08,2023-07-14 15:27:24,85.0,,5.0,3.0,130.0,9.0,4.0,16.0,2021-05-21 01:22:10,0.4.5,,,21.0,Extensible JOSE library for Scala.,4.0,9,False,3.0,,,,,,,,
346,tupson,sake92/tupson,json,"['scala3', 'scalajs']",https://github.com/sake92/tupson,https://github.com/sake92/tupson,Apache-2.0,2021-12-04 18:27:51,2025-10-31 08:59:15,2025-10-31 08:59:13,163.0,,,3.0,4.0,4.0,2.0,8.0,2025-10-29 12:00:44,0.15.0,,,5.0,Stupid simple Scala 3 library for writing and reading JSON.,,9,False,3.0,,,,,,,,
347,synapsegrid,primetalk/synapsegrid,reactive,,https://github.com/Primetalk/SynapseGrid,https://github.com/Primetalk/SynapseGrid,,2013-06-28 09:11:53,2021-01-26 18:39:49,2019-09-22 16:45:19,244.0,,8.0,15.0,4.0,5.0,7.0,124.0,,,,,,SynapseGrid is a framework for constructing dynamic low latency data flow systems.,6.0,8,False,3.0,,,,,,,,
348,Freasy-Monad,Thangiee/Freasy-Monad,toolkits,['scalajs'],https://github.com/Thangiee/Freasy-Monad,https://github.com/Thangiee/Freasy-Monad,MIT,2016-09-05 06:07:02,2018-06-15 23:31:10,2018-06-15 23:31:09,94.0,,8.0,6.0,1.0,,11.0,115.0,,,,,,Easy way to create Free Monad using Scala macros with first-class Intellij support.,4.0,8,False,3.0,,,,,,,,
349,shade,monix/shade,db-clients,,https://github.com/monix/shade,https://github.com/monix/shade,MIT,2013-06-24 11:30:05,2021-03-18 23:25:57,2018-03-24 04:39:05,133.0,,19.0,9.0,43.0,13.0,16.0,107.0,,,,,,Memcached client for Scala.,12.0,8,False,3.0,,,,,,,,
350,clist,backuity/clist,others,,https://github.com/backuity/clist,https://github.com/backuity/clist,Apache-2.0,2014-11-10 12:31:30,2019-06-11 07:53:38,2019-06-11 07:53:37,109.0,,9.0,2.0,11.0,5.0,16.0,104.0,,,,,,Command Line Interface Scala Toolkit.,8.0,8,False,3.0,,,,,,,,
351,morpheus,outworkers/morpheus,db-clients,,https://github.com/outworkers/morpheus,https://github.com/outworkers/morpheus,,2015-09-03 10:48:15,2019-06-12 10:57:50,2019-06-12 10:57:47,217.0,,6.0,3.0,18.0,,,103.0,2016-04-11 09:47:33,"org=com.websudos,name=morpheus,version=0.2.7",,,2.0,Reactive type-safe Scala driver for SQL databases.,5.0,8,False,3.0,,,,,,,,
352,mgo,openmole/mgo,sci,['scala3'],https://github.com/openmole/mgo,https://github.com/openmole/mgo,,2012-08-29 13:04:39,2026-01-22 11:40:59,2026-01-22 11:40:41,1325.0,3.0,5.0,13.0,1.0,9.0,2.0,73.0,2016-04-26 07:11:36,2.0,,,1.0,Purely functional genetic algorithms for multi-objective optimisation.,8.0,8,False,3.0,,,,,,,,
353,jam,yakivy/jam,di,"['scala3', 'scalajs']",https://github.com/yakivy/jam,https://github.com/yakivy/jam,MIT,2021-02-12 09:59:54,2024-03-13 20:09:28,2024-03-13 20:09:25,52.0,,4.0,3.0,2.0,,9.0,61.0,,,,,,Incredibly simple DI Scala library.,4.0,8,False,3.0,,,,,,,,
354,xs4s,scalawilliam/xs4s,others,['scala3'],https://github.com/ScalaWilliam/xs4s,https://github.com/ScalaWilliam/xs4s,,2014-05-14 08:22:44,2023-10-12 19:31:20,2021-07-27 17:45:22,89.0,,13.0,5.0,12.0,4.0,2.0,61.0,2021-08-01 12:19:22,0.9.1,,,7.0,XML Streaming for Scala including FS2/cats support.,5.0,8,False,3.0,,,,,,,,
355,scalarelational,outr/scalarelational,db-clients,,https://github.com/outr/scalarelational,https://github.com/outr/scalarelational,,2013-11-01 17:14:15,2024-04-18 14:19:11,2019-03-06 15:27:46,520.0,,9.0,10.0,52.0,15.0,49.0,59.0,,,,,,"Type-Safe framework for defining, modifying, and querying SQL databases.",7.0,8,False,3.0,,,,,,,,
356,ostinato,marianogappa/ostinato,others,,https://github.com/marianogappa/ostinato,https://github.com/marianogappa/ostinato,MIT,2015-11-02 09:35:53,2019-08-25 19:32:14,2019-08-25 19:31:59,271.0,,6.0,3.0,,8.0,5.0,54.0,2017-03-18 09:26:44,1.0.2,81.0,0.0,1.0,A chess library that runs on the server (Scala) and on the browser (ScalaJS).,2.0,8,False,3.0,,,,,,,,
357,fields,jap-company/fields,data,['scala3'],https://github.com/jap-company/fields,https://github.com/jap-company/fields,Apache-2.0,2022-05-29 10:37:51,2022-08-09 21:26:10,2022-08-09 21:18:26,45.0,,3.0,2.0,21.0,6.0,12.0,50.0,2022-08-09 21:26:35,0.4.16,,,27.0,Scala validation library.,1.0,8,False,3.0,,,,,,,,
358,freedsl,ISCPIF/freedsl,toolkits,,https://github.com/ISCPIF/freedsl,https://github.com/ISCPIF/freedsl,,2016-10-27 16:19:11,2018-09-12 13:19:12,2018-09-12 13:18:57,208.0,,2.0,6.0,1.0,,,39.0,,,,,,Practical effect composition library based on abstract wrapping type and the free monad.,2.0,8,False,3.0,,,,,,,,
359,scaposer,xitrum-framework/scaposer,others,,https://github.com/xitrum-framework/scaposer,https://github.com/xitrum-framework/scaposer,MIT,2011-09-09 01:02:13,2025-06-21 21:23:15,2025-06-21 21:22:53,114.0,,7.0,7.0,10.0,4.0,14.0,38.0,,,,,,GNU Gettext .po file loader for Scala.,9.0,8,True,3.0,,,,,,,,
360,codacy-scalameta,codacy/codacy-scalameta,development-cycle,,https://github.com/codacy/codacy-scalameta,https://github.com/codacy/codacy-scalameta,,2016-06-14 13:54:18,2025-06-30 11:58:25,2025-06-27 12:50:54,185.0,,17.0,14.0,68.0,1.0,,35.0,,,,,,Codacy tool for Scalameta.,22.0,8,False,3.0,,,,,,,,
361,sbt-json,battermann/sbt-json,json,,https://github.com/battermann/sbt-json,https://github.com/battermann/sbt-json,MIT,2017-08-16 16:28:39,2018-05-29 20:34:36,2018-05-29 20:33:52,104.0,,4.0,3.0,6.0,1.0,4.0,31.0,,,,,,"sbt plugin that generates Scala case classes for easy, statically typed and implicit access of JSON data e.g. from API..",3.0,8,False,3.0,,,,,,,,
362,poppet,yakivy/poppet,distributed,"['scala3', 'scalajs']",https://github.com/yakivy/poppet,https://github.com/yakivy/poppet,MIT,2020-05-12 14:32:28,2024-06-14 14:40:35,2024-06-14 14:40:32,96.0,,2.0,2.0,1.0,,3.0,27.0,,,,,,"Minimal, type-safe RPC Scala library.",2.0,8,False,3.0,,,,,,,,
363,scala-xgettext,xitrum-framework/scala-xgettext,others,,https://github.com/xitrum-framework/scala-xgettext,https://github.com/xitrum-framework/scala-xgettext,MIT,2013-01-04 10:12:48,2021-01-17 01:44:53,2021-01-17 01:43:33,76.0,,11.0,7.0,9.0,3.0,12.0,26.0,,,,,,Scala compiler plugin that acts like GNU xgettext command to extract i18n strings in Scala source code files to..,8.0,8,False,3.0,,,,,,,,
364,kvs,zero-deps/kvs,db-clients,,https://github.com/zero-deps/kvs,https://github.com/zero-deps/kvs,MIT,2019-08-09 21:21:29,2024-09-28 09:47:07,2024-09-28 09:47:00,792.0,,2.0,6.0,4.0,,11.0,24.0,2022-04-19 11:03:14,4.14,,,1.0,"Highly available distributed strong eventual consistent and sequentially consistent storage with feeds, sorting and..",18.0,8,True,3.0,,,,,,,,
365,akka-persistence-gcp-datastore,innFactory/akka-persistence-gcp-datastore,db-clients,,https://github.com/innFactory/akka-persistence-gcp-datastore,https://github.com/innFactory/akka-persistence-gcp-datastore,Apache-2.0,2019-11-29 19:52:00,2026-02-01 00:39:54,2022-03-15 00:18:23,292.0,,3.0,2.0,239.0,1.0,,19.0,,,,,,akka-persistence-gcp-datastore is a journal and snapshot store plugin for akka-persistence using google cloud..,4.0,8,False,3.0,,,,,,,,
366,aptus-core,aptusproject/aptus-core,others,['scala3'],https://github.com/aptusproject/aptus-core,https://github.com/aptusproject/aptus-core,Apache-2.0,2021-05-25 18:13:35,2025-06-19 14:05:12,2025-06-19 14:03:18,424.0,,1.0,2.0,,,,10.0,2024-12-02 20:35:31,0.7.0,,,10.0,A utility library aiming to simplify the Scala coding experience.,,8,False,3.0,,,,,,,,
367,msgpack-scala,msgpack/msgpack-scala,data,,https://github.com/msgpack/msgpack-scala,https://github.com/msgpack/msgpack-scala,,2011-10-18 05:54:24,2018-06-14 09:56:10,2017-11-30 05:23:29,66.0,,29.0,8.0,14.0,8.0,6.0,93.0,,,,,,MessagePack serializer implementation for Scala / msgpack.org[Scala].,8.0,7,False,3.0,,,,,,,,
368,scala-sql,wangzaixiang/scala-sql,db-clients,['scala3'],https://github.com/wangzaixiang/scala-sql,https://github.com/wangzaixiang/scala-sql,,2012-05-29 01:09:15,2025-08-07 08:24:14,2025-08-07 08:23:36,129.0,,19.0,9.0,1.0,,2.0,89.0,2019-01-04 03:19:55,2.0.7,,,3.0,scala SQL api.,5.0,7,False,3.0,,,,,,,,
369,aws4s,aws4s/aws4s,others,,https://github.com/aws4s/aws4s,https://github.com/aws4s/aws4s,MIT,2017-12-03 14:49:45,2018-06-20 20:31:43,2018-06-20 20:31:30,100.0,,12.0,5.0,21.0,9.0,7.0,87.0,,,,,,"Non-blocking AWS SDK for Scala exposing strongly-typed APIs built on top of http4s, fs2 and cats.",1.0,7,False,3.0,,,,,,,,
370,pagelets,splink/pagelets,web-frameworks,,https://github.com/splink/pagelets,https://github.com/splink/pagelets,Apache-2.0,2016-10-03 17:48:28,2022-01-31 22:50:46,2022-01-31 22:49:47,138.0,,5.0,8.0,7.0,,5.0,77.0,,,,,,A module for the Play Framework to build highly modular applications.,2.0,7,False,3.0,,,,,,,,
371,synapses,mrdimosthenis/synapses,sci,,https://github.com/mrdimosthenis/Synapses,https://github.com/mrdimosthenis/Synapses,MIT,2019-11-24 17:51:43,2021-09-23 20:55:47,2021-09-23 20:55:47,99.0,,6.0,5.0,23.0,,2.0,73.0,,,,,,A group of neural-network libraries for functional and mainstream languages.,6.0,7,False,3.0,,,,,,,,
372,dupin,yakivy/dupin,data,"['scala3', 'scalajs']",https://github.com/yakivy/dupin,https://github.com/yakivy/dupin,MIT,2019-11-06 18:56:13,2024-04-02 14:41:45,2024-04-02 14:41:39,74.0,,3.0,3.0,1.0,,,44.0,,,,,,"Minimal, idiomatic, customizable validation Scala library.",2.0,7,False,3.0,,,,,,,,
